# _root_ Mr. Shilling , who was Merrill Lynch 's chief economist from 1967 to 1971 , has heralded a recession for months .
#goldHeads=2,16,2,5,2,7,10,7,10,5,5,11,11,13,2,0,16,19,17,17,20,16,
#predictedHeads=2,16,2,5,2,7,10,7,10,5,5,11,11,13,2,0,16,19,17,19,20,16,
(17,11),(11,12),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,20),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,12),(11,23),-0.179909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,13),(11,14),0.128057 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,15),0.119075 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,13),(11,23),-0.125673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,14),(11,15),0.111185 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,16),0.11916 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,20),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,14),(11,23),-0.179786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,15),(11,16),0.116834 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,19),-0.124918 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,20),-0.124909 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,15),(11,23),-0.146983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,16),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,16),(11,20),-0.124897 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,16),(11,23),-0.0757328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,19),(11,20),-0.126784 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,19),(11,23),-0.172445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,20),(11,23),-0.0884813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,11),(11,10),0.0163482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,4),-0.0749157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,-1),-0.177788 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,10),(11,4),-0.0419994 # DEPENDENCYPART_GRANDSIBL
(17,11),(11,10),(11,-1),0.0315422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,4),(11,-1),-0.0792594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,13),(13,14),0.132619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,15),0.118089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,16),0.105108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,19),-0.184457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,23),0.153688 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,14),(13,15),0.119162 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,23),-0.100203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,15),(13,16),0.119011 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,23),-0.132008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,16),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,16),(13,23),-0.139261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,19),(13,23),-0.204478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,13),(13,12),0.0584507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,4),-0.0552822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,-1),-0.144466 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,12),(13,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,-1),0.0663836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,4),(13,-1),-0.0552586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,16),(16,17),-0.107945 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,16),(16,18),-0.122498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,19),-0.180906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,20),0.0206754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,21),-0.180906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,23),-0.281249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,17),(16,18),-0.12489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,19),-0.125514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,20),-0.135099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,21),-0.125514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,23),-0.109763 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,18),(16,19),-0.124893 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,18),(16,20),-0.125654 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,18),(16,21),-0.124893 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,18),(16,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,18),(16,23),-0.0829728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,19),(16,20),-0.189634 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,19),(16,21),-0.128074 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,19),(16,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,19),(16,23),-0.1002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,20),(16,21),-0.125488 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,20),(16,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,20),(16,23),-0.139745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,21),(16,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,21),(16,23),-0.101186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,22),(16,23),-0.147658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,16),(16,15),-0.121369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,14),-0.0400072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,13),0.0654718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,12),-0.0400072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,11),-0.0586011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,10),0.0161144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,9),0.0149368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,7),0.0169877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,5),-0.0553926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,3),-0.121369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,2),0.0170055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,1),0.0154436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,-1),0.042227 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,15),(16,14),-0.0323775 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,13),-0.0219455 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,12),-0.0323775 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,11),-0.0446813 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,10),-0.0694914 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,9),-0.0695329 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,7),-0.0700198 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,5),0.0478839 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,3),-0.0303657 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,2),-0.0694443 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,1),-0.0694455 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,-1),0.0770328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,14),(16,13),-0.0483317 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,12),-0.0467705 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,11),-0.0308967 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,10),-0.0509618 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,9),-0.0509618 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,7),-0.0509618 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,5),-0.0474516 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,3),-0.0379726 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,2),-0.0509618 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,1),-0.0509618 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,-1),-0.0287786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,13),(16,12),-0.0452343 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,11),0.00562271 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,10),-0.0506788 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,9),-0.0506788 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,7),-0.0506788 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,5),-0.034993 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,3),0.020241 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,2),-0.0506788 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,1),-0.0506789 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,-1),-0.0181291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,12),(16,11),-0.0308967 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,10),-0.0509618 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,9),-0.0509618 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,7),-0.0509618 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,5),-0.0474516 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,3),-0.0379726 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,2),-0.0509618 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,1),-0.0509618 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,-1),-0.0287786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,11),(16,10),-0.0143257 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,9),-0.0143257 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,7),-0.0143257 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,5),-0.0748563 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,3),0.0439352 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,2),-0.0143257 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,1),-0.0143276 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,-1),-0.0121781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,10),(16,9),0.0042456 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,10),(16,7),0.00423993 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,10),(16,5),-0.106466 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,10),(16,3),-0.0732551 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,10),(16,2),0.00425683 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,10),(16,1),0.00415655 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,10),(16,-1),-0.0764343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,9),(16,7),0.00417484 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,9),(16,5),-0.106466 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,9),(16,3),-0.0732536 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,9),(16,2),0.00419174 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,9),(16,1),0.00409147 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,9),(16,-1),-0.0773198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,7),(16,5),-0.106466 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,7),(16,3),-0.0732694 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,7),(16,2),0.00425679 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,7),(16,1),0.00415652 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,7),(16,-1),-0.0758924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,5),(16,3),-0.0492098 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,5),(16,2),-0.0693695 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,5),(16,1),-0.0693695 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,5),(16,-1),-0.0820456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,3),(16,2),-0.0694443 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,3),(16,1),-0.0694455 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,3),(16,-1),0.0770328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,2),(16,1),0.00415655 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,2),(16,-1),-0.0753144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,1),(16,-1),-0.0767767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,20),-0.0602594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,23),-0.109254 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,20),(18,23),-0.0676762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,-1),-0.299784 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,19),(19,20),-0.0816105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,21),0.00985198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,22),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,23),0.0585453 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,20),(19,21),-0.0735064 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,22),-0.0441312 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,23),-0.0316583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,21),(19,22),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,23),-0.0192917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,22),(19,23),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,18),0.0876298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,17),0.176968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,19),(19,14),-0.128989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,12),-0.128989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,4),-0.112267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,-1),-0.153513 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,18),(19,17),0.119373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,18),(19,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,4),-0.109338 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,-1),-0.161475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,17),(19,14),-0.125142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,12),-0.125142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,4),-0.125048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,-1),-0.0795348 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,14),(19,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,14),(19,4),-0.125094 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,14),(19,-1),-0.0598548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,12),(19,4),-0.125094 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,12),(19,-1),-0.0598548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,4),(19,-1),-0.063908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,20),(20,21),0.0725459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,22),-0.0473928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,23),-0.0994355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,21),(20,22),-0.042006 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,23),0.0707658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,22),(20,23),-0.0474405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,20),(20,19),0.108836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,18),0.122312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,13),-0.126601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,-1),0.0693979 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,19),(20,18),0.116484 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,13),-0.124891 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,-1),-0.171331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,18),(20,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,-1),-0.163241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,13),(20,-1),-0.127224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,21),(21,22),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,23),0.0545613 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,22),(21,23),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,21),(21,20),0.172958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,19),0.036142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,18),0.0932488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,14),-0.128989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,-1),-0.163603 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,20),(21,19),0.127349 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,18),0.111019 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,14),-0.124907 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,-1),0.00231953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,19),(21,18),0.0599531 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,14),-0.125121 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,-1),-0.113463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,18),(21,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,-1),-0.162949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,14),(21,-1),-0.0641333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,22),(22,23),-0.043275 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,22),(22,20),0.109305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,-1),-0.00943543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,20),(22,-1),-0.1479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,21),-0.00169206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,22),-0.0420486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,23),-0.134696 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,21),(20,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,23),-0.00295689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,22),(20,23),-0.0420556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,19),0.118901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,18),0.118817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,20),(20,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,-1),-0.139437 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,19),(20,18),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,19),(20,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,-1),-0.128813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,18),(20,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,-1),-0.12609 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,13),(20,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,4),(4,4),(4,23),-0.178096 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,4),(4,4),(4,-1),-0.107313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,12),(12,12),(12,13),0.0703632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,14),0.105005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,15),0.12804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,16),0.109307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,17),0.109307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,19),-0.127158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,12),(12,12),(12,23),-0.0466012 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,12),(12,13),(12,14),0.110193 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,13),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,13),(12,23),-0.159393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,14),(12,15),0.119075 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,14),(12,16),0.119163 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,14),(12,17),0.119163 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,14),(12,19),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,14),(12,23),-0.153109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,15),(12,16),0.119139 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,15),(12,17),0.119139 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,15),(12,19),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,15),(12,23),-0.150512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,16),(12,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,12),(12,16),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,16),(12,23),-0.134073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,17),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,17),(12,23),-0.134073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,12),(12,19),(12,23),-0.0584462 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,12),(12,12),(12,11),-0.0307437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,10),-0.0504758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,9),-0.0504758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,12),(12,12),(12,-1),0.146062 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
