# _root_ Guber-Peters 's net income in the latest quarter compared with a net loss of $ 6.9 million , or 62 cents a share , in the year-earlier period .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
(15,20),(15,29),0.01512 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.173574 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.0434041 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.0169039 # DEPENDENCYPART_SIBL
(15,21),(15,28),-0.167193 # DEPENDENCYPART_SIBL
(15,21),(15,29),-0.0260321 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.0863399 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.0429162 # DEPENDENCYPART_SIBL
(15,23),(15,28),-0.201772 # DEPENDENCYPART_SIBL
(15,23),(15,29),-0.0461866 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.0571826 # DEPENDENCYPART_SIBL
(15,24),(15,28),0.384702 # DEPENDENCYPART_SIBL
(15,24),(15,29),-0.0206467 # DEPENDENCYPART_SIBL
(15,25),(15,28),0.17026 # DEPENDENCYPART_SIBL
(15,25),(15,29),0.116836 # DEPENDENCYPART_SIBL
(15,28),(15,29),-0.033607 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0368287 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.19009 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0052221 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0612902 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.00893316 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0744038 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.00327505 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0601883 # DEPENDENCYPART_SIBL
(17,18),(17,19),1.01122 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.474241 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.205882 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.467007 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.357884 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.228709 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.390534 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.449212 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.146884 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.461147 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.268202 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.558732 # DEPENDENCYPART_SIBL
(19,25),(19,28),-0.209869 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.576868 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0431044 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.248154 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.00557564 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0436918 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0359939 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0462591 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.195822 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0931832 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.217175 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0726797 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.152551 # DEPENDENCYPART_SIBL
(21,17),(21,28),0.172141 # DEPENDENCYPART_SIBL
(21,17),(21,29),0.168953 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0637765 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0150634 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.00283908 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0752849 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0552348 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.00378124 # DEPENDENCYPART_SIBL
(21,18),(21,29),0.22192 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.108449 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.217131 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0596025 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0136313 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.155719 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.127643 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.00521061 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0295347 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.140587 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.00295351 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.0618168 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0843251 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.130395 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.149479 # DEPENDENCYPART_SIBL
(21,23),(21,29),0.0622346 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.263754 # DEPENDENCYPART_SIBL
(21,24),(21,28),0.598371 # DEPENDENCYPART_SIBL
(21,24),(21,29),0.0609807 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.051267 # DEPENDENCYPART_SIBL
(21,25),(21,29),0.0643071 # DEPENDENCYPART_SIBL
(21,28),(21,29),0.0466838 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.129891 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.400837 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0532601 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.143298 # DEPENDENCYPART_SIBL
(23,20),(23,28),0.0384319 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.246151 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0808218 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0391879 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.021543 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.192615 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.144743 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.205499 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.135641 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.705033 # DEPENDENCYPART_SIBL
(23,25),(23,28),0.183401 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.00349086 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.112127 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0528325 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.0128676 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.0396349 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0314199 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.000922058 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.0199963 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.0148219 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.228211 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.710402 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.129917 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.63998 # DEPENDENCYPART_SIBL
(25,27),(25,29),0.00795146 # DEPENDENCYPART_SIBL
(25,28),(25,29),0.0407392 # DEPENDENCYPART_SIBL
(28,21),(28,22),-0.30405 # DEPENDENCYPART_SIBL
(28,21),(28,23),-0.0422525 # DEPENDENCYPART_SIBL
(28,21),(28,24),0.106173 # DEPENDENCYPART_SIBL
(28,21),(28,26),-0.204792 # DEPENDENCYPART_SIBL
(28,21),(28,27),-0.0765709 # DEPENDENCYPART_SIBL
(28,22),(28,23),0.228749 # DEPENDENCYPART_SIBL
(28,22),(28,24),0.376939 # DEPENDENCYPART_SIBL
(28,22),(28,26),-0.657841 # DEPENDENCYPART_SIBL
(28,22),(28,27),0.111936 # DEPENDENCYPART_SIBL
(28,23),(28,24),0.095165 # DEPENDENCYPART_SIBL
(28,23),(28,26),-0.518448 # DEPENDENCYPART_SIBL
(28,23),(28,27),-0.104449 # DEPENDENCYPART_SIBL
(28,24),(28,26),-0.0779961 # DEPENDENCYPART_SIBL
(28,24),(28,27),0.130082 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.196677 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.135299 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.19996 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.268549 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0555988 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.108607 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.174502 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.316414 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.20986 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.0691962 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.310538 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.196648 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.0357345 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),-0.432949 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),-0.350696 # DEPENDENCYPART_GRANDPAR
(0,1),(1,29),2.15183 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.665063 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0542426 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.17522 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.659624 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.100415 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.00332946 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.112375 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.295823 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.640511 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.503788 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.410397 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0372856 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-1.04432 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.277864 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.226659 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.227836 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.25525 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.129374 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.315619 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.161984 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.102086 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.495441 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),-0.385361 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),0.157052 # DEPENDENCYPART_GRANDPAR
(0,4),(4,28),-0.43124 # DEPENDENCYPART_GRANDPAR
(0,4),(4,29),2.2717 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.648514 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.294906 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.197745 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-1.07294 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.20921 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.269922 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.306342 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.322901 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.143223 # DEPENDENCYPART_GRANDPAR
(0,5),(5,29),2.07068 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.638407 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.148799 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-1.1085 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.429411 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.280028 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.307988 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.330862 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.491914 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.651032 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.519313 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.360038 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0401944 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.458046 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-1.05705 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.127196 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.209874 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.312373 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.125374 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.403881 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.154514 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.0859559 # DEPENDENCYPART_GRANDPAR
(0,8),(8,24),-0.392831 # DEPENDENCYPART_GRANDPAR
(0,8),(8,29),2.2755 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.870282 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.241003 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.443956 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.259319 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-1.24739 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.128793 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0370219 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0735101 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.0314085 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.261294 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.0144536 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.376683 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.072394 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.280646 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),-0.170662 # DEPENDENCYPART_GRANDPAR
(0,9),(9,25),0.383452 # DEPENDENCYPART_GRANDPAR
(0,9),(9,29),2.36101 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.646425 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.0263979 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.452701 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-1.10546 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.130841 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.452243 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.395925 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.630405 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-1.0931 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.582127 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.362112 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.121848 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.345313 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.117033 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.097269 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.674915 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.523661 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.525496 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),-0.430312 # DEPENDENCYPART_GRANDPAR
(0,13),(13,25),0.0778584 # DEPENDENCYPART_GRANDPAR
(0,13),(13,28),-0.462108 # DEPENDENCYPART_GRANDPAR
(0,13),(13,29),2.2424 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.23003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-0.131025 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0988207 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.03823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.46277 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.18199 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.00362565 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.36323 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.14508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.0581385 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.357912 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.129249 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.65474 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.597963 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.378138 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.47671 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.207738 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.588879 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.411653 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.253279 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.514178 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-0.688084 # DEPENDENCYPART_GRANDPAR
(1,4),(4,24),-0.518142 # DEPENDENCYPART_GRANDPAR
(1,4),(4,25),-0.886419 # DEPENDENCYPART_GRANDPAR
(1,4),(4,28),-0.885838 # DEPENDENCYPART_GRANDPAR
(1,4),(4,29),-0.984793 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.13546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.602972 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.218753 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.606411 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.531464 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.421786 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.498847 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.257542 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.574197 # DEPENDENCYPART_GRANDPAR
(1,5),(5,29),-1.13539 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.07179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,4),-0.110146 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.336681 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.404185 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.381698 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.127512 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.611031 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.547504 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.07224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.0147229 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.243432 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.106249 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.200862 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.448277 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.275635 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.463299 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.227605 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.568182 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.45771 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.236372 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.46563 # DEPENDENCYPART_GRANDPAR
(1,8),(8,24),-0.501234 # DEPENDENCYPART_GRANDPAR
(1,8),(8,29),-0.956976 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.21295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.691164 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.248657 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.383041 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.749392 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.562141 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.440711 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.191563 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.733689 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.714283 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.473374 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.483575 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.757085 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),-0.521808 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),-0.748438 # DEPENDENCYPART_GRANDPAR
(1,9),(9,25),-0.909133 # DEPENDENCYPART_GRANDPAR
(1,9),(9,29),-1.15156 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.304249 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.157945 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.432459 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.462074 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.0439422 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.792858 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.673636 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.514992 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.56292 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.298494 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.82954 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.433988 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.663937 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.202366 # DEPENDENCYPART_GRANDPAR
(1,10),(10,25),-0.95662 # DEPENDENCYPART_GRANDPAR
(1,10),(10,29),-1.0881 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-1.13609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,4),-0.172754 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.260167 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.557877 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.337222 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.358515 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.216915 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.135302 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.223421 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.510491 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.384072 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.27905 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.888937 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.205984 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.437751 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.809454 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.31594 # DEPENDENCYPART_GRANDPAR
(1,13),(13,23),-0.641951 # DEPENDENCYPART_GRANDPAR
(1,13),(13,24),-0.470846 # DEPENDENCYPART_GRANDPAR
(1,13),(13,25),-0.885576 # DEPENDENCYPART_GRANDPAR
(1,13),(13,28),-0.841226 # DEPENDENCYPART_GRANDPAR
(1,13),(13,29),-0.94497 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.14813 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.560037 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.689251 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.376767 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),-0.415653 # DEPENDENCYPART_GRANDPAR
(1,14),(14,23),-0.524651 # DEPENDENCYPART_GRANDPAR
(1,14),(14,25),-0.852216 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.738078 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),0.078114 # DEPENDENCYPART_GRANDPAR
(1,19),(19,23),-0.508041 # DEPENDENCYPART_GRANDPAR
(1,19),(19,25),-1.04407 # DEPENDENCYPART_GRANDPAR
(1,19),(19,28),-0.643776 # DEPENDENCYPART_GRANDPAR
(1,23),(23,20),-0.711204 # DEPENDENCYPART_GRANDPAR
(1,23),(23,21),-0.544058 # DEPENDENCYPART_GRANDPAR
(1,23),(23,22),-0.32474 # DEPENDENCYPART_GRANDPAR
(1,23),(23,24),-0.634068 # DEPENDENCYPART_GRANDPAR
(1,23),(23,25),-0.988935 # DEPENDENCYPART_GRANDPAR
(1,23),(23,28),-0.937344 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.8504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.642 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.537989 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.724031 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.817679 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.87796 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.778492 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.679278 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.912114 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-1.27885 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.871751 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.946788 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-1.12595 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-0.96483 # DEPENDENCYPART_GRANDPAR
(2,1),(1,29),-1.74106 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.54009 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.13654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.217062 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.37892 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.598132 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.465078 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.394334 # DEPENDENCYPART_GRANDPAR
