# _root_ Sales climbed to an estimated $ 245 million in fiscal 1989 , ended Aug. 31 , from $ 99.9 million in fiscal 1985 .
#goldHeads=2,0,2,6,6,3,6,6,3,11,9,11,11,13,14,11,2,17,18,18,17,23,21,2,
#predictedHeads=2,0,2,6,6,3,6,6,6,11,9,2,11,13,14,6,2,17,18,18,18,23,21,2,
(18,4),(18,22),-0.0371774 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.0902913 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.0930475 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.110875 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.108316 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0594495 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.104948 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.130879 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0526827 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0737405 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0660974 # DEPENDENCYPART_SIBL
(18,6),(18,23),0.128687 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0883964 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.00570694 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0169976 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0457014 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.111127 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0482605 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0129011 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0558969 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.108925 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0355667 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.032517 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0946203 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.184907 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.281161 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.161655 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.22242 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.187113 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.19142 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00254967 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0724543 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.177008 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.094803 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.127601 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0751722 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.182719 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0868829 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.111213 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0739982 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.140515 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0932972 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.177423 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.234261 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.189416 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.125268 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.074477 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.00620132 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.398089 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0987314 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.047811 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0384997 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.080635 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0873438 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.116836 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.171144 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0424269 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.00899092 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.115424 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0385133 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0450019 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0668101 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.104804 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0700844 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0379064 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.107525 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0725566 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0438321 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0408319 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0574699 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0525158 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0114514 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0384991 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0278206 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.00345721 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0108778 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0155626 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0174735 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.364632 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.00874308 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.154881 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.111446 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.365597 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.2289 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.000459286 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.344962 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.207028 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0224932 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0504074 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0185979 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0187286 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.748345 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.172411 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.355008 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.497955 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.290381 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.181272 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.0494103 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),1.3278 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.580201 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.47806 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.207927 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.283999 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.277153 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.202924 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.709314 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0199663 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.331105 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.30115 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.0507084 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.101045 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.328246 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.0975021 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-1.01898 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),1.63064 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.942148 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.743198 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.0818406 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.499494 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.154752 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.394459 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.106167 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0886801 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.855791 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.264135 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.133044 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.254507 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.13538 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.0970173 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.143085 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.63506 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.0167423 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),1.57878 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.894026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0772088 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.166603 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.310879 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.324859 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.147099 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.327234 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.501042 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.211424 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.491228 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.279964 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.211177 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.0980683 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.547406 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.561662 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-0.829441 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.03862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,4),-0.103496 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.339601 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.321583 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.313277 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.304268 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.24989 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.490505 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.172228 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.527777 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.184591 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.69983 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.171981 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.265507 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.609635 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.704575 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),-1.08896 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.273913 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.334938 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.854608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.290034 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.52158 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.268137 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.425529 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.538604 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.412203 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.174969 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.409419 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.633663 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.270703 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.587156 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.400339 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.270457 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.211141 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.713581 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.575275 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-0.74166 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.96863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.281042 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.254916 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.157929 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.357003 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.561758 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.359033 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.455089 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.499325 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.652571 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.339855 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.629774 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.489216 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.848058 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.339608 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.402686 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.72608 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.803266 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.855396 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.733753 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-0.786578 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.181896 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.340673 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.541845 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.524469 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.349645 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.458653 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.181893 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.645519 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.117934 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.752034 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.181646 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.191472 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.626207 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-1.10591 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.625524 # DEPENDENCYPART_GRANDPAR
(1,24),(24,23),-1.23866 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.04341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.0422767 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.689378 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.236337 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.517074 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.363351 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.756377 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.34633 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.643888 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.103919 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.33254 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.469166 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.151641 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.0452094 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.28352 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.0368471 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.173595 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),0.0157234 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),0.112397 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),0.0487769 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.0809516 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.296901 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),0.306472 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.456648 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-0.00909342 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.272586 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.00995795 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.56536 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.584907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0502995 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.19269 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.0126524 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.313158 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.152115 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0809875 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.346756 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.376157 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.0853144 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.0336127 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.0904239 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),0.00732901 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.281518 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.150042 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.582845 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-1.11974 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.615007 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.526445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.280705 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0199456 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.252474 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.283299 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0544609 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0639988 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.462375 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.34209 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.13679 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.107841 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.21863 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.241686 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.0441466 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.400568 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.30386 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.565105 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.565856 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.467538 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-1.16271 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.00309344 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.346345 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.116155 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0689389 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.37968 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.0562546 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.145056 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.137917 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),0.173738 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),0.0842524 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.0524126 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.296553 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.0916945 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),0.127592 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.0807446 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.548868 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.185869 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.120986 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.123643 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.430541 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.0932257 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.32559 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.116894 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.388256 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.0816626 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.128222 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.111232 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.211353 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.0745283 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),0.0190155 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.0851934 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.162669 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.150141 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.0611274 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.604067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,6),-0.115347 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.162439 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.604043 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.53877 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.20241 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.0978876 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.360015 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.0854189 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.409206 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.226901 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.69485 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.441688 # DEPENDENCYPART_GRANDPAR
(2,13),(13,24),-1.19796 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.068052 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.288761 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.331605 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),0.116585 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),0.00715261 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.109735 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.129557 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.431672 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.153223 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.537746 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.645761 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.477225 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.207914 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-1.04534 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.180356 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),0.148612 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.460778 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.372329 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.478058 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.242057 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.0596376 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),-1.10364 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.278849 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.579583 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.384843 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),0.127592 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-1.16696 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.502035 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),-0.531318 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.194129 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.0525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.137213 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.0647763 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.359571 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.368315 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.498367 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-1.34398 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.503594 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.264115 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.799148 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.789097 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.726777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.606133 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.162441 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0833278 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.130699 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.0365838 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.202453 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.320192 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.00233666 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.242847 # DEPENDENCYPART_GRANDPAR
