# _root_ NCNB Texas National , formed from the remnants of of the failed First RepublicBank Corp. of Dallas , contributed $ 76.9 million to NCNB 's bottom line in the third quarter .
#goldHeads=3,3,19,3,3,5,8,6,8,8,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
#predictedHeads=3,3,19,3,3,5,8,6,8,9,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
(15,13),(13,17),-1.30968 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.278295 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.295474 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.171915 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.245222 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.156493 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.339749 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.10873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-1.02265 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.30834 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.977696 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.13921 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-1.00353 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-1.07493 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-1.53844 # DEPENDENCYPART_GRANDPAR
(15,14),(14,27),-1.36486 # DEPENDENCYPART_GRANDPAR
(15,14),(14,28),-1.11681 # DEPENDENCYPART_GRANDPAR
(15,14),(14,32),-1.8699 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.466549 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.818679 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.445718 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),-0.786215 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.668233 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.01165 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.926524 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.40173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),-0.218662 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.683008 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.493923 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-1.19689 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.980699 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.997328 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.709681 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.814029 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.667478 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.684834 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.756825 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.256101 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.149716 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.58373 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.522975 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.859674 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.774533 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.71319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.290604 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.722388 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.354338 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.275312 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.55269 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.496545 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.325251 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.295173 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.962703 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.181366 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.549297 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.337694 # DEPENDENCYPART_GRANDPAR
(15,19),(19,31),-0.529293 # DEPENDENCYPART_GRANDPAR
(15,19),(19,32),-1.3344 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.999405 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.711904 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.692482 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.198906 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),-0.352181 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.794299 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.688052 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.541999 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.623207 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.413575 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-1.10008 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.332617 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.81478 # DEPENDENCYPART_GRANDPAR
(15,20),(20,28),-0.576267 # DEPENDENCYPART_GRANDPAR
(15,20),(20,30),-0.441989 # DEPENDENCYPART_GRANDPAR
(15,20),(20,31),-0.787302 # DEPENDENCYPART_GRANDPAR
(15,20),(20,32),-1.27612 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.999557 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.01358 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.00315 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.929502 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.126119 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0593883 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.203352 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-1.47072 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.04276 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-1.03607 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-1.02962 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-1.28385 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.825472 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.791653 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-1.07878 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.835796 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.801096 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-1.01709 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.644184 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.974453 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.964012 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.887079 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.25571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.466973 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.160704 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.116837 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.168473 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.110935 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.0979897 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.40212 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-1.39445 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.252428 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),0.0657017 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.0103238 # DEPENDENCYPART_GRANDPAR
(16,19),(19,31),0.0347875 # DEPENDENCYPART_GRANDPAR
(16,19),(19,32),-1.43628 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-1.02957 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-1.02326 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.84114 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.776411 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.920678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.670679 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.227466 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.440066 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.0342829 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.274745 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-1.22586 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.086887 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),0.126886 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.19586 # DEPENDENCYPART_GRANDPAR
(16,20),(20,30),-0.640812 # DEPENDENCYPART_GRANDPAR
(16,20),(20,31),0.122679 # DEPENDENCYPART_GRANDPAR
(16,20),(20,32),-1.06213 # DEPENDENCYPART_GRANDPAR
(16,27),(27,11),-1.2786 # DEPENDENCYPART_GRANDPAR
(16,27),(27,13),-1.15126 # DEPENDENCYPART_GRANDPAR
(16,27),(27,14),-1.14042 # DEPENDENCYPART_GRANDPAR
(16,27),(27,17),0.908312 # DEPENDENCYPART_GRANDPAR
(16,27),(27,20),0.191657 # DEPENDENCYPART_GRANDPAR
(16,27),(27,22),-0.157655 # DEPENDENCYPART_GRANDPAR
(16,27),(27,23),0.211823 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),-0.213946 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),-0.565813 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),0.000293033 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.0495947 # DEPENDENCYPART_GRANDPAR
(16,27),(27,30),-0.851852 # DEPENDENCYPART_GRANDPAR
(16,27),(27,31),0.0372741 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.343362 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.568095 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.804717 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.595948 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.811554 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.243392 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.76182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,4),-0.749176 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.727825 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.521645 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.796963 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.589033 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.663919 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.791313 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.211936 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.76048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-1.44682 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-1.21653 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.650987 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.880213 # DEPENDENCYPART_GRANDPAR
(17,14),(14,25),-1.41179 # DEPENDENCYPART_GRANDPAR
(17,14),(14,27),-1.14914 # DEPENDENCYPART_GRANDPAR
(17,14),(14,28),-1.10461 # DEPENDENCYPART_GRANDPAR
(17,14),(14,32),-1.53045 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.842343 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.892483 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.703551 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.807049 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.797642 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.265416 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.76101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-1.44701 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-1.21672 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.65118 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-1.41198 # DEPENDENCYPART_GRANDPAR
(17,15),(15,32),-1.53064 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-1.47889 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-1.52413 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-1.22134 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-1.3435 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-1.1414 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-1.34358 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-1.2597 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.924129 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.93513 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-1.16673 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.997088 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-1.2507 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.23685 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.40402 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-1.0688 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.14741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.824327 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0720557 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.340659 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.280124 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.263832 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.0848973 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.825406 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.253638 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.347588 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.311434 # DEPENDENCYPART_GRANDPAR
(17,19),(19,31),-0.559186 # DEPENDENCYPART_GRANDPAR
(17,19),(19,32),-0.997561 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.52621 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-1.22357 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-1.16641 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.866939 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-1.01161 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.22031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,21),-0.373105 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.212497 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.502227 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.141345 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.900851 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.342929 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.550854 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.471917 # DEPENDENCYPART_GRANDPAR
(17,20),(20,30),-0.75486 # DEPENDENCYPART_GRANDPAR
(17,20),(20,31),-0.754978 # DEPENDENCYPART_GRANDPAR
(17,20),(20,32),-0.877356 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),0.4851 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),0.646031 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),0.699076 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),0.0889631 # DEPENDENCYPART_GRANDPAR
(19,1),(1,18),0.496196 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),0.91004 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),0.581846 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),0.691585 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),0.0790563 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),0.162578 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),0.0104641 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),0.441858 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),0.386693 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),0.581076 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),0.430639 # DEPENDENCYPART_GRANDPAR
(19,2),(2,18),0.488705 # DEPENDENCYPART_GRANDPAR
(19,2),(2,32),-1.07161 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),0.855208 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),0.482555 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),0.620142 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),0.0649216 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),0.133497 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.00273512 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),0.400814 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),0.345649 # DEPENDENCYPART_GRANDPAR
(19,3),(3,18),0.417262 # DEPENDENCYPART_GRANDPAR
(19,3),(3,32),-1.07163 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),0.482718 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.020062 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),0.786944 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),0.395303 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),0.536314 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),0.527234 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),0.140736 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),0.0185179 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.0836418 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),0.208424 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),0.153259 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.0455378 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),0.0337392 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),0.197205 # DEPENDENCYPART_GRANDPAR
(19,5),(5,18),0.200734 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-0.934638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,23),-0.196713 # DEPENDENCYPART_GRANDPAR
(19,5),(5,28),-0.323136 # DEPENDENCYPART_GRANDPAR
(19,5),(5,32),-0.932274 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),0.846561 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),0.472801 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),0.172183 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.0960752 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),0.10497 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),0.0498041 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),0.11806 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),0.0489553 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),0.277193 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-1.108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,23),-0.364239 # DEPENDENCYPART_GRANDPAR
(19,6),(6,32),-1.0055 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),0.406537 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),0.565118 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),0.452217 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.0549916 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),0.352421 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),0.340095 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.28493 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),0.1736 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),0.286257 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),0.172131 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),0.15882 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.378666 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),0.328876 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.498097 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.04226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,23),-0.214763 # DEPENDENCYPART_GRANDPAR
(19,8),(8,28),-0.33123 # DEPENDENCYPART_GRANDPAR
(19,8),(8,32),-1.0013 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),0.381476 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),0.32902 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.112389 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),0.0766563 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.0813373 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),0.114918 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),0.0747267 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),0.0381645 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),0.266263 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.104468 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.13153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.0926209 # DEPENDENCYPART_GRANDPAR
(19,9),(9,27),-0.535359 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),0.180645 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.0813373 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),0.114918 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),0.0747267 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),0.0381645 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),0.266263 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.104468 # DEPENDENCYPART_GRANDPAR
(19,10),(10,27),-0.535359 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.144607 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.0784706 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),0.428872 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),0.569889 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),0.511742 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.0455131 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.0294642 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.0846296 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.120074 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.030737 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),0.00172255 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.233829 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.187483 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.13309 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.202167 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.936347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,23),-0.198401 # DEPENDENCYPART_GRANDPAR
(19,12),(12,28),-0.326838 # DEPENDENCYPART_GRANDPAR
(19,12),(12,32),-0.934689 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),0.175505 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.0726592 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.620616 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.403838 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.094097 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),0.431636 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.0351278 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.0485905 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),0.133015 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.022117 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.204613 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.645438 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.441182 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.116455 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.496532 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.11983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.127233 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.870467 # DEPENDENCYPART_GRANDPAR
(19,14),(14,25),-1.3716 # DEPENDENCYPART_GRANDPAR
(19,14),(14,27),-0.542788 # DEPENDENCYPART_GRANDPAR
(19,14),(14,28),-0.476861 # DEPENDENCYPART_GRANDPAR
(19,14),(14,32),-1.0716 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.159336 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),0.00912037 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.102092 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.0768993 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0507903 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.416465 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.144452 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.389849 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.11983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.127235 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-1.3716 # DEPENDENCYPART_GRANDPAR
(19,15),(15,32),-1.07161 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.104468 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.13153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.0926209 # DEPENDENCYPART_GRANDPAR
(19,16),(16,27),-0.535359 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),0.123612 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.185518 # DEPENDENCYPART_GRANDPAR
