# _root_ Other credit houses , such as Credit Exchange and Solo Credit Service Corp. , are suggesting that their clients study each order before shipping .
#goldHeads=3,3,15,3,6,3,8,9,6,13,13,13,9,3,0,15,20,19,20,16,22,20,20,23,15,
#predictedHeads=3,3,15,3,6,3,8,9,6,13,13,13,9,3,0,15,20,19,20,16,22,20,20,23,15,
(0,15),(0,20),(0,26),-0.248412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,16),(0,20),(0,26),-0.250203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,3),-0.149691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,4),-0.0880845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,5),-0.0780677 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,6),-0.0304403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,9),-0.113679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,26),-0.154935 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,4),-0.0859114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,5),-0.0780677 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,6),-0.0348279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,9),-0.113753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,26),-0.152381 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,5),-0.131616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,6),-0.166222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,9),-0.0268041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,26),-0.288615 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,5),(1,6),-0.116566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,9),-0.0814934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,26),-0.0790018 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,6),(1,9),-0.108372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,26),-0.122666 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,9),(1,26),-0.0652551 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,3),(1,4),-0.0461094 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,5),-0.0810014 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,6),-0.0746054 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,9),-0.135597 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,26),-0.0892585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,4),(1,5),-0.0608483 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,6),-0.0596372 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,9),-0.107602 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,26),-0.0742925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,5),(1,6),-0.0741249 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,9),-0.117095 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,26),-0.0628585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,6),(1,9),-0.137718 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,26),-0.0711129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,9),(1,26),-0.133254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,5),-0.060845 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,6),-0.0576077 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,9),-0.107603 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,26),-0.0817803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,5),(1,6),-0.0720958 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,9),-0.117095 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,26),-0.0703425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,6),(1,9),-0.137718 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,26),-0.0816412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,9),(1,26),-0.140742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,5),(1,6),-0.0602551 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,9),-0.0681564 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,26),-0.13059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,6),(1,9),-0.0706621 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,26),-0.133975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,9),(1,26),-0.0878109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,6),(1,9),-0.0856603 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,26),-0.125535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,9),(1,26),-0.120203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,9),(1,26),-0.109087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,4),-0.119149 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,5),-0.0756179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,6),-0.0576592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,9),-0.133716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,14),-0.119149 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,15),-0.107724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,20),-0.112236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,26),-0.126626 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,5),-0.119733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,6),-0.192248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,9),-0.0180331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,14),-0.206723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,15),-0.142292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,20),-0.15471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,26),-0.688698 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,5),(2,6),-0.124373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,9),-0.0998822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,14),-0.137214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,15),-0.105971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,20),-0.111303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,26),-0.117839 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,6),(2,9),-0.144062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,14),-0.0716828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,15),-0.12799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,20),-0.13116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,26),-0.115658 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,9),(2,14),-0.105325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,15),-0.0737731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,20),-0.0768916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,26),-0.0792029 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,14),(2,15),-0.142292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,20),-0.15471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,26),-0.688698 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,15),(2,20),-0.105877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,26),-0.11452 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,20),(2,26),-0.105836 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,5),-0.0305932 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,6),-0.0743644 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,9),-0.111277 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,14),-0.0394229 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,15),-0.0861922 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,20),-0.0999352 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,26),-0.0392236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,5),(2,6),-0.0849006 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,9),-0.121209 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,14),-0.0430637 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,15),-0.0744611 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,20),-0.0834705 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,26),-0.0872349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,6),(2,9),-0.146877 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,14),-0.0213263 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,15),-0.049078 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,20),-0.0671831 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,26),-0.144512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,9),(2,14),-0.0442245 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,15),-0.0800745 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,20),-0.0881593 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,26),-0.190526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,14),(2,15),-0.0861922 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,20),-0.0999352 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,26),-0.0392236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,15),(2,20),-0.0930712 # DEPENDENCYPART_TRISIBL
(2,3),(2,15),(2,26),-0.136466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,20),(2,26),-0.135289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,5),(2,6),-0.0732867 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,9),-0.0359108 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,14),0.518663 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,15),-0.0354382 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,20),-0.0309408 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,26),-0.176884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,6),(2,9),-0.0251762 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,14),0.369743 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,15),0.0225394 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,20),0.0249407 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,26),-0.0683551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,9),(2,14),0.538669 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,15),-0.0540519 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,20),-0.049343 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,26),-0.103939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,14),(2,15),-0.06005 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,20),-0.0553568 # DEPENDENCYPART_TRISIBL
(2,4),(2,14),(2,26),-0.230719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,15),(2,20),-0.0601011 # DEPENDENCYPART_TRISIBL
(2,4),(2,15),(2,26),-0.0724111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,20),(2,26),-0.0639812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,6),(2,9),-0.0925167 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,14),-0.0501957 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,15),-0.0760805 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,20),-0.0702639 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,26),-0.130777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,9),(2,14),-0.0642967 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,15),-0.0641975 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,20),-0.059162 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,26),-0.123601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,14),(2,15),0.0410887 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,20),0.0500116 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,26),-0.0359492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,15),(2,20),-0.0577416 # DEPENDENCYPART_TRISIBL
(2,5),(2,15),(2,26),-0.106774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,20),(2,26),-0.107686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,9),(2,14),-0.062989 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,15),-0.119045 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,20),-0.106721 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,26),-0.115238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,14),(2,15),-0.0197261 # DEPENDENCYPART_TRISIBL
(2,6),(2,14),(2,20),-0.00846547 # DEPENDENCYPART_TRISIBL
(2,6),(2,14),(2,26),-0.218684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,15),(2,20),-0.101718 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,26),-0.0906469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,20),(2,26),-0.0941124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,14),(2,15),-0.0393696 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,20),-0.0374428 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,26),0.000305047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,15),(2,20),-0.0688357 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,26),-0.100851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,20),(2,26),-0.10168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,15),(2,20),-0.0601011 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,26),-0.0724111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,20),(2,26),-0.0639812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,20),(2,26),-0.104947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.117133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.119729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.192145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.0562834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.0620447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.0181756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.0545623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,11),-0.0562834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,12),-0.0538392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,14),-0.207237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,15),-0.137866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,17),-0.262394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,19),-0.0565605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,22),-0.0606475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,23),-0.21973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,25),-0.200611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,26),-0.685724 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.124349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.191501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),-0.191349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),-0.100023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,10),-0.189241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,11),-0.191501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,12),-0.190133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,14),-0.137728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,15),-0.103307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,17),-0.182835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,19),-0.190844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,22),-0.195325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,23),-0.132745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,25),-0.145097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,26),-0.121569 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.164181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),-0.169244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),-0.144203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,10),-0.161515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,11),-0.164181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,12),-0.162907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,14),-0.0721963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,15),-0.125207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,17),-0.115189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,19),-0.163475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,22),-0.167726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,23),-0.0634036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,25),-0.174856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,26),-0.103237 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.126599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,9),-0.133923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,10),-0.119156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,11),-0.120862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,12),-0.121655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,14),-0.122051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,15),-0.103102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,17),-0.134106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,19),-0.120792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,22),-0.129271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,23),-0.0726004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,25),-0.11785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,26),-0.125423 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,9),-0.133924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,10),-0.101397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,11),-0.103103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,12),-0.103896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,14),-0.119855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,15),-0.106539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,17),-0.138175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,19),-0.103033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,22),-0.111512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,23),-0.0766689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,25),-0.122495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,26),-0.125712 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,10),-0.159871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,11),-0.161574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,12),-0.160768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,14),-0.106138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,15),-0.0711136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,17),-0.113865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,19),-0.161475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,22),-0.165949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,23),-0.0714025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,25),-0.0363311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,26),-0.0770295 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,11),-0.117478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,12),-0.118271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,14),-0.119731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,15),-0.104124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,17),-0.141171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,19),-0.117408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,22),-0.125887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,23),-0.0796654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,25),-0.116276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,26),-0.119216 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,11),(3,12),-0.121655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,14),-0.122051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,15),-0.103102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,17),-0.134106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,19),-0.120792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,22),-0.129271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,23),-0.0726004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,25),-0.11785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,26),-0.125423 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,12),(3,14),-0.121208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,15),-0.105779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,17),-0.136667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,19),-0.116358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,22),-0.124837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,23),-0.0751612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,25),-0.116503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,26),-0.112306 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,14),(3,15),-0.137866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,17),-0.262394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,19),-0.0565605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
