# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(14,16),(16,15),0.0339262 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0578742 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0616818 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.300651 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.13203 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.627502 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.185197 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.23206 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),0.328861 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.344457 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-1.03685 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-1.31326 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-1.40891 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.877632 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.602793 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.56447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.221645 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.260303 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.00366323 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.211926 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.423137 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.106831 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),0.101042 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.383289 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-1.03249 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),0.036686 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.0415568 # DEPENDENCYPART_GRANDPAR
(14,19),(19,30),-0.307034 # DEPENDENCYPART_GRANDPAR
(14,19),(19,31),-0.385463 # DEPENDENCYPART_GRANDPAR
(14,19),(19,35),0.160114 # DEPENDENCYPART_GRANDPAR
(14,19),(19,36),-1.56713 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),0.116513 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.0980419 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.116252 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.476599 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.0969334 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.210405 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.579563 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-1.17717 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.187493 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.259919 # DEPENDENCYPART_GRANDPAR
(14,20),(20,30),-0.520055 # DEPENDENCYPART_GRANDPAR
(14,20),(20,31),-0.675897 # DEPENDENCYPART_GRANDPAR
(14,20),(20,35),-0.043744 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),0.0912779 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.409504 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.515964 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-1.05247 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.0993881 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.316873 # DEPENDENCYPART_GRANDPAR
(14,23),(23,30),-0.50483 # DEPENDENCYPART_GRANDPAR
(14,27),(27,25),-0.706453 # DEPENDENCYPART_GRANDPAR
(14,27),(27,26),-0.0932394 # DEPENDENCYPART_GRANDPAR
(14,27),(27,28),-0.358683 # DEPENDENCYPART_GRANDPAR
(14,27),(27,29),-0.203043 # DEPENDENCYPART_GRANDPAR
(14,27),(27,30),-0.500045 # DEPENDENCYPART_GRANDPAR
(14,27),(27,31),-0.717891 # DEPENDENCYPART_GRANDPAR
(14,27),(27,35),0.212683 # DEPENDENCYPART_GRANDPAR
(14,31),(31,30),-0.247164 # DEPENDENCYPART_GRANDPAR
(14,31),(31,33),-0.418945 # DEPENDENCYPART_GRANDPAR
(14,31),(31,34),-1.15881 # DEPENDENCYPART_GRANDPAR
(14,31),(31,35),0.257155 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.44991 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.262462 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.144449 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.382164 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.87711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.357259 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.14142 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-1.27683 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.95425 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.964663 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-1.30569 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-1.55096 # DEPENDENCYPART_GRANDPAR
(15,14),(14,27),-1.32465 # DEPENDENCYPART_GRANDPAR
(15,14),(14,31),-1.36911 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.907466 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.18693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.341291 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.517138 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.300351 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.348385 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.67439 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.445527 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.266289 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.581499 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.363239 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-1.17049 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-1.39355 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-1.21517 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-1.11019 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.713145 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.906704 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.29275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.266022 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.570395 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.222792 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.485432 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.571335 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.418632 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.624016 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-1.03646 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.0702154 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.558857 # DEPENDENCYPART_GRANDPAR
(15,19),(19,30),-0.216893 # DEPENDENCYPART_GRANDPAR
(15,19),(19,31),-0.401852 # DEPENDENCYPART_GRANDPAR
(15,19),(19,35),-0.360645 # DEPENDENCYPART_GRANDPAR
(15,19),(19,36),-2.02261 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.57925 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.201987 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.539361 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.590912 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.768155 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.840528 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-1.13002 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.332533 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.783266 # DEPENDENCYPART_GRANDPAR
(15,20),(20,30),-0.474893 # DEPENDENCYPART_GRANDPAR
(15,20),(20,31),-0.791293 # DEPENDENCYPART_GRANDPAR
(15,20),(20,35),-0.604544 # DEPENDENCYPART_GRANDPAR
(15,26),(26,12),-1.34606 # DEPENDENCYPART_GRANDPAR
(15,26),(26,16),0.450799 # DEPENDENCYPART_GRANDPAR
(15,26),(26,20),-0.187823 # DEPENDENCYPART_GRANDPAR
(15,26),(26,21),-0.488552 # DEPENDENCYPART_GRANDPAR
(15,26),(26,22),-0.585002 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),-0.63317 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),-0.731529 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.428394 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.734056 # DEPENDENCYPART_GRANDPAR
(15,26),(26,30),-0.439828 # DEPENDENCYPART_GRANDPAR
(15,26),(26,31),-0.620579 # DEPENDENCYPART_GRANDPAR
(15,26),(26,34),-1.51345 # DEPENDENCYPART_GRANDPAR
(15,26),(26,35),-0.572593 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.89655 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.293094 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-0.658314 # DEPENDENCYPART_GRANDPAR
(15,27),(27,29),-0.857527 # DEPENDENCYPART_GRANDPAR
(15,27),(27,30),-0.357106 # DEPENDENCYPART_GRANDPAR
(15,27),(27,31),-0.704315 # DEPENDENCYPART_GRANDPAR
(15,27),(27,35),-0.474538 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.053545 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.348395 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.342894 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.490639 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.189698 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.37594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.658306 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.711435 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.818323 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.621926 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.75721 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-1.03416 # DEPENDENCYPART_GRANDPAR
(16,14),(14,27),-0.574457 # DEPENDENCYPART_GRANDPAR
(16,14),(14,31),-0.661676 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.290304 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.38979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.586067 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.704301 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.87119 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.626268 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-0.76412 # DEPENDENCYPART_GRANDPAR
(16,15),(15,27),-0.642011 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.450161 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.178532 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.359436 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.116085 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.256773 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-0.905089 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.990477 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.847033 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.591019 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.695593 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.788656 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.667328 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.925404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.268542 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.153538 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.0162105 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.19478 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.267671 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.113412 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.636096 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.079443 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.192059 # DEPENDENCYPART_GRANDPAR
(16,19),(19,30),-0.0760513 # DEPENDENCYPART_GRANDPAR
(16,19),(19,31),-0.185379 # DEPENDENCYPART_GRANDPAR
(16,19),(19,35),-0.113909 # DEPENDENCYPART_GRANDPAR
(16,19),(19,36),-0.817477 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.627887 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.728829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,19),-0.274379 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0758588 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.0827228 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.360573 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.0416885 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.602812 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.175226 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.185749 # DEPENDENCYPART_GRANDPAR
(16,20),(20,30),-0.165179 # DEPENDENCYPART_GRANDPAR
(16,20),(20,31),-0.21594 # DEPENDENCYPART_GRANDPAR
(16,20),(20,35),-0.193304 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.855227 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-1.01427 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.498893 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.697347 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.544941 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.517187 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.609245 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.857282 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.827346 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.891213 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.421755 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.309091 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.595521 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.0628208 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),0.142475 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),0.22368 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),0.691509 # DEPENDENCYPART_GRANDPAR
(18,19),(19,30),-0.352651 # DEPENDENCYPART_GRANDPAR
(18,19),(19,31),0.314047 # DEPENDENCYPART_GRANDPAR
(18,19),(19,35),-0.28935 # DEPENDENCYPART_GRANDPAR
(18,19),(19,36),-1.44927 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.522795 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.813878 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),1.47537 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.172799 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.0342677 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.220713 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.487904 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.0644004 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.229406 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),0.498464 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),-0.794059 # DEPENDENCYPART_GRANDPAR
(18,20),(20,31),0.139899 # DEPENDENCYPART_GRANDPAR
(18,20),(20,35),-0.715451 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.764104 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.170403 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.212784 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.0521756 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),0.0431681 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),0.187867 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),-0.568947 # DEPENDENCYPART_GRANDPAR
(18,26),(26,12),-1.0643 # DEPENDENCYPART_GRANDPAR
(18,26),(26,16),-0.946567 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),0.870877 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),0.261315 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),0.0716508 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),0.259103 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.0845241 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),0.397084 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),0.352626 # DEPENDENCYPART_GRANDPAR
(18,26),(26,30),-0.645838 # DEPENDENCYPART_GRANDPAR
(18,26),(26,31),-0.00504899 # DEPENDENCYPART_GRANDPAR
(18,26),(26,34),-0.114573 # DEPENDENCYPART_GRANDPAR
(18,26),(26,35),-0.567481 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.0610367 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),0.0477593 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.627173 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.194423 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.597016 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.128437 # DEPENDENCYPART_GRANDPAR
(18,27),(27,35),-0.409144 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.969175 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.873335 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-1.08657 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.842253 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),-0.798732 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),-0.947852 # DEPENDENCYPART_GRANDPAR
(19,1),(1,10),-0.488959 # DEPENDENCYPART_GRANDPAR
(19,1),(1,18),-0.590283 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-1.03052 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-1.09709 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-1.06882 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.968895 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.244162 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.68323 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.760884 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.86764 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.531653 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),-0.622267 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-1.19189 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-1.09687 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-1.05844 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-1.00248 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.701995 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.917042 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.777605 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.87769 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.40441 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.519885 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.665572 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.517947 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-1.01538 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.985076 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.946631 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-1.06518 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.722249 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.950935 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.735071 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.78219 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.916976 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.822116 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.943677 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.701873 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.855759 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.680834 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.83317 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.777377 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),-0.59634 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.906019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,23),-0.0855638 # DEPENDENCYPART_GRANDPAR
(19,10),(10,27),-0.206872 # DEPENDENCYPART_GRANDPAR
(19,10),(10,31),-0.408318 # DEPENDENCYPART_GRANDPAR
(19,10),(10,36),-0.840638 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.940917 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.787026 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.860269 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.562276 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.475367 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.724288 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.462956 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.318485 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.07737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.0599673 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.0808944 # DEPENDENCYPART_GRANDPAR
(19,14),(14,25),-1.19053 # DEPENDENCYPART_GRANDPAR
(19,14),(14,27),-0.155228 # DEPENDENCYPART_GRANDPAR
(19,14),(14,31),-0.430653 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.528698 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.78713 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.812217 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.495966 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.12951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.0374015 # DEPENDENCYPART_GRANDPAR
(19,15),(15,26),-0.651722 # DEPENDENCYPART_GRANDPAR
(19,15),(15,27),-0.285776 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.753888 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.637433 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.450325 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.272043 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.04107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.00244759 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.817891 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.28505 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.542624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.0607884 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.122157 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.000566038 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.0742491 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.854554 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.234006 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.21462 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),0.0812091 # DEPENDENCYPART_GRANDPAR
(19,20),(20,31),-0.109893 # DEPENDENCYPART_GRANDPAR
(19,20),(20,35),-0.597962 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.30923 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.192464 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.102791 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.186893 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.822015 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-1.30925 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.0503791 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.124731 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.0421516 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.749725 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.192507 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.401664 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.0173476 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.329254 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.71932 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),0.178231 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.246625 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),0.50453 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),0.586874 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.123722 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.167813 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.985007 # DEPENDENCYPART_GRANDPAR
