# _root_ Cineplex traded on the New York Stock Exchange at $ 11.25 a share , up $ 1.125 , before trading was halted .
#goldHeads=2,0,2,8,8,8,8,3,2,11,9,13,11,11,11,17,15,2,21,21,2,21,2,
#predictedHeads=2,0,2,8,8,8,8,3,2,11,9,13,11,2,2,17,15,2,21,21,2,21,2,
(2,6),(2,15),(2,22),-0.079286 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,23),-0.0815141 # DEPENDENCYPART_TRISIBL
(2,6),(2,15),(2,24),-0.0446538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,18),(2,19),-0.00396768 # DEPENDENCYPART_TRISIBL
(2,6),(2,18),(2,21),-0.0684662 # DEPENDENCYPART_TRISIBL
(2,6),(2,18),(2,22),-0.0539406 # DEPENDENCYPART_TRISIBL
(2,6),(2,18),(2,23),-0.0541439 # DEPENDENCYPART_TRISIBL
(2,6),(2,18),(2,24),-0.0736677 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,19),(2,21),-0.0730764 # DEPENDENCYPART_TRISIBL
(2,6),(2,19),(2,22),-0.0700195 # DEPENDENCYPART_TRISIBL
(2,6),(2,19),(2,23),-0.0292739 # DEPENDENCYPART_TRISIBL
(2,6),(2,19),(2,24),-0.0365189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,21),(2,22),-0.070467 # DEPENDENCYPART_TRISIBL
(2,6),(2,21),(2,23),-0.0415134 # DEPENDENCYPART_TRISIBL
(2,6),(2,21),(2,24),-0.0564381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,22),(2,23),-0.0443108 # DEPENDENCYPART_TRISIBL
(2,6),(2,22),(2,24),-0.0410272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,23),(2,24),0.005355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,8),(2,9),-0.042508 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,10),-0.0870787 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,14),0.00903538 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,15),-0.0968125 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,18),0.00903538 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,19),-0.0778356 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,21),-0.0455376 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,22),-0.0428544 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,23),-0.0677455 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,24),-0.0907546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,9),(2,10),-0.0951114 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,14),0.0423046 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,15),-0.0383561 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,18),0.0423046 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,19),-0.030778 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,21),-0.0429994 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,22),-0.0399426 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,23),-0.0286866 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,24),-0.117556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,10),(2,14),-0.00393073 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,15),-0.0194839 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,18),-0.00393073 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,19),-0.0608362 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,21),-0.028996 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,22),-0.0228415 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,23),-0.0705923 # DEPENDENCYPART_TRISIBL
(2,7),(2,10),(2,24),-0.117739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,14),(2,15),0.0361826 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,18),-0.0428094 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,19),0.0111801 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,21),-0.0524172 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,22),-0.0378916 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,23),-0.0537263 # DEPENDENCYPART_TRISIBL
(2,7),(2,14),(2,24),-0.123185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,15),(2,18),0.052346 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,19),-0.0523452 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,21),-0.0775497 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,22),-0.07028 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,23),-0.083102 # DEPENDENCYPART_TRISIBL
(2,7),(2,15),(2,24),-0.0916781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,18),(2,19),0.0111801 # DEPENDENCYPART_TRISIBL
(2,7),(2,18),(2,21),-0.0524172 # DEPENDENCYPART_TRISIBL
(2,7),(2,18),(2,22),-0.0378916 # DEPENDENCYPART_TRISIBL
(2,7),(2,18),(2,23),-0.0537263 # DEPENDENCYPART_TRISIBL
(2,7),(2,18),(2,24),-0.123185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,19),(2,21),-0.0565371 # DEPENDENCYPART_TRISIBL
(2,7),(2,19),(2,22),-0.0534802 # DEPENDENCYPART_TRISIBL
(2,7),(2,19),(2,23),-0.0270306 # DEPENDENCYPART_TRISIBL
(2,7),(2,19),(2,24),-0.11561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,21),(2,22),-0.0610421 # DEPENDENCYPART_TRISIBL
(2,7),(2,21),(2,23),-0.0425816 # DEPENDENCYPART_TRISIBL
(2,7),(2,21),(2,24),-0.10656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,22),(2,23),-0.045379 # DEPENDENCYPART_TRISIBL
(2,7),(2,22),(2,24),-0.0911492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,23),(2,24),-0.0432603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,9),(2,10),-0.0951114 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,14),0.0289363 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,15),-0.0379993 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,18),0.0289363 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,19),-0.0402508 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,21),-0.0556756 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,22),-0.0526188 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,23),-0.0276571 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,24),-0.0419803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,10),(2,14),-0.00961119 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,15),-0.019127 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,18),-0.00961119 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,19),-0.0703431 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,21),-0.0345887 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,22),-0.0284342 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,23),-0.0668598 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,24),-0.0768771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,14),(2,15),0.037138 # DEPENDENCYPART_TRISIBL
(2,8),(2,14),(2,18),-0.0484959 # DEPENDENCYPART_TRISIBL
(2,8),(2,14),(2,19),-0.00506197 # DEPENDENCYPART_TRISIBL
(2,8),(2,14),(2,21),-0.0645445 # DEPENDENCYPART_TRISIBL
(2,8),(2,14),(2,22),-0.0500189 # DEPENDENCYPART_TRISIBL
(2,8),(2,14),(2,23),-0.0499939 # DEPENDENCYPART_TRISIBL
(2,8),(2,14),(2,24),-0.0835869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,15),(2,18),0.0487203 # DEPENDENCYPART_TRISIBL
(2,8),(2,15),(2,19),-0.0628449 # DEPENDENCYPART_TRISIBL
(2,8),(2,15),(2,21),-0.0827484 # DEPENDENCYPART_TRISIBL
(2,8),(2,15),(2,22),-0.0754787 # DEPENDENCYPART_TRISIBL
(2,8),(2,15),(2,23),-0.0783589 # DEPENDENCYPART_TRISIBL
(2,8),(2,15),(2,24),-0.0500641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,18),(2,19),-0.00506197 # DEPENDENCYPART_TRISIBL
(2,8),(2,18),(2,21),-0.0645445 # DEPENDENCYPART_TRISIBL
(2,8),(2,18),(2,22),-0.0500189 # DEPENDENCYPART_TRISIBL
(2,8),(2,18),(2,23),-0.0499939 # DEPENDENCYPART_TRISIBL
(2,8),(2,18),(2,24),-0.0835869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,19),(2,21),-0.0692133 # DEPENDENCYPART_TRISIBL
(2,8),(2,19),(2,22),-0.0661565 # DEPENDENCYPART_TRISIBL
(2,8),(2,19),(2,23),-0.026001 # DEPENDENCYPART_TRISIBL
(2,8),(2,19),(2,24),-0.0400342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,21),(2,22),-0.0665671 # DEPENDENCYPART_TRISIBL
(2,8),(2,21),(2,23),-0.0342332 # DEPENDENCYPART_TRISIBL
(2,8),(2,21),(2,24),-0.063852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,22),(2,23),-0.0370306 # DEPENDENCYPART_TRISIBL
(2,8),(2,22),(2,24),-0.0484411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,23),(2,24),-0.00443427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,10),(2,14),-0.0458487 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,15),-0.0260953 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,18),-0.0458487 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,19),-0.104001 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,21),-0.0769304 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,22),-0.0680685 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,23),-0.0618708 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,24),-0.112129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,14),(2,15),0.113645 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,18),-0.00827897 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,19),-0.0802502 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,21),-0.086359 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,22),-0.0730028 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,23),-0.0669574 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,24),-0.206828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,15),(2,18),-0.0375719 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,19),-0.0551538 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,21),-0.114964 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,22),-0.109179 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,23),0.0318909 # DEPENDENCYPART_TRISIBL
(2,9),(2,15),(2,24),-0.145145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,18),(2,19),-0.0802502 # DEPENDENCYPART_TRISIBL
(2,9),(2,18),(2,21),-0.086359 # DEPENDENCYPART_TRISIBL
(2,9),(2,18),(2,22),-0.0730028 # DEPENDENCYPART_TRISIBL
(2,9),(2,18),(2,23),-0.0669574 # DEPENDENCYPART_TRISIBL
(2,9),(2,18),(2,24),-0.206828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,19),(2,21),-0.0744431 # DEPENDENCYPART_TRISIBL
(2,9),(2,19),(2,22),-0.0634015 # DEPENDENCYPART_TRISIBL
(2,9),(2,19),(2,23),-0.0464321 # DEPENDENCYPART_TRISIBL
(2,9),(2,19),(2,24),-0.0649938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,21),(2,22),-0.049421 # DEPENDENCYPART_TRISIBL
(2,9),(2,21),(2,23),-0.0663293 # DEPENDENCYPART_TRISIBL
(2,9),(2,21),(2,24),-0.0556114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,22),(2,23),-0.0849591 # DEPENDENCYPART_TRISIBL
(2,9),(2,22),(2,24),-0.0320618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,23),(2,24),-0.0692312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,14),(2,15),-0.0498688 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,18),-0.0131166 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,19),-0.102035 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,21),-0.0423901 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,22),-0.049498 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,23),-0.140888 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,24),-0.112698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,15),(2,18),-0.0149469 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,19),-0.0693219 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,21),-0.0707737 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,22),-0.0753462 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,23),-0.13552 # DEPENDENCYPART_TRISIBL
(2,10),(2,15),(2,24),-0.00887342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,18),(2,19),-0.102035 # DEPENDENCYPART_TRISIBL
(2,10),(2,18),(2,21),-0.0423901 # DEPENDENCYPART_TRISIBL
(2,10),(2,18),(2,22),-0.049498 # DEPENDENCYPART_TRISIBL
(2,10),(2,18),(2,23),-0.140888 # DEPENDENCYPART_TRISIBL
(2,10),(2,18),(2,24),-0.112698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,19),(2,21),-0.0630019 # DEPENDENCYPART_TRISIBL
(2,10),(2,19),(2,22),-0.0673039 # DEPENDENCYPART_TRISIBL
(2,10),(2,19),(2,23),-0.126545 # DEPENDENCYPART_TRISIBL
(2,10),(2,19),(2,24),-0.0522593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,21),(2,22),-0.0810364 # DEPENDENCYPART_TRISIBL
(2,10),(2,21),(2,23),-0.130312 # DEPENDENCYPART_TRISIBL
(2,10),(2,21),(2,24),-0.0815701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,22),(2,23),-0.130312 # DEPENDENCYPART_TRISIBL
(2,10),(2,22),(2,24),-0.0783324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,23),(2,24),-0.0760654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,15),(2,18),0.246647 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,19),-0.0525748 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,21),0.0994043 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,22),0.0821059 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,23),0.00873308 # DEPENDENCYPART_TRISIBL
(2,14),(2,15),(2,24),0.00502051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,18),(2,19),0.0166353 # DEPENDENCYPART_TRISIBL
(2,14),(2,18),(2,21),-0.0475442 # DEPENDENCYPART_TRISIBL
(2,14),(2,18),(2,22),-0.0632826 # DEPENDENCYPART_TRISIBL
(2,14),(2,18),(2,23),0.0393062 # DEPENDENCYPART_TRISIBL
(2,14),(2,18),(2,24),-0.0642585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,19),(2,21),0.0406396 # DEPENDENCYPART_TRISIBL
(2,14),(2,19),(2,22),0.0221931 # DEPENDENCYPART_TRISIBL
(2,14),(2,19),(2,23),0.00719905 # DEPENDENCYPART_TRISIBL
(2,14),(2,19),(2,24),-0.0199418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,21),(2,22),-0.0235967 # DEPENDENCYPART_TRISIBL
(2,14),(2,21),(2,23),0.03836 # DEPENDENCYPART_TRISIBL
(2,14),(2,21),(2,24),0.0256964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,22),(2,23),0.0714852 # DEPENDENCYPART_TRISIBL
(2,14),(2,22),(2,24),0.0235272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,23),(2,24),-0.100173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,18),(2,19),-0.0128233 # DEPENDENCYPART_TRISIBL
(2,15),(2,18),(2,21),-0.0474185 # DEPENDENCYPART_TRISIBL
(2,15),(2,18),(2,22),-0.0210468 # DEPENDENCYPART_TRISIBL
(2,15),(2,18),(2,23),-0.0233418 # DEPENDENCYPART_TRISIBL
(2,15),(2,18),(2,24),-0.124849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,19),(2,21),-0.0121766 # DEPENDENCYPART_TRISIBL
(2,15),(2,19),(2,22),0.0119611 # DEPENDENCYPART_TRISIBL
(2,15),(2,19),(2,23),-0.0715365 # DEPENDENCYPART_TRISIBL
(2,15),(2,19),(2,24),0.0060797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,21),(2,22),-0.122433 # DEPENDENCYPART_TRISIBL
(2,15),(2,21),(2,23),-0.00319335 # DEPENDENCYPART_TRISIBL
(2,15),(2,21),(2,24),0.0257428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,22),(2,23),-0.0237361 # DEPENDENCYPART_TRISIBL
(2,15),(2,22),(2,24),0.0169775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,15),(2,23),(2,24),-0.0509348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,18),(2,19),(2,21),0.0406396 # DEPENDENCYPART_TRISIBL
(2,18),(2,19),(2,22),0.0221931 # DEPENDENCYPART_TRISIBL
(2,18),(2,19),(2,23),0.00719905 # DEPENDENCYPART_TRISIBL
(2,18),(2,19),(2,24),-0.0199418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,18),(2,21),(2,22),-0.0235967 # DEPENDENCYPART_TRISIBL
(2,18),(2,21),(2,23),0.03836 # DEPENDENCYPART_TRISIBL
(2,18),(2,21),(2,24),0.0256964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,18),(2,22),(2,23),0.0714852 # DEPENDENCYPART_TRISIBL
(2,18),(2,22),(2,24),0.0235272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,18),(2,23),(2,24),-0.100173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,19),(2,21),(2,22),-0.0649074 # DEPENDENCYPART_TRISIBL
(2,19),(2,21),(2,23),-0.0525151 # DEPENDENCYPART_TRISIBL
(2,19),(2,21),(2,24),-0.0807149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,19),(2,22),(2,23),-0.0711449 # DEPENDENCYPART_TRISIBL
(2,19),(2,22),(2,24),-0.0571652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,19),(2,23),(2,24),-0.0432403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,21),(2,22),(2,23),-0.0722408 # DEPENDENCYPART_TRISIBL
(2,21),(2,22),(2,24),-0.0701681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,21),(2,23),(2,24),-0.00392656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,22),(2,23),(2,24),0.0167917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.0283252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.0221254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.00556156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.0167689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.00968271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.155389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.183107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,15),-0.110347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,23),-0.120236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,24),-0.0741147 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.0413651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.0593792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),-0.0494694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),0.0421175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,10),-0.187741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,15),-0.0152091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,23),-0.0433927 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,24),0.295285 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.0570342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),-0.0471244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),0.0424837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,10),-0.18773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,15),-0.0151983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,23),-0.0472918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,24),0.3528 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.0484011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,9),0.0318862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,10),-0.187731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,15),-0.0194138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,23),-0.0512095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,24),0.346023 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,9),0.042981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,10),-0.18773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,15),-0.0161244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,23),-0.0521414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,24),0.333435 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,10),-0.217706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,15),-0.124386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,23),-0.169178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,24),-0.130787 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,15),-0.100292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,23),-0.127474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,24),0.0617509 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,15),(3,23),-0.147906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,24),0.0827808 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,23),(3,24),-0.105712 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0830151 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.0821954 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),-0.0821962 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.0449309 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),-0.0631725 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,15),-0.0627433 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,23),-0.0477651 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,24),-0.0466647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.0817474 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),-0.0817482 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.0449295 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,10),-0.0630965 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,15),-0.0627422 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,23),-0.0477633 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,24),-0.0461493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.0817479 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.044931 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,10),-0.0630965 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,15),-0.0627422 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,23),-0.0477689 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,24),-0.0461505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),-0.0449295 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,10),-0.0630965 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,15),-0.0627422 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,23),-0.0477636 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,24),-0.0461496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),-0.0630833 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,15),-0.0605335 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,23),-0.0591945 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,24),-0.0841704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
