# _root_ These firms , which often have acquired a local brokerage firm , are calling the shots when it comes to deciding in which market to transact a trade .
#goldHeads=2,13,2,6,6,2,6,11,11,11,7,2,0,13,16,14,19,19,14,19,20,26,24,22,26,21,28,26,13,
#predictedHeads=2,13,2,6,6,2,6,11,11,11,7,2,0,13,16,14,19,19,14,21,19,26,22,26,26,21,28,26,13,
(19,19),(19,18),(19,16),-0.127477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.204534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,14),-0.0933075 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,13),-0.103361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,12),-0.0647791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,11),-0.124549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,7),-0.0890036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,6),-0.101692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,5),-0.126156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,3),-0.0647791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.0610831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.108547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.153346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,14),-0.119997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,13),-0.122932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,12),-0.0663214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,11),-0.105619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,7),-0.11657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,6),-0.128941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,5),-0.101794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,3),-0.0663214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),0.102328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.0719999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,14),-0.0136427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,13),-0.0162164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,12),0.124478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,11),-0.0590464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,7),-0.0107094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,6),-0.0214431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,5),-0.0617435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,3),0.124478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),0.0125046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,14),-0.165843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,13),-0.16879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,12),0.0159179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,11),-0.0993977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,7),-0.162416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,6),-0.174449 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,5),-0.213807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,3),0.0159179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.057189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,13),-0.139301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,12),0.0305346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,11),0.00639192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,7),-0.136618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,6),-0.150325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,5),-0.11053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,3),0.0305346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,-1),-0.0468972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,13),(19,12),0.0311209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,11),0.0202034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,7),-0.131778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,6),-0.145484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,5),-0.109962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,3),0.0311209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,-1),-0.0480127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,12),(19,11),-0.278104 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,7),-0.194879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,6),-0.208262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,5),-0.228589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,3),-0.208253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,-1),-0.351798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,11),(19,7),-0.00295678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,6),-0.0136904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,5),-0.0617904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,3),0.123619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,-1),0.0308188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,7),(19,6),-0.1512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,7),(19,5),-0.112277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,7),(19,3),0.0307317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,7),(19,-1),-0.050708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,6),(19,5),-0.107031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,3),0.0315502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,-1),-0.0452786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,5),(19,3),-0.182276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,5),(19,-1),-0.152206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,3),(19,-1),-0.351798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),-0.091042 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),-0.125135 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,14),-0.135524 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,13),-0.120237 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,12),-0.0563226 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,11),-0.0910586 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,7),-0.135524 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,6),-0.12857 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,5),-0.0987579 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,3),-0.0563226 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),0.0152329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),-0.128641 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,14),-0.127444 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,13),-0.112161 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,12),-0.0470965 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,11),-0.0953866 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,7),-0.127444 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,6),-0.120251 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,5),-0.0585655 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,3),-0.0470965 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.0704676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,14),-0.118303 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,13),-0.103016 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,12),-0.0421407 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,11),-0.0856258 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,7),-0.118303 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,6),-0.111088 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,5),-0.0928072 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,3),-0.0421407 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,-1),-0.114489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,14),(19,13),-0.117029 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,12),-0.0357578 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,11),-0.0938611 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,7),-0.131898 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,6),-0.124723 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,5),-0.0559998 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,3),-0.0357578 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,-1),-0.111622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,13),(19,12),-0.0348249 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,11),-0.093898 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,7),-0.132444 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,6),-0.12527 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,5),-0.0561251 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,3),-0.0348249 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,-1),-0.124106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,12),(19,11),-0.0408949 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,7),-0.026272 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,6),-0.0151042 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,5),-0.143469 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,3),-0.0605847 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,-1),-0.215607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,11),(19,7),-0.127444 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,6),-0.120251 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,5),-0.0585655 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,3),-0.0470965 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,-1),-0.0704676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,7),(19,6),-0.124723 # DEPENDENCYPART_TRISIBL
(19,18),(19,7),(19,5),-0.0559998 # DEPENDENCYPART_TRISIBL
(19,18),(19,7),(19,3),-0.0347381 # DEPENDENCYPART_TRISIBL
(19,18),(19,7),(19,-1),-0.111577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,6),(19,5),-0.0560619 # DEPENDENCYPART_TRISIBL
(19,18),(19,6),(19,3),-0.0347669 # DEPENDENCYPART_TRISIBL
(19,18),(19,6),(19,-1),-0.112541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,5),(19,3),-0.003461 # DEPENDENCYPART_TRISIBL
(19,18),(19,5),(19,-1),-0.130613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,3),(19,-1),-0.215607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,15),-0.102384 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,14),-0.11152 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,13),-0.111593 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,12),-0.101566 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,11),-0.123822 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,7),-0.11152 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,6),-0.111527 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,5),-0.108635 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,3),-0.101566 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),-0.161184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,15),(19,14),-0.109893 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,13),-0.10996 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,12),-0.1014 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,11),-0.120829 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,7),-0.109893 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,6),-0.109898 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,5),-0.108004 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,3),-0.1014 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,-1),-0.126817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,14),(19,13),-0.111896 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,12),-0.102168 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,11),-0.129729 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,7),-0.111814 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,6),-0.11182 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,5),-0.108547 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,3),-0.102168 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,-1),-0.137686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,13),(19,12),-0.102168 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,11),-0.129729 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,7),-0.111814 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,6),-0.11182 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,5),-0.108547 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,3),-0.102168 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,-1),-0.137699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,12),(19,11),-0.130781 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,7),-0.12018 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,6),-0.120185 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,5),-0.119488 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,3),-0.101456 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,-1),-0.129314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,11),(19,7),-0.11152 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,6),-0.111527 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,5),-0.108635 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,3),-0.101566 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,-1),-0.161184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,7),(19,6),-0.11182 # DEPENDENCYPART_TRISIBL
(19,17),(19,7),(19,5),-0.108547 # DEPENDENCYPART_TRISIBL
(19,17),(19,7),(19,3),-0.102168 # DEPENDENCYPART_TRISIBL
(19,17),(19,7),(19,-1),-0.137686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,6),(19,5),-0.108547 # DEPENDENCYPART_TRISIBL
(19,17),(19,6),(19,3),-0.102168 # DEPENDENCYPART_TRISIBL
(19,17),(19,6),(19,-1),-0.137686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,5),(19,3),-0.10241 # DEPENDENCYPART_TRISIBL
(19,17),(19,5),(19,-1),-0.0914275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,3),(19,-1),-0.129314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,15),(19,14),-0.125538 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,13),-0.131368 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,12),-0.0768102 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,11),-0.224582 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,7),-0.114519 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,6),-0.116987 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,5),-0.0247238 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,3),-0.0768102 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,-1),0.0159809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,14),(19,13),-0.138677 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,12),-0.032095 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,11),-0.249556 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,7),-0.12068 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,6),-0.123324 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,5),-0.0406101 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,3),-0.032095 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,-1),-0.0840948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,13),(19,12),-0.0322736 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,11),-0.250955 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,7),-0.121252 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,6),-0.123895 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,5),-0.0415715 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,3),-0.0322736 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,-1),-0.0787652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,12),(19,11),-0.236361 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,7),0.0705917 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,6),0.0740535 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,5),-0.0231325 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,3),-0.116203 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,-1),-0.180575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,11),(19,7),-0.11565 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,6),-0.118399 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,5),-0.0663491 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,3),-0.0751907 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,-1),-0.122808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,7),(19,6),-0.123324 # DEPENDENCYPART_TRISIBL
(19,16),(19,7),(19,5),-0.0409856 # DEPENDENCYPART_TRISIBL
(19,16),(19,7),(19,3),-0.032095 # DEPENDENCYPART_TRISIBL
(19,16),(19,7),(19,-1),-0.0856163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,6),(19,5),-0.0426366 # DEPENDENCYPART_TRISIBL
(19,16),(19,6),(19,3),-0.0321709 # DEPENDENCYPART_TRISIBL
(19,16),(19,6),(19,-1),-0.0788338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,5),(19,3),-0.0532193 # DEPENDENCYPART_TRISIBL
(19,16),(19,5),(19,-1),-0.0188297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,3),(19,-1),-0.180575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,14),(19,13),-0.0941413 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,12),-0.0580589 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,11),-0.162755 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,7),-0.0933867 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,6),-0.0954575 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,5),-0.0509128 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,3),-0.0580589 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,-1),-0.19419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,13),(19,12),-0.0581796 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,11),-0.162868 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,7),-0.0933906 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,6),-0.0954614 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,5),-0.0509128 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,3),-0.0581796 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,-1),-0.194277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,12),(19,11),-0.206299 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,7),-0.0150525 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,6),-0.016423 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,5),-0.0431757 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,3),-0.0546657 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,-1),-0.186074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,11),(19,7),-0.0909589 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,6),-0.0923071 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,5),-0.0696293 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,3),-0.0405437 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,-1),-0.138702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,7),(19,6),-0.09548 # DEPENDENCYPART_TRISIBL
(19,15),(19,7),(19,5),-0.0509128 # DEPENDENCYPART_TRISIBL
(19,15),(19,7),(19,3),-0.0580589 # DEPENDENCYPART_TRISIBL
(19,15),(19,7),(19,-1),-0.19419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,6),(19,5),-0.050915 # DEPENDENCYPART_TRISIBL
(19,15),(19,6),(19,3),-0.0580589 # DEPENDENCYPART_TRISIBL
(19,15),(19,6),(19,-1),-0.19419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,5),(19,3),-0.0535265 # DEPENDENCYPART_TRISIBL
(19,15),(19,5),(19,-1),-0.165662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,3),(19,-1),-0.186074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,13),(19,12),-0.0381323 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,11),-0.0989136 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,7),-0.1866 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,6),-0.197627 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,5),-0.0985312 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,3),-0.0381323 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,-1),-0.135373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,12),(19,11),0.144647 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,7),-0.234496 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,6),-0.2523 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,5),-0.0539637 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,3),-0.052217 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,-1),-0.241763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,11),(19,7),-0.184475 # DEPENDENCYPART_TRISIBL
(19,14),(19,11),(19,6),-0.195353 # DEPENDENCYPART_TRISIBL
(19,14),(19,11),(19,5),-0.107964 # DEPENDENCYPART_TRISIBL
(19,14),(19,11),(19,3),-0.0457078 # DEPENDENCYPART_TRISIBL
(19,14),(19,11),(19,-1),-0.0799523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,7),(19,6),-0.197406 # DEPENDENCYPART_TRISIBL
(19,14),(19,7),(19,5),-0.0984423 # DEPENDENCYPART_TRISIBL
(19,14),(19,7),(19,3),-0.0375211 # DEPENDENCYPART_TRISIBL
(19,14),(19,7),(19,-1),-0.143753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,6),(19,5),-0.0984539 # DEPENDENCYPART_TRISIBL
(19,14),(19,6),(19,3),-0.0377491 # DEPENDENCYPART_TRISIBL
(19,14),(19,6),(19,-1),-0.146768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,5),(19,3),-0.041847 # DEPENDENCYPART_TRISIBL
(19,14),(19,5),(19,-1),-0.030439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,3),(19,-1),-0.241763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,12),(19,11),0.128596 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,7),-0.235449 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,6),-0.253253 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,5),-0.0534257 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,3),-0.0508439 # DEPENDENCYPART_TRISIBL
