# _root_ Great Northern surged 20 1\/8 to 62 7\/8 , well above Georgia-Pacific 's offering price of $ 58 a share , amid speculation that other suitors for the company would surface or that the bid would be raised .
#goldHeads=2,3,0,5,3,3,8,6,3,11,3,15,12,15,11,15,18,16,20,18,3,3,22,30,26,30,26,29,27,32,30,23,36,35,36,32,36,37,3,
#predictedHeads=2,3,0,5,3,3,8,6,3,11,3,15,12,15,11,15,18,16,20,18,3,3,22,30,26,30,26,29,27,23,30,31,36,35,36,32,36,37,3,
(6,11),(8,10),0.119998 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.12007 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.0934864 # DEPENDENCYPART_HEADBIGRAM
(6,11),(12,10),0.0971768 # DEPENDENCYPART_HEADBIGRAM
(6,11),(15,10),0.0938695 # DEPENDENCYPART_HEADBIGRAM
(6,11),(30,10),0.0981683 # DEPENDENCYPART_HEADBIGRAM
(6,11),(36,10),0.098324 # DEPENDENCYPART_HEADBIGRAM
(6,15),(3,14),-0.0679683 # DEPENDENCYPART_HEADBIGRAM
(6,15),(10,14),0.114511 # DEPENDENCYPART_HEADBIGRAM
(6,15),(11,14),0.082288 # DEPENDENCYPART_HEADBIGRAM
(6,15),(12,14),0.0761779 # DEPENDENCYPART_HEADBIGRAM
(6,15),(15,14),0.155341 # DEPENDENCYPART_HEADBIGRAM
(6,15),(17,14),0.0972806 # DEPENDENCYPART_HEADBIGRAM
(6,15),(18,14),0.0970927 # DEPENDENCYPART_HEADBIGRAM
(6,15),(30,14),0.0981619 # DEPENDENCYPART_HEADBIGRAM
(6,15),(36,14),0.09827 # DEPENDENCYPART_HEADBIGRAM
(7,4),(0,3),-0.0191021 # DEPENDENCYPART_HEADBIGRAM
(7,4),(1,3),-0.132923 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.132923 # DEPENDENCYPART_HEADBIGRAM
(7,4),(32,3),0.09737 # DEPENDENCYPART_HEADBIGRAM
(7,5),(1,4),-0.128202 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.176903 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.179747 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.131287 # DEPENDENCYPART_HEADBIGRAM
(7,5),(6,4),-0.126362 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),0.0949143 # DEPENDENCYPART_HEADBIGRAM
(7,5),(8,4),0.0861069 # DEPENDENCYPART_HEADBIGRAM
(7,6),(1,5),-0.119915 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.119915 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.116872 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.116649 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.136505 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.198058 # DEPENDENCYPART_HEADBIGRAM
(7,6),(8,5),0.0876066 # DEPENDENCYPART_HEADBIGRAM
(7,6),(14,5),0.0895455 # DEPENDENCYPART_HEADBIGRAM
(7,8),(2,7),-0.0721892 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),-0.0735539 # DEPENDENCYPART_HEADBIGRAM
(7,8),(4,7),-0.0594997 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.084528 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),-0.0956763 # DEPENDENCYPART_HEADBIGRAM
(7,8),(8,7),0.0463827 # DEPENDENCYPART_HEADBIGRAM
(7,8),(15,7),0.0838288 # DEPENDENCYPART_HEADBIGRAM
(7,8),(32,7),0.0980927 # DEPENDENCYPART_HEADBIGRAM
(7,9),(1,8),-0.0221429 # DEPENDENCYPART_HEADBIGRAM
(7,9),(2,8),-0.0221429 # DEPENDENCYPART_HEADBIGRAM
(7,9),(3,8),-0.0581644 # DEPENDENCYPART_HEADBIGRAM
(7,9),(4,8),-0.0588507 # DEPENDENCYPART_HEADBIGRAM
(7,9),(5,8),-0.05913 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.0513352 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.0676145 # DEPENDENCYPART_HEADBIGRAM
(7,9),(12,8),0.129993 # DEPENDENCYPART_HEADBIGRAM
(7,9),(15,8),0.132574 # DEPENDENCYPART_HEADBIGRAM
(7,9),(32,8),0.0971358 # DEPENDENCYPART_HEADBIGRAM
(7,10),(2,9),-0.062534 # DEPENDENCYPART_HEADBIGRAM
(7,10),(3,9),-0.0566544 # DEPENDENCYPART_HEADBIGRAM
(7,10),(4,9),-0.0579921 # DEPENDENCYPART_HEADBIGRAM
(7,10),(5,9),-0.0579921 # DEPENDENCYPART_HEADBIGRAM
(7,10),(6,9),-0.0569719 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.144947 # DEPENDENCYPART_HEADBIGRAM
(7,10),(8,9),0.0980751 # DEPENDENCYPART_HEADBIGRAM
(7,10),(10,9),0.0896846 # DEPENDENCYPART_HEADBIGRAM
(7,10),(11,9),0.097569 # DEPENDENCYPART_HEADBIGRAM
(7,10),(30,9),0.0983481 # DEPENDENCYPART_HEADBIGRAM
(7,11),(3,10),-0.0595069 # DEPENDENCYPART_HEADBIGRAM
(7,11),(6,10),-0.0597114 # DEPENDENCYPART_HEADBIGRAM
(7,11),(7,10),0.111305 # DEPENDENCYPART_HEADBIGRAM
(7,11),(8,10),0.12007 # DEPENDENCYPART_HEADBIGRAM
(7,11),(9,10),0.120065 # DEPENDENCYPART_HEADBIGRAM
(7,11),(11,10),0.107176 # DEPENDENCYPART_HEADBIGRAM
(7,11),(12,10),0.0970452 # DEPENDENCYPART_HEADBIGRAM
(7,11),(15,10),0.0937379 # DEPENDENCYPART_HEADBIGRAM
(7,11),(30,10),0.0981277 # DEPENDENCYPART_HEADBIGRAM
(7,11),(36,10),0.0982834 # DEPENDENCYPART_HEADBIGRAM
(7,15),(3,14),-0.0646085 # DEPENDENCYPART_HEADBIGRAM
(7,15),(10,14),0.113943 # DEPENDENCYPART_HEADBIGRAM
(7,15),(11,14),0.108103 # DEPENDENCYPART_HEADBIGRAM
(7,15),(12,14),0.0801936 # DEPENDENCYPART_HEADBIGRAM
(7,15),(15,14),0.0749978 # DEPENDENCYPART_HEADBIGRAM
(7,15),(17,14),0.097278 # DEPENDENCYPART_HEADBIGRAM
(7,15),(18,14),0.0945284 # DEPENDENCYPART_HEADBIGRAM
(7,15),(30,14),0.0981734 # DEPENDENCYPART_HEADBIGRAM
(7,15),(36,14),0.0982815 # DEPENDENCYPART_HEADBIGRAM
(8,4),(0,3),-0.0211499 # DEPENDENCYPART_HEADBIGRAM
(8,4),(1,3),-0.134075 # DEPENDENCYPART_HEADBIGRAM
(8,4),(2,3),-0.134075 # DEPENDENCYPART_HEADBIGRAM
(8,4),(32,3),0.098457 # DEPENDENCYPART_HEADBIGRAM
(8,5),(1,4),-0.125773 # DEPENDENCYPART_HEADBIGRAM
(8,5),(2,4),-0.13728 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.140268 # DEPENDENCYPART_HEADBIGRAM
(8,5),(5,4),-0.118056 # DEPENDENCYPART_HEADBIGRAM
(8,5),(6,4),-0.126976 # DEPENDENCYPART_HEADBIGRAM
(8,5),(7,4),-0.123761 # DEPENDENCYPART_HEADBIGRAM
(8,5),(8,4),0.0784277 # DEPENDENCYPART_HEADBIGRAM
(8,6),(1,5),-0.119906 # DEPENDENCYPART_HEADBIGRAM
(8,6),(2,5),-0.119906 # DEPENDENCYPART_HEADBIGRAM
(8,6),(3,5),-0.116872 # DEPENDENCYPART_HEADBIGRAM
(8,6),(4,5),-0.116649 # DEPENDENCYPART_HEADBIGRAM
(8,6),(6,5),-0.136505 # DEPENDENCYPART_HEADBIGRAM
(8,6),(7,5),-0.123644 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),0.123956 # DEPENDENCYPART_HEADBIGRAM
(8,6),(14,5),0.0895499 # DEPENDENCYPART_HEADBIGRAM
(8,7),(3,6),0.0327591 # DEPENDENCYPART_HEADBIGRAM
(8,7),(5,6),-0.156827 # DEPENDENCYPART_HEADBIGRAM
(8,7),(7,6),-0.0771422 # DEPENDENCYPART_HEADBIGRAM
(8,7),(8,6),0.0721232 # DEPENDENCYPART_HEADBIGRAM
(8,7),(10,6),0.104939 # DEPENDENCYPART_HEADBIGRAM
(8,7),(11,6),0.0853305 # DEPENDENCYPART_HEADBIGRAM
(8,7),(32,6),0.0885196 # DEPENDENCYPART_HEADBIGRAM
(8,9),(1,8),-0.0619955 # DEPENDENCYPART_HEADBIGRAM
(8,9),(2,8),-0.061995 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),-0.0437997 # DEPENDENCYPART_HEADBIGRAM
(8,9),(4,8),-0.0439966 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.0439814 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),0.0133932 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.0279131 # DEPENDENCYPART_HEADBIGRAM
(8,9),(12,8),0.0724293 # DEPENDENCYPART_HEADBIGRAM
(8,9),(15,8),0.077564 # DEPENDENCYPART_HEADBIGRAM
(8,9),(32,8),0.0983627 # DEPENDENCYPART_HEADBIGRAM
(8,10),(2,9),-0.0635629 # DEPENDENCYPART_HEADBIGRAM
(8,10),(3,9),-0.0576833 # DEPENDENCYPART_HEADBIGRAM
(8,10),(4,9),-0.0585032 # DEPENDENCYPART_HEADBIGRAM
(8,10),(5,9),-0.0585032 # DEPENDENCYPART_HEADBIGRAM
(8,10),(6,9),-0.057483 # DEPENDENCYPART_HEADBIGRAM
(8,10),(7,9),-0.0572344 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.188815 # DEPENDENCYPART_HEADBIGRAM
(8,10),(10,9),0.112686 # DEPENDENCYPART_HEADBIGRAM
(8,10),(11,9),0.0971619 # DEPENDENCYPART_HEADBIGRAM
(8,10),(30,9),0.0983313 # DEPENDENCYPART_HEADBIGRAM
(8,11),(3,10),-0.0595069 # DEPENDENCYPART_HEADBIGRAM
(8,11),(6,10),-0.0597114 # DEPENDENCYPART_HEADBIGRAM
(8,11),(7,10),-0.0597129 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.0868381 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.120065 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.107176 # DEPENDENCYPART_HEADBIGRAM
(8,11),(12,10),0.0970452 # DEPENDENCYPART_HEADBIGRAM
(8,11),(15,10),0.0937379 # DEPENDENCYPART_HEADBIGRAM
(8,11),(30,10),0.0981277 # DEPENDENCYPART_HEADBIGRAM
(8,11),(36,10),0.0982834 # DEPENDENCYPART_HEADBIGRAM
(8,12),(3,11),-0.0611251 # DEPENDENCYPART_HEADBIGRAM
(8,12),(6,11),-0.0624275 # DEPENDENCYPART_HEADBIGRAM
(8,12),(7,11),-0.0593384 # DEPENDENCYPART_HEADBIGRAM
(8,12),(8,11),0.0902627 # DEPENDENCYPART_HEADBIGRAM
(8,12),(10,11),0.0899501 # DEPENDENCYPART_HEADBIGRAM
(8,12),(12,11),0.0658083 # DEPENDENCYPART_HEADBIGRAM
(8,12),(15,11),0.0822727 # DEPENDENCYPART_HEADBIGRAM
(8,12),(30,11),0.0951449 # DEPENDENCYPART_HEADBIGRAM
(8,12),(32,11),0.0971402 # DEPENDENCYPART_HEADBIGRAM
(8,12),(36,11),0.0974305 # DEPENDENCYPART_HEADBIGRAM
(8,15),(3,14),-0.0646085 # DEPENDENCYPART_HEADBIGRAM
(8,15),(10,14),0.113943 # DEPENDENCYPART_HEADBIGRAM
(8,15),(11,14),0.108103 # DEPENDENCYPART_HEADBIGRAM
(8,15),(12,14),0.0801898 # DEPENDENCYPART_HEADBIGRAM
(8,15),(15,14),0.0751937 # DEPENDENCYPART_HEADBIGRAM
(8,15),(17,14),0.097278 # DEPENDENCYPART_HEADBIGRAM
(8,15),(18,14),0.0945284 # DEPENDENCYPART_HEADBIGRAM
(8,15),(30,14),0.0981734 # DEPENDENCYPART_HEADBIGRAM
(8,15),(36,14),0.0982815 # DEPENDENCYPART_HEADBIGRAM
(9,10),(2,9),-0.0706849 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),-0.0762199 # DEPENDENCYPART_HEADBIGRAM
(9,10),(4,9),-0.0583767 # DEPENDENCYPART_HEADBIGRAM
(9,10),(5,9),-0.0583767 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),-0.0579918 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),-0.0621652 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.0621652 # DEPENDENCYPART_HEADBIGRAM
(9,10),(10,9),0.0425975 # DEPENDENCYPART_HEADBIGRAM
(9,10),(11,9),0.0960949 # DEPENDENCYPART_HEADBIGRAM
(9,10),(30,9),0.0975426 # DEPENDENCYPART_HEADBIGRAM
(10,2),(0,1),-0.155552 # DEPENDENCYPART_HEADBIGRAM
(10,2),(2,1),0.00848003 # DEPENDENCYPART_HEADBIGRAM
(10,2),(3,1),-0.134463 # DEPENDENCYPART_HEADBIGRAM
(10,2),(4,1),-0.124136 # DEPENDENCYPART_HEADBIGRAM
(10,6),(1,5),-0.123832 # DEPENDENCYPART_HEADBIGRAM
(10,6),(2,5),-0.123832 # DEPENDENCYPART_HEADBIGRAM
(10,6),(3,5),-0.12673 # DEPENDENCYPART_HEADBIGRAM
(10,6),(4,5),-0.126735 # DEPENDENCYPART_HEADBIGRAM
(10,6),(6,5),-0.124519 # DEPENDENCYPART_HEADBIGRAM
(10,6),(7,5),-0.12428 # DEPENDENCYPART_HEADBIGRAM
(10,6),(8,5),-0.124472 # DEPENDENCYPART_HEADBIGRAM
(10,6),(14,5),0.0904225 # DEPENDENCYPART_HEADBIGRAM
(10,9),(1,8),-0.129171 # DEPENDENCYPART_HEADBIGRAM
(10,9),(2,8),-0.129171 # DEPENDENCYPART_HEADBIGRAM
(10,9),(3,8),-0.13313 # DEPENDENCYPART_HEADBIGRAM
(10,9),(4,8),-0.133536 # DEPENDENCYPART_HEADBIGRAM
(10,9),(5,8),-0.133536 # DEPENDENCYPART_HEADBIGRAM
(10,9),(6,8),-0.0374958 # DEPENDENCYPART_HEADBIGRAM
(10,9),(7,8),-0.0374619 # DEPENDENCYPART_HEADBIGRAM
(10,9),(12,8),0.0871292 # DEPENDENCYPART_HEADBIGRAM
(10,9),(15,8),0.0899435 # DEPENDENCYPART_HEADBIGRAM
(10,9),(32,8),0.0923177 # DEPENDENCYPART_HEADBIGRAM
(10,11),(3,10),0.0156023 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),-0.0678003 # DEPENDENCYPART_HEADBIGRAM
(10,11),(7,10),-0.0893397 # DEPENDENCYPART_HEADBIGRAM
(10,11),(8,10),-0.0514808 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),-0.0574812 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),-0.0866113 # DEPENDENCYPART_HEADBIGRAM
(10,11),(12,10),0.0798786 # DEPENDENCYPART_HEADBIGRAM
(10,11),(15,10),0.0632548 # DEPENDENCYPART_HEADBIGRAM
(10,11),(30,10),0.140711 # DEPENDENCYPART_HEADBIGRAM
(10,11),(36,10),0.140229 # DEPENDENCYPART_HEADBIGRAM
(10,12),(3,11),-0.0579603 # DEPENDENCYPART_HEADBIGRAM
(10,12),(6,11),-0.062914 # DEPENDENCYPART_HEADBIGRAM
(10,12),(7,11),-0.064485 # DEPENDENCYPART_HEADBIGRAM
(10,12),(8,11),-0.064485 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.140131 # DEPENDENCYPART_HEADBIGRAM
(10,12),(12,11),0.0901253 # DEPENDENCYPART_HEADBIGRAM
(10,12),(15,11),0.0912021 # DEPENDENCYPART_HEADBIGRAM
(10,12),(30,11),0.0937204 # DEPENDENCYPART_HEADBIGRAM
(10,12),(32,11),0.0941354 # DEPENDENCYPART_HEADBIGRAM
(10,12),(36,11),0.0959751 # DEPENDENCYPART_HEADBIGRAM
(10,14),(12,13),0.192622 # DEPENDENCYPART_HEADBIGRAM
(10,14),(14,13),0.146713 # DEPENDENCYPART_HEADBIGRAM
(10,14),(15,13),0.0790351 # DEPENDENCYPART_HEADBIGRAM
(10,15),(3,14),-0.0654874 # DEPENDENCYPART_HEADBIGRAM
(10,15),(10,14),0.121647 # DEPENDENCYPART_HEADBIGRAM
(10,15),(11,14),0.115276 # DEPENDENCYPART_HEADBIGRAM
(10,15),(12,14),0.157855 # DEPENDENCYPART_HEADBIGRAM
(10,15),(15,14),0.216262 # DEPENDENCYPART_HEADBIGRAM
(10,15),(17,14),0.0958073 # DEPENDENCYPART_HEADBIGRAM
(10,15),(18,14),0.097467 # DEPENDENCYPART_HEADBIGRAM
(10,15),(30,14),0.0976502 # DEPENDENCYPART_HEADBIGRAM
(10,15),(36,14),0.0977554 # DEPENDENCYPART_HEADBIGRAM
(10,16),(3,15),-0.0438294 # DEPENDENCYPART_HEADBIGRAM
(10,16),(6,15),-0.0121679 # DEPENDENCYPART_HEADBIGRAM
(10,16),(7,15),-0.00879659 # DEPENDENCYPART_HEADBIGRAM
(10,16),(8,15),-0.00881918 # DEPENDENCYPART_HEADBIGRAM
(10,16),(10,15),0.141489 # DEPENDENCYPART_HEADBIGRAM
(10,16),(11,15),0.0819292 # DEPENDENCYPART_HEADBIGRAM
(10,16),(14,15),0.176679 # DEPENDENCYPART_HEADBIGRAM
(10,16),(18,15),0.0827802 # DEPENDENCYPART_HEADBIGRAM
(10,16),(30,15),0.10009 # DEPENDENCYPART_HEADBIGRAM
(10,16),(36,15),0.101321 # DEPENDENCYPART_HEADBIGRAM
(11,6),(1,5),-0.117907 # DEPENDENCYPART_HEADBIGRAM
(11,6),(2,5),-0.117907 # DEPENDENCYPART_HEADBIGRAM
(11,6),(3,5),-0.126805 # DEPENDENCYPART_HEADBIGRAM
(11,6),(4,5),-0.127183 # DEPENDENCYPART_HEADBIGRAM
(11,6),(6,5),-0.130513 # DEPENDENCYPART_HEADBIGRAM
(11,6),(7,5),-0.124729 # DEPENDENCYPART_HEADBIGRAM
(11,6),(8,5),-0.124926 # DEPENDENCYPART_HEADBIGRAM
(11,6),(14,5),0.0965005 # DEPENDENCYPART_HEADBIGRAM
(11,9),(1,8),-0.135395 # DEPENDENCYPART_HEADBIGRAM
(11,9),(2,8),-0.135395 # DEPENDENCYPART_HEADBIGRAM
(11,9),(3,8),-0.133372 # DEPENDENCYPART_HEADBIGRAM
(11,9),(4,8),-0.135385 # DEPENDENCYPART_HEADBIGRAM
(11,9),(5,8),-0.135283 # DEPENDENCYPART_HEADBIGRAM
(11,9),(6,8),-0.0439069 # DEPENDENCYPART_HEADBIGRAM
(11,9),(7,8),-0.0391889 # DEPENDENCYPART_HEADBIGRAM
(11,9),(12,8),0.0851826 # DEPENDENCYPART_HEADBIGRAM
(11,9),(15,8),0.0879997 # DEPENDENCYPART_HEADBIGRAM
(11,9),(32,8),0.0912092 # DEPENDENCYPART_HEADBIGRAM
(11,10),(2,9),-0.124781 # DEPENDENCYPART_HEADBIGRAM
(11,10),(3,9),-0.0585567 # DEPENDENCYPART_HEADBIGRAM
(11,10),(4,9),-0.117567 # DEPENDENCYPART_HEADBIGRAM
(11,10),(5,9),-0.117567 # DEPENDENCYPART_HEADBIGRAM
(11,10),(6,9),-0.129317 # DEPENDENCYPART_HEADBIGRAM
(11,10),(7,9),-0.136193 # DEPENDENCYPART_HEADBIGRAM
(11,10),(8,9),-0.136193 # DEPENDENCYPART_HEADBIGRAM
(11,10),(10,9),-0.136317 # DEPENDENCYPART_HEADBIGRAM
(11,10),(11,9),0.128432 # DEPENDENCYPART_HEADBIGRAM
(11,10),(30,9),0.0966307 # DEPENDENCYPART_HEADBIGRAM
(11,12),(3,11),-0.0508738 # DEPENDENCYPART_HEADBIGRAM
(11,12),(6,11),0.0314757 # DEPENDENCYPART_HEADBIGRAM
(11,12),(7,11),0.0380485 # DEPENDENCYPART_HEADBIGRAM
(11,12),(8,11),0.0373993 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),-0.0240286 # DEPENDENCYPART_HEADBIGRAM
(11,12),(12,11),-0.0303216 # DEPENDENCYPART_HEADBIGRAM
(11,12),(15,11),0.0984257 # DEPENDENCYPART_HEADBIGRAM
(11,12),(30,11),0.140884 # DEPENDENCYPART_HEADBIGRAM
(11,12),(32,11),0.152889 # DEPENDENCYPART_HEADBIGRAM
(11,12),(36,11),0.155752 # DEPENDENCYPART_HEADBIGRAM
(11,14),(12,13),0.294305 # DEPENDENCYPART_HEADBIGRAM
(11,14),(14,13),0.153149 # DEPENDENCYPART_HEADBIGRAM
(11,14),(15,13),0.132647 # DEPENDENCYPART_HEADBIGRAM
(11,15),(3,14),-0.0742296 # DEPENDENCYPART_HEADBIGRAM
(11,15),(10,14),-0.0629596 # DEPENDENCYPART_HEADBIGRAM
(11,15),(11,14),0.0600938 # DEPENDENCYPART_HEADBIGRAM
(11,15),(12,14),0.151581 # DEPENDENCYPART_HEADBIGRAM
(11,15),(15,14),0.363119 # DEPENDENCYPART_HEADBIGRAM
(11,15),(17,14),0.0958516 # DEPENDENCYPART_HEADBIGRAM
(11,15),(18,14),0.119854 # DEPENDENCYPART_HEADBIGRAM
(11,15),(30,14),0.0967562 # DEPENDENCYPART_HEADBIGRAM
(11,15),(36,14),0.0968614 # DEPENDENCYPART_HEADBIGRAM
(11,16),(3,15),-0.049102 # DEPENDENCYPART_HEADBIGRAM
(11,16),(6,15),-0.0828501 # DEPENDENCYPART_HEADBIGRAM
(11,16),(7,15),-0.0475606 # DEPENDENCYPART_HEADBIGRAM
(11,16),(8,15),-0.047589 # DEPENDENCYPART_HEADBIGRAM
(11,16),(10,15),-0.0149401 # DEPENDENCYPART_HEADBIGRAM
(11,16),(11,15),0.061633 # DEPENDENCYPART_HEADBIGRAM
(11,16),(14,15),0.233121 # DEPENDENCYPART_HEADBIGRAM
(11,16),(18,15),0.0646812 # DEPENDENCYPART_HEADBIGRAM
(11,16),(30,15),0.0924656 # DEPENDENCYPART_HEADBIGRAM
(11,16),(36,15),0.0958677 # DEPENDENCYPART_HEADBIGRAM
(11,17),(3,16),-0.0571055 # DEPENDENCYPART_HEADBIGRAM
(11,17),(10,16),-0.05603 # DEPENDENCYPART_HEADBIGRAM
(11,17),(11,16),0.10978 # DEPENDENCYPART_HEADBIGRAM
(11,17),(12,16),0.107269 # DEPENDENCYPART_HEADBIGRAM
(11,17),(14,16),0.105042 # DEPENDENCYPART_HEADBIGRAM
(11,17),(15,16),0.105042 # DEPENDENCYPART_HEADBIGRAM
(11,17),(17,16),0.233244 # DEPENDENCYPART_HEADBIGRAM
(11,17),(18,16),0.098349 # DEPENDENCYPART_HEADBIGRAM
(11,17),(30,16),0.0976363 # DEPENDENCYPART_HEADBIGRAM
(11,17),(32,16),0.0974079 # DEPENDENCYPART_HEADBIGRAM
(11,18),(11,17),0.0994798 # DEPENDENCYPART_HEADBIGRAM
(11,18),(14,17),0.109841 # DEPENDENCYPART_HEADBIGRAM
(11,18),(15,17),0.10521 # DEPENDENCYPART_HEADBIGRAM
(11,18),(16,17),0.100612 # DEPENDENCYPART_HEADBIGRAM
(11,18),(18,17),0.10263 # DEPENDENCYPART_HEADBIGRAM
(11,18),(20,17),0.0982101 # DEPENDENCYPART_HEADBIGRAM
(11,18),(23,17),0.0980356 # DEPENDENCYPART_HEADBIGRAM
(11,18),(30,17),0.0983383 # DEPENDENCYPART_HEADBIGRAM
(11,18),(32,17),0.0933293 # DEPENDENCYPART_HEADBIGRAM
(11,18),(36,17),0.0983383 # DEPENDENCYPART_HEADBIGRAM
(12,8),(2,7),-0.152096 # DEPENDENCYPART_HEADBIGRAM
(12,8),(3,7),-0.139086 # DEPENDENCYPART_HEADBIGRAM
(12,8),(4,7),-0.124062 # DEPENDENCYPART_HEADBIGRAM
(12,8),(5,7),-0.135568 # DEPENDENCYPART_HEADBIGRAM
(12,8),(6,7),-0.145237 # DEPENDENCYPART_HEADBIGRAM
(12,8),(8,7),-0.0218852 # DEPENDENCYPART_HEADBIGRAM
(12,8),(15,7),0.0697467 # DEPENDENCYPART_HEADBIGRAM
(12,8),(32,7),0.0922709 # DEPENDENCYPART_HEADBIGRAM
(12,10),(2,9),-0.129971 # DEPENDENCYPART_HEADBIGRAM
(12,10),(3,9),-0.169293 # DEPENDENCYPART_HEADBIGRAM
(12,10),(4,9),-0.137577 # DEPENDENCYPART_HEADBIGRAM
(12,10),(5,9),-0.137577 # DEPENDENCYPART_HEADBIGRAM
(12,10),(6,9),-0.130841 # DEPENDENCYPART_HEADBIGRAM
(12,10),(7,9),-0.156204 # DEPENDENCYPART_HEADBIGRAM
(12,10),(8,9),-0.156204 # DEPENDENCYPART_HEADBIGRAM
(12,10),(10,9),-0.180507 # DEPENDENCYPART_HEADBIGRAM
(12,10),(11,9),-0.136962 # DEPENDENCYPART_HEADBIGRAM
(12,10),(30,9),0.118848 # DEPENDENCYPART_HEADBIGRAM
(12,11),(3,10),-0.146882 # DEPENDENCYPART_HEADBIGRAM
(12,11),(6,10),-0.135807 # DEPENDENCYPART_HEADBIGRAM
(12,11),(7,10),-0.13584 # DEPENDENCYPART_HEADBIGRAM
(12,11),(8,10),-0.117265 # DEPENDENCYPART_HEADBIGRAM
(12,11),(9,10),-0.117684 # DEPENDENCYPART_HEADBIGRAM
(12,11),(11,10),-0.0922912 # DEPENDENCYPART_HEADBIGRAM
(12,11),(12,10),0.0844653 # DEPENDENCYPART_HEADBIGRAM
(12,11),(15,10),0.0882756 # DEPENDENCYPART_HEADBIGRAM
(12,11),(30,10),0.0934089 # DEPENDENCYPART_HEADBIGRAM
(12,11),(36,10),0.0898538 # DEPENDENCYPART_HEADBIGRAM
(12,13),(8,12),-0.0624811 # DEPENDENCYPART_HEADBIGRAM
(12,13),(10,12),-0.0767982 # DEPENDENCYPART_HEADBIGRAM
(12,13),(11,12),-0.104584 # DEPENDENCYPART_HEADBIGRAM
(12,13),(14,12),0.519766 # DEPENDENCYPART_HEADBIGRAM
(12,13),(15,12),0.49511 # DEPENDENCYPART_HEADBIGRAM
(12,13),(20,12),0.35628 # DEPENDENCYPART_HEADBIGRAM
(12,13),(30,12),0.0842981 # DEPENDENCYPART_HEADBIGRAM
(12,14),(12,13),0.0209304 # DEPENDENCYPART_HEADBIGRAM
(12,14),(14,13),0.030745 # DEPENDENCYPART_HEADBIGRAM
(12,14),(15,13),0.092867 # DEPENDENCYPART_HEADBIGRAM
(12,16),(3,15),-0.0156388 # DEPENDENCYPART_HEADBIGRAM
(12,16),(6,15),-4.1447e-06 # DEPENDENCYPART_HEADBIGRAM
(12,16),(7,15),-0.0629925 # DEPENDENCYPART_HEADBIGRAM
(12,16),(8,15),-0.0585252 # DEPENDENCYPART_HEADBIGRAM
(12,16),(10,15),-0.0194956 # DEPENDENCYPART_HEADBIGRAM
(12,16),(11,15),-0.028207 # DEPENDENCYPART_HEADBIGRAM
(12,16),(14,15),0.134874 # DEPENDENCYPART_HEADBIGRAM
(12,16),(18,15),0.0488212 # DEPENDENCYPART_HEADBIGRAM
(12,16),(30,15),0.0885495 # DEPENDENCYPART_HEADBIGRAM
(12,16),(36,15),0.0919516 # DEPENDENCYPART_HEADBIGRAM
(12,18),(11,17),-0.0667944 # DEPENDENCYPART_HEADBIGRAM
(12,18),(14,17),0.0998676 # DEPENDENCYPART_HEADBIGRAM
