# _root_ Federal National Mortgage Association , a recently hot stock , climbed 4 to 124 on nearly 1.6 million shares .
#goldHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
#predictedHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
(4,9),(9,8),0.252725 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.210962 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.123189 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0663951 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.000587265 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.16192 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.409396 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.137895 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.343126 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.320971 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.202732 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.904179 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.940129 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.931695 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.686429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.360826 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.469083 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.170496 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.0186313 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.158318 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.313252 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.0830717 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.204652 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.00553569 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.238139 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.113387 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.164383 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.146411 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.266556 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.542078 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.713583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,7),0.235895 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.271248 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.179036 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.128533 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.256816 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.717988 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.428794 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.732315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,7),0.204673 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.212616 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.109212 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.00345919 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.102739 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.583844 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.257404 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.261947 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.273967 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.440347 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.728899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,7),0.209548 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.267644 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0382088 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0286438 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.700673 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.431135 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.40967 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.396731 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.657652 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.0130473 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.107406 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.301126 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.314279 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.314199 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.416069 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.378885 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.476948 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.445282 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.418703 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.506487 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.0474958 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.0261969 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.144848 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.494576 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.0645069 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.30871 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.68221 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),0.47781 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),0.13161 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),0.0856756 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),0.0991709 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.00565872 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.152724 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.1695 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.112272 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.407852 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.423753 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.278161 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.264516 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.228732 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.001468 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.68025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.568767 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.767215 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.02075 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.943646 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.05232 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.07739 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.900542 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.08754 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.15878 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.21894 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.36061 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-1.33815 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.60547 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.60405 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.23524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.29305 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.554416 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.280289 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.623036 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.758251 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.396526 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.759258 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.682451 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-1.03372 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.724748 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.734184 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.608887 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.27193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.00200506 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.257845 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.599058 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.258826 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.858013 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.483005 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.57631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.554051 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.26991 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.23047 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.957124 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.813586 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.09404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),-0.143619 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.314495 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.315623 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.36994 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.37325 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.34509 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.30564 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.06104 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.982078 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.1601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0337251 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.302134 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.352734 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.321567 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.432811 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.469203 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.446359 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.649518 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.22516 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.778348 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.175906 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.27924 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.28188 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.2545 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.21506 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.928033 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.810013 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.11903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.125239 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.22496 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.285219 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.111448 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.183656 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.252239 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.236222 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.507977 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.492638 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.566317 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.0194406 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.861939 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.21801 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.09852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),0.277162 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.183869 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.284832 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.309003 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.485116 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.625166 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.22346 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.1781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,9),0.155483 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.195394 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.358211 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.1644 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.399795 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.515948 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.40516 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.509025 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.0242791 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.21801 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.10652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),0.282935 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.35616 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.291034 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.468067 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.627723 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.543678 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.62458 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.254653 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.391591 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.615276 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.498503 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.465763 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.552654 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),0.0411167 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.397934 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.305101 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.54812 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.417869 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.619391 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.790017 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.263939 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.480771 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.408047 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.308943 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.422347 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.330287 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.46444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.522768 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-1.25775 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-1.15913 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.539346 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.467375 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.466307 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.474016 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.199581 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.335528 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.46444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.526098 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-1.25889 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.866303 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.901406 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.912757 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-1.09868 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.94944 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.961591 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-1.20647 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.983961 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-1.15913 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.414441 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.371366 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.398417 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.45466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,5),-0.34821 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.28606 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.48853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.5065 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.12965 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.864155 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.917891 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.910215 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.11444 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.936649 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.22337 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.0466854 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.878657 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.818861 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.123579 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.575835 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.440497 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.507752 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.649219 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.560058 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.892915 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.838927 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),-0.151357 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.797048 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.590079 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.466936 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.611975 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.408627 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.648722 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.605112 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.253021 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.330938 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.334582 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.214568 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.30738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-1.03451 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.347566 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.366909 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.0201212 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.242302 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.30731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-1.03444 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.296047 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.361203 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0765388 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.156256 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.644196 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.297473 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.3073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-1.03443 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-1.15135 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.344769 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.410671 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.423501 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.190417 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.345273 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.656681 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.319111 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.31177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-1.03783 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.906344 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.794394 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.890281 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.816035 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.939942 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.888568 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.97818 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.876388 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-1.15249 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.039675 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0387614 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.378777 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0556526 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.170842 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.028453 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.389103 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.25704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.867828 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.874301 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.785367 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.860585 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.806284 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.900117 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.96958 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.350915 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0754061 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.172182 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0179907 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.536496 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.910158 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.797417 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.870663 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.813759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,1),-1.01707 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.04947 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.0312 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.61446 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.78682 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.451218 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),0.0780978 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.376055 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.71611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.363484 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0627097 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.170398 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.10343 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0321263 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.257284 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.283739 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.294814 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.206979 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.844146 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.614933 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),0.0526056 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.500406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.252141 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.215901 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.131567 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.267277 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.430772 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.614847 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.0472303 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.935041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.402856 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.527807 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.205325 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.301252 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.378475 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.385996 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.43987 # DEPENDENCYPART_GRANDPAR
