# _root_ Investors have complained for some time about program trading , particularly index arbitrage , to little avail .
#goldHeads=2,0,2,3,6,4,3,9,7,9,9,13,9,9,3,17,15,2,
#predictedHeads=2,0,2,3,6,4,6,9,7,9,13,13,9,13,13,17,15,2,
(6,7),(6,9),(6,19),-0.0907231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,10),(6,11),-0.0354281 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,12),0.0617966 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,13),0.0617922 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,14),-0.0733585 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,15),-0.0249147 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,16),0.0349132 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,17),0.0617968 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,18),-0.0897904 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,19),-0.263985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,11),(6,12),-0.0652829 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,13),-0.0652911 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,14),-0.0450672 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,15),-0.0611715 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,16),-0.0450719 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,17),-0.0652828 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,18),-0.0819643 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,19),-0.140498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,12),(6,13),-0.0692518 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,14),-0.0676664 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,15),-0.0592697 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,16),-0.0506812 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,17),-0.0692471 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,18),-0.0984836 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,19),-0.0913316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,13),(6,14),-0.0676664 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,15),-0.0592697 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,16),-0.0506812 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,17),-0.0692471 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,18),-0.0985215 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,19),-0.0910351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,14),(6,15),-0.0249147 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,16),0.0349132 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,17),0.0617968 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,18),-0.0897904 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,19),-0.263985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,15),(6,16),-0.0478064 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,17),-0.0619805 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,18),-0.104886 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,19),-0.0870496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,16),(6,17),-0.0617786 # DEPENDENCYPART_TRISIBL
(6,7),(6,16),(6,18),-0.108642 # DEPENDENCYPART_TRISIBL
(6,7),(6,16),(6,19),-0.106803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,17),(6,18),-0.0984836 # DEPENDENCYPART_TRISIBL
(6,7),(6,17),(6,19),-0.0910322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,18),(6,19),-0.113848 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,9),(6,10),-0.0444974 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,11),-0.0771778 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,12),-0.0655415 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,13),-0.0654154 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,14),-0.0444974 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,15),-0.0525111 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,16),-0.076127 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,17),-0.0653523 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,18),-0.0876069 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,19),-0.122471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,10),(6,11),-0.0634669 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,12),-0.0745601 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,13),-0.0744344 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,14),-0.0411343 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,15),-0.0134275 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,16),-0.0293355 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,17),-0.0743711 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,18),-0.124113 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,19),-0.0287879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,11),(6,12),-0.0688317 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,13),-0.0687058 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,14),-0.0205152 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,15),-0.0296689 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,16),-0.0801587 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,17),-0.0686427 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,18),-0.100394 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,19),-0.09195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,12),(6,13),-0.0651615 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,14),-0.045048 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,15),-0.0525111 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,16),-0.076127 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,17),-0.0650985 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,18),-0.0877792 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,19),-0.125271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,13),(6,14),-0.0444985 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,15),-0.0525111 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,16),-0.076127 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,17),-0.0650981 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,18),-0.0875827 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,19),-0.125199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,14),(6,15),-0.0134275 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,16),-0.0293355 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,17),-0.0743711 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,18),-0.124113 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,19),-0.0287879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,15),(6,16),-0.0746687 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,17),-0.0490383 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,18),-0.0939431 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,19),-0.142738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,16),(6,17),-0.0671054 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,18),-0.0967963 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,19),-0.0699514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,17),(6,18),-0.0875399 # DEPENDENCYPART_TRISIBL
(6,8),(6,17),(6,19),-0.125192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,18),(6,19),-0.0274827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,10),(6,11),-0.0639683 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,12),-0.0753148 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,13),-0.075189 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,14),-0.0428199 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,15),-0.0136193 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,16),-0.0294079 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,17),-0.0751258 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,18),-0.123987 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,19),-0.0281061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,11),(6,12),-0.0693446 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,13),-0.0692186 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,14),-0.022201 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,15),-0.0298607 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,16),-0.0802309 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,17),-0.0691556 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,18),-0.100268 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,19),-0.0858819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,12),(6,13),-0.0656758 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,14),-0.0467439 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,15),-0.0527029 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,16),-0.0762637 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,17),-0.0656127 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,18),-0.0877099 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,19),-0.109077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,13),(6,14),-0.0461945 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,15),-0.0527029 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,16),-0.0762637 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,17),-0.0656123 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,18),-0.0875133 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,19),-0.109005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,14),(6,15),-0.0136193 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,16),-0.0294079 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,17),-0.0751258 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,18),-0.123987 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,19),-0.0281061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,15),(6,16),-0.0747408 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,17),-0.0495511 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,18),-0.0938173 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,19),-0.135648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,16),(6,17),-0.0676182 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,18),-0.0966703 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,19),-0.0648152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,17),(6,18),-0.0874706 # DEPENDENCYPART_TRISIBL
(6,9),(6,17),(6,19),-0.108998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,18),(6,19),-0.02817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,11),(6,12),0.17377 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,13),0.174909 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,14),0.205528 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,15),-0.0975732 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,16),-0.0656559 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,17),0.174909 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,18),-0.118313 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,19),-0.186394 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,12),(6,13),-0.0829625 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,14),0.500306 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,15),-0.110371 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,16),-0.0383658 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,17),-0.0829625 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,18),-0.240215 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,19),-0.107994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,13),(6,14),0.501745 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,15),-0.110371 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,16),-0.0383658 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,17),-0.0829625 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,18),-0.240212 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,19),-0.105432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,14),(6,15),-0.0967912 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,16),-0.0575475 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,17),-0.000654511 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,18),-0.135981 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,19),-0.234928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,15),(6,16),-0.0575375 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,17),0.00797702 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,18),-0.122289 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,19),-0.194938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,16),(6,17),0.0517131 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,18),-0.139936 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,19),-0.172783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,17),(6,18),-0.240212 # DEPENDENCYPART_TRISIBL
(6,10),(6,17),(6,19),-0.105432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,18),(6,19),-0.283567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,12),(6,13),-0.074426 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,14),0.0607394 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,15),-0.0870807 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,16),-0.0697522 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,17),-0.074426 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,18),-0.0766085 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,19),-0.0163519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,13),(6,14),0.0607403 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,15),-0.0870807 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,16),-0.0697522 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,17),-0.074426 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,18),-0.0766085 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,19),-0.0156243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,14),(6,15),-0.0756478 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,16),-0.0752049 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,17),-0.0507955 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,18),-0.0466203 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,19),-0.258928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,15),(6,16),-0.0707984 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,17),-0.0649307 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,18),-0.0500636 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,19),-0.0560422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,16),(6,17),-0.0811302 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,18),-0.060842 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,19),-0.098343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,17),(6,18),-0.0766085 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,19),-0.0156083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,18),(6,19),-0.123559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,13),(6,14),-0.0329194 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,15),-0.0525111 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,16),-0.0761117 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,17),-0.0653049 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,18),-0.0882239 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,19),-0.148313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,14),(6,15),-0.0134275 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,16),-0.0293271 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,17),-0.074578 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,18),-0.124736 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,19),-0.0554997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,15),(6,16),-0.0746603 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,17),-0.0492451 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,18),-0.0945676 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,19),-0.164555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,16),(6,17),-0.0673122 # DEPENDENCYPART_TRISIBL
(6,12),(6,16),(6,18),-0.0974187 # DEPENDENCYPART_TRISIBL
(6,12),(6,16),(6,19),-0.0919169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,17),(6,18),-0.0881812 # DEPENDENCYPART_TRISIBL
(6,12),(6,17),(6,19),-0.148306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,18),(6,19),-0.0612717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,14),(6,15),-0.0134275 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,16),-0.0293272 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,17),-0.0746019 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,18),-0.1244 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,19),-0.0286654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,15),(6,16),-0.0746603 # DEPENDENCYPART_TRISIBL
(6,13),(6,15),(6,17),-0.049269 # DEPENDENCYPART_TRISIBL
(6,13),(6,15),(6,18),-0.0942299 # DEPENDENCYPART_TRISIBL
(6,13),(6,15),(6,19),-0.139874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,16),(6,17),-0.0673361 # DEPENDENCYPART_TRISIBL
(6,13),(6,16),(6,18),-0.097083 # DEPENDENCYPART_TRISIBL
(6,13),(6,16),(6,19),-0.0672351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,17),(6,18),-0.0878412 # DEPENDENCYPART_TRISIBL
(6,13),(6,17),(6,19),-0.121656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,18),(6,19),-0.0295792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,15),(6,16),-0.0575375 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,17),0.00797702 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,18),-0.122289 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,19),-0.194938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,16),(6,17),0.0517131 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,18),-0.139936 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,19),-0.172783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,17),(6,18),-0.240212 # DEPENDENCYPART_TRISIBL
(6,14),(6,17),(6,19),-0.105432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,18),(6,19),-0.283567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,16),(6,17),-0.0537302 # DEPENDENCYPART_TRISIBL
(6,15),(6,16),(6,18),-0.056029 # DEPENDENCYPART_TRISIBL
(6,15),(6,16),(6,19),-0.0916349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,17),(6,18),-0.0398117 # DEPENDENCYPART_TRISIBL
(6,15),(6,17),(6,19),-0.111512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,18),(6,19),-0.0758133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,17),(6,18),-0.0968771 # DEPENDENCYPART_TRISIBL
(6,16),(6,17),(6,19),-0.103071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,18),(6,19),-0.0969843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,17),(6,18),(6,19),-0.0354652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,4),-0.200803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,2),-0.142799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,1),-0.166202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,-1),-0.107483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,4),(6,2),-0.134831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,1),-0.0187957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,-1),-0.123527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,2),(6,1),-0.030833 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,2),(6,-1),-0.200831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,1),(6,-1),-0.149766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,4),(6,2),-0.0399018 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,1),-0.115696 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,-1),-0.0597209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,2),(6,1),-0.116444 # DEPENDENCYPART_TRISIBL
(6,5),(6,2),(6,-1),-0.16004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,1),(6,-1),-0.113032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,2),(6,1),-0.0797886 # DEPENDENCYPART_TRISIBL
(6,4),(6,2),(6,-1),-0.139602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,1),(6,-1),-0.136541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,2),(6,1),(6,-1),-0.152207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.101059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),0.0700068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,11),-0.0964356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,12),-0.0952449 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,13),-0.0899009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,15),0.0112895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,17),-0.0915755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,19),0.120289 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),0.0672284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,11),-0.0996854 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,12),-0.082728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,13),-0.077384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,15),0.0116225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,17),-0.0790586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,19),0.17261 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,11),-0.137074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,12),-0.122295 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,13),-0.115396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,15),-0.131701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,17),-0.117183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,19),-0.323406 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,12),-0.0585702 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,13),-0.0533812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,15),-0.0775021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,17),-0.0551835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,19),0.0124843 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,12),(7,13),-0.0915034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,15),0.0116231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,17),-0.0931779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,19),0.10507 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
