# _root_ Company officials said the new company , Sin Kean Boon-Sanwa ( J.V . ) is capitalized at the equivalent of 54 million yen ( $ 381,000 ) .
#goldHeads=2,3,0,6,6,15,6,10,10,6,12,10,12,12,3,15,16,19,17,19,22,23,20,26,26,23,26,3,
#predictedHeads=2,3,0,6,6,15,15,10,10,15,12,10,12,12,3,15,16,19,17,19,22,23,20,26,26,23,26,3,
(6,6),(6,4),(6,1),-0.160107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,-1),-0.0607374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,3),(6,2),0.0528023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,1),0.0194651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,-1),-0.22334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,2),(6,1),-0.15875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,2),(6,-1),-0.172117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,1),(6,-1),-0.194492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,4),(6,3),-0.111246 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,2),-0.0486898 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,1),-0.0568069 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,-1),0.113723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,3),(6,2),-0.028568 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,1),-0.0365317 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,-1),-0.0950168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,2),(6,1),-0.0161897 # DEPENDENCYPART_TRISIBL
(6,5),(6,2),(6,-1),-0.055857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,1),(6,-1),-0.0606094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,3),(6,2),-0.146079 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,1),-0.146259 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,-1),-0.169586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,2),(6,1),-0.165446 # DEPENDENCYPART_TRISIBL
(6,4),(6,2),(6,-1),-0.123136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,1),(6,-1),-0.124338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,2),(6,1),-0.0317055 # DEPENDENCYPART_TRISIBL
(6,3),(6,2),(6,-1),-0.138718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,1),(6,-1),-0.152552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,2),(6,1),(6,-1),-0.075319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.115674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.115674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.1163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),-0.150894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,15),-0.103013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,16),-0.100755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,17),-0.0934581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,29),-0.113536 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,12),-0.115674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,14),-0.150894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,15),-0.103013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,16),-0.100755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,17),-0.0934581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,29),-0.113536 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,14),-0.150894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,15),-0.103013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,16),-0.100755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,17),-0.0934581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,29),-0.113536 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,14),-0.110145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,15),-0.124429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,16),-0.109775 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,17),-0.128026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,29),-0.214425 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,15),-0.120272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,16),-0.104915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,17),-0.141932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,29),-0.140484 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,15),(8,16),-0.0930673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,17),-0.125455 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,29),-0.0899124 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,16),(8,17),-0.113945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,29),-0.0991976 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,17),(8,29),-0.106073 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,12),-0.0691615 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,13),-0.0869641 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,14),-0.0903168 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,15),-0.109041 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,16),-0.0880204 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,17),-0.0705382 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,29),-0.128605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,12),(8,13),-0.0869641 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,14),-0.0903168 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,15),-0.109041 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,16),-0.0880204 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,17),-0.0705382 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,29),-0.128605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,14),-0.073361 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,15),-0.105364 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,16),-0.0864272 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,17),-0.0647585 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,29),-0.0377632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,14),(8,15),-0.10531 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,16),-0.0862304 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,17),-0.0637679 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,29),0.0240358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,15),(8,16),-0.0942111 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,17),-0.0703672 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,29),-0.127403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,16),(8,17),-0.0683828 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,29),-0.129473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,17),(8,29),-0.128879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,12),(8,13),-0.0869641 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,14),-0.0903168 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,15),-0.109041 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,16),-0.0880204 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,17),-0.0705382 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,29),-0.128569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,13),(8,14),-0.073361 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,15),-0.105364 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,16),-0.0864272 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,17),-0.0647585 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,29),-0.0376908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,14),(8,15),-0.10531 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,16),-0.0862304 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,17),-0.0637679 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,29),0.024072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,15),(8,16),-0.0942111 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,17),-0.0703672 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,29),-0.127366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,16),(8,17),-0.0683828 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,29),-0.129437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,17),(8,29),-0.128843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,13),(8,14),-0.073361 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,15),-0.105364 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,16),-0.0864272 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,17),-0.0647585 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,29),-0.0376908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,14),(8,15),-0.10531 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,16),-0.0862304 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,17),-0.0637679 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,29),0.024072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,15),(8,16),-0.0942111 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,17),-0.0703672 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,29),-0.127366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,16),(8,17),-0.0683828 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,29),-0.129437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,17),(8,29),-0.128843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,14),(8,15),-0.0724027 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,16),-0.0724027 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,17),-0.0646145 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,29),0.022418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,15),(8,16),-0.0723858 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,17),-0.0646145 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,29),-0.0258915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,16),(8,17),-0.0646145 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,29),-0.0258914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,17),(8,29),-0.0392221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,15),(8,16),-0.0834113 # DEPENDENCYPART_TRISIBL
(8,14),(8,15),(8,17),-0.0688225 # DEPENDENCYPART_TRISIBL
(8,14),(8,15),(8,29),-0.127229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,16),(8,17),-0.0688222 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,29),-0.125486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,17),(8,29),-0.147476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,16),(8,17),-0.0357497 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,29),-0.10337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,17),(8,29),-0.0724017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,17),(8,29),-0.0705687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.0632339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,4),-0.132155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.399415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,4),-0.0490212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.184963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,4),(8,-1),-0.080854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,4),-0.0172509 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.125796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,4),(8,-1),-0.227883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,-1),-0.0584452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.0649948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.115675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.150894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,15),-0.103006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.100749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,17),-0.0934555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,19),-0.089962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,29),-0.115665 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.20241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),-0.116494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.165995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,15),-0.149811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),-0.135155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,17),-0.111722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,19),-0.183377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,29),-0.242935 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,14),-0.150894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,15),-0.103006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,16),-0.100749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,17),-0.0934555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,19),-0.089962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,29),-0.115665 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,14),-0.110145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,15),-0.124422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,16),-0.109768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,17),-0.128024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,19),-0.0239438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,29),-0.216534 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,15),-0.120266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,16),-0.104908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,17),-0.141929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,19),-0.150177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,29),-0.142593 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,15),(9,16),-0.0930607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,17),-0.125453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,19),-0.123113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,29),-0.0920212 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,17),-0.113943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,19),-0.120524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,29),-0.101306 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,17),(9,19),-0.144974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,29),-0.108182 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,19),(9,29),-0.109489 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.0660664 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,13),-0.0954521 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),-0.0757584 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,15),-0.103804 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.084867 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,17),-0.0580739 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,19),-0.0671268 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,29),-0.103657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,13),-0.0869641 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,14),-0.0903168 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,15),-0.109041 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,16),-0.0880204 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,17),-0.0705382 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,19),-0.0702222 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,29),-0.12857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,14),-0.073361 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,15),-0.105364 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,16),-0.0864272 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,17),-0.0647585 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,19),-0.0549531 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,29),-0.0376919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,15),-0.10531 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,16),-0.0862304 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,17),-0.0637679 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,19),-0.0716178 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,29),0.0240708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,15),(9,16),-0.0942111 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,17),-0.0703672 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,19),-0.07012 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,29),-0.127368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,17),-0.0683828 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,19),-0.0700908 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,29),-0.129438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,17),(9,19),-0.0852186 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,29),-0.128844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,19),(9,29),-0.115211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,13),-0.0696921 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,14),0.00275853 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,15),-0.073815 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,16),-0.0738099 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,17),-0.0693487 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,19),-0.0872846 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,29),-0.170506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,14),-0.00365435 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,15),-0.0726969 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,16),-0.072692 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,17),-0.0693172 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,19),-0.0842767 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,29),-0.142028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,15),-0.0727055 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,16),-0.0727006 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,17),-0.0695008 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,19),-0.0845197 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,29),-0.154179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,15),(9,16),-0.0727177 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,17),-0.0693519 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,19),-0.0844609 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,29),-0.155011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,17),-0.0693519 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,19),-0.0844609 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,29),-0.15501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,17),(9,19),-0.0895124 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,29),-0.161756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,19),(9,29),-0.170506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,14),-0.073361 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,15),-0.105364 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,16),-0.0864272 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,17),-0.0647585 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,19),-0.0549531 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,29),-0.0376919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,15),-0.10531 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,16),-0.0862304 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,17),-0.0637679 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,19),-0.0716178 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,29),0.0240708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,15),(9,16),-0.0942111 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,17),-0.0703672 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,19),-0.07012 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,29),-0.127368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,16),(9,17),-0.0683828 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,19),-0.0700908 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,29),-0.129438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,17),(9,19),-0.0852186 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,29),-0.128844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,19),(9,29),-0.115211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,14),(9,15),-0.0724027 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,16),-0.0724027 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,17),-0.0646145 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,19),-0.0729977 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,29),0.022418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,15),(9,16),-0.0723858 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,17),-0.0646145 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,19),-0.0729234 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,29),-0.0258915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,16),(9,17),-0.0646145 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,19),-0.0729234 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,29),-0.0258914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,17),(9,19),-0.0729231 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,29),-0.0392221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
