# _root_ In fact , without Wall Street firms trading for their own accounts , the stock-index arbitrage trading opportunities for the big funds may be all the more abundant .
#goldHeads=23,1,23,23,7,7,8,4,8,12,12,9,23,18,18,18,18,23,18,22,22,19,0,23,27,27,24,27,23,
#predictedHeads=23,1,23,23,7,7,8,4,8,12,12,9,23,18,18,18,18,23,18,22,22,19,0,23,26,28,28,24,23,
(24,12),(12,12),(12,13),0.0383739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,14),0.117692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,15),0.0296247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,16),0.0340848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,17),0.0404934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,18),0.0313887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,19),0.169066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,21),0.152145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,22),0.0301051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,23),0.119187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,24),-0.0958316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,12),(12,12),(12,26),-0.132826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,29),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,30),-0.161661 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,12),(12,13),(12,14),0.113806 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,13),(12,15),0.198143 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,13),(12,16),0.200971 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,13),(12,17),0.200326 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,13),(12,18),0.198143 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,13),(12,19),0.0423395 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,13),(12,21),0.147418 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,13),(12,22),0.197775 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,13),(12,23),0.139909 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,13),(12,24),-0.14114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,13),(12,26),-0.125371 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,13),(12,29),-0.125335 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,13),(12,30),-0.123897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,14),(12,15),0.14459 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,14),(12,16),0.14459 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,14),(12,17),0.14459 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,14),(12,18),0.14459 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,14),(12,19),0.146817 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,14),(12,21),0.117471 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,14),(12,22),0.14459 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,14),(12,23),0.119158 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,14),(12,24),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,14),(12,26),-0.12725 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,14),(12,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,14),(12,30),-0.208322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,15),(12,16),0.117101 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,15),(12,17),0.115602 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,15),(12,18),0.117102 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,15),(12,19),0.12036 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,15),(12,21),0.130674 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,15),(12,22),0.116779 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,15),(12,23),0.118614 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,15),(12,24),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,15),(12,26),-0.120568 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,15),(12,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,15),(12,30),-0.110714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,16),(12,17),0.116256 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,16),(12,18),0.117756 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,16),(12,19),0.12036 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,16),(12,21),0.133005 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,16),(12,22),0.117434 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,16),(12,23),0.118614 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,16),(12,24),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,16),(12,26),-0.120568 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,16),(12,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,16),(12,30),-0.113737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,17),(12,18),0.122614 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,17),(12,19),0.120163 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,17),(12,21),0.130742 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,17),(12,22),0.122291 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,17),(12,23),0.118613 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,17),(12,24),-0.125994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,17),(12,26),-0.120568 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,17),(12,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,17),(12,30),-0.110556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,18),(12,19),0.12036 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,18),(12,21),0.130662 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,18),(12,22),0.116779 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,18),(12,23),0.118614 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,18),(12,24),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,18),(12,26),-0.120568 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,18),(12,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,18),(12,30),-0.11336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,19),(12,21),0.0931527 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,19),(12,22),0.12644 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,19),(12,23),0.115635 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,19),(12,24),-0.110555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,19),(12,26),-0.12497 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,19),(12,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,19),(12,30),0.0029224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,21),(12,22),0.0630658 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,21),(12,23),0.119151 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,21),(12,24),-0.125363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,21),(12,26),-0.136124 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,21),(12,29),-0.130349 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,21),(12,30),-0.049936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,22),(12,23),0.118614 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,22),(12,24),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,22),(12,26),-0.120568 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,22),(12,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,22),(12,30),-0.11391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,23),(12,24),-0.124926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,23),(12,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,23),(12,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,23),(12,30),-0.165158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,24),(12,26),-0.130324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,24),(12,29),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,24),(12,30),-0.0975289 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,12),(12,26),(12,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,26),(12,30),-0.208322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,29),(12,30),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,12),(12,11),-0.0539698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,10),-0.0469363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,9),-0.0883796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,8),-0.0293193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,7),-0.00438389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,6),0.00133719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,5),0.00777315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,4),-0.113317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,3),0.0452127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,1),-0.130844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,12),(12,12),(12,-1),0.0417477 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,12),(12,11),(12,10),-0.0315362 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,11),(12,9),-0.0595147 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,11),(12,8),-0.0485255 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,11),(12,7),-0.0196579 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,11),(12,6),-0.0203962 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,11),(12,5),-0.0196579 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,11),(12,4),-0.0531472 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,11),(12,3),-0.0573796 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,11),(12,1),-0.0472155 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,11),(12,-1),-0.0369458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,10),(12,9),-0.0465279 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,10),(12,8),-0.0432051 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,10),(12,7),-0.0444004 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,10),(12,6),-0.0444004 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,10),(12,5),-0.0444004 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,10),(12,4),-0.0465081 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,10),(12,3),-0.0523063 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,10),(12,1),-0.047024 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,10),(12,-1),0.0249153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,9),(12,8),-0.0684665 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,9),(12,7),-0.0717064 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,9),(12,6),-0.0715606 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,9),(12,5),-0.0715849 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,9),(12,4),-0.0313705 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,9),(12,3),0.035417 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,9),(12,1),-0.0361578 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,9),(12,-1),-0.0283387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,8),(12,7),-0.0584069 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,8),(12,6),-0.0584069 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,8),(12,5),-0.0584069 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,8),(12,4),-0.0085143 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,8),(12,3),-0.0712598 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,8),(12,1),0.00638652 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,8),(12,-1),-0.0810589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,7),(12,6),-0.0442332 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,7),(12,5),-0.0422457 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,7),(12,4),-0.0647555 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,7),(12,3),-0.0585514 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,7),(12,1),-0.0538452 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,7),(12,-1),-0.0350767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,6),(12,5),-0.0376342 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,6),(12,4),-0.064756 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,6),(12,3),-0.0585514 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,6),(12,1),-0.0538457 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,6),(12,-1),-0.0319763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,5),(12,4),-0.0659738 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,5),(12,3),-0.0585515 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,5),(12,1),-0.0550635 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,5),(12,-1),-0.0193141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,4),(12,3),0.0156328 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,4),(12,1),-0.0340591 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,4),(12,-1),-0.0609417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,3),(12,1),0.00857465 # DEPENDENCYPART_GRANDSIBL
(24,12),(12,3),(12,-1),-0.0318609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,12),(12,1),(12,-1),-0.057504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,13),(13,13),(13,30),-0.0847363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,13),(13,13),(13,-1),0.00379375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,15),(15,15),(15,16),0.0343888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,15),(15,15),(15,17),0.0407975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,15),(15,15),(15,19),0.169335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,15),(15,15),(15,22),0.0304092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,15),(15,15),(15,23),0.119188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,15),(15,15),(15,24),-0.095831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,15),(15,15),(15,28),-0.129133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,15),(15,15),(15,30),-0.161697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,15),(15,16),(15,17),0.118118 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,16),(15,19),0.120361 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,16),(15,22),0.119296 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,16),(15,23),0.118614 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,16),(15,24),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,15),(15,16),(15,28),-0.125752 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,16),(15,30),-0.114179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,15),(15,17),(15,19),0.120164 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,17),(15,22),0.124153 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,17),(15,23),0.118613 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,17),(15,24),-0.125994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,15),(15,17),(15,28),-0.125752 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,17),(15,30),-0.110998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,15),(15,19),(15,22),0.12644 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,19),(15,23),0.115635 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,19),(15,24),-0.110555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,15),(15,19),(15,28),-0.125328 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,19),(15,30),0.00158213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,15),(15,22),(15,23),0.118614 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,22),(15,24),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,15),(15,22),(15,28),-0.125752 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,22),(15,30),-0.114352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,15),(15,23),(15,24),-0.124926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,15),(15,23),(15,28),-0.124896 # DEPENDENCYPART_GRANDSIBL
(24,15),(15,23),(15,30),-0.165158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,15),(15,24),(15,28),-0.125824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,15),(15,24),(15,30),-0.0974021 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,15),(15,28),(15,30),-0.0596021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,15),(15,15),(15,14),-0.129693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,15),(15,15),(15,-1),0.0315493 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,15),(15,14),(15,-1),0.0561917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,16),(16,16),(16,17),0.0415682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,16),(16,16),(16,19),0.169333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,16),(16,16),(16,22),0.0311799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,16),(16,16),(16,28),-0.129133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,16),(16,16),(16,30),-0.154012 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,16),(16,17),(16,19),0.120161 # DEPENDENCYPART_GRANDSIBL
(24,16),(16,17),(16,22),0.124137 # DEPENDENCYPART_GRANDSIBL
(24,16),(16,17),(16,28),-0.125752 # DEPENDENCYPART_GRANDSIBL
(24,16),(16,17),(16,30),-0.109539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,16),(16,19),(16,22),0.12644 # DEPENDENCYPART_GRANDSIBL
(24,16),(16,19),(16,28),-0.125328 # DEPENDENCYPART_GRANDSIBL
(24,16),(16,19),(16,30),0.00128755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,16),(16,22),(16,28),-0.125752 # DEPENDENCYPART_GRANDSIBL
(24,16),(16,22),(16,30),-0.112893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,16),(16,28),(16,30),-0.0629934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,16),(16,16),(16,15),0.00715613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,16),(16,16),(16,14),-0.129693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,16),(16,16),(16,11),-0.0554379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,16),(16,16),(16,10),-0.0468054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,16),(16,16),(16,-1),0.0325296 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,16),(16,15),(16,14),-0.0128138 # DEPENDENCYPART_GRANDSIBL
(24,16),(16,15),(16,11),-0.0575997 # DEPENDENCYPART_GRANDSIBL
(24,16),(16,15),(16,10),-0.0107425 # DEPENDENCYPART_GRANDSIBL
(24,16),(16,15),(16,-1),-0.0195781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,16),(16,14),(16,11),-0.0717184 # DEPENDENCYPART_GRANDSIBL
(24,16),(16,14),(16,10),-0.0472262 # DEPENDENCYPART_GRANDSIBL
(24,16),(16,14),(16,-1),0.0557483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,16),(16,11),(16,10),-0.0315362 # DEPENDENCYPART_GRANDSIBL
(24,16),(16,11),(16,-1),-0.0420798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,16),(16,10),(16,-1),0.0250325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,17),(17,17),(17,18),0.0340544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,17),(17,17),(17,19),0.172407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,17),(17,17),(17,22),0.0327708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,17),(17,17),(17,23),0.119185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,17),(17,17),(17,26),-0.132826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,17),(17,17),(17,28),-0.12914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,17),(17,17),(17,30),-0.167469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,17),(17,18),(17,19),0.119346 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,18),(17,22),0.112759 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,18),(17,23),0.118614 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,18),(17,26),-0.120569 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,18),(17,28),-0.125752 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,18),(17,30),-0.104268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,17),(17,19),(17,22),0.126389 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,19),(17,23),0.115635 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,19),(17,26),-0.12497 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,19),(17,28),-0.125328 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,19),(17,30),0.00304266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,17),(17,22),(17,23),0.118614 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,22),(17,26),-0.120569 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,22),(17,28),-0.125752 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,22),(17,30),-0.104818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,17),(17,23),(17,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,23),(17,28),-0.124896 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,23),(17,30),-0.165161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,17),(17,26),(17,28),-0.124887 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,26),(17,30),-0.213212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,17),(17,28),(17,30),-0.068197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,17),(17,17),(17,16),-0.00697515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,17),(17,17),(17,15),-0.00291449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,17),(17,17),(17,14),-0.129699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,17),(17,17),(17,13),0.0443325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,17),(17,17),(17,12),-0.00656108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,17),(17,17),(17,11),-0.0512062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,17),(17,17),(17,10),-0.0468101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,17),(17,17),(17,-1),0.0303894 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,17),(17,16),(17,15),-0.046782 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,16),(17,14),-0.0138479 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,16),(17,13),-0.0593305 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,16),(17,12),-0.0469656 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,16),(17,11),-0.055118 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,16),(17,10),-0.0107696 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,16),(17,-1),-0.0345095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,17),(17,15),(17,14),-0.0145267 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,15),(17,13),-0.0589518 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,15),(17,12),-0.0474146 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,15),(17,11),-0.0544589 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,15),(17,10),-0.0107639 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,15),(17,-1),-0.0301894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,17),(17,14),(17,13),-0.0178897 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,14),(17,12),-0.0639192 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,14),(17,11),-0.0717184 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,14),(17,10),-0.0472262 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,14),(17,-1),0.0533488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,17),(17,13),(17,12),-0.0932134 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,13),(17,11),-0.00463984 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,13),(17,10),-0.0443295 # DEPENDENCYPART_GRANDSIBL
(24,17),(17,13),(17,-1),-0.0323302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,17),(17,12),(17,11),-0.0551184 # DEPENDENCYPART_GRANDSIBL
