# _root_ `` We have no plans to adjust our asset allocation in foreign equities , '' said Masato Murakami , chief portfolio manager in the pension fund management department at Yasuda Trust & Banking Co .
#goldHeads=16,3,16,5,3,5,6,10,10,7,10,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,28,31,29,31,32,33,16,
#predictedHeads=16,3,16,5,3,5,6,10,10,7,7,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,22,31,29,31,32,33,16,
(16,22),(22,28),-0.0837346 # DEPENDENCYPART_GRANDPAR
(16,22),(22,29),0.0307522 # DEPENDENCYPART_GRANDPAR
(16,22),(22,31),-0.58292 # DEPENDENCYPART_GRANDPAR
(16,22),(22,32),-0.285979 # DEPENDENCYPART_GRANDPAR
(16,22),(22,34),-0.924952 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.44251 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.464045 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.186877 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.0855724 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.148089 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.043834 # DEPENDENCYPART_GRANDPAR
(16,23),(23,31),-0.432669 # DEPENDENCYPART_GRANDPAR
(16,23),(23,32),-0.369236 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),0.0551363 # DEPENDENCYPART_GRANDPAR
(16,29),(29,30),-0.429486 # DEPENDENCYPART_GRANDPAR
(16,29),(29,31),-0.516707 # DEPENDENCYPART_GRANDPAR
(16,29),(29,32),-0.375002 # DEPENDENCYPART_GRANDPAR
(16,29),(29,33),-0.708943 # DEPENDENCYPART_GRANDPAR
(16,29),(29,34),-0.960203 # DEPENDENCYPART_GRANDPAR
(16,31),(31,3),-0.2245 # DEPENDENCYPART_GRANDPAR
(16,31),(31,20),-0.0930161 # DEPENDENCYPART_GRANDPAR
(16,31),(31,21),0.353121 # DEPENDENCYPART_GRANDPAR
(16,31),(31,22),0.565287 # DEPENDENCYPART_GRANDPAR
(16,31),(31,24),-0.404663 # DEPENDENCYPART_GRANDPAR
(16,31),(31,25),-0.00832322 # DEPENDENCYPART_GRANDPAR
(16,31),(31,26),0.0674027 # DEPENDENCYPART_GRANDPAR
(16,31),(31,27),-0.00375042 # DEPENDENCYPART_GRANDPAR
(16,31),(31,28),0.123304 # DEPENDENCYPART_GRANDPAR
(16,31),(31,30),-0.322295 # DEPENDENCYPART_GRANDPAR
(16,31),(31,32),-0.130742 # DEPENDENCYPART_GRANDPAR
(16,31),(31,33),-0.70987 # DEPENDENCYPART_GRANDPAR
(16,31),(31,34),-0.722037 # DEPENDENCYPART_GRANDPAR
(16,32),(32,33),-0.995261 # DEPENDENCYPART_GRANDPAR
(16,32),(32,34),-1.12663 # DEPENDENCYPART_GRANDPAR
(16,34),(34,20),-0.0767678 # DEPENDENCYPART_GRANDPAR
(16,34),(34,24),-0.417421 # DEPENDENCYPART_GRANDPAR
(16,34),(34,25),3.60433e-05 # DEPENDENCYPART_GRANDPAR
(16,34),(34,26),0.0777628 # DEPENDENCYPART_GRANDPAR
(16,34),(34,27),0.00199836 # DEPENDENCYPART_GRANDPAR
(16,34),(34,28),0.133714 # DEPENDENCYPART_GRANDPAR
(16,34),(34,30),-0.570126 # DEPENDENCYPART_GRANDPAR
(16,34),(34,31),-0.724048 # DEPENDENCYPART_GRANDPAR
(16,34),(34,33),-0.845414 # DEPENDENCYPART_GRANDPAR
(16,35),(35,34),-1.08092 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.30325 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-1.16082 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.45244 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.40782 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.23213 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.16307 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.20693 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.14167 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.820595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.528991 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.148525 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.287868 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.396852 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.27116 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.455707 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.390372 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.48322 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),-0.607838 # DEPENDENCYPART_GRANDPAR
(17,18),(18,31),-0.325101 # DEPENDENCYPART_GRANDPAR
(17,18),(18,32),-0.538489 # DEPENDENCYPART_GRANDPAR
(17,18),(18,34),-0.963923 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),-0.0890593 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.655623 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.121598 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.907956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,20),0.268116 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.251388 # DEPENDENCYPART_GRANDPAR
(17,21),(21,29),0.0947363 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-1.27819 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-1.11267 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-1.38297 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-1.31768 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-1.42068 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-1.2051 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-1.0893 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-1.0833 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.857664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.0915658 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.588109 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.316755 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.142303 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.179574 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-1.03916 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.257175 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.190876 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.306844 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),-0.456509 # DEPENDENCYPART_GRANDPAR
(17,22),(22,29),0.208223 # DEPENDENCYPART_GRANDPAR
(17,22),(22,31),-0.46228 # DEPENDENCYPART_GRANDPAR
(17,22),(22,32),-0.734251 # DEPENDENCYPART_GRANDPAR
(17,22),(22,34),-1.23756 # DEPENDENCYPART_GRANDPAR
(17,32),(32,33),-0.634901 # DEPENDENCYPART_GRANDPAR
(17,32),(32,34),-0.981181 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.380144 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.359743 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.333515 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.435192 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.289621 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.387007 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.372711 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.30395 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.27754 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.639056 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.629974 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.558644 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.411465 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.38401 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.182856 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.46257 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),-0.306215 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),-0.309932 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.04831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,19),-0.55255 # DEPENDENCYPART_GRANDPAR
(18,3),(3,22),-0.222141 # DEPENDENCYPART_GRANDPAR
(18,3),(3,23),-0.188608 # DEPENDENCYPART_GRANDPAR
(18,3),(3,28),-0.39661 # DEPENDENCYPART_GRANDPAR
(18,3),(3,29),-0.0688236 # DEPENDENCYPART_GRANDPAR
(18,3),(3,32),-0.522721 # DEPENDENCYPART_GRANDPAR
(18,3),(3,35),-1.25152 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.513318 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.353693 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.545418 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.485549 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.421916 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.322895 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.532876 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.451837 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.322605 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.570346 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.553771 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.443425 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.138029 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.188035 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.222178 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.197141 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.110225 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.14352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.727151 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.325066 # DEPENDENCYPART_GRANDPAR
(18,10),(10,23),-0.132895 # DEPENDENCYPART_GRANDPAR
(18,10),(10,28),-0.499533 # DEPENDENCYPART_GRANDPAR
(18,10),(10,29),0.0196933 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.403679 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.431216 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.569174 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.557189 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.48305 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.434042 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.241149 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.265764 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.247285 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.141988 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.444175 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.07305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.702812 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.263642 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-0.0975772 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.18457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.82445 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.277741 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.406295 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.361779 # DEPENDENCYPART_GRANDPAR
(18,17),(17,32),-0.662342 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.579309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.101709 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.284273 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-1.00187 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.598923 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.317022 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),0.601053 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-1.00082 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-0.829409 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-1.10429 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-1.00504 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-1.1303 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.895323 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.799181 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.707911 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-1.00021 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.398684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.0341945 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.647561 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.548174 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.388836 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-1.10456 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.100847 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),0.216038 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),0.111252 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),0.147918 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),0.714539 # DEPENDENCYPART_GRANDPAR
(18,22),(22,31),-0.0972505 # DEPENDENCYPART_GRANDPAR
(18,22),(22,32),-0.00466784 # DEPENDENCYPART_GRANDPAR
(18,22),(22,34),-0.881472 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.473916 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-1.21999 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.117181 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),0.0501588 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.0218391 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.0198018 # DEPENDENCYPART_GRANDPAR
(18,23),(23,31),0.174644 # DEPENDENCYPART_GRANDPAR
(18,23),(23,32),-0.201046 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.799489 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),0.189882 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),0.640946 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.692149 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),0.373405 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),0.111071 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),0.151394 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),0.65426 # DEPENDENCYPART_GRANDPAR
(18,26),(26,31),-0.100543 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.79172 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),0.319055 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),0.42225 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),0.622147 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.120379 # DEPENDENCYPART_GRANDPAR
(18,28),(28,1),-1.00075 # DEPENDENCYPART_GRANDPAR
(18,28),(28,3),-0.82941 # DEPENDENCYPART_GRANDPAR
(18,28),(28,8),-1.1303 # DEPENDENCYPART_GRANDPAR
(18,28),(28,12),-0.895333 # DEPENDENCYPART_GRANDPAR
(18,28),(28,20),0.603813 # DEPENDENCYPART_GRANDPAR
(18,28),(28,21),0.530174 # DEPENDENCYPART_GRANDPAR
(18,28),(28,22),0.587676 # DEPENDENCYPART_GRANDPAR
(18,28),(28,23),0.423907 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),-0.722187 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),0.348992 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),0.446941 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),0.36475 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),0.711388 # DEPENDENCYPART_GRANDPAR
(18,28),(28,31),-0.00720636 # DEPENDENCYPART_GRANDPAR
(18,28),(28,32),0.0472191 # DEPENDENCYPART_GRANDPAR
(18,28),(28,33),-0.605954 # DEPENDENCYPART_GRANDPAR
(18,28),(28,34),-0.791428 # DEPENDENCYPART_GRANDPAR
(18,31),(31,3),-0.87756 # DEPENDENCYPART_GRANDPAR
(18,31),(31,20),0.408864 # DEPENDENCYPART_GRANDPAR
(18,31),(31,21),0.284654 # DEPENDENCYPART_GRANDPAR
(18,31),(31,22),0.348058 # DEPENDENCYPART_GRANDPAR
(18,31),(31,24),-0.809499 # DEPENDENCYPART_GRANDPAR
(18,31),(31,25),0.0820435 # DEPENDENCYPART_GRANDPAR
(18,31),(31,26),0.199378 # DEPENDENCYPART_GRANDPAR
(18,31),(31,27),0.0869705 # DEPENDENCYPART_GRANDPAR
(18,31),(31,28),0.144548 # DEPENDENCYPART_GRANDPAR
(18,31),(31,30),-0.383493 # DEPENDENCYPART_GRANDPAR
(18,31),(31,32),0.199471 # DEPENDENCYPART_GRANDPAR
(18,31),(31,33),-0.547035 # DEPENDENCYPART_GRANDPAR
(18,31),(31,34),-0.586215 # DEPENDENCYPART_GRANDPAR
(18,32),(32,33),-0.478153 # DEPENDENCYPART_GRANDPAR
(18,32),(32,34),-0.625097 # DEPENDENCYPART_GRANDPAR
(18,34),(34,20),0.400717 # DEPENDENCYPART_GRANDPAR
(18,34),(34,24),-0.847796 # DEPENDENCYPART_GRANDPAR
(18,34),(34,25),0.0605606 # DEPENDENCYPART_GRANDPAR
(18,34),(34,26),0.179894 # DEPENDENCYPART_GRANDPAR
(18,34),(34,27),0.0616409 # DEPENDENCYPART_GRANDPAR
(18,34),(34,28),0.125116 # DEPENDENCYPART_GRANDPAR
(18,34),(34,30),-0.659139 # DEPENDENCYPART_GRANDPAR
(18,34),(34,31),-0.222753 # DEPENDENCYPART_GRANDPAR
(18,34),(34,33),-0.754153 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.518666 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.551192 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.598838 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.461967 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.50116 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.454718 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.397529 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.490023 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.57525 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.347936 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.412542 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.415378 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.438879 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.957645 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.900688 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.831803 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-0.73243 # DEPENDENCYPART_GRANDPAR
(20,18),(18,31),-0.890128 # DEPENDENCYPART_GRANDPAR
(20,18),(18,32),-1.04894 # DEPENDENCYPART_GRANDPAR
(20,18),(18,34),-0.986833 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.15647 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.00818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,23),-0.0691667 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.112035 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.161867 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.170663 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.158015 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.99204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.816366 # DEPENDENCYPART_GRANDPAR
(21,17),(17,32),-1.23066 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.134012 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.179356 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.96591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.123441 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.717753 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.785095 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.725254 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.728192 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.602624 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),-0.127632 # DEPENDENCYPART_GRANDPAR
(21,23),(23,32),-0.851925 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.565428 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),-0.4186 # DEPENDENCYPART_GRANDPAR
(21,29),(29,31),-0.0382247 # DEPENDENCYPART_GRANDPAR
(21,29),(29,32),-0.886595 # DEPENDENCYPART_GRANDPAR
(21,29),(29,33),-0.55989 # DEPENDENCYPART_GRANDPAR
(21,29),(29,34),-0.69306 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.194067 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.310828 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.474641 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.644928 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.172125 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.922195 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.357815 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.384922 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),0.109055 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.597842 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.723245 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.699662 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.319487 # DEPENDENCYPART_GRANDPAR
(22,3),(3,12),-0.238084 # DEPENDENCYPART_GRANDPAR
(22,3),(3,13),-0.327341 # DEPENDENCYPART_GRANDPAR
(22,3),(3,14),-0.868856 # DEPENDENCYPART_GRANDPAR
(22,3),(3,15),-0.547645 # DEPENDENCYPART_GRANDPAR
(22,3),(3,16),-0.497948 # DEPENDENCYPART_GRANDPAR
(22,3),(3,18),-0.0618969 # DEPENDENCYPART_GRANDPAR
(22,3),(3,19),-0.302994 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-1.21081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,3),(3,23),-0.662196 # DEPENDENCYPART_GRANDPAR
(22,3),(3,28),-0.56766 # DEPENDENCYPART_GRANDPAR
(22,3),(3,29),-0.900097 # DEPENDENCYPART_GRANDPAR
(22,3),(3,32),-0.899502 # DEPENDENCYPART_GRANDPAR
(22,3),(3,35),-1.21479 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.486189 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.372365 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),-0.543029 # DEPENDENCYPART_GRANDPAR
(22,4),(4,11),-0.165287 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.72568 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.183989 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.33066 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-1.02338 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.421089 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),0.0297442 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.528272 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),-0.629443 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-0.608868 # DEPENDENCYPART_GRANDPAR
(22,5),(5,11),-0.26269 # DEPENDENCYPART_GRANDPAR
(22,5),(5,13),-0.501219 # DEPENDENCYPART_GRANDPAR
(22,5),(5,14),-0.809358 # DEPENDENCYPART_GRANDPAR
(22,5),(5,15),-0.548772 # DEPENDENCYPART_GRANDPAR
(22,5),(5,16),-0.410154 # DEPENDENCYPART_GRANDPAR
(22,5),(5,18),-0.0649797 # DEPENDENCYPART_GRANDPAR
(22,5),(5,19),-0.243496 # DEPENDENCYPART_GRANDPAR
(22,5),(5,23),-0.598473 # DEPENDENCYPART_GRANDPAR
(22,5),(5,35),-1.30642 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.442234 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.388552 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.706419 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.423762 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.997476 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-0.394174 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.62032 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.605234 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.571166 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.331789 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.27503 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.798799 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.542834 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.387267 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.224992 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),-0.0697041 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.232937 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.27723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,23),-0.599416 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.138564 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.118858 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.0951316 # DEPENDENCYPART_GRANDPAR
