# _root_ The Pentagon 's recently issued `` Soviet Military Power , '' though in general adopting a softer line , repeated the Sverdlovsk assessment .
#goldHeads=2,9,2,5,9,9,9,9,20,20,20,15,15,13,20,18,18,15,20,0,23,23,20,20,
#predictedHeads=2,9,2,5,20,9,9,9,5,9,9,15,15,13,9,18,18,15,20,0,23,23,20,20,
(7,8),(7,11),(7,15),-0.0554927 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,18),-0.0674721 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,20),-0.055497 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,23),-0.0674819 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,24),-0.0662242 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,25),-0.0710303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,12),(7,13),-0.0539055 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,14),-0.0805676 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,15),-0.0721412 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,18),-0.0704352 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,20),-0.0721455 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,23),-0.070445 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,24),-0.0518335 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,25),-0.0752866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,14),-0.0806001 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,15),-0.067389 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,18),-0.0706171 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,20),-0.0673933 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,23),-0.0706268 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,24),-0.0539248 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,25),-0.0648017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,14),(7,15),-0.0653107 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,18),-0.0554856 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,20),-0.065315 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,23),-0.0554954 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,24),-0.0771676 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,25),-0.0713556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,15),(7,18),-0.0607123 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,20),-0.0623807 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,23),-0.0607221 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,24),-0.0896506 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,25),-0.0461828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,18),(7,20),-0.063698 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,23),-0.0495928 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,24),-0.0898112 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,25),-0.0683797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,20),(7,23),-0.0607221 # DEPENDENCYPART_TRISIBL
(7,8),(7,20),(7,24),-0.0896506 # DEPENDENCYPART_TRISIBL
(7,8),(7,20),(7,25),-0.0461828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,23),(7,24),-0.0898112 # DEPENDENCYPART_TRISIBL
(7,8),(7,23),(7,25),-0.072067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,24),(7,25),-0.0901737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),0.014663 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,12),-0.0634537 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,13),-0.0470903 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,14),-0.0743978 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,15),-0.064888 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,18),-0.0848358 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,20),-0.0656596 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,23),-0.0847105 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,24),-0.0795162 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,25),-0.0439956 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,12),-0.0483864 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,13),-0.0196519 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,14),-0.0830051 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,15),-0.0665191 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,18),-0.0874151 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,20),-0.0669342 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,23),-0.0872936 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,24),-0.0770353 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,25),-0.0621917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,12),(7,13),-0.0211619 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,14),-0.0882412 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,15),-0.0661955 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,18),-0.11013 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,20),-0.0666646 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,23),-0.110009 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,24),-0.0785799 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,25),-0.0476589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,14),-0.0892705 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,15),-0.0699322 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,18),-0.114495 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,20),-0.0704013 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,23),-0.114373 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,24),-0.0784478 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,25),-0.027845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,14),(7,15),-0.0719566 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,18),-0.0849039 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,20),-0.0723717 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,23),-0.084781 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,24),-0.0625047 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,25),-0.0638077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,15),(7,18),-0.0915037 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,20),-0.0745213 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,23),-0.0913822 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,24),-0.0585803 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,25),-0.0621347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,18),(7,20),-0.0706245 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,23),-0.103156 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,24),-0.0883375 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,25),-0.0751869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,20),(7,23),-0.0913822 # DEPENDENCYPART_TRISIBL
(7,9),(7,20),(7,24),-0.0585803 # DEPENDENCYPART_TRISIBL
(7,9),(7,20),(7,25),-0.0621348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,23),(7,24),-0.0873878 # DEPENDENCYPART_TRISIBL
(7,9),(7,23),(7,25),-0.075121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,24),(7,25),-0.0751279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,12),-0.0168806 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,13),-0.0171 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,14),-0.0730983 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,15),-0.0106984 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,18),0.0100021 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,20),-0.00654794 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,23),0.0100044 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,24),-0.0793828 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,25),-0.0624959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,12),(7,13),-0.0603402 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,14),-0.0791843 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,15),-0.0213747 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,18),-0.0498552 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,20),-0.0130737 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,23),-0.049853 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,24),-0.045046 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,25),-0.119852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,13),(7,14),-0.0789726 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,15),-0.0273309 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,18),-0.0513538 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,20),-0.0190298 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,23),-0.0513516 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,24),-0.045188 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,25),-0.113021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,14),(7,15),-0.0566963 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,18),-0.0366411 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,20),-0.0525458 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,23),-0.0366388 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,24),-0.0825607 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,25),-0.078197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,15),(7,18),-0.0559403 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,20),-0.057498 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,23),-0.055938 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,24),-0.0246966 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,25),-0.0811273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,18),(7,20),-0.0486887 # DEPENDENCYPART_TRISIBL
(7,10),(7,18),(7,23),-0.0721349 # DEPENDENCYPART_TRISIBL
(7,10),(7,18),(7,24),-0.0721737 # DEPENDENCYPART_TRISIBL
(7,10),(7,18),(7,25),-0.0600111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,20),(7,23),-0.055938 # DEPENDENCYPART_TRISIBL
(7,10),(7,20),(7,24),-0.0247766 # DEPENDENCYPART_TRISIBL
(7,10),(7,20),(7,25),-0.0812292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,23),(7,24),-0.07217 # DEPENDENCYPART_TRISIBL
(7,10),(7,23),(7,25),-0.0603381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,24),(7,25),-0.177959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,12),(7,13),-0.0497035 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,14),-0.0660964 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,15),-0.0556724 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,18),-0.0481012 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,20),-0.0556724 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,23),-0.0481012 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,24),-0.119336 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,25),0.00335977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,14),-0.0660965 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,15),-0.0538935 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,18),-0.0498217 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,20),-0.0538935 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,23),-0.0498217 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,24),-0.119617 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,25),-0.00297687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,14),(7,15),-0.0589718 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,18),-0.0409505 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,20),-0.0589718 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,23),-0.0409505 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,24),-0.108176 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,25),-0.0881114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,15),(7,18),-0.00310979 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,20),-0.0656653 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,23),-0.00310979 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,24),-0.121499 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,25),-0.098399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,18),(7,20),-0.0645929 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,23),-0.0426508 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,24),-0.116905 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,25),-0.0445642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,20),(7,23),-0.00310979 # DEPENDENCYPART_TRISIBL
(7,11),(7,20),(7,24),-0.121499 # DEPENDENCYPART_TRISIBL
(7,11),(7,20),(7,25),-0.0987368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,23),(7,24),-0.116905 # DEPENDENCYPART_TRISIBL
(7,11),(7,23),(7,25),-0.0445642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,24),(7,25),-0.103429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,13),(7,14),-0.0475054 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,15),-0.0435544 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,18),-0.0313656 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,20),-0.0435954 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,23),-0.0313579 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,24),-0.0432134 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,25),-0.115141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,14),(7,15),-0.0543583 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,18),-0.0428584 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,20),-0.0543993 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,23),-0.0428504 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,24),-0.0672456 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,25),-0.103821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,15),(7,18),-0.0258642 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,20),-0.0658263 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,23),-0.0258556 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,24),-0.05171 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,25),-0.0964833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,18),(7,20),-0.0521863 # DEPENDENCYPART_TRISIBL
(7,12),(7,18),(7,23),-0.0516889 # DEPENDENCYPART_TRISIBL
(7,12),(7,18),(7,24),-0.0543303 # DEPENDENCYPART_TRISIBL
(7,12),(7,18),(7,25),-0.0683196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,20),(7,23),-0.0258779 # DEPENDENCYPART_TRISIBL
(7,12),(7,20),(7,24),-0.0517099 # DEPENDENCYPART_TRISIBL
(7,12),(7,20),(7,25),-0.096529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,23),(7,24),-0.0543302 # DEPENDENCYPART_TRISIBL
(7,12),(7,23),(7,25),-0.0671795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,24),(7,25),-0.105032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,14),(7,15),-0.0499287 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,18),-0.0371959 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,20),-0.0499697 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,23),-0.0371879 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,24),-0.0567935 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,25),-0.0849625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,15),(7,18),-0.0125496 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,20),-0.0601942 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,23),-0.012541 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,24),-0.0429536 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,25),-0.0745246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,18),(7,20),-0.0361498 # DEPENDENCYPART_TRISIBL
(7,13),(7,18),(7,23),-0.0487475 # DEPENDENCYPART_TRISIBL
(7,13),(7,18),(7,24),-0.0469596 # DEPENDENCYPART_TRISIBL
(7,13),(7,18),(7,25),-0.0347919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,20),(7,23),-0.0125634 # DEPENDENCYPART_TRISIBL
(7,13),(7,20),(7,24),-0.0429534 # DEPENDENCYPART_TRISIBL
(7,13),(7,20),(7,25),-0.0745703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,23),(7,24),-0.0469595 # DEPENDENCYPART_TRISIBL
(7,13),(7,23),(7,25),-0.0336518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,24),(7,25),-0.0924208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,15),(7,18),-0.0617392 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,20),-0.0611633 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,23),-0.0617489 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,24),-0.0906624 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,25),-0.0431181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,18),(7,20),-0.0629709 # DEPENDENCYPART_TRISIBL
(7,14),(7,18),(7,23),-0.0510723 # DEPENDENCYPART_TRISIBL
(7,14),(7,18),(7,24),-0.0902091 # DEPENDENCYPART_TRISIBL
(7,14),(7,18),(7,25),-0.0687552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,20),(7,23),-0.0617489 # DEPENDENCYPART_TRISIBL
(7,14),(7,20),(7,24),-0.0906624 # DEPENDENCYPART_TRISIBL
(7,14),(7,20),(7,25),-0.0431181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,23),(7,24),-0.0902091 # DEPENDENCYPART_TRISIBL
(7,14),(7,23),(7,25),-0.0724424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,24),(7,25),-0.088127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,18),(7,20),-0.10393 # DEPENDENCYPART_TRISIBL
(7,15),(7,18),(7,23),-0.0582092 # DEPENDENCYPART_TRISIBL
(7,15),(7,18),(7,24),-0.00575397 # DEPENDENCYPART_TRISIBL
(7,15),(7,18),(7,25),-0.0756147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,20),(7,23),-0.052679 # DEPENDENCYPART_TRISIBL
(7,15),(7,20),(7,24),-0.0752516 # DEPENDENCYPART_TRISIBL
(7,15),(7,20),(7,25),-0.101108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,23),(7,24),-0.00572452 # DEPENDENCYPART_TRISIBL
(7,15),(7,23),(7,25),-0.0745995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,24),(7,25),0.0377606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,18),(7,20),(7,23),-0.0927788 # DEPENDENCYPART_TRISIBL
(7,18),(7,20),(7,24),-0.0611786 # DEPENDENCYPART_TRISIBL
(7,18),(7,20),(7,25),-0.0659147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,18),(7,23),(7,24),-0.0883553 # DEPENDENCYPART_TRISIBL
(7,18),(7,23),(7,25),-0.0832171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,18),(7,24),(7,25),-0.0776412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,20),(7,23),(7,24),-0.00602823 # DEPENDENCYPART_TRISIBL
(7,20),(7,23),(7,25),-0.0759719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,20),(7,24),(7,25),0.033321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,23),(7,24),(7,25),-0.0802726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,4),-0.130557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.381649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,-1),-0.217221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,4),(7,-1),-0.0956886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,10),(8,11),-0.157639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,12),-0.222211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),-0.165052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,14),-0.141772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,25),-0.286554 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,12),-0.0860038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,13),-0.0325128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,14),-0.11612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,25),-0.17195 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.0303195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,14),-0.0724178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,25),-0.147715 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,14),-0.0779637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,25),-0.145167 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,25),-0.0872764 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,10),(8,11),(8,12),-0.0168806 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,13),-0.0171 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,14),-0.0730983 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,25),-0.0626591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,12),(8,13),-0.0603402 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,14),-0.0791843 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,25),-0.120015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,13),(8,14),-0.0789726 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,25),-0.113184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,14),(8,25),-0.0783602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,12),(8,13),-0.0497035 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,14),-0.0660964 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,25),0.00335977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,13),(8,14),-0.0660965 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,25),-0.00297687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,14),(8,25),-0.0881114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,13),(8,14),-0.0475054 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,25),-0.115066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,14),(8,25),-0.103746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,14),(8,25),-0.0848875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.121516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,4),-0.221594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.239178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,4),-0.130445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.3724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,4),(8,-1),-0.207972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,4),-0.0727636 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.160194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,4),(8,-1),-0.119837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,-1),-0.0956886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.0435119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.280966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.216345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.160322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
