# _root_ A new specialty court was sought by patent experts , who believed that the generalists had botched too many important , multimillion-dollar cases .
#goldHeads=4,4,4,5,0,5,6,9,7,9,12,9,16,15,16,12,16,19,23,23,23,23,17,5,
#predictedHeads=4,4,4,5,0,5,6,9,7,9,12,9,16,15,16,12,16,20,20,23,23,23,17,5,
(17,19),(17,22),(17,23),-0.138847 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,24),-0.0298159 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,25),-0.0363237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,23),(17,24),-0.0390786 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,25),-0.0230658 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,24),(17,25),-0.0758201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,21),(17,22),-0.105098 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,23),-0.132061 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,24),-0.091582 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,25),-0.084032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,22),(17,23),-0.0902002 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,24),-0.0751341 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,25),-0.0766948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,23),(17,24),-0.0900478 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,25),-0.0190429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,24),(17,25),0.00202424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,22),(17,23),-0.0820651 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,24),-0.068809 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,25),-0.0675631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,23),(17,24),0.0131253 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,25),0.0289129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,24),(17,25),-0.0928187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,23),(17,24),-0.0826494 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,25),-0.029799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,24),(17,25),-0.0164878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,24),(17,25),0.0339724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,15),0.0124806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,13),-0.00801747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,11),-0.00425671 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,10),0.0353237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,5),-0.121164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.0753409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,13),0.0862787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,11),0.00974939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,10),0.127583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,5),0.0204879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.00030376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,13),(17,11),0.00490559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,10),-0.0775345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,5),-0.116778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,-1),-0.0816001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,11),(17,10),-0.0542732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,5),-0.0937604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,-1),0.0544227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,10),(17,5),-0.179496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,-1),-0.361063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,5),(17,-1),-0.0410587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,13),-0.00292737 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,11),-0.0881668 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,10),-0.0556352 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,5),-0.192435 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),-0.0574952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,13),(17,11),-0.0873748 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,10),-0.0632117 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,5),-0.18315 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,-1),0.0960203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,11),(17,10),-0.0499287 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,5),-0.176049 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,-1),-0.0769058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,10),(17,5),-0.242476 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,-1),-0.231688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,5),(17,-1),-0.13623 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,13),(17,11),-0.0962262 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,10),-0.0465008 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,5),-0.181598 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,-1),0.0175206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,11),(17,10),-0.0412613 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,5),-0.118259 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,-1),-0.0388967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,10),(17,5),0.0541277 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,-1),-0.173937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,5),(17,-1),-0.046749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,11),(17,10),-0.114532 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,5),-0.106967 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,-1),-0.0411383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,10),(17,5),-0.167313 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,-1),-0.199352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,5),(17,-1),-0.175106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,10),(17,5),-0.104947 # DEPENDENCYPART_TRISIBL
(17,11),(17,10),(17,-1),-0.126178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,5),(17,-1),-0.126175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,10),(17,5),(17,-1),-0.0363299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),0.00329818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,21),-0.127657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,22),-0.0119482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,23),-0.151247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,24),-0.199888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,25),-0.0669592 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,21),-0.0469572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,22),-0.0775842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,23),-0.160305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,24),-0.168718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,25),-0.182087 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,21),(18,22),-0.147026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,23),-0.251216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,24),-0.162865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,25),-0.266059 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,22),(18,23),-0.158519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,24),-0.170459 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,25),-0.165208 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,23),(18,24),-0.112284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,25),-0.0876018 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,24),(18,25),-0.249534 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,21),-0.0675308 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,22),-0.043949 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,23),-0.0694518 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,24),-0.0566138 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,25),-0.0700358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,21),(18,22),-0.0388756 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,23),-0.0467794 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,24),-0.05629 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,25),-0.223586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,22),(18,23),-0.0694371 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,24),-0.0567767 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,25),-0.0756579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,23),(18,24),-0.0850576 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,25),-0.0683291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,24),(18,25),-0.165653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,21),(18,22),-0.0814426 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,23),-0.0742949 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,24),-0.08867 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,25),-0.111791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,22),(18,23),-0.0622038 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,24),-0.0806795 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,25),-0.092562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,23),(18,24),-0.0931796 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,25),-0.0869358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,24),(18,25),-0.0919531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,22),(18,23),-0.0464085 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,24),-0.0571005 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,25),-0.160622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,23),(18,24),-0.0466881 # DEPENDENCYPART_TRISIBL
(18,21),(18,23),(18,25),-0.18553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,24),(18,25),-0.231865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,23),(18,24),-0.0894804 # DEPENDENCYPART_TRISIBL
(18,22),(18,23),(18,25),-0.101249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,24),(18,25),-0.110357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,24),(18,25),-0.0758738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,15),(18,14),-0.142435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,13),-0.189124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,4),-0.142243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,-1),-0.0846886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,14),(18,13),-0.180883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,4),-0.162875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,-1),-0.119866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,13),(18,4),-0.0816087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,-1),-0.0845468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,4),(18,-1),-0.0947917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,14),(18,13),-0.111168 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,4),-0.156447 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,-1),-0.116325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,13),(18,4),-0.153386 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,-1),-0.130278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,4),(18,-1),-0.139697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,13),(18,4),-0.155922 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,-1),-0.0874314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,4),(18,-1),-0.143984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,4),(18,-1),-0.0890254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.0423698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),-0.0740944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.158108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,25),-0.198016 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),-0.143546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,23),-0.250357 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,25),-0.276416 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,23),-0.156321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,25),-0.181136 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,25),-0.0997167 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.0814428 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,23),-0.0742948 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,25),-0.111441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,23),-0.0622037 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,25),-0.0919547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,25),-0.0850019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,23),-0.0464083 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,25),-0.149961 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,25),-0.174862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,23),(19,25),-0.0993151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,15),-0.127219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,13),-0.210383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,4),-0.114612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.214284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,13),-0.190991 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,4),-0.140198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.0667354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,13),(19,4),-0.0796909 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,-1),-0.04261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,4),(19,-1),-0.0768385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,13),-0.0379884 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,4),-0.0934178 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,-1),-0.181315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,13),(19,4),-0.0773135 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,-1),-0.198896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,4),(19,-1),-0.180167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,13),(19,4),-0.153386 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,-1),-0.130242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,4),(19,-1),-0.139656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,4),(19,-1),-0.0917938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.151936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,23),-0.270175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),-0.122151 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,25),-0.2896 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,23),-0.149432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,24),-0.125979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,25),-0.0969023 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,23),(20,24),-0.083982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,25),-0.0849913 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,24),(20,25),-0.201707 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,22),(20,23),-0.0366114 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,24),-0.0825597 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,25),-0.0808348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,23),(20,24),-0.07217 # DEPENDENCYPART_TRISIBL
(20,21),(20,23),(20,25),-0.0620219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,24),(20,25),-0.179635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,23),(20,24),-0.0893763 # DEPENDENCYPART_TRISIBL
(20,22),(20,23),(20,25),-0.0731252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,24),(20,25),-0.0912175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,23),(20,24),(20,25),-0.0646669 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,19),(20,18),-0.150795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,15),-0.0717781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,13),-0.0956806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,-1),-0.237687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,18),(20,15),-0.0765778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,13),-0.101127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,-1),-0.166869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,15),(20,13),-0.0928794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,15),(20,-1),-0.101017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,13),(20,-1),-0.193073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,18),(20,15),-0.0800493 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,13),-0.0540728 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,-1),-0.0377703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,15),(20,13),-0.0416216 # DEPENDENCYPART_TRISIBL
(20,19),(20,15),(20,-1),-0.099161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,13),(20,-1),-0.0913945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,15),(20,13),-0.0454883 # DEPENDENCYPART_TRISIBL
(20,18),(20,15),(20,-1),-0.112934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,13),(20,-1),-0.100217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,13),(20,-1),-0.0964173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,23),(22,25),-0.0771225 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,21),(22,20),-0.175497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,19),-0.300779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,18),-0.290807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,-1),-0.450095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,20),(22,19),-0.231017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,18),-0.237168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,-1),-0.207907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,19),(22,18),-0.149192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,-1),-0.226891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,18),(22,-1),-0.156073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,20),(22,19),0.0179524 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,18),0.0148449 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,-1),-0.142518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,19),(22,18),-0.0753435 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,-1),-0.216321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,18),(22,-1),-0.198363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,19),(22,18),-0.0697119 # DEPENDENCYPART_TRISIBL
(22,20),(22,19),(22,-1),-0.114314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,18),(22,-1),-0.134292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,19),(22,18),(22,-1),-0.0358684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,24),(23,25),-0.199524 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,22),(23,21),-0.18741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,20),-0.200936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,19),-0.18984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,18),-0.201057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,17),-0.12101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,14),-0.151777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,-1),-0.156076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,21),(23,20),-0.342364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,21),(23,19),-0.27692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,21),(23,18),-0.272014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,21),(23,17),-0.211387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,21),(23,14),-0.143081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,21),(23,-1),-0.460603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,20),(23,19),-0.204281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,20),(23,18),-0.215498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,20),(23,17),-0.123174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,20),(23,14),-0.142213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,20),(23,-1),-0.149819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,19),(23,18),-0.198615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,19),(23,17),-0.167777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,19),(23,14),-0.0365732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,19),(23,-1),-0.145655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,18),(23,17),-0.16527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,18),(23,14),-0.0341469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,18),(23,-1),-0.117412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,17),(23,14),-0.0967125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,17),(23,-1),-0.218514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,14),(23,-1),-0.143572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,21),(23,20),0.297226 # DEPENDENCYPART_TRISIBL
(23,22),(23,21),(23,19),-0.0859135 # DEPENDENCYPART_TRISIBL
(23,22),(23,21),(23,18),-0.108249 # DEPENDENCYPART_TRISIBL
