# _root_ In composite trading on the New York Stock Exchange , Black & Decker closed at $ 19.75 yesterday , down 25 cents .
#goldHeads=14,3,1,3,9,9,9,9,4,14,12,14,12,0,14,17,15,14,14,14,22,20,14,
#predictedHeads=14,3,1,3,9,9,9,9,4,14,12,14,12,0,14,17,15,14,14,14,22,20,14,
(3,7),(3,9),(3,10),-0.0455782 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,12),-0.122565 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,14),-0.0886457 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,19),-0.0455782 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,20),-0.0633482 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,23),-0.0870072 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,24),-0.124857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,12),-0.108896 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,14),-0.103061 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,19),-0.0422455 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,20),-0.0409118 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,23),-0.12357 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,24),-0.0238959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,12),(3,14),-0.0879088 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,19),-0.0456081 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,20),-0.0577329 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,23),-0.0895849 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,24),-0.164219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,14),(3,19),-0.0152036 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,20),-0.0546006 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,23),-0.0883875 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,24),-0.122402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,19),(3,20),-0.0409118 # DEPENDENCYPART_TRISIBL
(3,7),(3,19),(3,23),-0.12357 # DEPENDENCYPART_TRISIBL
(3,7),(3,19),(3,24),-0.0238959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,20),(3,23),-0.101064 # DEPENDENCYPART_TRISIBL
(3,7),(3,20),(3,24),-0.0959878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,23),(3,24),-0.0323569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,9),(3,10),-0.0428284 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,12),-0.123172 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,14),-0.0905254 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,19),-0.0428284 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,20),-0.0634078 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,23),-0.0893405 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,24),-0.151761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,10),(3,12),-0.109527 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,14),-0.10651 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,19),-0.0389022 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,20),-0.040977 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,23),-0.125046 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,24),-0.0539692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,12),(3,14),-0.0898032 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,19),-0.0423108 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,20),-0.0577926 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,23),-0.0910641 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,24),-0.188918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,14),(3,19),-0.0119069 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,20),-0.054706 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,23),-0.0900837 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,24),-0.147398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,19),(3,20),-0.040977 # DEPENDENCYPART_TRISIBL
(3,8),(3,19),(3,23),-0.125046 # DEPENDENCYPART_TRISIBL
(3,8),(3,19),(3,24),-0.0539692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,20),(3,23),-0.102541 # DEPENDENCYPART_TRISIBL
(3,8),(3,20),(3,24),-0.118879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,23),(3,24),-0.0621705 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,10),(3,12),-0.108898 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,14),-0.104302 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,19),-0.0422102 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,20),-0.0413294 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,23),-0.120399 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,24),-0.0420252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,12),(3,14),-0.0889669 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,19),-0.045617 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,20),-0.0581482 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,23),-0.0864138 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,24),-0.174386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,14),(3,19),-0.015227 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,20),-0.0554079 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,23),-0.0819878 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,24),-0.134066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,19),(3,20),-0.0413294 # DEPENDENCYPART_TRISIBL
(3,9),(3,19),(3,23),-0.120399 # DEPENDENCYPART_TRISIBL
(3,9),(3,19),(3,24),-0.0420252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,20),(3,23),-0.0978935 # DEPENDENCYPART_TRISIBL
(3,9),(3,20),(3,24),-0.106262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,23),(3,24),-0.0500555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,12),(3,14),-0.0462857 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,19),0.493108 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,20),-0.0738601 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,23),-0.109687 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,24),-0.127462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,14),(3,19),0.565885 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,20),-0.0729555 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,23),-0.0877226 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,24),-0.0494949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,19),(3,20),-0.0724264 # DEPENDENCYPART_TRISIBL
(3,10),(3,19),(3,23),-0.135992 # DEPENDENCYPART_TRISIBL
(3,10),(3,19),(3,24),-0.226077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,20),(3,23),-0.116449 # DEPENDENCYPART_TRISIBL
(3,10),(3,20),(3,24),-0.140779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,23),(3,24),-0.274753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,14),(3,19),-0.0752371 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,20),-0.0631866 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,23),-0.0795881 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,24),-0.122689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,19),(3,20),-0.0605763 # DEPENDENCYPART_TRISIBL
(3,12),(3,19),(3,23),-0.0781849 # DEPENDENCYPART_TRISIBL
(3,12),(3,19),(3,24),-0.0545016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,20),(3,23),-0.0709976 # DEPENDENCYPART_TRISIBL
(3,12),(3,20),(3,24),-0.130692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,23),(3,24),-0.117145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,19),(3,20),-0.0597916 # DEPENDENCYPART_TRISIBL
(3,14),(3,19),(3,23),-0.0884498 # DEPENDENCYPART_TRISIBL
(3,14),(3,19),(3,24),-0.0577929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,20),(3,23),-0.0580584 # DEPENDENCYPART_TRISIBL
(3,14),(3,20),(3,24),-0.120037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,23),(3,24),-0.0975488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,19),(3,20),(3,23),-0.116449 # DEPENDENCYPART_TRISIBL
(3,19),(3,20),(3,24),-0.140779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,19),(3,23),(3,24),-0.274753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,20),(3,23),(3,24),-0.128477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.188046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.104275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.070928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.0987753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.052849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.0383887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.0489854 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.0502224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.0426935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.0472413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,12),-0.144266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,13),-0.0471484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,14),-0.112396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,22),-0.0507395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,23),-0.136412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,24),-0.0852697 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.101128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,8),-0.118264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),-0.117959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),0.0592441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),-0.113172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,12),-0.211045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,13),-0.113093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,14),-0.108238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,22),-0.113699 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,23),-0.163756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,24),0.179492 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.113805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,9),-0.113501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,10),0.0593698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,11),-0.108713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,12),-0.211048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,13),-0.108635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,14),-0.10731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,22),-0.10924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,23),-0.162369 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,24),0.280937 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),-0.118575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,10),0.0596647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),-0.113787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,12),-0.211184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,13),-0.113709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,14),-0.107674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,22),-0.114314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,23),-0.169794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,24),0.2656 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),0.0597844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,11),-0.0942726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,12),-0.211043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,13),-0.0941945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,14),-0.109659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,22),-0.0947995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,23),-0.169486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,24),0.271529 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),-0.129649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,12),-0.126296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,13),-0.129542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,14),-0.104303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,22),-0.136677 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,23),-0.152169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,24),-0.256895 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,12),-0.211183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,13),-0.108425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,14),-0.107673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,22),-0.10903 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,23),-0.163286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,24),0.25393 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,12),(4,13),-0.0926719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,14),-0.0766884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,22),-0.0964308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,23),-0.034245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,24),0.12733 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,13),(4,14),-0.107318 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,22),-0.10957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,23),-0.163267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,24),0.26972 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,14),(4,22),-0.0667591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,23),-0.05109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,24),0.0892547 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,22),(4,23),-0.161255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,22),(4,24),0.251896 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,23),(4,24),-0.101243 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.082864 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,8),-0.082864 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.0828709 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.0894322 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.082864 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,12),-0.0794693 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,13),-0.082864 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,14),-0.0813572 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,22),-0.0828666 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,23),-0.0459536 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,24),-0.0560215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,8),-0.0828694 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,9),-0.0828763 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,10),-0.0894322 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,11),-0.0828694 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,12),-0.0794698 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,13),-0.0828694 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,14),-0.0813572 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,22),-0.082872 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,23),-0.0459531 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,24),-0.055781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),-0.0828748 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,10),-0.0894322 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,11),-0.0828679 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,12),-0.0794694 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,13),-0.0828679 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,14),-0.0813572 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,22),-0.0828706 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,23),-0.0459531 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,24),-0.0557816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,10),-0.0894322 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,11),-0.0828638 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,12),-0.0794693 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,13),-0.0828638 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,14),-0.0813572 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,22),-0.0828665 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,23),-0.0459531 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,24),-0.0557813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,11),-0.0777809 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,12),-0.078926 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,13),-0.0777809 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,14),-0.0844741 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,22),-0.0777848 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,23),-0.0604533 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,24),-0.0744998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,12),-0.0794693 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,13),-0.0828638 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,14),-0.0813572 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,22),-0.0828665 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,23),-0.0459531 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,24),-0.0558013 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,12),(4,13),-0.0770785 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,14),-0.0792155 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,22),-0.0770825 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,23),-0.054875 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,24),-0.0864757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,13),(4,14),-0.0813572 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,22),-0.0828665 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,23),-0.0459531 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,24),-0.055781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,14),(4,22),-0.0784215 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,23),-0.0430588 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,24),-0.0907533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,22),(4,23),-0.0459531 # DEPENDENCYPART_TRISIBL
(4,5),(4,22),(4,24),-0.055781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,23),(4,24),-0.100402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,8),-0.136781 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,9),-0.13928 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,10),-0.0431367 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,11),-0.138308 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,12),-0.151328 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,13),-0.138307 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,14),-0.0624826 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,22),-0.140494 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,23),-0.0925859 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,24),-0.109516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,9),-0.138301 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,10),-0.0431498 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,11),-0.13733 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,12),-0.151328 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,13),-0.137328 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,14),-0.0624826 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,22),-0.139515 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,23),-0.0931294 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,24),-0.116698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,9),(4,10),-0.0431365 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,11),-0.138454 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,12),-0.151337 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,13),-0.138453 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,14),-0.0624832 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,22),-0.14064 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,23),-0.0925887 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,24),-0.113806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,10),(4,11),-0.175717 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,12),-0.127949 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,13),-0.175715 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,14),-0.0143461 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,22),-0.178175 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,23),-0.11122 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,24),-0.0392265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,12),-0.151328 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,13),-0.138144 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,14),-0.0624826 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,22),-0.140331 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,23),-0.0925859 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,24),-0.11289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,12),(4,13),-0.145136 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,14),-0.0648192 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,22),-0.147323 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,23),-0.0835198 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,24),-0.183972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,13),(4,14),-0.0624826 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,22),-0.140331 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,23),-0.0925859 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,24),-0.112884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,14),(4,22),-0.119398 # DEPENDENCYPART_TRISIBL
