# _root_ But then it suddenly burst upward 7.5 as Goldman , Sachs & Co. stepped in and bought almost every share offer , traders said .
#goldHeads=5,5,5,5,24,5,5,5,14,9,9,11,12,8,14,14,16,21,21,21,17,24,24,0,24,
#predictedHeads=5,5,5,5,24,5,6,5,8,9,9,11,12,8,14,14,16,17,21,21,17,24,24,0,24,
(11,24),(24,25),-0.868386 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.301463 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0137597 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0949591 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.0773562 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.354179 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.106122 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.07844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.220406 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.368842 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.902185 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.770269 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.623692 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-1.1464 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-1.06906 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-1.48133 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-0.893054 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.459703 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.586056 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.635878 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.427092 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.619068 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.597346 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.595474 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.811405 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.583991 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.452076 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.803062 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.301771 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.742182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0529451 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.350819 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.188819 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.248181 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.528719 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.580009 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.494417 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.46984 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.560721 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.909033 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.523255 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-1.13479 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.114126 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.229592 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.545282 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.607619 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.494061 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.118031 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.124668 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.471211 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.471046 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.758061 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.399297 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.586079 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.635881 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.427092 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.61907 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.597349 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.452078 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),0.301768 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.378298 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.395032 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.453571 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.531934 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.413367 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.388791 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.526222 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.819938 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.480273 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-1.10638 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.625673 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.627145 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.626212 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.400471 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.975046 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.405642 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),0.127227 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.362672 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.0709072 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.551456 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.610152 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.483163 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.592948 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.983516 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.564553 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.615038 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.461945 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.465239 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.368211 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.516428 # DEPENDENCYPART_GRANDPAR
(12,24),(24,1),-0.58865 # DEPENDENCYPART_GRANDPAR
(12,24),(24,2),-0.638515 # DEPENDENCYPART_GRANDPAR
(12,24),(24,3),-0.428755 # DEPENDENCYPART_GRANDPAR
(12,24),(24,4),-0.621705 # DEPENDENCYPART_GRANDPAR
(12,24),(24,5),-0.605449 # DEPENDENCYPART_GRANDPAR
(12,24),(24,6),-0.598111 # DEPENDENCYPART_GRANDPAR
(12,24),(24,7),-0.813044 # DEPENDENCYPART_GRANDPAR
(12,24),(24,8),-0.594193 # DEPENDENCYPART_GRANDPAR
(12,24),(24,9),-0.457762 # DEPENDENCYPART_GRANDPAR
(12,24),(24,10),-0.812909 # DEPENDENCYPART_GRANDPAR
(12,24),(24,11),0.296085 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),-0.758189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,13),0.0190762 # DEPENDENCYPART_GRANDPAR
(12,24),(24,14),0.148051 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),-0.477534 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),-0.451217 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),-0.082226 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),-0.705667 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),-0.738056 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.593468 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.535325 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.64956 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.963 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.976956 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.22709 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.11931 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.20758 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.09961 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.15729 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.09624 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.30518 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.26053 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.12307 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.0337 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.46394 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.25378 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.60381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.496844 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.321202 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.827734 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.606863 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.985247 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.74865 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.527399 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.983422 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.586793 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-1.05672 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-1.20992 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.416834 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.610371 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.321069 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.107914 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.27086 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.370595 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.0200781 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.158833 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.0563857 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.0321095 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.19694 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.00109451 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.0704341 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.372136 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.478821 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.306986 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.0337584 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.191322 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.0781245 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.0306519 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.153744 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.590733 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.235651 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.0422312 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.224334 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.244674 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.160669 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.0559424 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.297632 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.060923 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.032958 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.115778 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.0414089 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.156728 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.016302 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.116679 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.0430305 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.0774616 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.300077 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.193505 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.154702 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.05541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.115084 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.142472 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.0147008 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.553582 # DEPENDENCYPART_GRANDPAR
(14,5),(5,21),-0.712038 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.610213 # DEPENDENCYPART_GRANDPAR
(14,5),(5,25),-0.597164 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.235504 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.035731 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.0331157 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.186778 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.0501053 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.293679 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.0611345 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.0361462 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.168369 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.446434 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.07237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.195953 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.218324 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.185142 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.0291573 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.190654 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.0395975 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.235633 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.0900605 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.168606 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.0870751 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.126467 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.19431 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.499673 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.07794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,1),-0.284127 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),0.0294338 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.0929045 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.158223 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.142601 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.0251953 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.222887 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.0820385 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.291458 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.17541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,16),-0.280509 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.134499 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.065509 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.0450948 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.0378656 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.116209 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.286558 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.508382 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.359717 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.16319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.253518 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.332694 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.122276 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.919233 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.956754 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.959456 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),-0.625435 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.247264 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.0603069 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),0.0511156 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0417179 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.156039 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.196015 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.492571 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.446075 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.16319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.253518 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.332694 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.122276 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.919229 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.956754 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.959458 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.625435 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0547802 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0745885 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.203625 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.11668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.191505 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.225725 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.0757705 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.645231 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.819541 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.694256 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.901191 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.580959 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.16406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0376034 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.322349 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.259569 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.345191 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.485685 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),-0.0839579 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),1.45111 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.174084 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.530808 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.512947 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),0.968106 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.486958 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.403129 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.689383 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.30861 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.315566 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.470973 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.373168 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.327362 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.135428 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0234097 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.131972 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.348774 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0957381 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.0208891 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.105966 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),0.00435855 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.57976 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.296943 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.557262 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.341287 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.15606 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.34632 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),0.00763954 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.235618 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.538113 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.146785 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.135441 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.420054 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.51191 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),0.47753 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.728299 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0827017 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.0632444 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.433772 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.0996116 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.312046 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.0107038 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.111565 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.406252 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.224049 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.144987 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.0656088 # DEPENDENCYPART_GRANDPAR
(14,24),(24,1),-0.510904 # DEPENDENCYPART_GRANDPAR
(14,24),(24,2),-0.426838 # DEPENDENCYPART_GRANDPAR
(14,24),(24,3),-0.711972 # DEPENDENCYPART_GRANDPAR
(14,24),(24,4),-0.332319 # DEPENDENCYPART_GRANDPAR
(14,24),(24,5),-0.348814 # DEPENDENCYPART_GRANDPAR
(14,24),(24,6),-0.29003 # DEPENDENCYPART_GRANDPAR
(14,24),(24,7),-0.542463 # DEPENDENCYPART_GRANDPAR
(14,24),(24,8),-0.197908 # DEPENDENCYPART_GRANDPAR
(14,24),(24,9),-0.497031 # DEPENDENCYPART_GRANDPAR
(14,24),(24,10),-0.597825 # DEPENDENCYPART_GRANDPAR
(14,24),(24,11),-0.399226 # DEPENDENCYPART_GRANDPAR
(14,24),(24,12),-0.158359 # DEPENDENCYPART_GRANDPAR
(14,24),(24,13),-0.504865 # DEPENDENCYPART_GRANDPAR
(14,24),(24,14),-0.749126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,24),(24,15),0.209572 # DEPENDENCYPART_GRANDPAR
(14,24),(24,16),0.0642803 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),0.317093 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),-0.376416 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.354981 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.637149 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.402869 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.405435 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.435979 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.512876 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.14258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.384777 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.492929 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.422402 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.217761 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.373175 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.815313 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.967315 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.931794 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.915602 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.987449 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-1.1923 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.17244 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.06014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.124342 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0610264 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.313454 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.55577 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.497363 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.170144 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.148398 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.464971 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.870163 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.472171 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.688497 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.667268 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.22985 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.350807 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.491152 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.131386 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.643967 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.19659 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.116213 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.310094 # DEPENDENCYPART_GRANDPAR
