# _root_ Ms. Malcolm , for example , wrote that Mr. Masson described himself as `` the greatest analyst who ever lived . ''
#goldHeads=2,7,7,7,4,7,0,11,10,11,7,11,11,13,17,17,13,20,20,17,7,7,
#predictedHeads=2,7,7,7,4,7,0,11,10,11,7,11,11,13,17,17,13,20,20,17,7,7,
(20,18),(20,14),(20,3),-0.10207 # DEPENDENCYPART_TRISIBL
(20,18),(20,14),(20,2),-0.120966 # DEPENDENCYPART_TRISIBL
(20,18),(20,14),(20,1),-0.120967 # DEPENDENCYPART_TRISIBL
(20,18),(20,14),(20,-1),-0.103587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,13),(20,12),-0.0955531 # DEPENDENCYPART_TRISIBL
(20,18),(20,13),(20,11),-0.102247 # DEPENDENCYPART_TRISIBL
(20,18),(20,13),(20,10),-0.1279 # DEPENDENCYPART_TRISIBL
(20,18),(20,13),(20,9),-0.1279 # DEPENDENCYPART_TRISIBL
(20,18),(20,13),(20,8),-0.119815 # DEPENDENCYPART_TRISIBL
(20,18),(20,13),(20,7),-0.10225 # DEPENDENCYPART_TRISIBL
(20,18),(20,13),(20,6),-0.101769 # DEPENDENCYPART_TRISIBL
(20,18),(20,13),(20,5),-0.1279 # DEPENDENCYPART_TRISIBL
(20,18),(20,13),(20,4),-0.11569 # DEPENDENCYPART_TRISIBL
(20,18),(20,13),(20,3),-0.101769 # DEPENDENCYPART_TRISIBL
(20,18),(20,13),(20,2),-0.1279 # DEPENDENCYPART_TRISIBL
(20,18),(20,13),(20,1),-0.1279 # DEPENDENCYPART_TRISIBL
(20,18),(20,13),(20,-1),-0.167605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,12),(20,11),-0.100238 # DEPENDENCYPART_TRISIBL
(20,18),(20,12),(20,10),-0.120591 # DEPENDENCYPART_TRISIBL
(20,18),(20,12),(20,9),-0.120591 # DEPENDENCYPART_TRISIBL
(20,18),(20,12),(20,8),-0.119411 # DEPENDENCYPART_TRISIBL
(20,18),(20,12),(20,7),-0.100241 # DEPENDENCYPART_TRISIBL
(20,18),(20,12),(20,6),-0.100792 # DEPENDENCYPART_TRISIBL
(20,18),(20,12),(20,5),-0.120591 # DEPENDENCYPART_TRISIBL
(20,18),(20,12),(20,4),-0.115121 # DEPENDENCYPART_TRISIBL
(20,18),(20,12),(20,3),-0.100792 # DEPENDENCYPART_TRISIBL
(20,18),(20,12),(20,2),-0.120591 # DEPENDENCYPART_TRISIBL
(20,18),(20,12),(20,1),-0.120591 # DEPENDENCYPART_TRISIBL
(20,18),(20,12),(20,-1),-0.122917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,11),(20,10),-0.12553 # DEPENDENCYPART_TRISIBL
(20,18),(20,11),(20,9),-0.12553 # DEPENDENCYPART_TRISIBL
(20,18),(20,11),(20,8),-0.119193 # DEPENDENCYPART_TRISIBL
(20,18),(20,11),(20,7),-0.101484 # DEPENDENCYPART_TRISIBL
(20,18),(20,11),(20,6),-0.101879 # DEPENDENCYPART_TRISIBL
(20,18),(20,11),(20,5),-0.12553 # DEPENDENCYPART_TRISIBL
(20,18),(20,11),(20,4),-0.114903 # DEPENDENCYPART_TRISIBL
(20,18),(20,11),(20,3),-0.101879 # DEPENDENCYPART_TRISIBL
(20,18),(20,11),(20,2),-0.12553 # DEPENDENCYPART_TRISIBL
(20,18),(20,11),(20,1),-0.12553 # DEPENDENCYPART_TRISIBL
(20,18),(20,11),(20,-1),-0.12615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,10),(20,9),-0.123809 # DEPENDENCYPART_TRISIBL
(20,18),(20,10),(20,8),-0.142227 # DEPENDENCYPART_TRISIBL
(20,18),(20,10),(20,7),-0.102607 # DEPENDENCYPART_TRISIBL
(20,18),(20,10),(20,6),-0.103058 # DEPENDENCYPART_TRISIBL
(20,18),(20,10),(20,5),-0.123809 # DEPENDENCYPART_TRISIBL
(20,18),(20,10),(20,4),-0.135947 # DEPENDENCYPART_TRISIBL
(20,18),(20,10),(20,3),-0.103058 # DEPENDENCYPART_TRISIBL
(20,18),(20,10),(20,2),-0.123809 # DEPENDENCYPART_TRISIBL
(20,18),(20,10),(20,1),-0.123809 # DEPENDENCYPART_TRISIBL
(20,18),(20,10),(20,-1),-0.0643377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,9),(20,8),-0.142227 # DEPENDENCYPART_TRISIBL
(20,18),(20,9),(20,7),-0.102607 # DEPENDENCYPART_TRISIBL
(20,18),(20,9),(20,6),-0.103058 # DEPENDENCYPART_TRISIBL
(20,18),(20,9),(20,5),-0.123809 # DEPENDENCYPART_TRISIBL
(20,18),(20,9),(20,4),-0.135947 # DEPENDENCYPART_TRISIBL
(20,18),(20,9),(20,3),-0.103058 # DEPENDENCYPART_TRISIBL
(20,18),(20,9),(20,2),-0.123809 # DEPENDENCYPART_TRISIBL
(20,18),(20,9),(20,1),-0.123809 # DEPENDENCYPART_TRISIBL
(20,18),(20,9),(20,-1),-0.0643383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,8),(20,7),-0.102315 # DEPENDENCYPART_TRISIBL
(20,18),(20,8),(20,6),-0.101769 # DEPENDENCYPART_TRISIBL
(20,18),(20,8),(20,5),-0.128637 # DEPENDENCYPART_TRISIBL
(20,18),(20,8),(20,4),-0.115762 # DEPENDENCYPART_TRISIBL
(20,18),(20,8),(20,3),-0.101769 # DEPENDENCYPART_TRISIBL
(20,18),(20,8),(20,2),-0.128637 # DEPENDENCYPART_TRISIBL
(20,18),(20,8),(20,1),-0.128637 # DEPENDENCYPART_TRISIBL
(20,18),(20,8),(20,-1),-0.169482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,7),(20,6),-0.101879 # DEPENDENCYPART_TRISIBL
(20,18),(20,7),(20,5),-0.12553 # DEPENDENCYPART_TRISIBL
(20,18),(20,7),(20,4),-0.114903 # DEPENDENCYPART_TRISIBL
(20,18),(20,7),(20,3),-0.101879 # DEPENDENCYPART_TRISIBL
(20,18),(20,7),(20,2),-0.12553 # DEPENDENCYPART_TRISIBL
(20,18),(20,7),(20,1),-0.12553 # DEPENDENCYPART_TRISIBL
(20,18),(20,7),(20,-1),-0.12615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,6),(20,5),-0.155055 # DEPENDENCYPART_TRISIBL
(20,18),(20,6),(20,4),-0.120226 # DEPENDENCYPART_TRISIBL
(20,18),(20,6),(20,3),-0.100874 # DEPENDENCYPART_TRISIBL
(20,18),(20,6),(20,2),-0.155055 # DEPENDENCYPART_TRISIBL
(20,18),(20,6),(20,1),-0.155056 # DEPENDENCYPART_TRISIBL
(20,18),(20,6),(20,-1),-0.126178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,5),(20,4),-0.135947 # DEPENDENCYPART_TRISIBL
(20,18),(20,5),(20,3),-0.103058 # DEPENDENCYPART_TRISIBL
(20,18),(20,5),(20,2),-0.123809 # DEPENDENCYPART_TRISIBL
(20,18),(20,5),(20,1),-0.123809 # DEPENDENCYPART_TRISIBL
(20,18),(20,5),(20,-1),-0.0643377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,4),(20,3),-0.101982 # DEPENDENCYPART_TRISIBL
(20,18),(20,4),(20,2),-0.1279 # DEPENDENCYPART_TRISIBL
(20,18),(20,4),(20,1),-0.1279 # DEPENDENCYPART_TRISIBL
(20,18),(20,4),(20,-1),-0.174052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,3),(20,2),-0.155055 # DEPENDENCYPART_TRISIBL
(20,18),(20,3),(20,1),-0.155056 # DEPENDENCYPART_TRISIBL
(20,18),(20,3),(20,-1),-0.126178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,2),(20,1),-0.123809 # DEPENDENCYPART_TRISIBL
(20,18),(20,2),(20,-1),-0.0643377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,1),(20,-1),-0.0643377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,16),(20,15),-0.0325805 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,14),-0.096236 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,13),-0.0501564 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,12),-0.0996357 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,11),-0.116607 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,10),-0.194586 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,9),-0.19657 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,8),-0.095021 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,7),-0.113204 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,6),-0.0663797 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,5),-0.197583 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,4),-0.0895445 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,3),-0.0663797 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,2),-0.192667 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,1),-0.195656 # DEPENDENCYPART_TRISIBL
(20,17),(20,16),(20,-1),-0.0855612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,15),(20,14),-0.091452 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,13),-0.0537057 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,12),-0.102248 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,11),-0.121534 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,10),-0.212847 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,9),-0.214014 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,8),-0.0989601 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,7),-0.118145 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,6),-0.074005 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,5),-0.215844 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,4),-0.0950692 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,3),-0.074005 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,2),-0.210929 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,1),-0.213918 # DEPENDENCYPART_TRISIBL
(20,17),(20,15),(20,-1),0.0183642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,14),(20,13),0.0522865 # DEPENDENCYPART_TRISIBL
(20,17),(20,14),(20,12),-0.108489 # DEPENDENCYPART_TRISIBL
(20,17),(20,14),(20,11),-0.0489226 # DEPENDENCYPART_TRISIBL
(20,17),(20,14),(20,10),-0.209186 # DEPENDENCYPART_TRISIBL
(20,17),(20,14),(20,9),-0.210345 # DEPENDENCYPART_TRISIBL
(20,17),(20,14),(20,8),0.0293887 # DEPENDENCYPART_TRISIBL
(20,17),(20,14),(20,7),-0.0457556 # DEPENDENCYPART_TRISIBL
(20,17),(20,14),(20,6),0.105099 # DEPENDENCYPART_TRISIBL
(20,17),(20,14),(20,5),-0.212183 # DEPENDENCYPART_TRISIBL
(20,17),(20,14),(20,4),0.0114005 # DEPENDENCYPART_TRISIBL
(20,17),(20,14),(20,3),0.105099 # DEPENDENCYPART_TRISIBL
(20,17),(20,14),(20,2),-0.207267 # DEPENDENCYPART_TRISIBL
(20,17),(20,14),(20,1),-0.210267 # DEPENDENCYPART_TRISIBL
(20,17),(20,14),(20,-1),-0.106208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,13),(20,12),-0.124482 # DEPENDENCYPART_TRISIBL
(20,17),(20,13),(20,11),-0.163048 # DEPENDENCYPART_TRISIBL
(20,17),(20,13),(20,10),-0.199992 # DEPENDENCYPART_TRISIBL
(20,17),(20,13),(20,9),-0.201151 # DEPENDENCYPART_TRISIBL
(20,17),(20,13),(20,8),-0.0852196 # DEPENDENCYPART_TRISIBL
(20,17),(20,13),(20,7),-0.159713 # DEPENDENCYPART_TRISIBL
(20,17),(20,13),(20,6),-0.0332405 # DEPENDENCYPART_TRISIBL
(20,17),(20,13),(20,5),-0.202989 # DEPENDENCYPART_TRISIBL
(20,17),(20,13),(20,4),-0.0802368 # DEPENDENCYPART_TRISIBL
(20,17),(20,13),(20,3),-0.0332405 # DEPENDENCYPART_TRISIBL
(20,17),(20,13),(20,2),-0.198073 # DEPENDENCYPART_TRISIBL
(20,17),(20,13),(20,1),-0.201062 # DEPENDENCYPART_TRISIBL
(20,17),(20,13),(20,-1),0.0766895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,12),(20,11),-0.113102 # DEPENDENCYPART_TRISIBL
(20,17),(20,12),(20,10),-0.195768 # DEPENDENCYPART_TRISIBL
(20,17),(20,12),(20,9),-0.196927 # DEPENDENCYPART_TRISIBL
(20,17),(20,12),(20,8),-0.0369606 # DEPENDENCYPART_TRISIBL
(20,17),(20,12),(20,7),-0.109712 # DEPENDENCYPART_TRISIBL
(20,17),(20,12),(20,6),-0.0467542 # DEPENDENCYPART_TRISIBL
(20,17),(20,12),(20,5),-0.198765 # DEPENDENCYPART_TRISIBL
(20,17),(20,12),(20,4),-0.0346811 # DEPENDENCYPART_TRISIBL
(20,17),(20,12),(20,3),-0.0467542 # DEPENDENCYPART_TRISIBL
(20,17),(20,12),(20,2),-0.193849 # DEPENDENCYPART_TRISIBL
(20,17),(20,12),(20,1),-0.196838 # DEPENDENCYPART_TRISIBL
(20,17),(20,12),(20,-1),-0.0712568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,11),(20,10),-0.237719 # DEPENDENCYPART_TRISIBL
(20,17),(20,11),(20,9),-0.238907 # DEPENDENCYPART_TRISIBL
(20,17),(20,11),(20,8),-0.0347091 # DEPENDENCYPART_TRISIBL
(20,17),(20,11),(20,7),-0.124356 # DEPENDENCYPART_TRISIBL
(20,17),(20,11),(20,6),-0.0292898 # DEPENDENCYPART_TRISIBL
(20,17),(20,11),(20,5),-0.240716 # DEPENDENCYPART_TRISIBL
(20,17),(20,11),(20,4),-0.0294101 # DEPENDENCYPART_TRISIBL
(20,17),(20,11),(20,3),-0.0292898 # DEPENDENCYPART_TRISIBL
(20,17),(20,11),(20,2),-0.235801 # DEPENDENCYPART_TRISIBL
(20,17),(20,11),(20,1),-0.23879 # DEPENDENCYPART_TRISIBL
(20,17),(20,11),(20,-1),-0.0837819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,10),(20,9),-0.263355 # DEPENDENCYPART_TRISIBL
(20,17),(20,10),(20,8),-0.0624127 # DEPENDENCYPART_TRISIBL
(20,17),(20,10),(20,7),-0.119244 # DEPENDENCYPART_TRISIBL
(20,17),(20,10),(20,6),-0.0705478 # DEPENDENCYPART_TRISIBL
(20,17),(20,10),(20,5),-0.266144 # DEPENDENCYPART_TRISIBL
(20,17),(20,10),(20,4),-0.0772994 # DEPENDENCYPART_TRISIBL
(20,17),(20,10),(20,3),-0.0705478 # DEPENDENCYPART_TRISIBL
(20,17),(20,10),(20,2),-0.261227 # DEPENDENCYPART_TRISIBL
(20,17),(20,10),(20,1),-0.264848 # DEPENDENCYPART_TRISIBL
(20,17),(20,10),(20,-1),-0.131312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,9),(20,8),-0.0624173 # DEPENDENCYPART_TRISIBL
(20,17),(20,9),(20,7),-0.119494 # DEPENDENCYPART_TRISIBL
(20,17),(20,9),(20,6),-0.0705529 # DEPENDENCYPART_TRISIBL
(20,17),(20,9),(20,5),-0.269205 # DEPENDENCYPART_TRISIBL
(20,17),(20,9),(20,4),-0.077304 # DEPENDENCYPART_TRISIBL
(20,17),(20,9),(20,3),-0.0705529 # DEPENDENCYPART_TRISIBL
(20,17),(20,9),(20,2),-0.264288 # DEPENDENCYPART_TRISIBL
(20,17),(20,9),(20,1),-0.267909 # DEPENDENCYPART_TRISIBL
(20,17),(20,9),(20,-1),-0.147142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,8),(20,7),-0.170355 # DEPENDENCYPART_TRISIBL
(20,17),(20,8),(20,6),-0.0456525 # DEPENDENCYPART_TRISIBL
(20,17),(20,8),(20,5),-0.203121 # DEPENDENCYPART_TRISIBL
(20,17),(20,8),(20,4),-0.0722539 # DEPENDENCYPART_TRISIBL
(20,17),(20,8),(20,3),-0.0456525 # DEPENDENCYPART_TRISIBL
(20,17),(20,8),(20,2),-0.198206 # DEPENDENCYPART_TRISIBL
(20,17),(20,8),(20,1),-0.201195 # DEPENDENCYPART_TRISIBL
(20,17),(20,8),(20,-1),0.00164576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,7),(20,6),-0.0292898 # DEPENDENCYPART_TRISIBL
(20,17),(20,7),(20,5),-0.240717 # DEPENDENCYPART_TRISIBL
(20,17),(20,7),(20,4),-0.029563 # DEPENDENCYPART_TRISIBL
(20,17),(20,7),(20,3),-0.0292898 # DEPENDENCYPART_TRISIBL
(20,17),(20,7),(20,2),-0.235801 # DEPENDENCYPART_TRISIBL
(20,17),(20,7),(20,1),-0.23879 # DEPENDENCYPART_TRISIBL
(20,17),(20,7),(20,-1),-0.0847821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,6),(20,5),-0.2309 # DEPENDENCYPART_TRISIBL
(20,17),(20,6),(20,4),0.0081741 # DEPENDENCYPART_TRISIBL
(20,17),(20,6),(20,3),-0.113398 # DEPENDENCYPART_TRISIBL
(20,17),(20,6),(20,2),-0.22107 # DEPENDENCYPART_TRISIBL
(20,17),(20,6),(20,1),-0.225986 # DEPENDENCYPART_TRISIBL
(20,17),(20,6),(20,-1),-0.17187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,5),(20,4),-0.0772408 # DEPENDENCYPART_TRISIBL
(20,17),(20,5),(20,3),-0.0705478 # DEPENDENCYPART_TRISIBL
(20,17),(20,5),(20,2),-0.261227 # DEPENDENCYPART_TRISIBL
(20,17),(20,5),(20,1),-0.264848 # DEPENDENCYPART_TRISIBL
(20,17),(20,5),(20,-1),-0.131305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,4),(20,3),-0.052333 # DEPENDENCYPART_TRISIBL
(20,17),(20,4),(20,2),-0.187135 # DEPENDENCYPART_TRISIBL
(20,17),(20,4),(20,1),-0.190124 # DEPENDENCYPART_TRISIBL
(20,17),(20,4),(20,-1),0.0305172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,3),(20,2),-0.22107 # DEPENDENCYPART_TRISIBL
(20,17),(20,3),(20,1),-0.225986 # DEPENDENCYPART_TRISIBL
(20,17),(20,3),(20,-1),-0.17187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,2),(20,1),-0.264848 # DEPENDENCYPART_TRISIBL
(20,17),(20,2),(20,-1),-0.131302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,17),(20,1),(20,-1),-0.139243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,15),(20,14),-0.102219 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,13),-0.0986338 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,12),-0.0695392 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,11),-0.106273 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,10),-0.098794 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,9),-0.0993768 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,8),-0.0996678 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,7),-0.106272 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,6),-0.088434 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,5),-0.0975942 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,4),-0.0977173 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,3),-0.088434 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,2),-0.0975858 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,1),-0.0975898 # DEPENDENCYPART_TRISIBL
(20,16),(20,15),(20,-1),-0.0885685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,14),(20,13),-0.121899 # DEPENDENCYPART_TRISIBL
(20,16),(20,14),(20,12),-0.0457757 # DEPENDENCYPART_TRISIBL
(20,16),(20,14),(20,11),-0.112522 # DEPENDENCYPART_TRISIBL
(20,16),(20,14),(20,10),-0.0926314 # DEPENDENCYPART_TRISIBL
(20,16),(20,14),(20,9),-0.0924823 # DEPENDENCYPART_TRISIBL
(20,16),(20,14),(20,8),-0.127039 # DEPENDENCYPART_TRISIBL
(20,16),(20,14),(20,7),-0.112516 # DEPENDENCYPART_TRISIBL
(20,16),(20,14),(20,6),-0.0908573 # DEPENDENCYPART_TRISIBL
(20,16),(20,14),(20,5),-0.0907072 # DEPENDENCYPART_TRISIBL
(20,16),(20,14),(20,4),-0.123513 # DEPENDENCYPART_TRISIBL
(20,16),(20,14),(20,3),-0.0908573 # DEPENDENCYPART_TRISIBL
(20,16),(20,14),(20,2),-0.0906989 # DEPENDENCYPART_TRISIBL
(20,16),(20,14),(20,1),-0.090703 # DEPENDENCYPART_TRISIBL
(20,16),(20,14),(20,-1),-0.157946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,13),(20,12),-0.0746333 # DEPENDENCYPART_TRISIBL
(20,16),(20,13),(20,11),-0.100637 # DEPENDENCYPART_TRISIBL
(20,16),(20,13),(20,10),-0.110966 # DEPENDENCYPART_TRISIBL
(20,16),(20,13),(20,9),-0.111523 # DEPENDENCYPART_TRISIBL
(20,16),(20,13),(20,8),-0.109491 # DEPENDENCYPART_TRISIBL
(20,16),(20,13),(20,7),-0.100636 # DEPENDENCYPART_TRISIBL
(20,16),(20,13),(20,6),-0.064941 # DEPENDENCYPART_TRISIBL
(20,16),(20,13),(20,5),-0.109766 # DEPENDENCYPART_TRISIBL
(20,16),(20,13),(20,4),-0.108375 # DEPENDENCYPART_TRISIBL
(20,16),(20,13),(20,3),-0.064941 # DEPENDENCYPART_TRISIBL
(20,16),(20,13),(20,2),-0.109758 # DEPENDENCYPART_TRISIBL
(20,16),(20,13),(20,1),-0.109762 # DEPENDENCYPART_TRISIBL
(20,16),(20,13),(20,-1),-0.0338674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,12),(20,11),-0.100538 # DEPENDENCYPART_TRISIBL
(20,16),(20,12),(20,10),-0.0929716 # DEPENDENCYPART_TRISIBL
(20,16),(20,12),(20,9),-0.0932242 # DEPENDENCYPART_TRISIBL
(20,16),(20,12),(20,8),-0.107104 # DEPENDENCYPART_TRISIBL
(20,16),(20,12),(20,7),-0.100537 # DEPENDENCYPART_TRISIBL
(20,16),(20,12),(20,6),-0.0763019 # DEPENDENCYPART_TRISIBL
(20,16),(20,12),(20,5),-0.0914656 # DEPENDENCYPART_TRISIBL
(20,16),(20,12),(20,4),-0.106249 # DEPENDENCYPART_TRISIBL
(20,16),(20,12),(20,3),-0.0763019 # DEPENDENCYPART_TRISIBL
(20,16),(20,12),(20,2),-0.0914572 # DEPENDENCYPART_TRISIBL
(20,16),(20,12),(20,1),-0.0914612 # DEPENDENCYPART_TRISIBL
(20,16),(20,12),(20,-1),0.0968284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,11),(20,10),-0.0957126 # DEPENDENCYPART_TRISIBL
(20,16),(20,11),(20,9),-0.0961006 # DEPENDENCYPART_TRISIBL
(20,16),(20,11),(20,8),-0.114922 # DEPENDENCYPART_TRISIBL
(20,16),(20,11),(20,7),-0.105427 # DEPENDENCYPART_TRISIBL
(20,16),(20,11),(20,6),-0.0821404 # DEPENDENCYPART_TRISIBL
(20,16),(20,11),(20,5),-0.0943352 # DEPENDENCYPART_TRISIBL
(20,16),(20,11),(20,4),-0.111741 # DEPENDENCYPART_TRISIBL
(20,16),(20,11),(20,3),-0.0821404 # DEPENDENCYPART_TRISIBL
(20,16),(20,11),(20,2),-0.0943268 # DEPENDENCYPART_TRISIBL
(20,16),(20,11),(20,1),-0.0943308 # DEPENDENCYPART_TRISIBL
(20,16),(20,11),(20,-1),-0.157017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,10),(20,9),-0.102431 # DEPENDENCYPART_TRISIBL
(20,16),(20,10),(20,8),-0.118225 # DEPENDENCYPART_TRISIBL
(20,16),(20,10),(20,7),-0.0982986 # DEPENDENCYPART_TRISIBL
(20,16),(20,10),(20,6),-0.109326 # DEPENDENCYPART_TRISIBL
(20,16),(20,10),(20,5),-0.0989871 # DEPENDENCYPART_TRISIBL
(20,16),(20,10),(20,4),-0.119892 # DEPENDENCYPART_TRISIBL
(20,16),(20,10),(20,3),-0.109326 # DEPENDENCYPART_TRISIBL
(20,16),(20,10),(20,2),-0.0989783 # DEPENDENCYPART_TRISIBL
(20,16),(20,10),(20,1),-0.0989861 # DEPENDENCYPART_TRISIBL
(20,16),(20,10),(20,-1),-0.102059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,9),(20,8),-0.118225 # DEPENDENCYPART_TRISIBL
(20,16),(20,9),(20,7),-0.0982986 # DEPENDENCYPART_TRISIBL
(20,16),(20,9),(20,6),-0.109326 # DEPENDENCYPART_TRISIBL
(20,16),(20,9),(20,5),-0.0988982 # DEPENDENCYPART_TRISIBL
(20,16),(20,9),(20,4),-0.119892 # DEPENDENCYPART_TRISIBL
(20,16),(20,9),(20,3),-0.109326 # DEPENDENCYPART_TRISIBL
(20,16),(20,9),(20,2),-0.0988894 # DEPENDENCYPART_TRISIBL
(20,16),(20,9),(20,1),-0.0988972 # DEPENDENCYPART_TRISIBL
(20,16),(20,9),(20,-1),-0.10329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,8),(20,7),-0.101125 # DEPENDENCYPART_TRISIBL
(20,16),(20,8),(20,6),-0.0688892 # DEPENDENCYPART_TRISIBL
(20,16),(20,8),(20,5),-0.11262 # DEPENDENCYPART_TRISIBL
(20,16),(20,8),(20,4),-0.107917 # DEPENDENCYPART_TRISIBL
(20,16),(20,8),(20,3),-0.0688892 # DEPENDENCYPART_TRISIBL
(20,16),(20,8),(20,2),-0.112612 # DEPENDENCYPART_TRISIBL
(20,16),(20,8),(20,1),-0.112616 # DEPENDENCYPART_TRISIBL
(20,16),(20,8),(20,-1),-0.0455688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,7),(20,6),-0.0821404 # DEPENDENCYPART_TRISIBL
(20,16),(20,7),(20,5),-0.0943212 # DEPENDENCYPART_TRISIBL
(20,16),(20,7),(20,4),-0.111741 # DEPENDENCYPART_TRISIBL
(20,16),(20,7),(20,3),-0.0821404 # DEPENDENCYPART_TRISIBL
(20,16),(20,7),(20,2),-0.0943128 # DEPENDENCYPART_TRISIBL
(20,16),(20,7),(20,1),-0.0943168 # DEPENDENCYPART_TRISIBL
(20,16),(20,7),(20,-1),-0.157017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,16),(20,6),(20,5),-0.0512839 # DEPENDENCYPART_TRISIBL
(20,16),(20,6),(20,4),-0.0764219 # DEPENDENCYPART_TRISIBL
(20,16),(20,6),(20,3),-0.0813359 # DEPENDENCYPART_TRISIBL
