# _root_ For example , Halliburton jumped 3 1\/4 to 38 , Schlumberger rose 2 1\/2 to 43 1\/4 and Baker Hughes rose 1 1\/8 to 22 .
#goldHeads=0,1,1,5,1,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,1,
#predictedHeads=5,1,5,5,0,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,5,
(14,13),(13,18),-0.75096 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.867698 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.746656 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.24563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0690027 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.243402 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.308458 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.396722 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.364591 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.57493 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.4404 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.683891 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.684247 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.712816 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.22761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.206806 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0139347 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.00323045 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.275668 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.307887 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.6857 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.739299 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-1.11221 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.974225 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.712817 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.17297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.179832 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.131348 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.00148588 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.301524 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.274851 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.308795 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.473544 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.490501 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.399147 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.373786 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.491625 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.119576 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.341109 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.602399 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.334 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.704494 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-0.857785 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-0.842892 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-0.73747 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.737418 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-1.0504 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.726572 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.964792 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.83722 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.698342 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.607438 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.703386 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-1.11769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.0871765 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.104236 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.395497 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.357327 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.338961 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.312485 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.419771 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.64663 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.528724 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.666862 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.732752 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.408312 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.304155 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.45243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.192403 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.481667 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.729803 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.699123 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.890567 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.431062 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.553177 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.512337 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.202827 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.41588 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.480182 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.31539 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.416164 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.4524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.192369 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.481633 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.729767 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.699102 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.99465 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.945054 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.92287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0436699 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.403984 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.303504 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.266061 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.10389 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.864937 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-1.05816 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.969655 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.994653 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.945057 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.894531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.607145 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.411294 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.388688 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.307846 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.272156 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.840143 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0487772 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.429574 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.350046 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.420794 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.81922 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.787393 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),0.238016 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.781153 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.126568 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.630506 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.996838 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.950623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.449328 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.181278 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0699153 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.252341 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.654927 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.697483 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.69913 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-1.11923 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-1.01308 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-1.04846 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-0.952524 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.859207 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-1.01643 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-0.721748 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.945561 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.945111 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.940786 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.731236 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.97056 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.92071 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-1.12062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.244531 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.0220431 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.383507 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.500327 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.430794 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.813651 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.787085 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.766641 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.808605 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-1.01816 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.212416 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.776135 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.823013 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.754692 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-0.994652 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.945056 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.913495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),0.589945 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.307433 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.187145 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.46019 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.833743 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.763318 # DEPENDENCYPART_GRANDPAR
(15,25),(25,16),0.545663 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.514099 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.622002 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.796249 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.545345 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.82885 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.544639 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.5237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.485847 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.650792 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-1.06919 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.567445 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.55842 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.658131 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.642936 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.473507 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.547055 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.551896 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.463206 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.473033 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.541848 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.5237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.485848 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.650792 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-1.0692 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.66362 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.465704 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.55747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.541774 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.673443 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.855142 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.949873 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-1.08963 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-1.07436 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-1.30825 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.29408 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-1.08711 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-1.13049 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-1.54702 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.4185 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.35429 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.14687 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.90976 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.1146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.102299 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.266669 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.361385 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.506898 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.43899 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.142123 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.349049 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.445078 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.67962 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.0786724 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.288064 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.558574 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.268688 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-1.17669 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.912253 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.1176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.0777216 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.192999 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.643482 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.291349 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.576438 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.56468 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-1.1059 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-1.2365 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-1.21096 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-1.12027 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-1.12861 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-1.4984 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-1.12917 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-1.40907 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.1638 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-1.12037 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-1.03628 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-1.34485 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-1.13718 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.916109 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-1.08677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.0464101 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.256437 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.307856 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.402769 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.390895 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.605647 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.496663 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.613611 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.807288 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.339517 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.661572 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.4174 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.358701 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.526421 # DEPENDENCYPART_GRANDPAR
(17,1),(1,12),-0.26507 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.406275 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.468537 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.551807 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.413794 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.930008 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.859503 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.418878 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.787628 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.677784 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.33132 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.353113 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.654296 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.245448 # DEPENDENCYPART_GRANDPAR
(17,5),(5,18),-0.338297 # DEPENDENCYPART_GRANDPAR
(17,5),(5,20),-0.648539 # DEPENDENCYPART_GRANDPAR
(17,5),(5,21),-0.826082 # DEPENDENCYPART_GRANDPAR
(17,5),(5,23),-0.806728 # DEPENDENCYPART_GRANDPAR
(17,5),(5,24),-0.782109 # DEPENDENCYPART_GRANDPAR
(17,5),(5,26),-0.742306 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.303657 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.334807 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.963702 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.564646 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.881839 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.567862 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.427868 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.378949 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.362767 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.303551 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.49201 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.448976 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.318186 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.567829 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.425438 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.378896 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.363549 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.774968 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.399267 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.501531 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.19107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.376869 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.828306 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.351499 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.325935 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.491407 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.447236 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.290774 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.36527 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.281981 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.238005 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.311903 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.396476 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.467061 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.19107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.376869 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.828321 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.513893 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.431681 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.524301 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.39952 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.504478 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.677031 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.848745 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.559956 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.849929 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.844516 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.323196 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.221462 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.146979 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.19107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.376869 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.651344 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.828306 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.847711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),2.26669e-06 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.173848 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.440872 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.426786 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.160249 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.297527 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),0.171956 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.102612 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.21899 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.906135 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.76683 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.853282 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.783314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),0.156515 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.402786 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.21572 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.126514 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.122426 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-0.888504 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-1.00333 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-0.994372 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-0.865328 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.895312 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-1.29414 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-0.944117 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-1.21889 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.951098 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.849812 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.810263 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-1.17518 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-1.08293 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.770686 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.836697 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.753488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.0159955 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.0388992 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.133836 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.114849 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.157196 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.235018 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.172677 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.560386 # DEPENDENCYPART_GRANDPAR
