# _root_ But in another dramatic burst , the Dow tacked on 42 points in five minutes , and at 10:25 the index showed a gain of 5.74 .
#goldHeads=9,9,5,5,2,9,8,9,0,9,12,10,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
#predictedHeads=9,9,5,5,2,9,8,9,0,9,12,9,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
(12,22),(22,12),-0.777112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),-0.0980081 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.0904488 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.170772 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.152411 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.109526 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.273613 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.31517 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.00105585 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.0369998 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.352995 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),0.0427073 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.691443 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.482745 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-0.342371 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),-0.375606 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),0.0240833 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),0.100794 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),0.13693 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.589011 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.646746 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.161924 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.113939 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.419623 # DEPENDENCYPART_GRANDPAR
(12,25),(25,27),-0.254569 # DEPENDENCYPART_GRANDPAR
(12,27),(27,26),-0.570961 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.465377 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.603543 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.802407 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.251108 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.183619 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.5304 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.386554 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.190271 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.343301 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.60697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.0483752 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.541895 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.533585 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.230794 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.0693633 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.436072 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.360257 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0838824 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.101022 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.091552 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.64913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,2),-0.155102 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.36328 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.125708 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.653485 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.493741 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.374176 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.181503 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.203608 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.130452 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.78095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.296609 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.247065 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.789408 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.722363 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.861347 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-1.12123 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.32975 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.720119 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-1.47726 # DEPENDENCYPART_GRANDPAR
(13,12),(12,25),-1.52001 # DEPENDENCYPART_GRANDPAR
(13,12),(12,27),-1.55161 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.798155 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.990947 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.870437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),0.0645178 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.141228 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.861478 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.3272 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.41927 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.18392 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.731081 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.992647 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.17098 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.833159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.86571 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.125301 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.35321 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.423299 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.306412 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.484978 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.152277 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.629574 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.59495 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),-0.659732 # DEPENDENCYPART_GRANDPAR
(13,15),(15,27),-1.1283 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.411368 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.22266 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.315329 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.0903997 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.428595 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.698314 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.440624 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.843313 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.333692 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.781916 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.244281 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.281297 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.265368 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.432832 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.570548 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.597602 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.91135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,17),0.615137 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0100709 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.375196 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.502897 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.00426197 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.641266 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.628174 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.628769 # DEPENDENCYPART_GRANDPAR
(13,22),(22,1),-0.532478 # DEPENDENCYPART_GRANDPAR
(13,22),(22,2),-0.794038 # DEPENDENCYPART_GRANDPAR
(13,22),(22,5),-1.05638 # DEPENDENCYPART_GRANDPAR
(13,22),(22,6),-1.1577 # DEPENDENCYPART_GRANDPAR
(13,22),(22,7),-1.15608 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-1.03446 # DEPENDENCYPART_GRANDPAR
(13,22),(22,9),-0.681835 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.649523 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.815605 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-1.00528 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-1.14505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),0.338401 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),0.347806 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.300881 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.172479 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.211748 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.523813 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.786651 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.640018 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.728617 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.39463 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.620365 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-0.630933 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),-1.22855 # DEPENDENCYPART_GRANDPAR
(13,27),(27,26),-0.832236 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.561091 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.594617 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.648346 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.531819 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.565083 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.496572 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.463952 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.634539 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.813973 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.747559 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.81351 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.738357 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.737291 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.663103 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.692823 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.592573 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.597143 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.548523 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.44491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.658468 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-1.04847 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.848294 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.790485 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.723035 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.943325 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.880523 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-1.05913 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-0.893384 # DEPENDENCYPART_GRANDPAR
(14,12),(12,27),-1.07464 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.780827 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.603202 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.441062 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.291383 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.43229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.753894 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.987017 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.904485 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.847184 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.717135 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.940139 # DEPENDENCYPART_GRANDPAR
(14,13),(13,27),-1.10015 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),-0.147137 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),-0.2098 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.672948 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.394724 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.35237 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.313407 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.46676 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.423781 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.541979 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),0.166599 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.49937 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.222398 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.665512 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.410805 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.725445 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.43182 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.360426 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.161113 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.48507 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.244262 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.206092 # DEPENDENCYPART_GRANDPAR
(15,2),(2,16),-0.642121 # DEPENDENCYPART_GRANDPAR
(15,2),(2,17),-0.66406 # DEPENDENCYPART_GRANDPAR
(15,2),(2,27),-0.974313 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.279645 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.522991 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.582234 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.197686 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.598471 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.365198 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.278598 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.124058 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.34831 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.535678 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.312612 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.759994 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.371886 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.490214 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.524306 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.265878 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.178409 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.345799 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.247041 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.622612 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.605934 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.400767 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.286854 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.291003 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.152756 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.22069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.609856 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.584117 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.334524 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.354193 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.595546 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.29808 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.180458 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.065174 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.234847 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.235539 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.692247 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.234014 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.712259 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.417764 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.530997 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.420028 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.226785 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0708434 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.108965 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.114578 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.546431 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.30819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.757073 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.67153 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.881047 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.790638 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.598824 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.827683 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.67734 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-1.331 # DEPENDENCYPART_GRANDPAR
(15,12),(12,27),-0.996324 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.49937 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.203452 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.181316 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.109876 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.226151 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.34401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.642121 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.66406 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.881392 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.726768 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.838623 # DEPENDENCYPART_GRANDPAR
(15,13),(13,27),-0.974313 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.00993565 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.108556 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.232401 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.626918 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.611178 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.859016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,15),-0.987753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.300965 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.410138 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.200557 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.299388 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.523674 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),0.24731 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.914397 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.351066 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.115314 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.137761 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.456621 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),0.0416838 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.560458 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.265822 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.715203 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.324511 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.409423 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.344238 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.0173263 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.22468 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.0846412 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.470405 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.0443911 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.243277 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.183012 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.168824 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.278697 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.0175399 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.443714 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.318808 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-0.808425 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-1.39954 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.865172 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-1.14545 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.996306 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.8889 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.762345 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.575098 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.773452 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.684275 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.736735 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.0723492 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.849489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),-0.195775 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.0653114 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.283621 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.179878 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.261961 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.0255557 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.357088 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.0333181 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.601886 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.276227 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.688304 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.209394 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.196776 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),0.0734393 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),0.209303 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.45914 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.383188 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.468343 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.160558 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.138668 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.526151 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.705284 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.513331 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.436303 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),0.510262 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.262571 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.3573 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.344245 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.145491 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.019413 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.141514 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0145223 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0398024 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.8906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.541031 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.745419 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.793623 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.976122 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.748836 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-1.02822 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.02751 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-1.04613 # DEPENDENCYPART_GRANDPAR
(16,15),(15,27),-0.938916 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.322343 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.186803 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.140338 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),0.0238569 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.145283 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.374176 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.186959 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.166937 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.322528 # DEPENDENCYPART_GRANDPAR
