# _root_ In a statement , Chairman Frank Shrontz asserted that the company `` faces significant challenges and risks , '' on both its commercial and government contracts .
#goldHeads=8,3,1,8,7,7,8,0,13,11,13,13,8,16,16,13,16,13,13,13,26,26,24,26,24,20,8,
#predictedHeads=8,3,1,8,7,7,8,0,13,11,13,13,8,15,16,13,16,13,13,13,24,26,24,26,24,20,8,
(0,0),(0,13),(0,16),-0.281652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,13),(0,24),-0.281652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,13),(0,26),-0.0911851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,13),(0,28),0.854077 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,16),(0,24),-0.222731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,16),(0,26),-0.103989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,16),(0,28),0.548897 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,24),(0,26),-0.103989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,24),(0,28),0.548897 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,26),(0,28),0.374521 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,1),(0,3),(0,7),-0.052828 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,8),-0.0517275 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,13),-0.0543226 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,16),-0.0820257 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,24),-0.0820257 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,26),-0.0529432 # DEPENDENCYPART_TRISIBL
(0,1),(0,3),(0,28),-0.0710626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,7),(0,8),-0.0517275 # DEPENDENCYPART_TRISIBL
(0,1),(0,7),(0,13),-0.0543226 # DEPENDENCYPART_TRISIBL
(0,1),(0,7),(0,16),-0.0820257 # DEPENDENCYPART_TRISIBL
(0,1),(0,7),(0,24),-0.0820257 # DEPENDENCYPART_TRISIBL
(0,1),(0,7),(0,26),-0.0529162 # DEPENDENCYPART_TRISIBL
(0,1),(0,7),(0,28),-0.0710648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,8),(0,13),-0.0737025 # DEPENDENCYPART_TRISIBL
(0,1),(0,8),(0,16),-0.088032 # DEPENDENCYPART_TRISIBL
(0,1),(0,8),(0,24),-0.088032 # DEPENDENCYPART_TRISIBL
(0,1),(0,8),(0,26),-0.0146594 # DEPENDENCYPART_TRISIBL
(0,1),(0,8),(0,28),-0.119881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,13),(0,16),-0.088032 # DEPENDENCYPART_TRISIBL
(0,1),(0,13),(0,24),-0.088032 # DEPENDENCYPART_TRISIBL
(0,1),(0,13),(0,26),-0.0146594 # DEPENDENCYPART_TRISIBL
(0,1),(0,13),(0,28),-0.116893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,16),(0,24),-0.0971783 # DEPENDENCYPART_TRISIBL
(0,1),(0,16),(0,26),-0.0426242 # DEPENDENCYPART_TRISIBL
(0,1),(0,16),(0,28),-0.123703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,24),(0,26),-0.0426242 # DEPENDENCYPART_TRISIBL
(0,1),(0,24),(0,28),-0.123703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,26),(0,28),-0.0712519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,7),(0,8),-0.0791518 # DEPENDENCYPART_TRISIBL
(0,3),(0,7),(0,13),-0.0808999 # DEPENDENCYPART_TRISIBL
(0,3),(0,7),(0,16),-0.147869 # DEPENDENCYPART_TRISIBL
(0,3),(0,7),(0,24),-0.147869 # DEPENDENCYPART_TRISIBL
(0,3),(0,7),(0,26),-0.109438 # DEPENDENCYPART_TRISIBL
(0,3),(0,7),(0,28),-0.115183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,8),(0,13),-0.0917627 # DEPENDENCYPART_TRISIBL
(0,3),(0,8),(0,16),-0.133049 # DEPENDENCYPART_TRISIBL
(0,3),(0,8),(0,24),-0.133049 # DEPENDENCYPART_TRISIBL
(0,3),(0,8),(0,26),-0.0957806 # DEPENDENCYPART_TRISIBL
(0,3),(0,8),(0,28),-0.113203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,13),(0,16),-0.13305 # DEPENDENCYPART_TRISIBL
(0,3),(0,13),(0,24),-0.13305 # DEPENDENCYPART_TRISIBL
(0,3),(0,13),(0,26),-0.0957806 # DEPENDENCYPART_TRISIBL
(0,3),(0,13),(0,28),-0.110543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,16),(0,24),-0.133537 # DEPENDENCYPART_TRISIBL
(0,3),(0,16),(0,26),-0.108769 # DEPENDENCYPART_TRISIBL
(0,3),(0,16),(0,28),-0.159935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,24),(0,26),-0.108769 # DEPENDENCYPART_TRISIBL
(0,3),(0,24),(0,28),-0.159935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,26),(0,28),-0.110209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,8),(0,13),-0.0945256 # DEPENDENCYPART_TRISIBL
(0,7),(0,8),(0,16),-0.132855 # DEPENDENCYPART_TRISIBL
(0,7),(0,8),(0,24),-0.132855 # DEPENDENCYPART_TRISIBL
(0,7),(0,8),(0,26),-0.0954556 # DEPENDENCYPART_TRISIBL
(0,7),(0,8),(0,28),-0.107876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,13),(0,16),-0.132856 # DEPENDENCYPART_TRISIBL
(0,7),(0,13),(0,24),-0.132856 # DEPENDENCYPART_TRISIBL
(0,7),(0,13),(0,26),-0.0954556 # DEPENDENCYPART_TRISIBL
(0,7),(0,13),(0,28),-0.105215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,16),(0,24),-0.133343 # DEPENDENCYPART_TRISIBL
(0,7),(0,16),(0,26),-0.108444 # DEPENDENCYPART_TRISIBL
(0,7),(0,16),(0,28),-0.158049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,24),(0,26),-0.108444 # DEPENDENCYPART_TRISIBL
(0,7),(0,24),(0,28),-0.158049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,26),(0,28),-0.107917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,8),(0,13),(0,16),-0.169369 # DEPENDENCYPART_TRISIBL
(0,8),(0,13),(0,24),-0.169369 # DEPENDENCYPART_TRISIBL
(0,8),(0,13),(0,26),-0.0630616 # DEPENDENCYPART_TRISIBL
(0,8),(0,13),(0,28),-0.296697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,8),(0,16),(0,24),-0.137581 # DEPENDENCYPART_TRISIBL
(0,8),(0,16),(0,26),-0.0629158 # DEPENDENCYPART_TRISIBL
(0,8),(0,16),(0,28),-0.292966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,8),(0,24),(0,26),-0.0629158 # DEPENDENCYPART_TRISIBL
(0,8),(0,24),(0,28),-0.292966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,8),(0,26),(0,28),-0.178476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,13),(0,16),(0,24),-0.137585 # DEPENDENCYPART_TRISIBL
(0,13),(0,16),(0,26),-0.0629158 # DEPENDENCYPART_TRISIBL
(0,13),(0,16),(0,28),-0.291711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,13),(0,24),(0,26),-0.0629158 # DEPENDENCYPART_TRISIBL
(0,13),(0,24),(0,28),-0.291711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,13),(0,26),(0,28),-0.177225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,16),(0,24),(0,26),-0.0788528 # DEPENDENCYPART_TRISIBL
(0,16),(0,24),(0,28),-0.215934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,16),(0,26),(0,28),-0.16378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,24),(0,26),(0,28),-0.16378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,3),0.0205421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,4),-0.0346281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,5),0.0212888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,6),0.0215188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,7),0.021911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,8),-0.108935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,28),-0.0192991 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,4),0.103351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,5),-0.0631892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,6),-0.0594865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,7),-0.0590713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,8),-0.0760744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,28),0.348109 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,5),-0.129733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,6),-0.136656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,7),-0.135893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,8),-0.13238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,28),-0.270497 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,5),(1,6),-0.0595099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,7),-0.0590948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,8),-0.070606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,28),0.369073 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,6),(1,7),-0.0585174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,8),-0.070712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,28),0.34683 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,7),(1,8),-0.0704264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,28),0.346743 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,8),(1,28),0.10384 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,3),(1,4),-0.078346 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,5),-0.07817 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,6),-0.07817 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,7),-0.07817 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,8),-0.0863685 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,28),0.0211142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,4),(1,5),-0.074675 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,6),-0.074675 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,7),-0.074675 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,8),-0.0911068 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,28),-0.0229776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,5),(1,6),-0.07817 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,7),-0.07817 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,8),-0.0863685 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,28),0.0211148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,6),(1,7),-0.07817 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,8),-0.0863685 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,28),0.0211148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,7),(1,8),-0.0863685 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,28),0.0211148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,8),(1,28),-0.0374939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,5),-0.181448 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,6),-0.197587 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,7),-0.196911 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,8),-0.0375459 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,28),0.0624341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,5),(1,6),-0.158074 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,7),-0.156874 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,8),-0.0667759 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,28),-0.0132924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,6),(1,7),-0.159544 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,8),-0.0667565 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,28),-0.0123139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,7),(1,8),-0.0667559 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,28),-0.01174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,8),(1,28),-0.0216967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,5),(1,6),-0.0878471 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,7),-0.0878469 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,8),-0.0433178 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,28),-0.120798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,6),(1,7),-0.0878433 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,8),-0.0431143 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,28),-0.121579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,7),(1,8),-0.0431143 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,28),-0.121342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,8),(1,28),-0.0869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,6),(1,7),-0.156506 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,8),-0.0677576 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,28),-0.00407585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,7),(1,8),-0.067757 # DEPENDENCYPART_TRISIBL
(1,5),(1,7),(1,28),-0.00350194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,8),(1,28),-0.00854333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,7),(1,8),-0.0681122 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,28),-0.0129783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,8),(1,28),-0.0198667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,8),(1,28),-0.018367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,4),-0.0546979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,28),-0.190254 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,28),-0.390369 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,28),-0.0782932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.445325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.0637182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.0762414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.0751983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.164402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.285901 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,11),0.00731919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,12),-0.100601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,13),-0.151557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,14),-0.168431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,16),-0.0507347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,18),-0.271206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,19),-0.0435119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,20),-0.257839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,21),-0.10883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,24),-0.0507347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,27),-0.227852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,28),-0.725813 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.0972457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.0965507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),-0.0923619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),-0.126649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,11),-0.0430608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,12),-0.116322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,13),-0.0860105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,14),-0.103862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,16),-0.124544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,18),-0.123063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,19),-0.151167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,20),-0.0529346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,21),-0.0859324 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,24),-0.124544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,27),-0.104568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,28),-0.0931559 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.0954084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),-0.0924575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),-0.12087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,11),-0.0419186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,12),-0.116319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,13),-0.0861061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,14),-0.103859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,16),-0.124136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,18),-0.117299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,19),-0.151167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,20),-0.0471555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,21),-0.0859324 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,24),-0.124136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,27),-0.114796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,28),-0.0996241 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.092172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,9),-0.120868 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,11),-0.0418135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,12),-0.116319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,13),-0.0858206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,14),-0.103859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,16),-0.124136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,18),-0.118844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,19),-0.151167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,20),-0.0471539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,21),-0.0859324 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,24),-0.124136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,27),-0.113421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,28),-0.100502 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,9),-0.181408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,11),-0.0959411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,12),-0.136081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,13),-0.0538347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,14),-0.0991427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,16),-0.111675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,18),-0.0449069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,19),-0.10529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,20),-0.140859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,21),-0.125614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,24),-0.111675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,27),-0.0909354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,28),-0.0940039 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,11),-0.11123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,12),-0.148904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,13),-0.123325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,14),-0.123577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,16),-0.147467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,18),-0.080825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,19),-0.192005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,20),-0.0735511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,21),-0.161526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,24),-0.147467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,27),-0.158396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,28),-0.158258 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,11),(3,12),-0.11632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,13),-0.0887263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,14),-0.101201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,16),-0.12514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,18),-0.121262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,19),-0.149556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,20),-0.0463699 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,21),-0.0859324 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,24),-0.12514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,27),-0.125256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,28),-0.0955449 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,12),(3,13),-0.150513 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,14),-0.121272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,16),-0.0330153 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,18),-0.136898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,19),-0.173335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,20),-0.112621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,21),-0.113697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,24),-0.0330153 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,27),-0.156524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,28),-0.372731 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,13),(3,14),-0.0991427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,13),(3,16),-0.111675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
