# _root_ It 's that last set of numbers , as much as anything else , that gives the Giants hope in the Series games to come .
#goldHeads=5,5,5,5,0,5,6,9,5,9,9,11,12,9,16,5,18,16,16,19,23,23,20,23,24,5,
#predictedHeads=2,3,5,5,24,5,6,10,10,5,10,11,12,16,16,0,19,19,16,19,23,23,20,19,24,16,
(19,11),(19,12),-0.0369657 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0457051 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.490473 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0870782 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.169801 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0421503 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0244284 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0808261 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0321957 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.132189 # DEPENDENCYPART_SIBL
(19,11),(19,26),0.0677161 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0175236 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.191714 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.141968 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.487387 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0216211 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0954435 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.029884 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0329887 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.219288 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.0475936 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0793462 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.024343 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0682092 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0242089 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.08083 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0625068 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0415742 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.194722 # DEPENDENCYPART_SIBL
(19,13),(19,26),0.0274534 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.179684 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0320704 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0790054 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0523089 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0686093 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0771429 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0945577 # DEPENDENCYPART_SIBL
(19,14),(19,26),0.0723342 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.560665 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0529376 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.134305 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0261218 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.00882343 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.229948 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.282547 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.128916 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0655706 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0623946 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.113634 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.201155 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.123137 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.115578 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0208757 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0617341 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.165388 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.00873088 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0479619 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0816399 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0461012 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.0221948 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0753961 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0251867 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.07175 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.00026753 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.078997 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0216795 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.109965 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0364138 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.135649 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0691226 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0520836 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0247997 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.473421 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.470096 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.298314 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.3224 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.129917 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.848696 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.462812 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.421064 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0625644 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.314389 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.311823 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.0345849 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.228279 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.112051 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.217474 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.245986 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.339599 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0498029 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0554154 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.120624 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0570517 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.10768 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0498029 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0554154 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.00573499 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.530887 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.134738 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.230275 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.103379 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.530887 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0693224 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0566989 # DEPENDENCYPART_SIBL
(23,15),(23,25),0.0433683 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.286366 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.136846 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.160619 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0197669 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.608604 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.221223 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.19917 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0918864 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.137307 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0367251 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.00545558 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.372561 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.117718 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.176411 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.058172 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.00626235 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0221502 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.491828 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0462614 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.114018 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0336213 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0380139 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.175702 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0431477 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0184254 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.064422 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.0237598 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.221223 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.19917 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0918864 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.137307 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.156484 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0283524 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.00910054 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.019863 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.154951 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.0862346 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.255086 # DEPENDENCYPART_SIBL
(24,5),(24,20),0.213526 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.223527 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.132543 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.1542 # DEPENDENCYPART_SIBL
(24,5),(24,25),0.0673811 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.222229 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.225624 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.130374 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.15025 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0499549 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0848251 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0141433 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.072967 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.188384 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.115284 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0744533 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.189944 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0418458 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.00764563 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0327062 # DEPENDENCYPART_SIBL
(25,1),(25,3),-0.0561329 # DEPENDENCYPART_SIBL
(25,1),(25,5),-0.00842982 # DEPENDENCYPART_SIBL
(25,1),(25,6),-0.00142223 # DEPENDENCYPART_SIBL
(25,1),(25,7),-0.0604166 # DEPENDENCYPART_SIBL
(25,1),(25,10),0.0969901 # DEPENDENCYPART_SIBL
(25,1),(25,11),-0.0158933 # DEPENDENCYPART_SIBL
(25,1),(25,15),-0.0570545 # DEPENDENCYPART_SIBL
(25,1),(25,19),-0.00853925 # DEPENDENCYPART_SIBL
(25,1),(25,20),-0.0338668 # DEPENDENCYPART_SIBL
(25,1),(25,21),-0.0116301 # DEPENDENCYPART_SIBL
(25,1),(25,22),-0.0212437 # DEPENDENCYPART_SIBL
(25,1),(25,23),-0.060247 # DEPENDENCYPART_SIBL
(25,1),(25,26),0.186742 # DEPENDENCYPART_SIBL
(25,3),(25,5),-0.123159 # DEPENDENCYPART_SIBL
(25,3),(25,6),-0.0250941 # DEPENDENCYPART_SIBL
(25,3),(25,7),-0.134456 # DEPENDENCYPART_SIBL
(25,3),(25,10),-0.0865768 # DEPENDENCYPART_SIBL
(25,3),(25,11),-0.0225103 # DEPENDENCYPART_SIBL
(25,3),(25,15),-0.159644 # DEPENDENCYPART_SIBL
(25,3),(25,19),-0.108544 # DEPENDENCYPART_SIBL
(25,3),(25,20),0.0110108 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.409825 # DEPENDENCYPART_SIBL
(25,3),(25,22),-0.0984357 # DEPENDENCYPART_SIBL
(25,3),(25,23),-0.121902 # DEPENDENCYPART_SIBL
(25,3),(25,26),-0.143495 # DEPENDENCYPART_SIBL
(25,5),(25,6),0.0547061 # DEPENDENCYPART_SIBL
(25,5),(25,7),-0.142431 # DEPENDENCYPART_SIBL
(25,5),(25,10),-0.00167362 # DEPENDENCYPART_SIBL
(25,5),(25,11),0.0311814 # DEPENDENCYPART_SIBL
(25,5),(25,15),-0.151755 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.145215 # DEPENDENCYPART_SIBL
(25,5),(25,20),0.026663 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.178887 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.0628488 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.137928 # DEPENDENCYPART_SIBL
(25,5),(25,26),0.0124935 # DEPENDENCYPART_SIBL
(25,6),(25,7),-0.0637713 # DEPENDENCYPART_SIBL
(25,6),(25,10),0.0491106 # DEPENDENCYPART_SIBL
(25,6),(25,11),-0.158321 # DEPENDENCYPART_SIBL
(25,6),(25,15),0.0136972 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.0561274 # DEPENDENCYPART_SIBL
(25,6),(25,20),-0.159395 # DEPENDENCYPART_SIBL
(25,6),(25,21),0.00397892 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.0201489 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.0573776 # DEPENDENCYPART_SIBL
(25,6),(25,26),0.070964 # DEPENDENCYPART_SIBL
(25,7),(25,10),-0.043335 # DEPENDENCYPART_SIBL
(25,7),(25,11),-0.00564427 # DEPENDENCYPART_SIBL
(25,7),(25,15),-0.186219 # DEPENDENCYPART_SIBL
(25,7),(25,19),-0.131246 # DEPENDENCYPART_SIBL
(25,7),(25,20),-0.00979325 # DEPENDENCYPART_SIBL
(25,7),(25,21),-0.0367332 # DEPENDENCYPART_SIBL
(25,7),(25,22),-0.163346 # DEPENDENCYPART_SIBL
(25,7),(25,23),-0.400216 # DEPENDENCYPART_SIBL
(25,7),(25,26),0.111185 # DEPENDENCYPART_SIBL
(25,10),(25,11),0.145157 # DEPENDENCYPART_SIBL
(25,10),(25,15),-0.105532 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.058468 # DEPENDENCYPART_SIBL
(25,10),(25,20),0.000173306 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.259435 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.0470681 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.0468903 # DEPENDENCYPART_SIBL
(25,10),(25,26),0.135066 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.00719353 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.0196998 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.157554 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.0592146 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.0447408 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.0201152 # DEPENDENCYPART_SIBL
(25,11),(25,26),0.126484 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.107327 # DEPENDENCYPART_SIBL
(25,15),(25,20),0.134303 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.233134 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.101544 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.158753 # DEPENDENCYPART_SIBL
(25,15),(25,26),-0.418369 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.0352418 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.181108 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0608032 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.134112 # DEPENDENCYPART_SIBL
(25,19),(25,26),0.0324649 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.0228677 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0170216 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0122275 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.178451 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0770825 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.0785013 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.129331 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.0417796 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0447484 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.113034 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.186591 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.206798 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0242966 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.23887 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.129531 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),1.25764 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0939489 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.531406 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.157588 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.35687 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),1.14139 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.660695 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.482148 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.675406 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.168921 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.632307 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.298632 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.325076 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.129257 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.353097 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.422409 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.509548 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.658924 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.183015 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.141663 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.457574 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),-0.189301 # DEPENDENCYPART_GRANDPAR
(0,5),(5,26),2.48471 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.29121 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.46197 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.655892 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.569941 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.00533228 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.194767 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.0673465 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.398215 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.523625 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.203458 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.43782 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.228033 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.160605 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.43951 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.700547 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.603829 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.366241 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.0287122 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.425195 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.672915 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),-0.0457743 # DEPENDENCYPART_GRANDPAR
(0,9),(9,26),2.13395 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.279953 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.387582 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.0202096 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.798705 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.470879 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.615149 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.141979 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.150502 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.208739 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.477569 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),-0.334324 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.118476 # DEPENDENCYPART_GRANDPAR
(0,12),(12,26),2.52083 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),1.32435 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.301059 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.413136 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.0491751 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.363547 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.195491 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.386147 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.136344 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.768418 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.494614 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.688226 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.164801 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.410433 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.689365 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.763493 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.0644933 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.100684 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.628247 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.115505 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),0.207629 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-0.256275 # DEPENDENCYPART_GRANDPAR
(0,16),(16,26),2.74444 # DEPENDENCYPART_GRANDPAR
(0,25),(25,1),1.41239 # DEPENDENCYPART_GRANDPAR
(0,25),(25,3),-0.558826 # DEPENDENCYPART_GRANDPAR
(0,25),(25,5),-0.0923116 # DEPENDENCYPART_GRANDPAR
(0,25),(25,6),-0.28291 # DEPENDENCYPART_GRANDPAR
(0,25),(25,7),-0.513071 # DEPENDENCYPART_GRANDPAR
(0,25),(25,10),0.0409558 # DEPENDENCYPART_GRANDPAR
(0,25),(25,11),-0.612846 # DEPENDENCYPART_GRANDPAR
(0,25),(25,15),-0.609557 # DEPENDENCYPART_GRANDPAR
(0,25),(25,19),-0.34099 # DEPENDENCYPART_GRANDPAR
(0,25),(25,20),-0.707722 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),-1.69756 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.907294 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-0.203075 # DEPENDENCYPART_GRANDPAR
(0,25),(25,26),2.85094 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.0081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.325941 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.472148 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.335202 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.264914 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.92678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.429034 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.535307 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0646554 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.299693 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.08455 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.989673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.0545246 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.198468 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.304759 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.0387938 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.164248 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.442226 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.238049 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.695662 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.196185 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.368614 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.14987 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.599648 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.377632 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.43402 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.452749 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-0.456696 # DEPENDENCYPART_GRANDPAR
(1,5),(5,26),-0.268789 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.00898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.382995 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.449646 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.280241 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.555621 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.242712 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.627011 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.352665 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.441314 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.00328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.518158 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.821307 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.05266 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.904007 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.64813 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.64848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.549403 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.646911 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.234263 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.106912 # DEPENDENCYPART_GRANDPAR
