# _root_ It points to the pernicious impact of local government regulation , particularly zoning and building fees , which pushes the price of housing out of the reach of low- and middle-income people .
#goldHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
#predictedHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
(13,16),(16,19),-0.210839 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.172184 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.280871 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.372675 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.40269 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.39956 # DEPENDENCYPART_GRANDPAR
(13,16),(16,27),-0.494917 # DEPENDENCYPART_GRANDPAR
(13,16),(16,29),-0.384052 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0744198 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.182829 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.191741 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.902671 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.14892 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.925215 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.936893 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.561411 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.77194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.157937 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.235892 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0627705 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.128486 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.685011 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.317742 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.140654 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.357186 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.395357 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.280868 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.475875 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.456949 # DEPENDENCYPART_GRANDPAR
(13,19),(19,28),-0.598291 # DEPENDENCYPART_GRANDPAR
(13,19),(19,29),-0.320351 # DEPENDENCYPART_GRANDPAR
(13,19),(19,30),-0.409046 # DEPENDENCYPART_GRANDPAR
(13,19),(19,32),-0.551477 # DEPENDENCYPART_GRANDPAR
(13,19),(19,33),-1.43434 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.0641448 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.161201 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.280518 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.462649 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.364619 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.399207 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.542547 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),-0.521623 # DEPENDENCYPART_GRANDPAR
(13,21),(21,29),-0.466758 # DEPENDENCYPART_GRANDPAR
(13,21),(21,30),-0.252468 # DEPENDENCYPART_GRANDPAR
(13,21),(21,33),-1.34805 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),0.581518 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.298005 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.314764 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.376795 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.339953 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),-0.316759 # DEPENDENCYPART_GRANDPAR
(13,22),(22,32),-0.526072 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),0.0916345 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.167246 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.116812 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.245167 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.325688 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.36997 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),-0.489549 # DEPENDENCYPART_GRANDPAR
(13,23),(23,28),-0.492386 # DEPENDENCYPART_GRANDPAR
(13,23),(23,29),-0.430802 # DEPENDENCYPART_GRANDPAR
(13,23),(23,30),-0.214202 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),0.586926 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.244144 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.614742 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.512284 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.351178 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-0.49449 # DEPENDENCYPART_GRANDPAR
(13,24),(24,28),-0.473593 # DEPENDENCYPART_GRANDPAR
(13,24),(24,29),-0.333031 # DEPENDENCYPART_GRANDPAR
(13,24),(24,30),-0.447326 # DEPENDENCYPART_GRANDPAR
(13,24),(24,32),-0.707844 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.477935 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-0.458164 # DEPENDENCYPART_GRANDPAR
(13,25),(25,27),-0.316759 # DEPENDENCYPART_GRANDPAR
(13,25),(25,28),-0.462368 # DEPENDENCYPART_GRANDPAR
(13,25),(25,29),-0.15576 # DEPENDENCYPART_GRANDPAR
(13,25),(25,32),-0.526072 # DEPENDENCYPART_GRANDPAR
(13,27),(27,24),-0.282034 # DEPENDENCYPART_GRANDPAR
(13,27),(27,25),-0.383444 # DEPENDENCYPART_GRANDPAR
(13,27),(27,26),-0.458564 # DEPENDENCYPART_GRANDPAR
(13,27),(27,28),-0.485711 # DEPENDENCYPART_GRANDPAR
(13,27),(27,29),-0.439863 # DEPENDENCYPART_GRANDPAR
(13,27),(27,30),-0.196623 # DEPENDENCYPART_GRANDPAR
(13,27),(27,31),-0.455935 # DEPENDENCYPART_GRANDPAR
(13,27),(27,32),-0.673936 # DEPENDENCYPART_GRANDPAR
(13,28),(28,29),-0.15576 # DEPENDENCYPART_GRANDPAR
(13,28),(28,30),-0.515079 # DEPENDENCYPART_GRANDPAR
(13,28),(28,31),-0.172674 # DEPENDENCYPART_GRANDPAR
(13,28),(28,32),-0.526072 # DEPENDENCYPART_GRANDPAR
(13,33),(33,32),-0.832368 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.476098 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0175206 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.25855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),0.27177 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.720004 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.32657 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-1.28537 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.08356 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.613216 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.818535 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.20908 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.910234 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.783541 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.845324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),1.30771 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.382102 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-1.29858 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.322076 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.2047 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.990051 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.695438 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.866534 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-1.05716 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-0.640112 # DEPENDENCYPART_GRANDPAR
(14,16),(16,29),-0.588495 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.897174 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.19871 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.192552 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.742826 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.573743 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.635065 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-1.01135 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.785626 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.600071 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.991186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),1.15194 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.721727 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.304421 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.958281 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.457597 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.21111 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.653836 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.341542 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.308586 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.720947 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.231914 # DEPENDENCYPART_GRANDPAR
(14,19),(19,28),-0.84674 # DEPENDENCYPART_GRANDPAR
(14,19),(19,29),-0.306294 # DEPENDENCYPART_GRANDPAR
(14,19),(19,30),-0.516206 # DEPENDENCYPART_GRANDPAR
(14,19),(19,32),-0.493289 # DEPENDENCYPART_GRANDPAR
(14,19),(19,33),-2.13145 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-1.20752 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.425708 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.818775 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.736124 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.656774 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.885885 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.641353 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),-1.01168 # DEPENDENCYPART_GRANDPAR
(14,21),(21,29),-0.629303 # DEPENDENCYPART_GRANDPAR
(14,21),(21,30),-0.638695 # DEPENDENCYPART_GRANDPAR
(14,21),(21,33),-2.05117 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-1.19564 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.499138 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.0998356 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.718171 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.594889 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.829076 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.579099 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),-0.95487 # DEPENDENCYPART_GRANDPAR
(14,23),(23,29),-0.58645 # DEPENDENCYPART_GRANDPAR
(14,23),(23,30),-0.603031 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-1.75482 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-2.05677 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-1.85611 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-1.64351 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-1.59862 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-1.56705 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-1.71884 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.28987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.289715 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.820277 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.296419 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.801571 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.519761 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.613144 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.588487 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.496842 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.727364 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.949552 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.901221 # DEPENDENCYPART_GRANDPAR
(15,19),(19,29),-0.709209 # DEPENDENCYPART_GRANDPAR
(15,19),(19,30),-1.05231 # DEPENDENCYPART_GRANDPAR
(15,19),(19,32),-0.871434 # DEPENDENCYPART_GRANDPAR
(15,19),(19,33),-1.69394 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.481967 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.0424558 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.07814 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.473398 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.249186 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.36752 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.230022 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.0710293 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.0912416 # DEPENDENCYPART_GRANDPAR
(16,9),(9,17),-1.03483 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.687925 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.572 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.361275 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.503316 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.501833 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.251092 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.614055 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.131853 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.31089 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.0899948 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.0776243 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.183926 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.20042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-1.03482 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.687917 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.862688 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.943279 # DEPENDENCYPART_GRANDPAR
(16,10),(10,27),-1.19602 # DEPENDENCYPART_GRANDPAR
(16,10),(10,33),-1.35028 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.105453 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0289729 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.111024 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.13714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,19),-0.610005 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.569508 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.360838 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.250656 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.626718 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.419235 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.037238 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.502794 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.074927 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.184877 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.20042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-1.03482 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-1.07337 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.687917 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.862688 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.943278 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.97474 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.91948 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-1.2994 # DEPENDENCYPART_GRANDPAR
(16,13),(13,27),-1.19602 # DEPENDENCYPART_GRANDPAR
(16,13),(13,28),-1.1706 # DEPENDENCYPART_GRANDPAR
(16,13),(13,33),-1.35028 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.562823 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.365416 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.13402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.845764 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.00293 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.621334 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.72896 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.841244 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.688082 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.703997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.362408 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.284488 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.685587 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.982323 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.857855 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.613285 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.839793 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.569447 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.660595 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.649456 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.718035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.443172 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.114853 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.522657 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.26828 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.174509 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.376506 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.154304 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.530635 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.595288 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.401835 # DEPENDENCYPART_GRANDPAR
(16,19),(19,29),-0.374076 # DEPENDENCYPART_GRANDPAR
(16,19),(19,30),0.209959 # DEPENDENCYPART_GRANDPAR
(16,19),(19,32),-0.505386 # DEPENDENCYPART_GRANDPAR
(16,19),(19,33),-0.937397 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.488677 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.368229 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.029131 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.322221 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.140062 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.326995 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.557847 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.198195 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),-0.423968 # DEPENDENCYPART_GRANDPAR
(16,21),(21,30),0.487375 # DEPENDENCYPART_GRANDPAR
(16,21),(21,33),-0.782837 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.00397569 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.26273 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.241471 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.168808 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.339052 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.395769 # DEPENDENCYPART_GRANDPAR
(16,22),(22,32),-0.523671 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.443132 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.369166 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.120979 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.00491043 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.112547 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.314074 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.509492 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.185274 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),-0.394822 # DEPENDENCYPART_GRANDPAR
(16,23),(23,30),0.511659 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.0548548 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.196035 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.298468 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.296299 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.282134 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.594146 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.153334 # DEPENDENCYPART_GRANDPAR
(16,24),(24,29),-0.335974 # DEPENDENCYPART_GRANDPAR
(16,24),(24,30),0.188065 # DEPENDENCYPART_GRANDPAR
(16,24),(24,32),-0.670406 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.290413 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.535528 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.395769 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.210252 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),-0.236937 # DEPENDENCYPART_GRANDPAR
(16,25),(25,32),-0.523671 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),-0.18826 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),-0.388552 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.572624 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.180244 # DEPENDENCYPART_GRANDPAR
(16,27),(27,29),-0.405027 # DEPENDENCYPART_GRANDPAR
(16,27),(27,30),0.534148 # DEPENDENCYPART_GRANDPAR
(16,27),(27,31),-0.63177 # DEPENDENCYPART_GRANDPAR
(16,27),(27,32),-0.442882 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),-0.37009 # DEPENDENCYPART_GRANDPAR
(16,29),(29,30),0.2338 # DEPENDENCYPART_GRANDPAR
(16,29),(29,31),-0.447927 # DEPENDENCYPART_GRANDPAR
(16,29),(29,32),-0.429787 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.413566 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.329613 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.398451 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.378936 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.414767 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.265279 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.33459 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.21865 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.304298 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.211259 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.74667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.520647 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.865785 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.547084 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.989625 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.594201 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.611521 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-1.21518 # DEPENDENCYPART_GRANDPAR
(18,16),(16,29),-1.07524 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.42946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),-0.128934 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.0624169 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.475503 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.267219 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.126853 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.712388 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.21275 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.557321 # DEPENDENCYPART_GRANDPAR
(18,21),(21,30),-0.480205 # DEPENDENCYPART_GRANDPAR
(18,21),(21,33),-0.544705 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.683677 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.538885 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.86832 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.669188 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.333431 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.591333 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.763083 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.556954 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.444284 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),-0.849794 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),-0.587547 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),-0.370608 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),-0.75897 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),-0.518342 # DEPENDENCYPART_GRANDPAR
(19,2),(2,17),-0.547566 # DEPENDENCYPART_GRANDPAR
(19,2),(2,18),0.200169 # DEPENDENCYPART_GRANDPAR
