# _root_ Echoing a phrase from Mr. de Klerk , Mr. Sisulu said , `` Let all of us who love this country engage in the task of building a new South Africa .
#goldHeads=11,3,1,3,7,7,4,11,10,11,0,11,11,11,22,15,16,19,15,21,19,14,22,25,23,25,26,31,31,31,27,11,
#predictedHeads=11,3,1,3,7,7,4,11,10,11,0,11,11,11,14,15,16,19,17,21,22,19,22,25,23,25,26,31,31,31,27,11,
(26,27),(27,29),(27,32),-0.0198053 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,29),(27,33),-0.034326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,30),(27,31),-0.0319897 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,30),(27,32),-0.0238509 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,30),(27,33),-0.0502416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,31),(27,32),-0.0238509 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,31),(27,33),-0.0502389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,32),(27,33),-0.0267515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,27),(27,26),0.120544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,25),-0.153497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,23),-0.145943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,21),-0.153497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,-1),-0.133393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,26),(27,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,26),(27,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,26),(27,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,26),(27,-1),-0.157437 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,25),(27,23),-0.146882 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,25),(27,21),-0.144745 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,25),(27,-1),-0.145723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,23),(27,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,23),(27,-1),-0.150094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,21),(27,-1),-0.146908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,28),(28,29),-0.0337478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,33),-0.00822521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,29),(28,33),-0.0337474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,28),(28,-1),-0.131058 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,29),(29,29),(29,30),-0.0307467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,29),(29,29),(29,33),-0.0350309 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,29),(29,30),(29,33),0.00425724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,29),(29,29),(29,28),0.148737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,29),(29,29),(29,21),-0.146298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,29),(29,29),(29,-1),-0.219321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,29),(29,28),(29,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,29),(29,28),(29,-1),-0.111255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,29),(29,21),(29,-1),-0.145982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,30),(30,31),-0.160679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,30),(30,33),0.256448 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,30),(30,31),(30,33),-0.0761331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,30),(30,29),0.139042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,30),(30,28),0.0579505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,30),(30,-1),-0.13774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,30),(30,29),(30,28),0.0955339 # DEPENDENCYPART_GRANDSIBL
(26,30),(30,29),(30,-1),-0.104721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,28),(30,-1),-0.120769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,31),(31,32),-0.0455796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,31),(31,33),0.269465 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,31),(31,32),(31,33),-0.0440198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,31),(31,30),0.178309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,31),(31,29),0.139078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,31),(31,28),0.0579948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,31),(31,27),0.115372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,31),(31,24),-0.148729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,31),(31,-1),-0.128787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,31),(31,30),(31,29),0.132275 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,30),(31,28),0.113406 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,30),(31,27),0.142799 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,30),(31,24),-0.148744 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,30),(31,-1),-0.116712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,29),(31,28),0.0955339 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,29),(31,27),0.11768 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,29),(31,24),-0.148653 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,29),(31,-1),-0.104685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,28),(31,27),0.100118 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,28),(31,24),-0.145621 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,28),(31,-1),-0.120272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,27),(31,24),-0.14905 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,27),(31,-1),-0.114091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,24),(31,-1),-0.0643376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,21),(21,21),(21,22),0.13183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,21),(21,21),(21,23),0.179592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,21),(21,21),(21,25),0.018482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,21),(21,21),(21,26),0.128616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,21),(21,21),(21,27),-0.125785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,21),(21,21),(21,31),-0.0538682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,21),(21,21),(21,33),-0.16838 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,21),(21,22),(21,23),0.0929534 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,22),(21,25),0.112756 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,22),(21,26),0.0974647 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,22),(21,27),-0.142049 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,22),(21,31),-0.142064 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,22),(21,33),-0.133308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,21),(21,23),(21,25),0.122955 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,23),(21,26),0.0760117 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,23),(21,27),-0.144827 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,23),(21,31),-0.146059 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,23),(21,33),-0.0524673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,21),(21,25),(21,26),0.0899105 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,25),(21,27),-0.145067 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,25),(21,31),-0.139044 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,25),(21,33),-0.114445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,21),(21,26),(21,27),-0.141433 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,26),(21,31),-0.145853 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,26),(21,33),-0.0635039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,21),(21,27),(21,31),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,21),(21,27),(21,33),-0.140203 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,21),(21,31),(21,33),-0.114507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,21),(21,21),(21,20),-0.063268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,21),(21,21),(21,19),-0.0270676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,21),(21,21),(21,18),0.00142226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,21),(21,21),(21,17),-0.0272112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,21),(21,21),(21,16),-0.076805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,21),(21,21),(21,15),-0.0853709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,21),(21,21),(21,13),-0.0658207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,21),(21,21),(21,-1),0.0595022 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,21),(21,20),(21,19),-0.0203648 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,20),(21,18),-0.0202221 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,20),(21,17),-0.0229255 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,20),(21,16),-0.0234948 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,20),(21,15),-0.00986813 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,20),(21,13),-0.0225144 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,20),(21,-1),0.0137076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,21),(21,19),(21,18),-0.0186949 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,19),(21,17),-0.0223911 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,19),(21,16),0.00117861 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,19),(21,15),-0.00680071 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,19),(21,13),-0.0239587 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,19),(21,-1),-0.0283404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,21),(21,18),(21,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,18),(21,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,18),(21,15),-0.0194784 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,18),(21,13),-0.019502 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,18),(21,-1),0.0324838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,21),(21,17),(21,16),-0.0208598 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,17),(21,15),-0.0228696 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,17),(21,13),-0.0221952 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,17),(21,-1),0.0178853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,21),(21,16),(21,15),-0.0232585 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,16),(21,13),-0.0193366 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,16),(21,-1),-0.0330904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,21),(21,15),(21,13),-0.0215853 # DEPENDENCYPART_GRANDSIBL
(27,21),(21,15),(21,-1),0.0147489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,21),(21,13),(21,-1),-0.0512007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,23),(23,24),0.104076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,25),0.11232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,26),0.048492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,27),-0.138672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,29),-0.145369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,30),-0.184521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,31),-0.184521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,33),0.0504847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,23),(23,24),(23,25),0.116071 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,24),(23,26),0.108427 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,24),(23,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,24),(23,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,24),(23,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,24),(23,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,24),(23,33),-0.182415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,25),(23,26),0.132096 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,25),(23,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,25),(23,29),-0.144719 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,25),(23,30),-0.144713 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,25),(23,31),-0.144713 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,25),(23,33),-0.165804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,26),(23,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,26),(23,29),-0.144707 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,26),(23,30),-0.145038 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,26),(23,31),-0.145038 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,26),(23,33),-0.164204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,27),(23,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,27),(23,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,27),(23,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,27),(23,33),-0.106506 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,23),(23,29),(23,30),-0.144703 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,29),(23,31),-0.144703 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,29),(23,33),-0.151198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,30),(23,31),-0.144713 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,30),(23,33),-0.16822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,31),(23,33),-0.165801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,23),(23,21),0.0359888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,18),-0.05164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,-1),-0.0668088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,23),(23,21),(23,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,21),(23,-1),0.0769704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,18),(23,-1),-0.051837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,25),(25,26),0.128651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,27),-0.125784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,28),-0.149664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,29),-0.15636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,30),-0.0538682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,31),-0.0538678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,33),-0.175794 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,25),(25,26),(25,27),-0.141433 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,26),(25,28),-0.144707 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,26),(25,29),-0.146345 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,26),(25,30),-0.145853 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,26),(25,31),-0.145853 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,26),(25,33),-0.0635036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,27),(25,28),-0.148975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,27),(25,29),-0.144892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,27),(25,30),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,27),(25,31),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,27),(25,33),-0.140165 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,25),(25,28),(25,29),-0.144704 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,28),(25,30),-0.144889 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,28),(25,31),-0.144889 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,28),(25,33),-0.170967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,29),(25,30),-0.14492 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,29),(25,31),-0.14492 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,29),(25,33),-0.0850722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,30),(25,31),-0.139044 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,30),(25,33),-0.116241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,31),(25,33),-0.114506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,25),(25,24),-0.0879576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,21),0.0341351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,20),-0.0637632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,18),0.00142226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,15),-0.0858661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,-1),0.069624 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,25),(25,24),(25,21),-0.042012 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,24),(25,20),-0.00822754 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,24),(25,18),-0.0250112 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,24),(25,15),-0.00368537 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,24),(25,-1),0.0427674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,21),(25,20),-0.022638 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,21),(25,18),-0.0163541 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,21),(25,15),-0.00917755 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,21),(25,-1),-0.00548591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,20),(25,18),-0.0202221 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,20),(25,15),-0.00986813 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,20),(25,-1),0.0133771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,18),(25,15),-0.0194784 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,18),(25,-1),0.0324838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,15),(25,-1),0.0144183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,26),(26,27),-0.13901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,28),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,29),-0.145428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,30),-0.182109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,31),-0.182109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,33),-0.0729713 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,27),(26,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,27),(26,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,27),(26,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,27),(26,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,27),(26,33),-0.101378 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,28),(26,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,28),(26,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,28),(26,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,28),(26,33),-0.181794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,29),(26,30),-0.144703 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,29),(26,31),-0.144703 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,29),(26,33),-0.163277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,30),(26,31),-0.144707 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,30),(26,33),-0.176043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,31),(26,33),-0.173625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,26),(26,25),0.000185486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,24),0.0164649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,21),-0.00873977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,18),-0.0506901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,-1),-0.145958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,25),(26,24),-0.0200859 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,25),(26,21),-0.054738 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,25),(26,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,25),(26,-1),0.0530793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,24),(26,21),-0.0250578 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,24),(26,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,24),(26,-1),0.030018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,21),(26,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,21),(26,-1),0.0438329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,18),(26,-1),-0.0508939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,28),(28,28),(28,29),-0.0318838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,28),(28,28),(28,33),-0.0574156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,28),(28,29),(28,33),-0.0297524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,28),(28,28),(28,-1),-0.329531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,29),(29,29),(29,30),-0.0239265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,29),(29,29),(29,33),-0.0746097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,29),(29,30),(29,33),-0.0786368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,29),(29,29),(29,28),0.064978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,29),(29,29),(29,21),-0.147599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,29),(29,29),(29,-1),-0.254229 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,29),(29,28),(29,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,29),(29,28),(29,-1),-0.226659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,29),(29,21),(29,-1),-0.0486595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,30),(30,31),0.0338767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,33),0.0693893 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,30),(30,31),(30,33),-0.00542235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,30),(30,29),0.122993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,28),0.0991385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,-1),-0.174923 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,30),(30,29),(30,28),0.142182 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,29),(30,-1),-0.085179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,28),(30,-1),-0.170968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,31),(31,31),(31,32),0.00656034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,31),(31,31),(31,33),0.0669619 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,31),(31,32),(31,33),-0.0121068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,31),(31,31),(31,30),0.0243911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,31),(31,31),(31,29),0.123098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,31),(31,31),(31,28),0.0991385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
