# _root_ The cold guys in the set were Will Clark , Kevin Mitchell and Matt Williams , the Giants ' 3-4-5 hitters .
#goldHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,9,18,21,18,21,9,7,
#predictedHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,15,18,21,18,21,12,7,
(20,17),(20,19),0.0690078 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.031026 # DEPENDENCYPART_SIBL
(21,3),(21,4),0.1768 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.20863 # DEPENDENCYPART_SIBL
(21,3),(21,9),-0.0332982 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.0332982 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.0332998 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.0332982 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0332982 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.20863 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.0364417 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.00186928 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.107069 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.0143509 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.172716 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.0167409 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0160342 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.0123943 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.0160344 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.0160632 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.172716 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.0191753 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0724834 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.0549594 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.0263954 # DEPENDENCYPART_SIBL
(21,5),(21,9),0.083187 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.0864636 # DEPENDENCYPART_SIBL
(21,5),(21,12),0.0858292 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.0864658 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.0864798 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.65879 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.0805046 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.00112341 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.13343 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.104922 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.0152069 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.016548 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.0139724 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.0154161 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.363746 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.0123466 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0212869 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0498959 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.0227813 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0181599 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.015589 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0170327 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.362937 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.0139632 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0206389 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0492473 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.00607826 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0120502 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0134939 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.364298 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0104244 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0206708 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0492542 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.0376445 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0164859 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.362937 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0134164 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0206389 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0492473 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0060783 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.362937 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0134164 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0206389 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0492473 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.00485102 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0805046 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.00112341 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.13343 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.104922 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0237979 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0550164 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.00396126 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0208928 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0244454 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0181822 # DEPENDENCYPART_SIBL
(0,3),(3,1),-0.284588 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.112841 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.2548 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.898892 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.233929 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.366329 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.442556 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.131805 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.209926 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.12019 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.376529 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.184857 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.339754 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-1.19611 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-1.60598 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),0.156215 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),1.72433 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.276019 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.994193 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.32759 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.440061 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.56808 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0233804 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.0746014 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.014765 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.509486 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),1.58864 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),-0.151389 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.193239 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.365457 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.110636 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-1.19353 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.458958 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.374105 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.184425 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0499304 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0794946 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.192797 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.134478 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.659151 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.121494 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.179759 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-1.13732 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-1.28737 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),0.262476 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),2.02857 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.214979 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.740572 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.759427 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.931263 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.685965 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.584344 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.610139 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.781651 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.660175 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-1.70346 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.532345 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.139858 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.354973 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.321587 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.576089 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.194506 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.218805 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.398342 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.273565 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.638118 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.453069 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.411303 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.286926 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.457579 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.824881 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.610966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.342773 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.272388 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.202755 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0197608 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.236056 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.245034 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.166427 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.0784708 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-1.01427 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.21767 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.00096 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.675584 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.602472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.265716 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.289478 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.104418 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.174298 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.00311445 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.156552 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.0689621 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),0.195712 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.755631 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.555038 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.606631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.181152 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.324796 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.105896 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.175673 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.039386 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.353977 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.267184 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.0246466 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.164195 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.468705 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.211699 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.548808 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.40587 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-1.00574 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.339689 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-1.00795 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.62307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),-0.172059 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.294161 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.168091 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0581081 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.146256 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.0903652 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.171856 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.0950986 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.252938 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.270865 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.785923 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.768093 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.571607 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.600123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.225121 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.111726 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.288007 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0140654 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0836937 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.177769 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.0588408 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.105547 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.378473 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.1266 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.278524 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.32891 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.31997 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-1.06342 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.227948 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.296604 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.790185 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.768093 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.57162 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.600092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.223351 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.111805 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.289369 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.00960849 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.195585 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.147074 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.104371 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.111556 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.392764 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.140891 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.282271 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.328914 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.334261 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-1.06007 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.227177 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.296588 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.790211 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.18541 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.554425 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.294739 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.406744 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.43832 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.491174 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.0619076 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.768093 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.600088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,5),-0.111678 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.290659 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.0015661 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),0.203629 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.142785 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.0963569 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.133488 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.301784 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.27902 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.328907 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.342372 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-1.06342 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.227177 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.296583 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.790182 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),0.196052 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.103934 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.309361 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.0547234 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.346362 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.112671 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-1.06482 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.225163 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.792747 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.319303 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.441767 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.280178 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.323453 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-0.613578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,4),0.24848 # DEPENDENCYPART_GRANDPAR
(3,21),(21,5),-0.151343 # DEPENDENCYPART_GRANDPAR
(3,21),(21,9),0.0685927 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.242898 # DEPENDENCYPART_GRANDPAR
(3,21),(21,12),-0.0052792 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),-0.44442 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.188123 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.160464 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.39411 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.0445106 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.229301 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.848909 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.561711 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.608017 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.260083 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.79744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.0165525 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.350012 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.672477 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.08149 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.825712 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.10385 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.25256 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.578315 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.54522 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.08052 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-2.00817 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-2.52665 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.42927 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-1.35193 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.07125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,1),-1.50426 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.01567 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.30633 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.954718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.13299 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0626859 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.226096 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.00436266 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.351394 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.423814 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.107245 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.24333 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.884237 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.18644 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.15901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.525864 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.131812 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.323735 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0334134 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.463552 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.513829 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.452647 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.0150407 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-1.32381 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.748119 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.440221 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-1.21229 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-2.09237 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.561821 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.997678 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.21028 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),1.01205 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.698567 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0217856 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.29429 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.466204 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.411853 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.064114 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.705947 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.270959 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.76173 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.88872 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.21985 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.866365 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.20383 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.03763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),1.13608 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.783555 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0629707 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.185746 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.401844 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.347504 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.132123 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-1.21101 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.641576 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.162415 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-1.00496 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-1.10249 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-2.17151 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.769912 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.687389 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.779976 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-1.21985 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.866378 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-1.20383 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.0351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),1.1402 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.789185 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.0488858 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.196132 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.150582 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.281574 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.14593 # DEPENDENCYPART_GRANDPAR
