# _root_ Now , according to a Kidder World story about Mr. Megargel , all the firm has to do is `` position ourselves more in the deal flow . ''
#goldHeads=19,19,19,3,8,8,8,4,8,11,9,19,19,15,16,13,18,16,0,19,19,21,21,23,27,27,24,19,19,
#predictedHeads=19,19,19,3,8,8,8,4,8,11,9,19,15,15,19,15,18,16,0,19,19,21,24,21,27,27,24,19,19,
(21,16),(16,18),(16,29),-0.124894 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,18),(16,30),-0.0997424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,19),(16,20),0.125875 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,19),(16,21),-0.125127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,19),(16,24),-0.136048 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,19),(16,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,19),(16,29),-0.124894 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,19),(16,30),-0.113728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,20),(16,21),-0.129108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,20),(16,24),-0.12839 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,20),(16,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,20),(16,29),-0.125696 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,20),(16,30),-0.0800612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,21),(16,24),-0.135797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,21),(16,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,21),(16,29),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,21),(16,30),-0.110736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,16),(16,24),(16,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,24),(16,29),-0.124887 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,24),(16,30),-0.0978876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,28),(16,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,28),(16,30),-0.147658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,29),(16,30),-0.0731604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,16),(16,15),0.0184933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,14),-0.0135631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,13),-0.0198697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,12),-0.121369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,11),0.0176711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,9),-0.0593108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,8),0.0156032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,3),-0.0763316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,2),-0.121369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,1),-0.0427711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,16),(16,16),(16,-1),0.0428392 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,16),(16,15),(16,14),-0.0486616 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,15),(16,13),-0.0483643 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,15),(16,12),-0.0729651 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,15),(16,11),0.00425078 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,15),(16,9),-0.0375512 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,15),(16,8),0.00425078 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,15),(16,3),-0.104015 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,15),(16,2),-0.0729651 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,15),(16,1),-0.0524136 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,15),(16,-1),-0.0684438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,14),(16,13),-0.0441563 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,14),(16,12),-0.0468382 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,14),(16,11),-0.0460066 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,14),(16,9),-0.0325897 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,14),(16,8),-0.0460066 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,14),(16,3),-0.0502297 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,14),(16,2),-0.0468382 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,14),(16,1),-0.0444161 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,14),(16,-1),-0.0370282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,13),(16,12),-0.0416709 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,13),(16,11),-0.0445729 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,13),(16,9),-0.0394719 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,13),(16,8),-0.0445729 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,13),(16,3),-0.0495078 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,13),(16,2),-0.0416709 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,13),(16,1),-0.0421949 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,13),(16,-1),-0.042085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,12),(16,11),-0.0694443 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,12),(16,9),-0.0515027 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,12),(16,8),-0.0694443 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,12),(16,3),0.065772 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,12),(16,2),-0.0303657 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,12),(16,1),-0.0797515 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,12),(16,-1),0.0770328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,11),(16,9),-0.0383521 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,11),(16,8),0.00425683 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,11),(16,3),-0.101658 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,11),(16,2),-0.0732525 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,11),(16,1),-0.0524133 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,11),(16,-1),-0.0681701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,9),(16,8),-0.0243459 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,9),(16,3),-0.0729703 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,9),(16,2),0.0339629 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,9),(16,1),-0.027206 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,9),(16,-1),-0.0220427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,8),(16,3),-0.101658 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,8),(16,2),-0.0732539 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,8),(16,1),-0.0562221 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,8),(16,-1),-0.0665535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,3),(16,2),-0.0469928 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,3),(16,1),-0.0491865 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,3),(16,-1),-0.0682542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,2),(16,1),-0.0797515 # DEPENDENCYPART_GRANDSIBL
(21,16),(16,2),(16,-1),0.0770328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,16),(16,1),(16,-1),-0.00684433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,17),(17,18),0.105102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,19),0.105106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,20),0.115557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,24),-0.124923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,27),-0.184457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,30),0.152421 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,18),(17,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,18),(17,20),0.119164 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,18),(17,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,18),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,18),(17,30),-0.139266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,19),(17,20),0.119164 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,19),(17,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,19),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,19),(17,30),-0.139262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,20),(17,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,20),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,20),(17,30),-0.126448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,24),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,24),(17,30),-0.143215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,27),(17,30),-0.204478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,17),(17,-1),-0.144466 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,18),(18,19),0.10912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,20),0.0984245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,21),-0.106862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,18),(18,22),-0.133144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,23),-0.13021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,24),0.0596709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,27),-0.178282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,29),-0.125259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,30),-0.262294 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,19),(18,20),0.128267 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,19),(18,21),-0.125127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,19),(18,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,19),(18,23),-0.125198 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,19),(18,24),-0.135985 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,19),(18,27),-0.125469 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,19),(18,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,19),(18,29),-0.124894 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,19),(18,30),-0.125312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,20),(18,21),-0.129105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,20),(18,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,20),(18,23),-0.125156 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,20),(18,24),-0.12839 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,20),(18,27),-0.126335 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,20),(18,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,20),(18,29),-0.125696 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,20),(18,30),-0.0813283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,21),(18,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,21),(18,23),-0.125198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,21),(18,24),-0.135735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,21),(18,27),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,21),(18,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,21),(18,29),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,21),(18,30),-0.122319 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,22),(18,23),-0.125169 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,22),(18,24),-0.137617 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,22),(18,27),-0.125654 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,22),(18,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,22),(18,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,22),(18,30),-0.143227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,23),(18,24),-0.127641 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,23),(18,27),-0.126665 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,23),(18,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,23),(18,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,23),(18,30),-0.109506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,24),(18,27),-0.125719 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,24),(18,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,24),(18,29),-0.124887 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,24),(18,30),-0.0973119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,27),(18,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,27),(18,29),-0.126145 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,27),(18,30),-0.122969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,28),(18,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,28),(18,30),-0.145412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,29),(18,30),-0.0723671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,18),(18,17),0.0641908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,16),-0.0929507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,15),0.0393078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,14),-0.0125712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,13),-0.0188778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,12),-0.125743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,11),0.0384856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,9),-0.0702382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,8),0.0364177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,2),-0.125743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,-1),0.0530541 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,17),(18,16),-0.0326483 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,15),-0.051558 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,14),-0.044239 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,13),-0.0445379 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,12),0.020244 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,11),-0.0515526 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,9),-0.0177619 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,8),-0.0515526 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,2),0.020244 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,-1),-0.0182587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,16),(18,15),-0.0674684 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,14),-0.045597 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,13),-0.0453502 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,12),-0.0609413 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,11),-0.0674641 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,9),-0.0257643 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,8),-0.0674641 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,2),-0.0609413 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,-1),-0.0726748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,15),(18,14),-0.0485398 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,13),-0.0482424 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,12),-0.0762905 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,11),-0.00629644 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,9),-0.0503511 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,8),-0.00629644 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,2),-0.0762905 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,-1),-0.0726913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,14),(18,13),-0.0441563 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,12),-0.0469948 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,11),-0.045973 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,9),-0.0366803 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,8),-0.045973 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,2),-0.0469948 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,-1),-0.0328266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,13),(18,12),-0.0418275 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,13),(18,11),-0.0445394 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,13),(18,9),-0.0435625 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,13),(18,8),-0.0445394 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,13),(18,2),-0.0418275 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,13),(18,-1),-0.0378834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,12),(18,11),-0.0708156 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,12),(18,9),-0.0531148 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,12),(18,8),-0.0708156 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,12),(18,2),-0.0303597 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,12),(18,-1),0.0821769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,11),(18,9),-0.0511521 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,8),-0.00629039 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,2),-0.0765779 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,-1),-0.0724175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,9),(18,8),-0.0242674 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,9),(18,2),0.0286616 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,9),(18,-1),-0.0458395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,8),(18,2),-0.0765793 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,8),(18,-1),-0.0708009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,2),(18,-1),0.0821769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,20),0.109745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,21),-0.107254 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,19),(19,23),-0.130698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,24),0.0561943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,26),-0.187582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,27),-0.187582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,29),-0.125259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,30),-0.303058 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,20),(19,21),-0.129172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,20),(19,23),-0.125156 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,24),-0.128741 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,26),-0.126925 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,27),-0.126925 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,29),-0.125696 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,30),-0.0788553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,21),(19,23),-0.125198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,24),-0.1377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,26),-0.125683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,27),-0.125683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,29),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,30),-0.142373 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,23),(19,24),-0.127698 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,23),(19,26),-0.126637 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,23),(19,27),-0.126637 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,23),(19,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,23),(19,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,23),(19,30),-0.11054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,24),(19,26),-0.125909 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,24),(19,27),-0.125909 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,24),(19,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,24),(19,29),-0.124887 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,24),(19,30),-0.0812638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,26),(19,27),-0.128224 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,26),(19,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,26),(19,29),-0.126145 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,26),(19,30),-0.0900604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,27),(19,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,27),(19,29),-0.126145 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,27),(19,30),-0.0899239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,28),(19,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,28),(19,30),-0.146679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,29),(19,30),-0.0865673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,18),-0.0652319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,17),0.056902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,16),-0.0935135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,15),0.0203112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,14),-0.00619574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,13),-0.0125023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,12),-0.126385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,11),0.019489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,9),-0.0509151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,8),0.0174211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,3),-0.0738046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,2),-0.126385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,1),-0.0319836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,-1),0.00457528 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,18),(19,17),-0.051746 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,16),-0.00199455 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,15),-0.0702367 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,14),-0.0455902 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,13),-0.0453434 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,12),-0.0638936 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,11),-0.0702324 # DEPENDENCYPART_GRANDSIBL
