# _root_ Far better for policy makers to concentrate on the war against drugs , Panama and the deficit , all of them parades that seem never to end .
#goldHeads=3,1,0,5,6,3,6,7,10,8,10,11,10,10,14,17,15,10,22,19,20,10,24,22,26,24,26,3,
#predictedHeads=2,0,2,5,6,3,6,7,10,8,10,11,12,12,14,17,15,12,12,19,22,20,24,22,24,24,26,2,
(12,24),(24,25),0.0668205 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.168942 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.266974 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),-0.647522 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),-0.08634 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.284001 # DEPENDENCYPART_GRANDPAR
(12,25),(25,27),-0.224641 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.721728 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.526702 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.311312 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.56898 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.32896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.343224 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.609387 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.512955 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.406914 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.665345 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.736902 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.656172 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.0617849 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.511425 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.362578 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.587308 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.260357 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.353713 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.245052 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.36784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.643691 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.379505 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.835332 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-1.07988 # DEPENDENCYPART_GRANDPAR
(14,10),(10,26),-0.914872 # DEPENDENCYPART_GRANDPAR
(14,10),(10,28),-1.15262 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.467927 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.342478 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.269334 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.28606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.584917 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.35769 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.461524 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.400241 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.303689 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.278789 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.29727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.579507 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.317155 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.810892 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.457902 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-1.015 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.528194 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.64953 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-0.715971 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.25916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,14),-0.967956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.193988 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.293437 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0826113 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.151389 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.787436 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.120342 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.680892 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.290998 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),-0.606319 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.66124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.215555 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.228528 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.053738 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.287944 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.029976 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.144416 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.246903 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-0.49207 # DEPENDENCYPART_GRANDPAR
(14,17),(17,28),-0.450437 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.341297 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.223312 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.431092 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.637944 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.0568133 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.632526 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.130399 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.190056 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.497795 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.0929493 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.275331 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.139673 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.744253 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.348288 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.219167 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.657085 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.43565 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.274511 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.276276 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.464508 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.58818 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.115575 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.22252 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.448372 # DEPENDENCYPART_GRANDPAR
(14,22),(22,27),-0.292257 # DEPENDENCYPART_GRANDPAR
(14,22),(22,28),-0.479054 # DEPENDENCYPART_GRANDPAR
(14,24),(24,1),-0.997768 # DEPENDENCYPART_GRANDPAR
(14,24),(24,2),-0.849608 # DEPENDENCYPART_GRANDPAR
(14,24),(24,3),-1.00121 # DEPENDENCYPART_GRANDPAR
(14,24),(24,5),-0.990704 # DEPENDENCYPART_GRANDPAR
(14,24),(24,6),-0.909673 # DEPENDENCYPART_GRANDPAR
(14,24),(24,8),-0.924348 # DEPENDENCYPART_GRANDPAR
(14,24),(24,10),-0.933581 # DEPENDENCYPART_GRANDPAR
(14,24),(24,11),-0.827943 # DEPENDENCYPART_GRANDPAR
(14,24),(24,12),-0.905933 # DEPENDENCYPART_GRANDPAR
(14,24),(24,13),-0.763496 # DEPENDENCYPART_GRANDPAR
(14,24),(24,14),-0.903041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,24),(24,17),0.200798 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),-0.365401 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),0.11931 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.559343 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.553921 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),0.0568516 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.237569 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.224594 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.440392 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.37443 # DEPENDENCYPART_GRANDPAR
(14,24),(24,28),-0.653698 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.381651 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.11517 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0854528 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.235887 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.392525 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.61941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.152487 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.184441 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.812285 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.819039 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.778417 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.794483 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.661846 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.583777 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.52816 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.144499 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.347185 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.155219 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.263008 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.192943 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.396702 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.59445 # DEPENDENCYPART_GRANDPAR
(15,17),(17,28),-1.29354 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.664534 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.100439 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.051309 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.445418 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.330045 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-1.31869 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.0737482 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.272004 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.571675 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.606049 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.163962 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.381122 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-1.53191 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.429869 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.431061 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.894907 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-1.29293 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.703417 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.183562 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.488273 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-1.36812 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.247288 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.368215 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.74787 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-1.15133 # DEPENDENCYPART_GRANDPAR
(15,22),(22,28),-1.53359 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.536514 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.197545 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.174582 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),-0.776239 # DEPENDENCYPART_GRANDPAR
(15,24),(24,2),-0.64466 # DEPENDENCYPART_GRANDPAR
(15,24),(24,3),-0.82795 # DEPENDENCYPART_GRANDPAR
(15,24),(24,5),-0.718973 # DEPENDENCYPART_GRANDPAR
(15,24),(24,6),-0.797277 # DEPENDENCYPART_GRANDPAR
(15,24),(24,8),-0.770637 # DEPENDENCYPART_GRANDPAR
(15,24),(24,10),-0.561486 # DEPENDENCYPART_GRANDPAR
(15,24),(24,11),-0.654417 # DEPENDENCYPART_GRANDPAR
(15,24),(24,12),-0.643624 # DEPENDENCYPART_GRANDPAR
(15,24),(24,13),-0.888195 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-0.401723 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.397741 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),-0.217573 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.392906 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.260331 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.61565 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.224928 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-1.58165 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.234462 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.281263 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.967334 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),-1.46429 # DEPENDENCYPART_GRANDPAR
(15,26),(26,1),-0.790166 # DEPENDENCYPART_GRANDPAR
(15,26),(26,2),-0.619631 # DEPENDENCYPART_GRANDPAR
(15,26),(26,3),-0.771992 # DEPENDENCYPART_GRANDPAR
(15,26),(26,6),-0.76252 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),-1.55851 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.293143 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.86521 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.778846 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.21144 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.384923 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.113337 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0366858 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.145637 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.18142 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.27212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.842765 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.272292 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.785358 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.817903 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.618199 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.670554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.226874 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.119993 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.561496 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.29272 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.934602 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.109624 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),0.0113579 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.0400372 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0585946 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.0696998 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.0895963 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.845539 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.210396 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.0661438 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.0498505 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.0142331 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.620507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,19),0.305675 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.4799 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.923831 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.109597 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.121434 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.0529081 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.0127434 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),-0.563568 # DEPENDENCYPART_GRANDPAR
(17,24),(24,1),-0.912386 # DEPENDENCYPART_GRANDPAR
(17,24),(24,2),-0.587692 # DEPENDENCYPART_GRANDPAR
(17,24),(24,3),-1.19511 # DEPENDENCYPART_GRANDPAR
(17,24),(24,5),-0.796054 # DEPENDENCYPART_GRANDPAR
(17,24),(24,6),-0.748542 # DEPENDENCYPART_GRANDPAR
(17,24),(24,8),-1.16233 # DEPENDENCYPART_GRANDPAR
(17,24),(24,10),-0.738913 # DEPENDENCYPART_GRANDPAR
(17,24),(24,11),-1.04423 # DEPENDENCYPART_GRANDPAR
(17,24),(24,12),-0.592301 # DEPENDENCYPART_GRANDPAR
(17,24),(24,13),-0.697796 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-0.965462 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.708285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),-0.239788 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.245203 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.137167 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.489902 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.205777 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.0726596 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.0436512 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),0.0393469 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.0375888 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.669408 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.343536 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),0.0851903 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),0.0407429 # DEPENDENCYPART_GRANDPAR
(17,26),(26,1),-0.940875 # DEPENDENCYPART_GRANDPAR
(17,26),(26,2),-0.577847 # DEPENDENCYPART_GRANDPAR
(17,26),(26,3),-1.15488 # DEPENDENCYPART_GRANDPAR
(17,26),(26,6),-0.729029 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),-0.319612 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.161792 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),0.205309 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.280172 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.216571 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.209486 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.37125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.299788 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.53888 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.742254 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.737998 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-0.442144 # DEPENDENCYPART_GRANDPAR
(19,17),(17,28),-1.09857 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.923443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.476178 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.259786 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.09747 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.339309 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.160464 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.016822 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.418523 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.0216895 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.263676 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.764745 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.741833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),-0.0574841 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.045786 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.273045 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.29999 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),0.00387182 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.444844 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.636738 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.0127723 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.194858 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.351703 # DEPENDENCYPART_GRANDPAR
(19,24),(24,1),-0.751613 # DEPENDENCYPART_GRANDPAR
(19,24),(24,2),-0.706823 # DEPENDENCYPART_GRANDPAR
(19,24),(24,3),-0.75371 # DEPENDENCYPART_GRANDPAR
(19,24),(24,5),-0.767938 # DEPENDENCYPART_GRANDPAR
(19,24),(24,6),-0.693517 # DEPENDENCYPART_GRANDPAR
(19,24),(24,8),-0.745513 # DEPENDENCYPART_GRANDPAR
(19,24),(24,10),-0.866241 # DEPENDENCYPART_GRANDPAR
(19,24),(24,11),-0.697056 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-0.694542 # DEPENDENCYPART_GRANDPAR
(19,24),(24,13),-0.713217 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.781227 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.732417 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.598181 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.737989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.177223 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.00361718 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.0610214 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.565134 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.206253 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),0.221614 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.411373 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.641875 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.115385 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),0.0395273 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.44703 # DEPENDENCYPART_GRANDPAR
(19,26),(26,1),-0.787737 # DEPENDENCYPART_GRANDPAR
(19,26),(26,2),-0.703991 # DEPENDENCYPART_GRANDPAR
(19,26),(26,3),-0.721693 # DEPENDENCYPART_GRANDPAR
(19,26),(26,6),-0.68069 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),0.286571 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.211051 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.337718 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.668219 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.837607 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.69038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.101218 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.252084 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-1.58811 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.529203 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.977522 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-1.19662 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-1.1465 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.00853375 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.47568 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-1.39606 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.188031 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-1.15336 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.0254426 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.421718 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.824189 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.689009 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-1.18259 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.0838544 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.245996 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.614828 # DEPENDENCYPART_GRANDPAR
(20,24),(24,1),-1.21716 # DEPENDENCYPART_GRANDPAR
(20,24),(24,2),-0.916058 # DEPENDENCYPART_GRANDPAR
(20,24),(24,3),-1.09597 # DEPENDENCYPART_GRANDPAR
(20,24),(24,5),-1.27582 # DEPENDENCYPART_GRANDPAR
(20,24),(24,6),-0.879974 # DEPENDENCYPART_GRANDPAR
(20,24),(24,8),-1.14868 # DEPENDENCYPART_GRANDPAR
(20,24),(24,10),-1.36291 # DEPENDENCYPART_GRANDPAR
(20,24),(24,11),-1.0322 # DEPENDENCYPART_GRANDPAR
(20,24),(24,12),-1.21077 # DEPENDENCYPART_GRANDPAR
(20,24),(24,13),-1.3968 # DEPENDENCYPART_GRANDPAR
(20,24),(24,14),-1.19388 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-1.28433 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-1.32829 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-1.12395 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-1.51601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),-0.215844 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.0262921 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-1.19996 # DEPENDENCYPART_GRANDPAR
