# _root_ `` The market was pretty dull '' for most of the day , said Robert H. Chandross , vice president at Lloyds Bank PLC .
#goldHeads=14,3,4,14,6,4,4,4,8,9,12,10,14,0,17,17,14,17,20,17,20,24,24,21,14,
#predictedHeads=4,3,4,14,6,4,6,6,8,9,12,10,14,0,17,17,14,17,20,17,20,24,24,21,14,
(14,13),(14,12),(14,5),-0.0337546 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,4),-0.106728 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,3),-0.142334 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,1),0.146119 # DEPENDENCYPART_TRISIBL
(14,13),(14,12),(14,-1),-5.36103e-05 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,11),(14,10),-0.0337535 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,9),-0.0396619 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,8),-0.0424869 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,7),0.0493991 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,6),-0.0391246 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,5),-0.0722718 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,4),-0.105436 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,3),-0.136702 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,1),0.15989 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,-1),-0.0556839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,10),(14,9),-0.0468036 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,8),0.0651267 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,7),0.0385899 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,6),-0.0462578 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,5),-0.10482 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,4),-0.104693 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,3),-0.094088 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,1),0.210887 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,-1),-0.0335589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,9),(14,8),-0.0293401 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,7),0.0493599 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,6),-0.0310993 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,5),-0.0638584 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,4),-0.107837 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,3),-0.147034 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,1),0.119799 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,-1),-0.00458862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,8),(14,7),0.0386016 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,6),-0.0462662 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,5),-0.10254 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,4),-0.104701 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,3),-0.0960052 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,1),0.222131 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,-1),-0.0609485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,7),(14,6),-0.0389359 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,5),-0.0720935 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,4),-0.104359 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,3),-0.135282 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,1),0.152931 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,-1),-0.0475809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,6),(14,5),-0.0638584 # DEPENDENCYPART_TRISIBL
(14,13),(14,6),(14,4),-0.107837 # DEPENDENCYPART_TRISIBL
(14,13),(14,6),(14,3),-0.147034 # DEPENDENCYPART_TRISIBL
(14,13),(14,6),(14,1),0.119799 # DEPENDENCYPART_TRISIBL
(14,13),(14,6),(14,-1),0.00110834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,5),(14,4),-0.110042 # DEPENDENCYPART_TRISIBL
(14,13),(14,5),(14,3),-0.193552 # DEPENDENCYPART_TRISIBL
(14,13),(14,5),(14,1),0.174082 # DEPENDENCYPART_TRISIBL
(14,13),(14,5),(14,-1),-0.0710017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,4),(14,3),-0.184718 # DEPENDENCYPART_TRISIBL
(14,13),(14,4),(14,1),0.34121 # DEPENDENCYPART_TRISIBL
(14,13),(14,4),(14,-1),0.00237689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,3),(14,1),0.146116 # DEPENDENCYPART_TRISIBL
(14,13),(14,3),(14,-1),-0.00572404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,1),(14,-1),-0.0287074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,11),(14,10),-0.0383185 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,9),-0.0216864 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,8),-0.0611317 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,7),-0.0854632 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,6),-0.0234006 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,5),-0.014726 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,4),-0.0724928 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,3),-0.193219 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,1),-0.0678146 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,-1),0.0340516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,10),(14,9),0.00827178 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,8),-0.0510636 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,7),-0.107642 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,6),0.00661025 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,5),0.0241875 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,4),-0.108144 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,3),-0.17332 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,1),-0.0978745 # DEPENDENCYPART_TRISIBL
(14,12),(14,10),(14,-1),-0.0360074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,9),(14,8),-0.0638533 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,7),-0.0887773 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,6),-0.0116443 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,5),-0.0478404 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,4),-0.074174 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,3),-0.166401 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,1),-0.0786508 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,-1),-0.0506749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,8),(14,7),-0.107994 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,6),0.0312283 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,5),0.0316974 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,4),-0.110214 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,3),-0.174618 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,1),-0.0977932 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,-1),0.0592055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,7),(14,6),-0.0200299 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,5),-0.0331875 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,4),-0.0529524 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,3),-0.195681 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,1),-0.0972361 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,-1),-0.079969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,6),(14,5),-0.047817 # DEPENDENCYPART_TRISIBL
(14,12),(14,6),(14,4),-0.0741735 # DEPENDENCYPART_TRISIBL
(14,12),(14,6),(14,3),-0.166291 # DEPENDENCYPART_TRISIBL
(14,12),(14,6),(14,1),-0.0785514 # DEPENDENCYPART_TRISIBL
(14,12),(14,6),(14,-1),-0.0569146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,5),(14,4),-0.069179 # DEPENDENCYPART_TRISIBL
(14,12),(14,5),(14,3),-0.173122 # DEPENDENCYPART_TRISIBL
(14,12),(14,5),(14,1),-0.0673163 # DEPENDENCYPART_TRISIBL
(14,12),(14,5),(14,-1),-0.00816273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,4),(14,3),-0.214226 # DEPENDENCYPART_TRISIBL
(14,12),(14,4),(14,1),-0.120804 # DEPENDENCYPART_TRISIBL
(14,12),(14,4),(14,-1),-0.0619912 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,3),(14,1),-0.110316 # DEPENDENCYPART_TRISIBL
(14,12),(14,3),(14,-1),-0.0804796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,1),(14,-1),-0.0662575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,10),(14,9),-0.0868143 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,8),-0.049253 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,7),-0.0728371 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,6),-0.0868034 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,5),-0.0329203 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,4),-0.0571429 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,3),-0.119054 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,1),-0.058828 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,-1),-0.0652022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,9),(14,8),-0.0462149 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,7),-0.0725996 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,6),-0.0894081 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,5),-0.0389621 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,4),-0.0504605 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,3),-0.106893 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,1),-0.0454349 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,-1),-0.11115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,8),(14,7),-0.0728363 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,6),-0.086613 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,5),-0.0322868 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,4),-0.0571803 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,3),-0.118631 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,1),-0.0588279 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,-1),-0.0642509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,7),(14,6),-0.0899071 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,5),-0.0386131 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,4),-0.0523553 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,3),-0.107581 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,1),-0.0521686 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,-1),-0.114811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,6),(14,5),-0.0389621 # DEPENDENCYPART_TRISIBL
(14,11),(14,6),(14,4),-0.0504604 # DEPENDENCYPART_TRISIBL
(14,11),(14,6),(14,3),-0.106893 # DEPENDENCYPART_TRISIBL
(14,11),(14,6),(14,1),-0.0454349 # DEPENDENCYPART_TRISIBL
(14,11),(14,6),(14,-1),-0.112973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,5),(14,4),-0.0546916 # DEPENDENCYPART_TRISIBL
(14,11),(14,5),(14,3),-0.109145 # DEPENDENCYPART_TRISIBL
(14,11),(14,5),(14,1),-0.0277257 # DEPENDENCYPART_TRISIBL
(14,11),(14,5),(14,-1),-0.108221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,4),(14,3),-0.110819 # DEPENDENCYPART_TRISIBL
(14,11),(14,4),(14,1),-0.0567899 # DEPENDENCYPART_TRISIBL
(14,11),(14,4),(14,-1),-0.151839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,3),(14,1),-0.0369073 # DEPENDENCYPART_TRISIBL
(14,11),(14,3),(14,-1),-0.11382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,1),(14,-1),-0.0726455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,9),(14,8),-0.0928986 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,7),-0.0750208 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,6),-0.0641925 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,5),-0.0694149 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,4),-0.122822 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,3),-0.110736 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,1),-0.0635839 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,-1),-0.132841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,8),(14,7),-0.0747554 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,6),-0.0525108 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,5),-0.0782107 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,4),-0.118977 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,3),-0.130491 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,1),-0.0640132 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,-1),-0.0949396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,7),(14,6),-0.0693424 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,5),-0.0646227 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,4),-0.0969399 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,3),-0.109963 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,1),-0.0679687 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,-1),-0.109434 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,6),(14,5),-0.0694149 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,4),-0.122822 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,3),-0.110736 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,1),-0.0635685 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,-1),-0.130857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,5),(14,4),-0.122973 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,3),-0.13117 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,1),-0.0659132 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,-1),-0.0460618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,4),(14,3),-0.128566 # DEPENDENCYPART_TRISIBL
(14,10),(14,4),(14,1),-0.0758272 # DEPENDENCYPART_TRISIBL
(14,10),(14,4),(14,-1),-0.153245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,3),(14,1),-0.0385614 # DEPENDENCYPART_TRISIBL
(14,10),(14,3),(14,-1),-0.1066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,1),(14,-1),-0.158225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,8),(14,7),-0.0666141 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,6),-0.0477718 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,5),-0.0525765 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,4),-0.0941102 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,3),-0.0778878 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,1),-0.0751709 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,-1),-0.0154297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,7),(14,6),-0.0325404 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,5),-0.0513024 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,4),-0.0939175 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,3),-0.0708633 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,1),-0.0727276 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,-1),-0.0755729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,6),(14,5),-0.0526087 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,4),-0.0941585 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,3),-0.0747831 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,1),-0.0783434 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,-1),-0.0695219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,5),(14,4),-0.0967105 # DEPENDENCYPART_TRISIBL
(14,9),(14,5),(14,3),-0.0843683 # DEPENDENCYPART_TRISIBL
(14,9),(14,5),(14,1),-0.0752266 # DEPENDENCYPART_TRISIBL
(14,9),(14,5),(14,-1),-0.0504563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,4),(14,3),-0.0668551 # DEPENDENCYPART_TRISIBL
(14,9),(14,4),(14,1),-0.0772962 # DEPENDENCYPART_TRISIBL
(14,9),(14,4),(14,-1),-0.109838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,3),(14,1),-0.0765771 # DEPENDENCYPART_TRISIBL
(14,9),(14,3),(14,-1),-0.101159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,1),(14,-1),-0.108382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,7),(14,6),-0.0679627 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,5),-0.0571972 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,4),-0.0907077 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,3),-0.0823941 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,1),-0.0671428 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,-1),-0.0949775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,6),(14,5),-0.0613262 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,4),-0.116314 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,3),-0.0829744 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,1),-0.0632379 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,-1),-0.113176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,5),(14,4),-0.117249 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,3),-0.103662 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,1),-0.0650334 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,-1),-0.0226687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,4),(14,3),-0.0999669 # DEPENDENCYPART_TRISIBL
(14,8),(14,4),(14,1),-0.0755193 # DEPENDENCYPART_TRISIBL
(14,8),(14,4),(14,-1),-0.142594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,3),(14,1),-0.031302 # DEPENDENCYPART_TRISIBL
(14,8),(14,3),(14,-1),-0.0835948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,1),(14,-1),-0.132745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,6),(14,5),-0.0983424 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,4),-0.0530705 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,3),-0.0683498 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,1),0.0259323 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,-1),-0.105526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,5),(14,4),-0.0521818 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,3),-0.0759268 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,1),0.00897201 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,-1),-0.102617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,4),(14,3),-0.0711167 # DEPENDENCYPART_TRISIBL
(14,7),(14,4),(14,1),0.142973 # DEPENDENCYPART_TRISIBL
(14,7),(14,4),(14,-1),-0.130801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,3),(14,1),0.0516189 # DEPENDENCYPART_TRISIBL
(14,7),(14,3),(14,-1),-0.155344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,1),(14,-1),-0.113571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,5),(14,4),-0.0955247 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,3),-0.082502 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,1),-0.076374 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,-1),-0.0527852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,4),(14,3),-0.0651121 # DEPENDENCYPART_TRISIBL
(14,6),(14,4),(14,1),-0.0784436 # DEPENDENCYPART_TRISIBL
(14,6),(14,4),(14,-1),-0.112715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,3),(14,1),-0.0777245 # DEPENDENCYPART_TRISIBL
(14,6),(14,3),(14,-1),-0.0965488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,1),(14,-1),-0.112558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,4),(14,3),-0.0185195 # DEPENDENCYPART_TRISIBL
(14,5),(14,4),(14,1),-0.0758086 # DEPENDENCYPART_TRISIBL
(14,5),(14,4),(14,-1),-0.0819931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,3),(14,1),-0.0343995 # DEPENDENCYPART_TRISIBL
(14,5),(14,3),(14,-1),-0.0337237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,1),(14,-1),-0.0588945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,4),(14,3),(14,1),0.0364741 # DEPENDENCYPART_TRISIBL
(14,4),(14,3),(14,-1),-0.087249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,4),(14,1),(14,-1),-0.0816989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,3),(14,1),(14,-1),-0.0536826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,17),-0.115704 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,18),-0.119819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,20),-0.0874142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,21),-0.0934934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,24),-0.123272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,26),-0.119135 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,17),(15,18),-0.119819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,20),-0.0874025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,21),-0.0934934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,24),-0.12326 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,26),-0.11787 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,18),(15,20),-0.00479517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,21),-0.231467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,24),-0.0603317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,26),-0.681757 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,20),(15,21),-0.0853239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,20),(15,24),-0.11828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,20),(15,26),-0.112384 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,21),(15,24),-0.16969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,21),(15,26),-0.109458 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,24),(15,26),-0.113338 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,17),(15,18),-0.0454886 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,20),-0.0673714 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,21),-0.0705382 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,24),-0.071612 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,26),-0.130209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,18),(15,20),-0.0800255 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,21),-0.051206 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,24),-0.083794 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,26),-0.0362788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,20),(15,21),-0.0707832 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,24),-0.0718282 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,26),-0.132194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,21),(15,24),-0.0855158 # DEPENDENCYPART_TRISIBL
(15,16),(15,21),(15,26),-0.130474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,24),(15,26),-0.133295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,18),(15,20),-0.0800255 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,21),-0.051206 # DEPENDENCYPART_TRISIBL
