# _root_ Some lawyers say the slump , while more obvious in recent weeks , began earlier this year .
#goldHeads=2,3,0,5,14,14,9,9,14,9,12,10,14,3,17,17,14,3,
#predictedHeads=2,3,0,5,14,5,14,9,5,9,12,10,5,3,17,17,14,3,
(2,2),(2,8),(2,19),-0.102918 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,9),(2,10),-0.0858362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,12),-0.174075 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,13),-0.135037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,14),-0.108594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,17),-0.144378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,18),-0.143936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,19),-0.0901521 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,10),(2,12),-0.136391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,13),-0.0775317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,14),-0.113328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,17),-0.112797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,18),-0.162409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,19),-0.110223 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,12),(2,13),-0.119806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,14),-0.11551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,17),-0.0784835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,18),-0.116303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,12),(2,19),-0.126637 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,13),(2,14),-0.157096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,17),-0.0212247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,18),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,19),-0.687585 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,14),(2,17),-0.111819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,18),-0.0581538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,19),-0.115822 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,17),(2,18),-0.118317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,17),(2,19),-0.111174 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,18),(2,19),-0.223095 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,5),(2,6),-0.0859956 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,8),-0.0687166 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,9),-0.06305 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,10),-0.0267441 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,12),-0.0721838 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,13),-0.0859956 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,14),-0.104298 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,17),-0.0747341 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,18),-0.0444771 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,19),-0.1027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,6),(2,8),-0.0543928 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,9),-0.0432681 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,10),0.079294 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,12),-0.0839353 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,13),-0.0918473 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,14),-0.071102 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,17),-0.0861595 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,18),-0.0879161 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,19),-0.0345237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,8),(2,9),-0.0634995 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,10),-0.0232245 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,12),-0.0648926 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,13),-0.0743788 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,14),-0.106269 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,17),-0.0670927 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,18),-0.0573167 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,19),-0.0944639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,9),(2,10),-0.0314572 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,12),-0.0637074 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,13),-0.0808653 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,14),-0.0986999 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,17),-0.0659033 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,18),-0.066011 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,19),-0.0929736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,10),(2,12),-0.0660776 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,13),-0.0614408 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,14),-0.115095 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,17),-0.0694115 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,18),0.00253796 # DEPENDENCYPART_TRISIBL
(2,3),(2,10),(2,19),-0.0231274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,12),(2,13),-0.0859956 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,14),-0.104298 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,17),-0.0747341 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,18),-0.0444771 # DEPENDENCYPART_TRISIBL
(2,3),(2,12),(2,19),-0.100855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,13),(2,14),-0.071102 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,17),-0.0861595 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,18),-0.0879161 # DEPENDENCYPART_TRISIBL
(2,3),(2,13),(2,19),-0.0345237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,14),(2,17),-0.0734235 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,18),-0.118536 # DEPENDENCYPART_TRISIBL
(2,3),(2,14),(2,19),-0.0848175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,17),(2,18),-0.0462011 # DEPENDENCYPART_TRISIBL
(2,3),(2,17),(2,19),-0.105827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,18),(2,19),-0.0562035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,6),(2,8),-0.0626549 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,9),-0.0293254 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,10),-0.0573746 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,12),-0.0837607 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,13),-0.0421391 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,14),-0.100925 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,17),-0.0903167 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,18),-0.120892 # DEPENDENCYPART_TRISIBL
(2,5),(2,6),(2,19),-0.0360811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,8),(2,9),-0.0801495 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,10),-0.0624816 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,12),-0.0739656 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,13),-0.0216158 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,14),-0.0940151 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,17),-0.0812361 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,18),-0.0972424 # DEPENDENCYPART_TRISIBL
(2,5),(2,8),(2,19),-0.0918135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,9),(2,10),-0.0632414 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,12),-0.0724283 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,13),-0.0457798 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,14),-0.0839154 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,17),-0.0780797 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,18),-0.0935746 # DEPENDENCYPART_TRISIBL
(2,5),(2,9),(2,19),-0.0838535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,10),(2,12),-0.0761226 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,13),-0.0115548 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,14),-0.0610068 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,17),-0.0867142 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,18),-0.0960949 # DEPENDENCYPART_TRISIBL
(2,5),(2,10),(2,19),-0.140246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,12),(2,13),-0.0454914 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,14),-0.0871495 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,17),-0.0766209 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,18),-0.0845662 # DEPENDENCYPART_TRISIBL
(2,5),(2,12),(2,19),-0.130756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,13),(2,14),-0.100925 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,17),-0.0903167 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,18),-0.120892 # DEPENDENCYPART_TRISIBL
(2,5),(2,13),(2,19),-0.0360811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,14),(2,17),-0.0760436 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,18),-0.0890696 # DEPENDENCYPART_TRISIBL
(2,5),(2,14),(2,19),-0.131324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,17),(2,18),-0.0860305 # DEPENDENCYPART_TRISIBL
(2,5),(2,17),(2,19),-0.125922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,18),(2,19),-0.0405104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,8),(2,9),-0.069725 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,10),-0.0881357 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,12),0.16206 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,13),0.210793 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,14),-0.0254736 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,17),0.162179 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,18),-0.116662 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,19),-0.180667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,9),(2,10),-0.0781916 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,12),0.0519051 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,13),0.513429 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,14),-0.0309242 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,17),0.0528541 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,18),-0.139909 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,19),-0.167588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,10),(2,12),0.0119181 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,13),0.344732 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,14),0.0209155 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,17),0.0155877 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,18),-0.101375 # DEPENDENCYPART_TRISIBL
(2,6),(2,10),(2,19),-0.0854264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,12),(2,13),0.507475 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,14),-0.052276 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,17),-0.0818466 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,18),-0.240184 # DEPENDENCYPART_TRISIBL
(2,6),(2,12),(2,19),-0.0990196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,13),(2,14),-0.0553567 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,17),0.000372786 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,18),-0.135954 # DEPENDENCYPART_TRISIBL
(2,6),(2,13),(2,19),-0.22976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,14),(2,17),-0.0195615 # DEPENDENCYPART_TRISIBL
(2,6),(2,14),(2,18),-0.0843476 # DEPENDENCYPART_TRISIBL
(2,6),(2,14),(2,19),-0.0641114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,17),(2,18),-0.240862 # DEPENDENCYPART_TRISIBL
(2,6),(2,17),(2,19),-0.0858189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,18),(2,19),-0.278399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,9),(2,10),-0.0527448 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,12),-0.0830257 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,13),-0.0270171 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,14),-0.0301822 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,17),-0.0789478 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,18),-0.0693118 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,19),-0.117466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,10),(2,12),-0.0608373 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,13),-0.0450278 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,14),-0.0365795 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,17),-0.0555598 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,18),-0.0797445 # DEPENDENCYPART_TRISIBL
(2,8),(2,10),(2,19),-0.126379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,12),(2,13),0.0584231 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,14),-0.0545606 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,17),-0.0730563 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,18),-0.0860603 # DEPENDENCYPART_TRISIBL
(2,8),(2,12),(2,19),-0.0664423 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,13),(2,14),-0.0881599 # DEPENDENCYPART_TRISIBL
(2,8),(2,13),(2,17),-0.0463718 # DEPENDENCYPART_TRISIBL
(2,8),(2,13),(2,18),-0.0556711 # DEPENDENCYPART_TRISIBL
(2,8),(2,13),(2,19),-0.28359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,14),(2,17),-0.0764775 # DEPENDENCYPART_TRISIBL
(2,8),(2,14),(2,18),-0.0678614 # DEPENDENCYPART_TRISIBL
(2,8),(2,14),(2,19),-0.0977543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,17),(2,18),-0.0876989 # DEPENDENCYPART_TRISIBL
(2,8),(2,17),(2,19),-0.0642963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,18),(2,19),-0.12846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,10),(2,12),-0.084357 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,13),-0.0449969 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,14),-0.0636064 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,17),-0.0862207 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,18),-0.0381808 # DEPENDENCYPART_TRISIBL
(2,9),(2,10),(2,19),-0.0695691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,12),(2,13),-0.0660951 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,14),-0.05453 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,17),-0.0676514 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,18),-0.0890594 # DEPENDENCYPART_TRISIBL
(2,9),(2,12),(2,19),-0.0890001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,13),(2,14),0.0540245 # DEPENDENCYPART_TRISIBL
(2,9),(2,13),(2,17),-0.0749134 # DEPENDENCYPART_TRISIBL
(2,9),(2,13),(2,18),-0.0761144 # DEPENDENCYPART_TRISIBL
(2,9),(2,13),(2,19),-0.0232026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,14),(2,17),-0.0718605 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,18),-0.0965748 # DEPENDENCYPART_TRISIBL
(2,9),(2,14),(2,19),-0.082814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,17),(2,18),-0.0894245 # DEPENDENCYPART_TRISIBL
(2,9),(2,17),(2,19),-0.0803162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,18),(2,19),-0.0829764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,12),(2,13),-0.0480383 # DEPENDENCYPART_TRISIBL
(2,10),(2,12),(2,14),-0.0574058 # DEPENDENCYPART_TRISIBL
(2,10),(2,12),(2,17),-0.0621764 # DEPENDENCYPART_TRISIBL
(2,10),(2,12),(2,18),-0.0966117 # DEPENDENCYPART_TRISIBL
(2,10),(2,12),(2,19),-0.0310804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,13),(2,14),0.000997561 # DEPENDENCYPART_TRISIBL
(2,10),(2,13),(2,17),0.0837536 # DEPENDENCYPART_TRISIBL
(2,10),(2,13),(2,18),-0.0841966 # DEPENDENCYPART_TRISIBL
(2,10),(2,13),(2,19),-0.24548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,14),(2,17),-0.0348407 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,18),-0.0993598 # DEPENDENCYPART_TRISIBL
(2,10),(2,14),(2,19),-0.0788773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,17),(2,18),-0.0971091 # DEPENDENCYPART_TRISIBL
(2,10),(2,17),(2,19),-0.0459913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,10),(2,18),(2,19),-0.0954267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,13),(2,14),-0.101887 # DEPENDENCYPART_TRISIBL
(2,12),(2,13),(2,17),-0.0883636 # DEPENDENCYPART_TRISIBL
(2,12),(2,13),(2,18),-0.125049 # DEPENDENCYPART_TRISIBL
(2,12),(2,13),(2,19),-0.0370614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,14),(2,17),-0.0740905 # DEPENDENCYPART_TRISIBL
(2,12),(2,14),(2,18),-0.0945195 # DEPENDENCYPART_TRISIBL
(2,12),(2,14),(2,19),-0.132868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,17),(2,18),-0.0903798 # DEPENDENCYPART_TRISIBL
(2,12),(2,17),(2,19),-0.126928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,12),(2,18),(2,19),-0.0403997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,14),(2,17),-0.0195615 # DEPENDENCYPART_TRISIBL
(2,13),(2,14),(2,18),-0.0843476 # DEPENDENCYPART_TRISIBL
(2,13),(2,14),(2,19),-0.0641114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,17),(2,18),-0.240862 # DEPENDENCYPART_TRISIBL
(2,13),(2,17),(2,19),-0.0858189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,13),(2,18),(2,19),-0.278399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,17),(2,18),-0.044928 # DEPENDENCYPART_TRISIBL
(2,14),(2,17),(2,19),-0.123983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,14),(2,18),(2,19),-0.0788217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,17),(2,18),(2,19),-0.0481216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.119055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.139044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.11161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.141035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.0662949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.107246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.0915135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,11),-0.107258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,12),-0.142868 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,13),-0.11161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,14),-0.0812791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,15),-0.048661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,17),-0.0827083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,18),-0.0452343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,19),-0.0825018 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.00846116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.0480058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),0.000609483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),-0.0657539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,10),0.0500713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,11),-0.0657656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,12),-0.0391746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,13),-0.00846116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,14),-0.0328774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,15),0.0050468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,17),0.029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,18),-0.000916562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,19),0.0113124 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.295098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),-0.156269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),-0.126327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,10),-0.235219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,11),-0.126343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,12),-0.249669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,13),-0.117453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,14),-0.169022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,15),-0.140038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,17),-0.185823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,18),-0.0397352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,19),-0.0668724 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.0922131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,9),-0.118327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,10),-0.0614088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,11),-0.118338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,12),-0.0725452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,13),-0.0531746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,14),-0.109474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,15),-0.071846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,17),-0.00979442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,18),-0.0979817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,19),-0.105817 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,9),-0.0477202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,10),-0.0840395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,11),-0.047732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,12),-0.0791472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,13),-0.142015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,14),-0.0346026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,15),-0.0734112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,17),-0.0189154 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
