# _root_ Also , a cockpit warning system failed to alert the pilots the flaps and slats were not set for takeoff , the NTSB said .
#goldHeads=24,24,6,6,6,7,24,9,7,11,9,14,14,16,14,9,16,16,18,19,24,23,24,0,24,
#predictedHeads=24,7,6,6,6,7,24,9,7,11,9,14,14,16,14,24,16,16,18,19,24,23,24,0,24,
(6,6),(6,5),(6,3),-0.0223148 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,2),-0.0315477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,1),-0.127682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,-1),-0.211864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,4),(6,3),-0.0330032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,2),-0.177387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,1),-0.12275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,-1),-0.17828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,3),(6,2),-0.00654362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,1),-0.135807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,-1),-0.178621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,2),(6,1),-0.202885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,2),(6,-1),-0.409537 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,1),(6,-1),-0.181513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,4),(6,3),0.0207006 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,2),-0.0192148 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,1),-0.0572012 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,-1),-0.154621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,3),(6,2),-0.0254148 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,1),-0.0554015 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,-1),0.0447964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,2),(6,1),-0.014805 # DEPENDENCYPART_TRISIBL
(6,5),(6,2),(6,-1),-0.230399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,1),(6,-1),-0.158207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,3),(6,2),-0.153198 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,1),-0.0426316 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,-1),0.00927034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,2),(6,1),-0.0801482 # DEPENDENCYPART_TRISIBL
(6,4),(6,2),(6,-1),-0.223189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,1),(6,-1),-0.0923078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,2),(6,1),-0.0304768 # DEPENDENCYPART_TRISIBL
(6,3),(6,2),(6,-1),-0.145557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,1),(6,-1),-0.0672532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,2),(6,1),(6,-1),-0.235707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.0898297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,11),-0.0396857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,13),-0.0392143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,14),-0.0845068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,16),-0.101231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,17),-0.0419434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,18),-0.0871023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,19),0.0464917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,21),-0.0436391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,24),-0.0829142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,25),-0.13586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,26),-0.0604007 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,11),-0.0455541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,13),-0.0450245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,14),-0.0919068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,16),-0.0251712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,17),-0.0715791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,18),-0.013637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,19),0.0252808 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,21),0.0133769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,24),-0.0142461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,25),0.0102859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,26),0.0118848 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,13),-0.0385664 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,14),-0.0248913 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,16),-0.0182905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,17),-0.0225286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,18),-0.0110062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,19),0.0579803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,21),-0.00240745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,24),-0.00493845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,25),-0.0309795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,26),-0.0157788 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,13),(7,14),-0.0248913 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,16),-0.0182905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,17),-0.0225286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,18),-0.0110062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,19),0.0490134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,21),-0.00229468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,24),-0.00493845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,25),-0.0308604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,26),-0.00739798 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,14),(7,16),0.0126316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,17),0.0368673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,18),0.0203538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,19),0.114807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,21),0.00775877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,24),0.0271281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,25),0.0446303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,26),-0.0180721 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,16),(7,17),-0.0716032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,18),-0.0161241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,19),0.0282836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,21),0.0280067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,24),-0.0167332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,25),-0.0116806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,26),-0.00119172 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,17),(7,18),0.00522596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,17),(7,19),-0.0185875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,17),(7,21),-0.14006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,17),(7,24),0.00961544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,17),(7,25),-0.0245204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,17),(7,26),-0.0852439 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,18),(7,19),0.0241758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,18),(7,21),0.0133603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,18),(7,24),-0.0144731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,18),(7,25),0.00336442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,18),(7,26),0.0299888 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,19),(7,21),-0.0195964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,19),(7,24),-0.104074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,19),(7,25),-0.134014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,19),(7,26),-0.0872101 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,21),(7,24),-0.145759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,21),(7,25),-0.075914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,21),(7,26),-0.152393 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,24),(7,25),0.0376071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,24),(7,26),0.0261465 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,25),(7,26),-0.156489 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,11),-0.0719592 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,13),-0.0719592 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,14),-0.106011 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,16),-0.0653717 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,17),-0.0740563 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,18),-0.0819199 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,19),-0.0348815 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,21),-0.0744561 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,24),-0.0860347 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,25),-0.0796363 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,26),-0.0584039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,13),-0.0790827 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,14),-0.102424 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,16),-0.074872 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,17),-0.0740149 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,18),-0.0897744 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,19),-0.0547955 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,21),-0.0775546 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,24),-0.0938774 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,25),-0.037094 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,26),-0.0509295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,14),-0.102424 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,16),-0.074872 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,17),-0.0740149 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,18),-0.0897744 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,19),-0.0547955 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,21),-0.0775546 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,24),-0.0938774 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,25),-0.037094 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,26),-0.0509295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,14),(7,16),-0.0674855 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,17),-0.0798349 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,18),-0.0825318 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,19),-0.0344732 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,21),-0.0613699 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,24),-0.0866351 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,25),-0.0742711 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,26),-0.11524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,16),(7,17),-0.0740563 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,18),-0.0819203 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,19),-0.0348815 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,21),-0.0753931 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,24),-0.0860351 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,25),-0.0749853 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,26),-0.0598446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,17),(7,18),-0.102454 # DEPENDENCYPART_TRISIBL
(7,8),(7,17),(7,19),-0.0294112 # DEPENDENCYPART_TRISIBL
(7,8),(7,17),(7,21),-0.0520223 # DEPENDENCYPART_TRISIBL
(7,8),(7,17),(7,24),-0.106557 # DEPENDENCYPART_TRISIBL
(7,8),(7,17),(7,25),-0.0855179 # DEPENDENCYPART_TRISIBL
(7,8),(7,17),(7,26),-0.0310895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,18),(7,19),-0.0348815 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,21),-0.0744561 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,24),-0.0860347 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,25),-0.0826374 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,26),-0.0552084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,19),(7,21),0.0625148 # DEPENDENCYPART_TRISIBL
(7,8),(7,19),(7,24),-0.0602849 # DEPENDENCYPART_TRISIBL
(7,8),(7,19),(7,25),-0.0541703 # DEPENDENCYPART_TRISIBL
(7,8),(7,19),(7,26),-0.0249972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,21),(7,24),-0.0188626 # DEPENDENCYPART_TRISIBL
(7,8),(7,21),(7,25),-0.0950259 # DEPENDENCYPART_TRISIBL
(7,8),(7,21),(7,26),-0.0607901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,24),(7,25),-0.0711975 # DEPENDENCYPART_TRISIBL
(7,8),(7,24),(7,26),-0.0597305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,25),(7,26),-0.0193854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,13),-0.0847078 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,14),-0.155314 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,16),-0.0863284 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,17),-0.0900947 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,18),-0.0880014 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,19),-0.0111391 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,21),-0.0995092 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,24),-0.0944431 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,25),-0.0188854 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,26),-0.0653445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,14),-0.155314 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,16),-0.0863284 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,17),-0.0900947 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,18),-0.0880014 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,19),-0.0111391 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,21),-0.0995092 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,24),-0.0944431 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,25),-0.0187688 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,26),-0.0653445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,14),(7,16),-0.0793514 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,17),-0.0798108 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,18),-0.0813805 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,19),-0.025275 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,21),-0.105262 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,24),-0.0891496 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,25),-0.109295 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,26),-0.135183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,16),(7,17),-0.0803113 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,18),-0.118066 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,19),-0.0334446 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,21),-0.115367 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,24),-0.125404 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,25),-0.112329 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,26),-0.0629926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,17),(7,18),-0.110227 # DEPENDENCYPART_TRISIBL
(7,9),(7,17),(7,19),-0.0106258 # DEPENDENCYPART_TRISIBL
(7,9),(7,17),(7,21),-0.0793314 # DEPENDENCYPART_TRISIBL
(7,9),(7,17),(7,24),-0.11644 # DEPENDENCYPART_TRISIBL
(7,9),(7,17),(7,25),-0.0297767 # DEPENDENCYPART_TRISIBL
(7,9),(7,17),(7,26),-0.12112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,18),(7,19),-0.0333011 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,21),-0.115367 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,24),-0.125297 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,25),-0.118146 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,26),-0.060506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,19),(7,21),-0.106367 # DEPENDENCYPART_TRISIBL
(7,9),(7,19),(7,24),-0.0806456 # DEPENDENCYPART_TRISIBL
(7,9),(7,19),(7,25),0.0453929 # DEPENDENCYPART_TRISIBL
(7,9),(7,19),(7,26),-0.074594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,21),(7,24),-0.0599383 # DEPENDENCYPART_TRISIBL
(7,9),(7,21),(7,25),-0.105231 # DEPENDENCYPART_TRISIBL
(7,9),(7,21),(7,26),-0.090429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,24),(7,25),-0.125202 # DEPENDENCYPART_TRISIBL
(7,9),(7,24),(7,26),-0.0650795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,25),(7,26),0.00843785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,14),-0.179213 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,16),-0.0646749 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,17),-0.0753672 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,18),-0.0711881 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,19),-0.0656536 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,21),-0.00786167 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,24),-0.0792773 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,25),-0.0503283 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,26),-0.0187773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,14),(7,16),-0.0890356 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,17),-0.0549155 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,18),-0.0957744 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,19),-0.0215727 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,21),-0.0387631 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,24),-0.103767 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,25),-0.0473845 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,26),-0.09271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,16),(7,17),-0.0362745 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,18),-0.10255 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,19),-0.0797516 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,21),-0.0128799 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,24),-0.110575 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,25),-0.0552696 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,26),-0.0361307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,17),(7,18),-0.118652 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,19),-0.0701492 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,21),0.0443689 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,24),-0.126596 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,25),-0.0963253 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,26),-0.0518292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,18),(7,19),-0.078808 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,21),-0.00987901 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,24),-0.110377 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,25),-0.0567062 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,26),-0.0425891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,19),(7,21),0.0148413 # DEPENDENCYPART_TRISIBL
(7,11),(7,19),(7,24),-0.100636 # DEPENDENCYPART_TRISIBL
(7,11),(7,19),(7,25),-0.0594855 # DEPENDENCYPART_TRISIBL
(7,11),(7,19),(7,26),-0.0576444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,21),(7,24),-0.0587392 # DEPENDENCYPART_TRISIBL
(7,11),(7,21),(7,25),-0.120653 # DEPENDENCYPART_TRISIBL
(7,11),(7,21),(7,26),-0.0726057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,24),(7,25),-0.0640983 # DEPENDENCYPART_TRISIBL
(7,11),(7,24),(7,26),-0.0433867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,25),(7,26),0.00812319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,14),(7,16),-0.0890118 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,17),-0.0549155 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,18),-0.0957506 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,19),-0.0215725 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,21),-0.0387631 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,24),-0.103743 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,25),-0.0473112 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,26),-0.101565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,16),(7,17),-0.0362745 # DEPENDENCYPART_TRISIBL
(7,13),(7,16),(7,18),-0.102527 # DEPENDENCYPART_TRISIBL
(7,13),(7,16),(7,19),-0.0797515 # DEPENDENCYPART_TRISIBL
(7,13),(7,16),(7,21),-0.0128799 # DEPENDENCYPART_TRISIBL
(7,13),(7,16),(7,24),-0.110551 # DEPENDENCYPART_TRISIBL
(7,13),(7,16),(7,25),-0.0551963 # DEPENDENCYPART_TRISIBL
(7,13),(7,16),(7,26),-0.044986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,17),(7,18),-0.118628 # DEPENDENCYPART_TRISIBL
(7,13),(7,17),(7,19),-0.0701491 # DEPENDENCYPART_TRISIBL
(7,13),(7,17),(7,21),0.0443689 # DEPENDENCYPART_TRISIBL
(7,13),(7,17),(7,24),-0.126573 # DEPENDENCYPART_TRISIBL
(7,13),(7,17),(7,25),-0.096252 # DEPENDENCYPART_TRISIBL
(7,13),(7,17),(7,26),-0.0606845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,18),(7,19),-0.0788079 # DEPENDENCYPART_TRISIBL
(7,13),(7,18),(7,21),-0.00987901 # DEPENDENCYPART_TRISIBL
(7,13),(7,18),(7,24),-0.110353 # DEPENDENCYPART_TRISIBL
(7,13),(7,18),(7,25),-0.0566329 # DEPENDENCYPART_TRISIBL
(7,13),(7,18),(7,26),-0.0514443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,19),(7,21),0.0148413 # DEPENDENCYPART_TRISIBL
(7,13),(7,19),(7,24),-0.100612 # DEPENDENCYPART_TRISIBL
(7,13),(7,19),(7,25),-0.0594122 # DEPENDENCYPART_TRISIBL
