# _root_ Like its parent that year , `` Bluefield was not having a good year , '' the judge said .
#goldHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
#predictedHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
(1,10),(10,11),-0.0105565 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.355429 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.449259 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.188064 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.622873 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.402854 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.475491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,3),0.907573 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.592409 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.345383 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.12624 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.00405422 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.294185 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.246938 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.154652 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.173206 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.680284 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.129184 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.0563692 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.41286 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.630771 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.220996 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.312016 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.895892 # DEPENDENCYPART_GRANDPAR
(1,19),(19,1),-0.592371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,19),(19,2),0.39013 # DEPENDENCYPART_GRANDPAR
(1,19),(19,3),0.554617 # DEPENDENCYPART_GRANDPAR
(1,19),(19,4),-0.628418 # DEPENDENCYPART_GRANDPAR
(1,19),(19,5),-0.0283092 # DEPENDENCYPART_GRANDPAR
(1,19),(19,6),-0.406358 # DEPENDENCYPART_GRANDPAR
(1,19),(19,7),-0.269683 # DEPENDENCYPART_GRANDPAR
(1,19),(19,8),-0.489992 # DEPENDENCYPART_GRANDPAR
(1,19),(19,9),0.105751 # DEPENDENCYPART_GRANDPAR
(1,19),(19,10),-0.318552 # DEPENDENCYPART_GRANDPAR
(1,19),(19,11),-0.0612437 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),-0.681185 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),-0.850687 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),-0.439246 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),-0.248 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.779219 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-1.32064 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.919816 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-1.15341 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.65151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.31558 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.642379 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.748696 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.787214 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.912183 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.00514 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.840107 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.904794 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.952626 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.927923 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.01549 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-1.03071 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.709515 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.10729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.189968 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.275666 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.382178 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.470824 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.554786 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.350836 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.396729 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.497881 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.474718 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.522887 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.553859 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.584102 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.14573 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.57831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.900526 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.802622 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.953262 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.840197 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.515581 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.894353 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.00186 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.854402 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-1.35586 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.961405 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-1.09562 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.289295 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.696058 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.927506 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.940089 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.02493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.392468 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0861599 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.202212 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.16519 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.218298 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.900598 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.796439 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.89036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.173726 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.369533 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.411792 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0566172 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.360367 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.579966 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.417405 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.787104 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.772135 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.533363 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.59481 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.83741 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),-0.345742 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.248608 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.435101 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0642737 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.369477 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.859944 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.704823 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.00203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.314312 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.262776 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.391032 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.461625 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.378697 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.649617 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.368258 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.770297 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.640543 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.865046 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.690743 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.875842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.0570855 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.101966 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.439474 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.425631 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0285802 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.336506 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.233476 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.803656 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.210178 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.535875 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.749061 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.486215 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.407105 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.664593 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-1.33597 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.839142 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.292744 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.116885 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.115696 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.333292 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.823384 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.616756 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.772669 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.433836 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.57879 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.955464 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.968284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.39563 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.190785 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.50164 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.45893 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0309772 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.380728 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.445876 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.843447 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.383079 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.610674 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.796064 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.441946 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.416951 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.579848 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.796439 # DEPENDENCYPART_GRANDPAR
(3,14),(14,4),-0.173726 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.0741563 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.349827 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.0218448 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.342008 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.258997 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.364622 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.246041 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.772135 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.533363 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.59481 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.565158 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.849701 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.624774 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.320564 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.281288 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.580176 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.833638 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.485679 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.36832 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.513307 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.869332 # DEPENDENCYPART_GRANDPAR
(3,19),(19,2),-0.689009 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.903101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),0.0205255 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),-0.119923 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.435504 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.362178 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),0.0493192 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.215283 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.445591 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.347139 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.594611 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.378292 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.667558 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.838106 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.488912 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.540343 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.516415 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-1.27962 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.56756 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.366328 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.36113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.0914613 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.991671 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.976204 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.638779 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.873838 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.62486 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.649203 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.01856 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-1.04262 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-1.26779 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.465694 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.471391 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.62183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.106993 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.08795 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.00385 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.703526 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.838034 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.651364 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.634786 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.02181 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.11484 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.05172 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.967043 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.24028 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.789044 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.925915 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.994476 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.49389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.746398 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.634276 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.284081 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.508615 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.150201 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.215346 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.487375 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.773283 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.640923 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.436376 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.831585 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.28148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.527416 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.383424 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.2456 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.424735 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.854451 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.891858 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.854296 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.911533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.876241 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.317756 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.357404 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.163213 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.121667 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.158271 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.42225 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.0704888 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.0223436 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.500639 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.497172 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.0112463 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.816522 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-1.15716 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-0.861237 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.891555 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.884006 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-1.05217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),0.718939 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),-0.447832 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.47606 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),0.0736388 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.0900467 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.117799 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.00881436 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.624297 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.473025 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.195875 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.474717 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.535049 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.766319 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.123875 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-1.07384 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.33415 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.397415 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.300609 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.38724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.898431 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.683453 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.421748 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.759043 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.845142 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.835626 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-1.16593 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.856199 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-1.00307 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.350231 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.28012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.872114 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.334668 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.485178 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.288303 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.47854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-1.06723 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.782027 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.556975 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.794566 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.941956 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.892419 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.04593 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.33473 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.937781 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.18111 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.04699 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0653472 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.562603 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.37056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.965134 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.741985 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.835788 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-1.07368 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.952446 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.02209 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.800956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.386595 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.164699 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.227186 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.974479 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.875564 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.04265 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.05809 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.815851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.338028 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.305387 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.249327 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.526081 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.363755 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.342773 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.453858 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.980631 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.862534 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.911742 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.00243 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.637264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.391102 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.266777 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0453583 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.205965 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.210459 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.550523 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.146979 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.114421 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.581088 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.385388 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.343553 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.565276 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-1.07656 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.954226 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.124988 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.218098 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0312157 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.337418 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.590753 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.206478 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.613631 # DEPENDENCYPART_GRANDPAR
