# _root_ The high point of foreigners ' copper stocks this year was 136,000 tons at the end of April , according to Mr. Demler .
#goldHeads=3,3,11,3,8,5,8,4,10,11,0,13,11,11,16,14,16,17,11,11,20,23,21,11,
#predictedHeads=3,3,11,3,8,5,8,4,10,3,0,13,11,11,16,14,16,17,11,11,20,23,21,11,
(3,8),(3,17),(3,25),-0.0769726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,19),(3,21),0.000678078 # DEPENDENCYPART_TRISIBL
(3,8),(3,19),(3,24),-0.0917762 # DEPENDENCYPART_TRISIBL
(3,8),(3,19),(3,25),-0.030406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,21),(3,24),-0.076471 # DEPENDENCYPART_TRISIBL
(3,8),(3,21),(3,25),-0.101187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,24),(3,25),-0.0133288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,10),(3,11),-0.0943724 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,12),-0.0601989 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,13),-0.0704719 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,14),-0.0709408 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,16),-0.0704711 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,17),-0.0534435 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,19),-0.0796293 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,21),-0.0650544 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,24),-0.012712 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,25),-0.144618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,11),(3,12),-0.0600342 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,13),-0.0646439 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,14),-0.0758482 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,16),-0.0646436 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,17),-0.0676555 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,19),-0.081591 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,21),-0.0650556 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,24),-0.0126647 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,25),-0.138741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,12),(3,13),-0.0614621 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,14),-0.0738439 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,16),-0.0614617 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,17),-0.0660367 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,19),-0.0741318 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,21),-0.0662637 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,24),-0.0331139 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,25),-0.117638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,13),(3,14),-0.0702903 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,16),-0.0702685 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,17),-0.052793 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,19),-0.0792501 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,21),-0.0650543 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,24),-0.0125586 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,25),-0.145946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,14),(3,16),-0.0645496 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,17),-0.0709571 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,19),-0.0767837 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,21),-0.0650578 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,24),-0.0292365 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,25),-0.126936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,16),(3,17),-0.0527965 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,19),-0.0792504 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,21),-0.0650543 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,24),-0.0125603 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,25),-0.145999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,17),(3,19),-0.0770197 # DEPENDENCYPART_TRISIBL
(3,9),(3,17),(3,21),-0.0650672 # DEPENDENCYPART_TRISIBL
(3,9),(3,17),(3,24),-0.0350635 # DEPENDENCYPART_TRISIBL
(3,9),(3,17),(3,25),-0.123576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,19),(3,21),-0.0654284 # DEPENDENCYPART_TRISIBL
(3,9),(3,19),(3,24),-0.0348986 # DEPENDENCYPART_TRISIBL
(3,9),(3,19),(3,25),-0.11858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,21),(3,24),-0.0362511 # DEPENDENCYPART_TRISIBL
(3,9),(3,21),(3,25),-0.120276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,24),(3,25),-0.129533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,11),(3,12),-0.0408408 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,13),-0.0806284 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,14),-0.0632673 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,16),-0.0853334 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,17),-0.093377 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,19),-0.0125263 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,21),-0.0268983 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,24),-0.0671255 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,25),-0.11059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,12),(3,13),-0.0720776 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,14),-0.051873 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,16),-0.0767823 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,17),-0.0801072 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,19),-0.0236932 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,21),-0.0207604 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,24),-0.0702316 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,25),-0.145568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,13),(3,14),-0.0628177 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,16),-0.0868402 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,17),-0.0881738 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,19),-0.0337982 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,21),-0.0378681 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,24),-0.0617146 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,25),-0.117448 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,14),(3,16),-0.106887 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,17),-0.0604961 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,19),0.0054892 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,21),0.0395148 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,24),-0.0667911 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,25),-0.0956561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,16),(3,17),-0.0884012 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,19),-0.0313087 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,21),-0.0378681 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,24),-0.0555806 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,25),-0.116663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,17),(3,19),-0.00524305 # DEPENDENCYPART_TRISIBL
(3,10),(3,17),(3,21),0.038138 # DEPENDENCYPART_TRISIBL
(3,10),(3,17),(3,24),-0.0801549 # DEPENDENCYPART_TRISIBL
(3,10),(3,17),(3,25),-0.0594734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,19),(3,21),0.00132849 # DEPENDENCYPART_TRISIBL
(3,10),(3,19),(3,24),-0.0728749 # DEPENDENCYPART_TRISIBL
(3,10),(3,19),(3,25),-0.038556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,21),(3,24),-0.0684972 # DEPENDENCYPART_TRISIBL
(3,10),(3,21),(3,25),-0.107953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,24),(3,25),-0.0290596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,12),(3,13),-0.0614331 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,14),-0.0159466 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,16),-0.0618048 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,17),-0.00340903 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,19),-0.0373919 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,21),-0.0674125 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,24),-0.0615828 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,25),-0.122072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,13),(3,14),-0.0133198 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,16),-0.0761688 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,17),-0.0104333 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,19),-0.0288961 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,21),-0.0698261 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,24),-0.0487194 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,25),-0.129315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,14),(3,16),-0.0787947 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,17),-0.0387085 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,19),-0.00348039 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,21),-0.0688539 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,24),0.000454825 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,25),-0.0675204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,16),(3,17),-0.0104384 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,19),-0.0290767 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,21),-0.0698261 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,24),-0.0487198 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,25),-0.1295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,17),(3,19),0.00662601 # DEPENDENCYPART_TRISIBL
(3,11),(3,17),(3,21),-0.0687932 # DEPENDENCYPART_TRISIBL
(3,11),(3,17),(3,24),-0.00303025 # DEPENDENCYPART_TRISIBL
(3,11),(3,17),(3,25),-0.0810135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,19),(3,21),-0.0645356 # DEPENDENCYPART_TRISIBL
(3,11),(3,19),(3,24),-0.0792261 # DEPENDENCYPART_TRISIBL
(3,11),(3,19),(3,25),-0.0486548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,21),(3,24),-0.0659243 # DEPENDENCYPART_TRISIBL
(3,11),(3,21),(3,25),-0.135032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,24),(3,25),-0.0941451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,13),(3,14),-0.0760326 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,16),-0.0886472 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,17),0.0319491 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,19),-0.0712992 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,21),-0.0302877 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,24),-0.0384602 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,25),-0.116612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,14),(3,16),-0.0843113 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,17),0.00853908 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,19),-0.0714481 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,21),-0.0382235 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,24),-0.0210658 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,25),-0.148687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,16),(3,17),0.0305803 # DEPENDENCYPART_TRISIBL
(3,12),(3,16),(3,19),-0.0712613 # DEPENDENCYPART_TRISIBL
(3,12),(3,16),(3,21),-0.0302877 # DEPENDENCYPART_TRISIBL
(3,12),(3,16),(3,24),-0.0383547 # DEPENDENCYPART_TRISIBL
(3,12),(3,16),(3,25),-0.116117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,17),(3,19),-0.0658237 # DEPENDENCYPART_TRISIBL
(3,12),(3,17),(3,21),-0.0390702 # DEPENDENCYPART_TRISIBL
(3,12),(3,17),(3,24),-0.0173406 # DEPENDENCYPART_TRISIBL
(3,12),(3,17),(3,25),-0.122942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,19),(3,21),-0.028521 # DEPENDENCYPART_TRISIBL
(3,12),(3,19),(3,24),-0.0387598 # DEPENDENCYPART_TRISIBL
(3,12),(3,19),(3,25),-0.180526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,21),(3,24),-0.0243444 # DEPENDENCYPART_TRISIBL
(3,12),(3,21),(3,25),-0.125925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,24),(3,25),-0.112459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,14),(3,16),-0.104778 # DEPENDENCYPART_TRISIBL
(3,13),(3,14),(3,17),-0.040434 # DEPENDENCYPART_TRISIBL
(3,13),(3,14),(3,19),-0.00774522 # DEPENDENCYPART_TRISIBL
(3,13),(3,14),(3,21),0.0470025 # DEPENDENCYPART_TRISIBL
(3,13),(3,14),(3,24),-0.07226 # DEPENDENCYPART_TRISIBL
(3,13),(3,14),(3,25),-0.110515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,16),(3,17),-0.0759466 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,19),-0.0373429 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,21),-0.0338445 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,24),-0.0704331 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,25),-0.111814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,17),(3,19),-0.0184775 # DEPENDENCYPART_TRISIBL
(3,13),(3,17),(3,21),0.0456256 # DEPENDENCYPART_TRISIBL
(3,13),(3,17),(3,24),-0.0856239 # DEPENDENCYPART_TRISIBL
(3,13),(3,17),(3,25),-0.0743319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,19),(3,21),0.00356385 # DEPENDENCYPART_TRISIBL
(3,13),(3,19),(3,24),-0.092316 # DEPENDENCYPART_TRISIBL
(3,13),(3,19),(3,25),-0.0248192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,21),(3,24),-0.0770036 # DEPENDENCYPART_TRISIBL
(3,13),(3,21),(3,25),-0.102745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,24),(3,25),-0.00530937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,16),(3,17),-0.118674 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,19),-0.0427838 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,21),-0.0468194 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,24),-0.0711525 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,25),-0.0870375 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,17),(3,19),0.0658229 # DEPENDENCYPART_TRISIBL
(3,14),(3,17),(3,21),-0.0510199 # DEPENDENCYPART_TRISIBL
(3,14),(3,17),(3,24),-0.0710722 # DEPENDENCYPART_TRISIBL
(3,14),(3,17),(3,25),-0.138411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,19),(3,21),0.0494618 # DEPENDENCYPART_TRISIBL
(3,14),(3,19),(3,24),-0.0971506 # DEPENDENCYPART_TRISIBL
(3,14),(3,19),(3,25),-0.219969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,21),(3,24),-0.10797 # DEPENDENCYPART_TRISIBL
(3,14),(3,21),(3,25),-0.111122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,24),(3,25),-0.0938238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,17),(3,19),-0.0257554 # DEPENDENCYPART_TRISIBL
(3,16),(3,17),(3,21),0.0401377 # DEPENDENCYPART_TRISIBL
(3,16),(3,17),(3,24),-0.0857549 # DEPENDENCYPART_TRISIBL
(3,16),(3,17),(3,25),-0.0815452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,19),(3,21),0.000677928 # DEPENDENCYPART_TRISIBL
(3,16),(3,19),(3,24),-0.0924373 # DEPENDENCYPART_TRISIBL
(3,16),(3,19),(3,25),-0.0333918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,21),(3,24),-0.0771241 # DEPENDENCYPART_TRISIBL
(3,16),(3,21),(3,25),-0.105713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,24),(3,25),-0.00933056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,17),(3,19),(3,21),0.062627 # DEPENDENCYPART_TRISIBL
(3,17),(3,19),(3,24),-0.135038 # DEPENDENCYPART_TRISIBL
(3,17),(3,19),(3,25),-0.218328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,17),(3,21),(3,24),-0.150723 # DEPENDENCYPART_TRISIBL
(3,17),(3,21),(3,25),-0.0600525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,17),(3,24),(3,25),-0.0626928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,19),(3,21),(3,24),-0.12644 # DEPENDENCYPART_TRISIBL
(3,19),(3,21),(3,25),-0.178312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,19),(3,24),(3,25),-0.306458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,21),(3,24),(3,25),-0.047781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.150657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.14724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.147654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),0.0237898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,7),-0.0276041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.0146305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),0.0274312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,13),-0.0336924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,25),0.389962 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.0137078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,10),0.0283539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,13),-0.0327698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,25),0.385978 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,10),0.030416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,13),-0.0307077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,25),0.366425 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,13),-0.0348849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,25),0.356039 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,13),(4,25),0.393876 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,7),(4,8),-0.164601 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,10),-0.168266 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,13),-0.164206 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,25),-0.0527214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,10),-0.168266 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,13),-0.164207 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,25),-0.0488721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,13),-0.159282 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,25),-0.0445361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,13),(4,25),-0.0535352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,8),(4,10),-0.168266 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,13),-0.164207 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,25),-0.0456355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,10),(4,13),-0.159282 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,25),-0.0412995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,13),(4,25),-0.0502986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,10),(4,13),-0.158057 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,25),-0.0259147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,13),(4,25),-0.0349138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,13),(4,25),-0.0587905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,2),(4,-1),-0.310951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.155363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),-0.156591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,10),-0.111904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),-0.0950638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,14),-0.134163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,19),-0.067713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,24),-0.136515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,25),0.0723836 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),-0.0883874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.0532174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,11),-0.0644249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,14),-0.0794152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,19),-0.119158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,24),-0.113227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,25),-0.0975865 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,10),-0.0511553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,11),-0.0592744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,14),-0.0848042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,19),-0.121506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,24),-0.118865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,25),-0.104795 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,11),-0.0434634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,14),-0.0654876 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,19),-0.120921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,24),-0.115813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,25),-0.0933781 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,14),-0.160392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,19),-0.026763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,24),-0.0869927 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,25),-0.108911 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,14),(5,19),-0.0612356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,24),-0.177043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,25),-0.0990889 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,19),(5,24),-0.227658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,19),(5,25),-0.719249 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,24),(5,25),-0.186759 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.0553347 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,10),-0.0553347 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),-0.0513734 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,14),-0.0535999 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,19),-0.115678 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,24),-0.0669234 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,25),-0.0906316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,10),-0.0553347 # DEPENDENCYPART_TRISIBL
