# _root_ The internal investigation also criticized MiniScribe 's auditors , Coopers & Lybrand , for allegedly ignoring numerous red flags .
#goldHeads=3,3,5,5,0,8,6,5,8,11,8,11,8,5,16,14,19,19,16,5,
#predictedHeads=3,3,5,5,0,8,6,5,8,11,8,11,8,5,16,14,19,19,16,5,
(11,12),(11,14),(11,18),-0.0913964 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,19),-0.107396 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,20),-0.112273 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,21),-0.00812076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,16),-0.0816498 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,17),-0.0871542 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,18),-0.0871542 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,19),-0.0848715 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,20),-0.0850549 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,21),0.00196497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,16),(11,17),-0.085876 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,18),-0.085876 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,19),-0.0715489 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,20),-0.0619561 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,21),-0.0371945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,18),-0.0840094 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,19),-0.0395506 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,20),-0.0824944 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,21),-0.0385322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,18),(11,19),-0.0395506 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,20),-0.0824944 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,21),-0.0385322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,19),(11,20),-0.126418 # DEPENDENCYPART_TRISIBL
(11,12),(11,19),(11,21),-0.0625773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,20),(11,21),-0.111881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.0682359 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,16),0.0239278 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,17),-0.070862 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,18),-0.070862 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,19),-0.0803558 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,20),-0.0447587 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,21),-0.03897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,16),-0.00768909 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,17),-0.0808442 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,18),-0.0808442 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,19),-0.0505149 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,20),-0.0269614 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,21),-0.020459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,16),(11,17),-0.0742943 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,18),-0.0742943 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,19),-0.079193 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,20),0.0645429 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,21),-0.0327007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,18),-0.0705057 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,19),-0.0605445 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,20),-0.0543772 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,21),0.0180086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,18),(11,19),-0.0605445 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,20),-0.0543772 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,21),0.0180084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,19),(11,20),-0.0385367 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,21),-0.00894172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,20),(11,21),-0.102894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,16),-0.0967198 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,17),-0.0417859 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,18),-0.0417858 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,19),-0.0321009 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,20),-0.052881 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,21),-0.0787126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,16),(11,17),-0.0472189 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,18),-0.0472188 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,19),-0.0202707 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,20),-0.0360905 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,21),-0.141252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,18),-0.0449773 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,19),-0.0335654 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,20),-0.0714048 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,21),-0.0905436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,18),(11,19),-0.033567 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,20),-0.0714058 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,21),-0.0896241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,19),(11,20),-0.0483091 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,21),-0.0342092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,20),(11,21),-0.0810786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,16),(11,17),-0.0496973 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,18),-0.0494368 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,19),-0.0729839 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,20),0.0311293 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,21),-0.0882962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,17),(11,18),-0.055272 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,19),-0.0638758 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,20),-0.0621923 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,21),-0.0742944 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,18),(11,19),-0.0638758 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,20),-0.0621923 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,21),-0.0742943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,19),(11,20),-0.0748894 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,21),-0.0384921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,20),(11,21),-0.277761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,17),(11,18),-0.05393 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,19),-0.058911 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,20),-0.00067789 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,21),-0.104555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,18),(11,19),-0.058926 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,20),-0.00067789 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,21),-0.104629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,19),(11,20),0.0793482 # DEPENDENCYPART_TRISIBL
(11,16),(11,19),(11,21),-0.0595121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,20),(11,21),0.0851233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,18),(11,19),-0.00938541 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,20),-0.0967351 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,21),-0.0843979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,19),(11,20),-0.129109 # DEPENDENCYPART_TRISIBL
(11,17),(11,19),(11,21),-0.0557405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,20),(11,21),-0.157751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,19),(11,20),-0.12911 # DEPENDENCYPART_TRISIBL
(11,18),(11,19),(11,21),-0.0569803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,20),(11,21),-0.158574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,20),(11,21),-0.114196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.0977444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),-0.132645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,6),-0.131826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,5),-0.120347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,4),-0.0854254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,3),-0.134956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,2),-0.039603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,1),-0.0750753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),0.0629996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),-0.0849199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,6),-0.0841014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,5),-0.0417271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,4),-0.248617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,3),-0.0872308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,2),-0.143551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,1),-0.190401 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),-0.303294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,6),-0.131826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,5),-0.120347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,4),-0.0854254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,3),-0.134956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,2),-0.039603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,1),-0.0750753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),0.0629996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,6),(11,5),-0.120347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,4),-0.0854254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,3),-0.134956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,2),-0.039603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,1),-0.0750753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,-1),0.0597708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,5),(11,4),0.0872306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,3),0.126902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,2),-0.0954035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,1),-0.048841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,-1),0.0103144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,4),(11,3),-0.170632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,2),-0.142563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,1),-0.0822503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,-1),-0.104814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,3),(11,2),-0.0390551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,1),-0.0751881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,-1),0.0625365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,2),(11,1),-0.18174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,2),(11,-1),0.0169825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,1),(11,-1),-0.0784248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),0.103728 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,6),0.10477 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,5),-0.185176 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,4),-0.126603 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,3),0.103167 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,2),-0.00710759 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,1),-0.0141055 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),-0.312408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,6),-0.0368936 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,5),-0.171175 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,4),-0.0696701 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,3),-0.0383152 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,2),0.0462971 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,1),0.0618464 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,-1),-0.133407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,6),(11,5),-0.171175 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,4),-0.0696701 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,3),-0.0383152 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,2),0.0462971 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,1),0.0618464 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,-1),-0.133407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,5),(11,4),-0.0821313 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,3),-0.111498 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,2),-0.0199988 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,1),0.0462794 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,-1),-0.156833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,4),(11,3),-0.10057 # DEPENDENCYPART_TRISIBL
(11,10),(11,4),(11,2),-0.0199408 # DEPENDENCYPART_TRISIBL
(11,10),(11,4),(11,1),0.0195788 # DEPENDENCYPART_TRISIBL
(11,10),(11,4),(11,-1),-0.103988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,3),(11,2),0.0462941 # DEPENDENCYPART_TRISIBL
(11,10),(11,3),(11,1),0.0618464 # DEPENDENCYPART_TRISIBL
(11,10),(11,3),(11,-1),-0.133407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,2),(11,1),0.113448 # DEPENDENCYPART_TRISIBL
(11,10),(11,2),(11,-1),-0.0704451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,1),(11,-1),-0.00191729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,8),(11,6),-0.0251159 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,5),-0.131044 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,4),-0.0291809 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,3),-0.0319803 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,2),0.0393734 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,1),-0.0136297 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,-1),-0.0538901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,6),(11,5),-0.131044 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,4),-0.0291809 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,3),-0.0319803 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,2),0.0393734 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,1),-0.0136297 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,-1),-0.053943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,5),(11,4),-0.0196789 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,3),-0.0133917 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,2),-0.0730966 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,1),-0.0233726 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,-1),-0.0747558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,4),(11,3),-0.106209 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,2),-0.0493276 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,1),-0.0288843 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,-1),-0.0665124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,3),(11,2),0.0393734 # DEPENDENCYPART_TRISIBL
(11,9),(11,3),(11,1),-0.0136321 # DEPENDENCYPART_TRISIBL
(11,9),(11,3),(11,-1),-0.0542809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,2),(11,1),-0.0242729 # DEPENDENCYPART_TRISIBL
(11,9),(11,2),(11,-1),0.0267007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,1),(11,-1),-0.176922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,6),(11,5),-0.171175 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,4),-0.0696701 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,3),-0.0383152 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,2),0.0462971 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,1),0.0618464 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,-1),-0.133407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,5),(11,4),-0.0821313 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,3),-0.111498 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,2),-0.0199988 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,1),0.0462794 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,-1),-0.156833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,4),(11,3),-0.10057 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,2),-0.0199408 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,1),0.0195788 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,-1),-0.103988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,3),(11,2),0.0462941 # DEPENDENCYPART_TRISIBL
(11,8),(11,3),(11,1),0.0618464 # DEPENDENCYPART_TRISIBL
(11,8),(11,3),(11,-1),-0.133407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,2),(11,1),0.113448 # DEPENDENCYPART_TRISIBL
(11,8),(11,2),(11,-1),-0.0704451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,1),(11,-1),-0.00191729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,5),(11,4),-0.0821318 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,3),-0.111498 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,2),-0.0200001 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,1),0.0462794 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,-1),-0.155913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,4),(11,3),-0.10057 # DEPENDENCYPART_TRISIBL
(11,6),(11,4),(11,2),-0.0199421 # DEPENDENCYPART_TRISIBL
(11,6),(11,4),(11,1),0.0195788 # DEPENDENCYPART_TRISIBL
(11,6),(11,4),(11,-1),-0.103067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,3),(11,2),0.0462928 # DEPENDENCYPART_TRISIBL
(11,6),(11,3),(11,1),0.0618464 # DEPENDENCYPART_TRISIBL
(11,6),(11,3),(11,-1),-0.132569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,2),(11,1),0.113448 # DEPENDENCYPART_TRISIBL
(11,6),(11,2),(11,-1),-0.0695245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,1),(11,-1),-0.000996626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,4),(11,3),0.0531442 # DEPENDENCYPART_TRISIBL
(11,5),(11,4),(11,2),-0.0806803 # DEPENDENCYPART_TRISIBL
(11,5),(11,4),(11,1),-0.0864755 # DEPENDENCYPART_TRISIBL
(11,5),(11,4),(11,-1),-0.117554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,3),(11,2),-0.09611 # DEPENDENCYPART_TRISIBL
(11,5),(11,3),(11,1),-0.113751 # DEPENDENCYPART_TRISIBL
(11,5),(11,3),(11,-1),-0.0686136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,2),(11,1),-0.087938 # DEPENDENCYPART_TRISIBL
(11,5),(11,2),(11,-1),-0.0868406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,1),(11,-1),-0.0173706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,4),(11,3),(11,2),-0.0947457 # DEPENDENCYPART_TRISIBL
(11,4),(11,3),(11,1),-0.135967 # DEPENDENCYPART_TRISIBL
(11,4),(11,3),(11,-1),-0.049667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,4),(11,2),(11,1),-0.111441 # DEPENDENCYPART_TRISIBL
(11,4),(11,2),(11,-1),-0.0775935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,4),(11,1),(11,-1),-0.0408585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,3),(11,2),(11,1),0.113447 # DEPENDENCYPART_TRISIBL
(11,3),(11,2),(11,-1),-0.0703593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,3),(11,1),(11,-1),-0.00185442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,2),(11,1),(11,-1),0.0417728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),-0.25512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),-0.126275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,16),-0.166532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,19),-0.0745544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,21),-0.725027 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.0659523 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,16),-0.143883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,19),-0.121577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,21),-0.103933 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,16),-0.124497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,19),-0.136635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,21),-0.102304 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,19),-0.143905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,21),-0.0911467 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,19),(12,21),-0.101004 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),-0.0749055 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,16),0.044127 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,19),0.00834224 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,21),-0.0817888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,16),-0.0442618 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,19),0.170046 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,21),-0.214461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,19),-0.0246418 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,21),-0.051373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,19),(12,21),-0.07947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,16),-0.105539 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,19),-0.0160903 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,21),-0.113474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,19),0.00595323 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,21),-0.0851147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,19),(12,21),-0.0398159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,16),(12,19),-0.0694785 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,21),-0.106242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,19),(12,21),-0.0818123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
