# _root_ MCI Communications Corp. said it won a $ 27 million contract from Stuart-James Co. , a Denver investment banking concern , to provide voice and data telecommunications services .
#goldHeads=3,3,4,0,6,4,11,11,8,8,6,6,14,12,14,20,20,20,20,14,14,23,11,25,28,25,28,23,4,
#predictedHeads=3,3,4,0,6,4,11,11,8,8,6,6,14,12,14,20,20,20,20,14,14,23,11,25,28,25,25,23,4,
(1,2),(25,1),0.0306246 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),0.102649 # DEPENDENCYPART_HEADBIGRAM
(1,3),(3,2),0.304789 # DEPENDENCYPART_HEADBIGRAM
(1,3),(4,2),0.0392715 # DEPENDENCYPART_HEADBIGRAM
(1,3),(6,2),0.0422731 # DEPENDENCYPART_HEADBIGRAM
(1,3),(25,2),0.038197 # DEPENDENCYPART_HEADBIGRAM
(1,4),(0,3),-0.0265183 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.127905 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.165834 # DEPENDENCYPART_HEADBIGRAM
(1,4),(4,3),0.304824 # DEPENDENCYPART_HEADBIGRAM
(1,4),(6,3),0.0397282 # DEPENDENCYPART_HEADBIGRAM
(1,4),(11,3),0.0762376 # DEPENDENCYPART_HEADBIGRAM
(1,4),(14,3),0.0796823 # DEPENDENCYPART_HEADBIGRAM
(1,4),(25,3),0.0875837 # DEPENDENCYPART_HEADBIGRAM
(1,6),(2,5),0.088109 # DEPENDENCYPART_HEADBIGRAM
(1,6),(3,5),0.0731464 # DEPENDENCYPART_HEADBIGRAM
(1,6),(4,5),0.0528971 # DEPENDENCYPART_HEADBIGRAM
(1,6),(6,5),0.0985916 # DEPENDENCYPART_HEADBIGRAM
(1,6),(25,5),0.0780765 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),0.00716178 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),-0.0815142 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.0526557 # DEPENDENCYPART_HEADBIGRAM
(2,3),(6,2),0.058337 # DEPENDENCYPART_HEADBIGRAM
(2,3),(25,2),0.0301069 # DEPENDENCYPART_HEADBIGRAM
(2,4),(0,3),-0.0438341 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0593575 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.0502008 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.162849 # DEPENDENCYPART_HEADBIGRAM
(2,4),(6,3),0.038733 # DEPENDENCYPART_HEADBIGRAM
(2,4),(11,3),0.0795648 # DEPENDENCYPART_HEADBIGRAM
(2,4),(14,3),0.0799665 # DEPENDENCYPART_HEADBIGRAM
(2,4),(25,3),0.0876437 # DEPENDENCYPART_HEADBIGRAM
(2,5),(0,4),-0.0687731 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0750304 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.0831686 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.0754907 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.0965432 # DEPENDENCYPART_HEADBIGRAM
(2,5),(11,4),0.0636385 # DEPENDENCYPART_HEADBIGRAM
(2,5),(25,4),0.122033 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.0850359 # DEPENDENCYPART_HEADBIGRAM
(2,6),(3,5),0.0731464 # DEPENDENCYPART_HEADBIGRAM
(2,6),(4,5),0.0528971 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.0985916 # DEPENDENCYPART_HEADBIGRAM
(2,6),(25,5),0.0780765 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.0943754 # DEPENDENCYPART_HEADBIGRAM
(2,8),(8,7),0.0753 # DEPENDENCYPART_HEADBIGRAM
(2,8),(9,7),0.0811253 # DEPENDENCYPART_HEADBIGRAM
(2,8),(10,7),0.0811618 # DEPENDENCYPART_HEADBIGRAM
(2,8),(11,7),0.0801934 # DEPENDENCYPART_HEADBIGRAM
(2,8),(14,7),0.0797757 # DEPENDENCYPART_HEADBIGRAM
(2,8),(19,7),0.0802186 # DEPENDENCYPART_HEADBIGRAM
(2,8),(20,7),0.0802186 # DEPENDENCYPART_HEADBIGRAM
(2,8),(25,7),0.0811642 # DEPENDENCYPART_HEADBIGRAM
(3,2),(2,1),-0.171453 # DEPENDENCYPART_HEADBIGRAM
(3,2),(3,1),0.269747 # DEPENDENCYPART_HEADBIGRAM
(3,2),(4,1),0.0947783 # DEPENDENCYPART_HEADBIGRAM
(3,2),(6,1),0.0945754 # DEPENDENCYPART_HEADBIGRAM
(3,2),(25,1),0.0250162 # DEPENDENCYPART_HEADBIGRAM
(3,4),(0,3),-0.178095 # DEPENDENCYPART_HEADBIGRAM
(3,4),(1,3),-0.083701 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),-0.0837001 # DEPENDENCYPART_HEADBIGRAM
(3,4),(4,3),-0.144755 # DEPENDENCYPART_HEADBIGRAM
(3,4),(6,3),0.116899 # DEPENDENCYPART_HEADBIGRAM
(3,4),(11,3),0.108695 # DEPENDENCYPART_HEADBIGRAM
(3,4),(14,3),0.082372 # DEPENDENCYPART_HEADBIGRAM
(3,4),(25,3),0.164079 # DEPENDENCYPART_HEADBIGRAM
(3,5),(0,4),-0.0689716 # DEPENDENCYPART_HEADBIGRAM
(3,5),(1,4),-0.0750491 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.0750308 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),0.0787951 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.0973767 # DEPENDENCYPART_HEADBIGRAM
(3,5),(11,4),0.0636403 # DEPENDENCYPART_HEADBIGRAM
(3,5),(25,4),0.122033 # DEPENDENCYPART_HEADBIGRAM
(3,6),(2,5),-0.0660965 # DEPENDENCYPART_HEADBIGRAM
(3,6),(3,5),0.0795463 # DEPENDENCYPART_HEADBIGRAM
(3,6),(4,5),0.0528969 # DEPENDENCYPART_HEADBIGRAM
(3,6),(6,5),0.0978864 # DEPENDENCYPART_HEADBIGRAM
(3,6),(25,5),0.0780765 # DEPENDENCYPART_HEADBIGRAM
(3,8),(6,7),0.093052 # DEPENDENCYPART_HEADBIGRAM
(3,8),(8,7),0.0757558 # DEPENDENCYPART_HEADBIGRAM
(3,8),(9,7),0.0811747 # DEPENDENCYPART_HEADBIGRAM
(3,8),(10,7),0.0811404 # DEPENDENCYPART_HEADBIGRAM
(3,8),(11,7),0.0801719 # DEPENDENCYPART_HEADBIGRAM
(3,8),(14,7),0.079582 # DEPENDENCYPART_HEADBIGRAM
(3,8),(19,7),0.0802113 # DEPENDENCYPART_HEADBIGRAM
(3,8),(20,7),0.0802113 # DEPENDENCYPART_HEADBIGRAM
(3,8),(25,7),0.0811568 # DEPENDENCYPART_HEADBIGRAM
(3,12),(4,11),0.0710241 # DEPENDENCYPART_HEADBIGRAM
(3,12),(6,11),0.0892967 # DEPENDENCYPART_HEADBIGRAM
(3,12),(8,11),0.0918794 # DEPENDENCYPART_HEADBIGRAM
(3,12),(9,11),0.126104 # DEPENDENCYPART_HEADBIGRAM
(3,12),(10,11),0.125746 # DEPENDENCYPART_HEADBIGRAM
(3,12),(12,11),0.0735925 # DEPENDENCYPART_HEADBIGRAM
(3,12),(14,11),0.0319684 # DEPENDENCYPART_HEADBIGRAM
(3,12),(20,11),0.0459109 # DEPENDENCYPART_HEADBIGRAM
(3,12),(23,11),0.0911891 # DEPENDENCYPART_HEADBIGRAM
(3,12),(25,11),0.0902815 # DEPENDENCYPART_HEADBIGRAM
(3,20),(8,19),0.0942909 # DEPENDENCYPART_HEADBIGRAM
(3,20),(11,19),0.097995 # DEPENDENCYPART_HEADBIGRAM
(3,20),(14,19),0.0923506 # DEPENDENCYPART_HEADBIGRAM
(3,20),(17,19),0.0792372 # DEPENDENCYPART_HEADBIGRAM
(3,20),(18,19),0.0792372 # DEPENDENCYPART_HEADBIGRAM
(3,20),(20,19),0.107755 # DEPENDENCYPART_HEADBIGRAM
(3,20),(25,19),0.0489764 # DEPENDENCYPART_HEADBIGRAM
(3,20),(28,19),0.0833336 # DEPENDENCYPART_HEADBIGRAM
(3,21),(3,20),0.050779 # DEPENDENCYPART_HEADBIGRAM
(3,21),(6,20),0.0661778 # DEPENDENCYPART_HEADBIGRAM
(3,21),(8,20),0.0904131 # DEPENDENCYPART_HEADBIGRAM
(3,21),(11,20),0.117963 # DEPENDENCYPART_HEADBIGRAM
(3,21),(12,20),0.0414227 # DEPENDENCYPART_HEADBIGRAM
(3,21),(13,20),0.118585 # DEPENDENCYPART_HEADBIGRAM
(3,21),(14,20),0.119108 # DEPENDENCYPART_HEADBIGRAM
(3,21),(23,20),0.0450306 # DEPENDENCYPART_HEADBIGRAM
(3,21),(25,20),0.0721817 # DEPENDENCYPART_HEADBIGRAM
(3,21),(28,20),0.0429933 # DEPENDENCYPART_HEADBIGRAM
(3,29),(11,28),0.118635 # DEPENDENCYPART_HEADBIGRAM
(3,29),(12,28),0.0731954 # DEPENDENCYPART_HEADBIGRAM
(3,29),(19,28),0.086371 # DEPENDENCYPART_HEADBIGRAM
(3,29),(20,28),0.0864213 # DEPENDENCYPART_HEADBIGRAM
(3,29),(22,28),0.0382046 # DEPENDENCYPART_HEADBIGRAM
(3,29),(23,28),0.0706311 # DEPENDENCYPART_HEADBIGRAM
(3,29),(24,28),0.0875085 # DEPENDENCYPART_HEADBIGRAM
(3,29),(25,28),0.0730278 # DEPENDENCYPART_HEADBIGRAM
(3,29),(26,28),0.124799 # DEPENDENCYPART_HEADBIGRAM
(3,29),(27,28),0.127108 # DEPENDENCYPART_HEADBIGRAM
(4,2),(2,1),-0.0180954 # DEPENDENCYPART_HEADBIGRAM
(4,2),(3,1),-0.114123 # DEPENDENCYPART_HEADBIGRAM
(4,2),(4,1),0.20965 # DEPENDENCYPART_HEADBIGRAM
(4,2),(6,1),0.121178 # DEPENDENCYPART_HEADBIGRAM
(4,2),(25,1),0.00432541 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),-0.204714 # DEPENDENCYPART_HEADBIGRAM
(4,3),(3,2),-0.00491892 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.064954 # DEPENDENCYPART_HEADBIGRAM
(4,3),(6,2),0.121177 # DEPENDENCYPART_HEADBIGRAM
(4,3),(25,2),2.92801e-05 # DEPENDENCYPART_HEADBIGRAM
(4,5),(0,4),-0.0761689 # DEPENDENCYPART_HEADBIGRAM
(4,5),(1,4),-0.075117 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),-0.0509488 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),-0.0598845 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),0.0599491 # DEPENDENCYPART_HEADBIGRAM
(4,5),(11,4),0.0760058 # DEPENDENCYPART_HEADBIGRAM
(4,5),(25,4),0.0699836 # DEPENDENCYPART_HEADBIGRAM
(4,6),(2,5),-0.0642991 # DEPENDENCYPART_HEADBIGRAM
(4,6),(3,5),-0.0656134 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.124322 # DEPENDENCYPART_HEADBIGRAM
(4,6),(6,5),0.348613 # DEPENDENCYPART_HEADBIGRAM
(4,6),(25,5),0.0642552 # DEPENDENCYPART_HEADBIGRAM
(4,8),(6,7),0.0931671 # DEPENDENCYPART_HEADBIGRAM
(4,8),(8,7),0.0755142 # DEPENDENCYPART_HEADBIGRAM
(4,8),(9,7),0.0809967 # DEPENDENCYPART_HEADBIGRAM
(4,8),(10,7),0.0809361 # DEPENDENCYPART_HEADBIGRAM
(4,8),(11,7),0.078873 # DEPENDENCYPART_HEADBIGRAM
(4,8),(14,7),0.0782831 # DEPENDENCYPART_HEADBIGRAM
(4,8),(19,7),0.0789124 # DEPENDENCYPART_HEADBIGRAM
(4,8),(20,7),0.0789124 # DEPENDENCYPART_HEADBIGRAM
(4,8),(25,7),0.0811465 # DEPENDENCYPART_HEADBIGRAM
(4,9),(2,8),-0.057778 # DEPENDENCYPART_HEADBIGRAM
(4,9),(3,8),-0.057816 # DEPENDENCYPART_HEADBIGRAM
(4,9),(4,8),0.0829881 # DEPENDENCYPART_HEADBIGRAM
(4,9),(6,8),0.0904852 # DEPENDENCYPART_HEADBIGRAM
(4,9),(9,8),0.134383 # DEPENDENCYPART_HEADBIGRAM
(4,9),(10,8),0.0811241 # DEPENDENCYPART_HEADBIGRAM
(4,9),(11,8),0.0811584 # DEPENDENCYPART_HEADBIGRAM
(4,9),(13,8),0.0811584 # DEPENDENCYPART_HEADBIGRAM
(4,9),(14,8),0.0811761 # DEPENDENCYPART_HEADBIGRAM
(4,9),(25,8),0.0801751 # DEPENDENCYPART_HEADBIGRAM
(4,11),(6,10),0.0650677 # DEPENDENCYPART_HEADBIGRAM
(4,11),(8,10),0.131639 # DEPENDENCYPART_HEADBIGRAM
(4,11),(9,10),0.0559493 # DEPENDENCYPART_HEADBIGRAM
(4,11),(11,10),0.0830351 # DEPENDENCYPART_HEADBIGRAM
(4,11),(12,10),0.0934353 # DEPENDENCYPART_HEADBIGRAM
(4,11),(14,10),0.0582631 # DEPENDENCYPART_HEADBIGRAM
(4,11),(25,10),0.0777648 # DEPENDENCYPART_HEADBIGRAM
(4,12),(4,11),0.0421995 # DEPENDENCYPART_HEADBIGRAM
(4,12),(6,11),0.120106 # DEPENDENCYPART_HEADBIGRAM
(4,12),(8,11),0.139943 # DEPENDENCYPART_HEADBIGRAM
(4,12),(9,11),0.135828 # DEPENDENCYPART_HEADBIGRAM
(4,12),(10,11),0.137458 # DEPENDENCYPART_HEADBIGRAM
(4,12),(12,11),0.16242 # DEPENDENCYPART_HEADBIGRAM
(4,12),(14,11),-0.0457479 # DEPENDENCYPART_HEADBIGRAM
(4,12),(20,11),-0.0321775 # DEPENDENCYPART_HEADBIGRAM
(4,12),(23,11),0.103983 # DEPENDENCYPART_HEADBIGRAM
(4,12),(25,11),-0.0214475 # DEPENDENCYPART_HEADBIGRAM
(4,15),(6,14),0.168648 # DEPENDENCYPART_HEADBIGRAM
(4,15),(8,14),0.0820004 # DEPENDENCYPART_HEADBIGRAM
(4,15),(9,14),0.0792929 # DEPENDENCYPART_HEADBIGRAM
(4,15),(10,14),0.0900229 # DEPENDENCYPART_HEADBIGRAM
(4,15),(11,14),0.0145471 # DEPENDENCYPART_HEADBIGRAM
(4,15),(12,14),0.248449 # DEPENDENCYPART_HEADBIGRAM
(4,15),(13,14),0.075129 # DEPENDENCYPART_HEADBIGRAM
(4,15),(20,14),-0.0101116 # DEPENDENCYPART_HEADBIGRAM
(4,15),(23,14),0.120469 # DEPENDENCYPART_HEADBIGRAM
(4,15),(25,14),0.0190811 # DEPENDENCYPART_HEADBIGRAM
(4,25),(6,24),0.135644 # DEPENDENCYPART_HEADBIGRAM
(4,25),(14,24),0.0644534 # DEPENDENCYPART_HEADBIGRAM
(4,25),(20,24),0.0725661 # DEPENDENCYPART_HEADBIGRAM
(4,25),(22,24),0.0583092 # DEPENDENCYPART_HEADBIGRAM
(4,25),(23,24),0.126824 # DEPENDENCYPART_HEADBIGRAM
(4,25),(25,24),0.0870025 # DEPENDENCYPART_HEADBIGRAM
(4,25),(26,24),0.053377 # DEPENDENCYPART_HEADBIGRAM
(4,25),(27,24),0.0522561 # DEPENDENCYPART_HEADBIGRAM
(4,25),(28,24),0.0513226 # DEPENDENCYPART_HEADBIGRAM
(4,29),(11,28),0.0378111 # DEPENDENCYPART_HEADBIGRAM
(4,29),(12,28),0.0625627 # DEPENDENCYPART_HEADBIGRAM
(4,29),(19,28),0.0376542 # DEPENDENCYPART_HEADBIGRAM
(4,29),(20,28),0.0413005 # DEPENDENCYPART_HEADBIGRAM
(4,29),(22,28),0.16278 # DEPENDENCYPART_HEADBIGRAM
(4,29),(23,28),0.115492 # DEPENDENCYPART_HEADBIGRAM
(4,29),(24,28),0.0529723 # DEPENDENCYPART_HEADBIGRAM
(4,29),(25,28),0.231869 # DEPENDENCYPART_HEADBIGRAM
(4,29),(26,28),0.0628269 # DEPENDENCYPART_HEADBIGRAM
(4,29),(27,28),0.0733052 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),-0.0507208 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),-0.0485816 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.0635846 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),0.0273951 # DEPENDENCYPART_HEADBIGRAM
(5,6),(25,5),0.0773682 # DEPENDENCYPART_HEADBIGRAM
(6,2),(2,1),0.00402428 # DEPENDENCYPART_HEADBIGRAM
(6,2),(3,1),-0.116281 # DEPENDENCYPART_HEADBIGRAM
(6,2),(4,1),-0.128873 # DEPENDENCYPART_HEADBIGRAM
(6,2),(6,1),0.016032 # DEPENDENCYPART_HEADBIGRAM
(6,2),(25,1),0.00443404 # DEPENDENCYPART_HEADBIGRAM
(6,3),(1,2),-0.146279 # DEPENDENCYPART_HEADBIGRAM
(6,3),(3,2),0.0172007 # DEPENDENCYPART_HEADBIGRAM
(6,3),(4,2),-0.132972 # DEPENDENCYPART_HEADBIGRAM
(6,3),(6,2),0.0159985 # DEPENDENCYPART_HEADBIGRAM
(6,3),(25,2),0.000137905 # DEPENDENCYPART_HEADBIGRAM
(6,4),(0,3),-0.107896 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.133568 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.133568 # DEPENDENCYPART_HEADBIGRAM
(6,4),(4,3),0.0326045 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),-0.049756 # DEPENDENCYPART_HEADBIGRAM
(6,4),(11,3),0.0870433 # DEPENDENCYPART_HEADBIGRAM
(6,4),(14,3),0.092123 # DEPENDENCYPART_HEADBIGRAM
(6,4),(25,3),0.0716477 # DEPENDENCYPART_HEADBIGRAM
(6,5),(0,4),-0.136701 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.0911979 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.0703859 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.0722261 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.035731 # DEPENDENCYPART_HEADBIGRAM
(6,5),(11,4),0.106817 # DEPENDENCYPART_HEADBIGRAM
(6,5),(25,4),0.032178 # DEPENDENCYPART_HEADBIGRAM
(6,7),(0,6),-0.03701 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),-0.0494556 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),-0.0494886 # DEPENDENCYPART_HEADBIGRAM
(6,7),(3,6),-0.0494686 # DEPENDENCYPART_HEADBIGRAM
(6,7),(4,6),-0.108758 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.0668723 # DEPENDENCYPART_HEADBIGRAM
(6,7),(11,6),0.0772607 # DEPENDENCYPART_HEADBIGRAM
(6,7),(25,6),0.0745879 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.0846412 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.076837 # DEPENDENCYPART_HEADBIGRAM
(6,8),(9,7),0.0808371 # DEPENDENCYPART_HEADBIGRAM
(6,8),(10,7),0.080263 # DEPENDENCYPART_HEADBIGRAM
(6,8),(11,7),0.0781999 # DEPENDENCYPART_HEADBIGRAM
(6,8),(14,7),0.0784665 # DEPENDENCYPART_HEADBIGRAM
(6,8),(19,7),0.0789198 # DEPENDENCYPART_HEADBIGRAM
(6,8),(20,7),0.0789198 # DEPENDENCYPART_HEADBIGRAM
(6,8),(25,7),0.0811539 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.0577748 # DEPENDENCYPART_HEADBIGRAM
(6,9),(3,8),-0.0578128 # DEPENDENCYPART_HEADBIGRAM
(6,9),(4,8),-0.0589355 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.0768963 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.137857 # DEPENDENCYPART_HEADBIGRAM
(6,9),(10,8),0.0811241 # DEPENDENCYPART_HEADBIGRAM
(6,9),(11,8),0.0811616 # DEPENDENCYPART_HEADBIGRAM
(6,9),(13,8),0.0811616 # DEPENDENCYPART_HEADBIGRAM
(6,9),(14,8),0.0811793 # DEPENDENCYPART_HEADBIGRAM
(6,9),(25,8),0.0801932 # DEPENDENCYPART_HEADBIGRAM
(6,10),(4,9),-0.0585165 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.0433777 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.0734144 # DEPENDENCYPART_HEADBIGRAM
(6,10),(10,9),0.121014 # DEPENDENCYPART_HEADBIGRAM
(6,10),(11,9),0.0794505 # DEPENDENCYPART_HEADBIGRAM
(6,10),(25,9),0.0794882 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.0994602 # DEPENDENCYPART_HEADBIGRAM
(6,11),(8,10),0.2439 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.167648 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.138515 # DEPENDENCYPART_HEADBIGRAM
(6,11),(12,10),0.0901682 # DEPENDENCYPART_HEADBIGRAM
(6,11),(14,10),0.0553225 # DEPENDENCYPART_HEADBIGRAM
(6,11),(25,10),0.0777664 # DEPENDENCYPART_HEADBIGRAM
(6,12),(4,11),-0.0177996 # DEPENDENCYPART_HEADBIGRAM
(6,12),(6,11),0.193203 # DEPENDENCYPART_HEADBIGRAM
(6,12),(8,11),0.139909 # DEPENDENCYPART_HEADBIGRAM
(6,12),(9,11),0.135706 # DEPENDENCYPART_HEADBIGRAM
(6,12),(10,11),0.137335 # DEPENDENCYPART_HEADBIGRAM
(6,12),(12,11),0.167637 # DEPENDENCYPART_HEADBIGRAM
(6,12),(14,11),-0.038853 # DEPENDENCYPART_HEADBIGRAM
(6,12),(20,11),-0.0252826 # DEPENDENCYPART_HEADBIGRAM
(6,12),(23,11),0.10793 # DEPENDENCYPART_HEADBIGRAM
(6,12),(25,11),-0.016879 # DEPENDENCYPART_HEADBIGRAM
(6,13),(3,12),-0.0975477 # DEPENDENCYPART_HEADBIGRAM
(6,13),(4,12),-0.0707938 # DEPENDENCYPART_HEADBIGRAM
(6,13),(6,12),0.0370225 # DEPENDENCYPART_HEADBIGRAM
(6,13),(7,12),0.0903311 # DEPENDENCYPART_HEADBIGRAM
(6,13),(8,12),0.08616 # DEPENDENCYPART_HEADBIGRAM
(6,13),(9,12),0.0903093 # DEPENDENCYPART_HEADBIGRAM
(6,13),(11,12),0.0474956 # DEPENDENCYPART_HEADBIGRAM
(6,13),(14,12),0.0464663 # DEPENDENCYPART_HEADBIGRAM
(6,13),(23,12),0.0760291 # DEPENDENCYPART_HEADBIGRAM
(6,13),(25,12),0.101827 # DEPENDENCYPART_HEADBIGRAM
(6,14),(6,13),0.113076 # DEPENDENCYPART_HEADBIGRAM
(6,14),(8,13),0.120968 # DEPENDENCYPART_HEADBIGRAM
(6,14),(9,13),0.115823 # DEPENDENCYPART_HEADBIGRAM
(6,14),(11,13),0.0558877 # DEPENDENCYPART_HEADBIGRAM
(6,14),(12,13),0.0744065 # DEPENDENCYPART_HEADBIGRAM
(6,14),(14,13),0.127442 # DEPENDENCYPART_HEADBIGRAM
(6,14),(20,13),0.0751798 # DEPENDENCYPART_HEADBIGRAM
(6,14),(23,13),0.0630455 # DEPENDENCYPART_HEADBIGRAM
(6,14),(25,13),0.0129286 # DEPENDENCYPART_HEADBIGRAM
(6,15),(6,14),0.0906628 # DEPENDENCYPART_HEADBIGRAM
(6,15),(8,14),0.0802479 # DEPENDENCYPART_HEADBIGRAM
(6,15),(9,14),0.0613004 # DEPENDENCYPART_HEADBIGRAM
(6,15),(10,14),0.0720303 # DEPENDENCYPART_HEADBIGRAM
(6,15),(11,14),0.0097433 # DEPENDENCYPART_HEADBIGRAM
(6,15),(12,14),0.19028 # DEPENDENCYPART_HEADBIGRAM
(6,15),(13,14),0.0588375 # DEPENDENCYPART_HEADBIGRAM
(6,15),(20,14),0.00224669 # DEPENDENCYPART_HEADBIGRAM
(6,15),(23,14),0.10601 # DEPENDENCYPART_HEADBIGRAM
(6,15),(25,14),0.0201109 # DEPENDENCYPART_HEADBIGRAM
(6,18),(8,17),0.112024 # DEPENDENCYPART_HEADBIGRAM
(6,18),(11,17),0.0982557 # DEPENDENCYPART_HEADBIGRAM
(6,18),(14,17),0.0935425 # DEPENDENCYPART_HEADBIGRAM
(6,18),(18,17),0.13967 # DEPENDENCYPART_HEADBIGRAM
(6,18),(19,17),0.0770465 # DEPENDENCYPART_HEADBIGRAM
(6,18),(20,17),0.0770286 # DEPENDENCYPART_HEADBIGRAM
(6,18),(25,17),0.0133169 # DEPENDENCYPART_HEADBIGRAM
(6,20),(8,19),0.109243 # DEPENDENCYPART_HEADBIGRAM
(6,20),(11,19),0.0982516 # DEPENDENCYPART_HEADBIGRAM
(6,20),(14,19),0.0935384 # DEPENDENCYPART_HEADBIGRAM
(6,20),(17,19),0.0796579 # DEPENDENCYPART_HEADBIGRAM
(6,20),(18,19),0.0796579 # DEPENDENCYPART_HEADBIGRAM
(6,20),(20,19),0.161811 # DEPENDENCYPART_HEADBIGRAM
(6,20),(25,19),0.0139511 # DEPENDENCYPART_HEADBIGRAM
(6,20),(28,19),0.0768016 # DEPENDENCYPART_HEADBIGRAM
(6,21),(3,20),-0.127645 # DEPENDENCYPART_HEADBIGRAM
(6,21),(6,20),0.0616726 # DEPENDENCYPART_HEADBIGRAM
(6,21),(8,20),0.0791495 # DEPENDENCYPART_HEADBIGRAM
(6,21),(11,20),0.0222581 # DEPENDENCYPART_HEADBIGRAM
(6,21),(12,20),0.165914 # DEPENDENCYPART_HEADBIGRAM
(6,21),(13,20),0.0320186 # DEPENDENCYPART_HEADBIGRAM
(6,21),(14,20),0.0295353 # DEPENDENCYPART_HEADBIGRAM
(6,21),(23,20),0.109934 # DEPENDENCYPART_HEADBIGRAM
(6,21),(25,20),0.0200726 # DEPENDENCYPART_HEADBIGRAM
(6,21),(28,20),-0.00485039 # DEPENDENCYPART_HEADBIGRAM
(6,22),(3,21),-0.0327643 # DEPENDENCYPART_HEADBIGRAM
(6,22),(6,21),0.14422 # DEPENDENCYPART_HEADBIGRAM
(6,22),(8,21),0.105483 # DEPENDENCYPART_HEADBIGRAM
(6,22),(9,21),0.0872486 # DEPENDENCYPART_HEADBIGRAM
(6,22),(11,21),0.137719 # DEPENDENCYPART_HEADBIGRAM
(6,22),(14,21),0.140114 # DEPENDENCYPART_HEADBIGRAM
(6,22),(20,21),0.133697 # DEPENDENCYPART_HEADBIGRAM
(6,22),(22,21),0.0671328 # DEPENDENCYPART_HEADBIGRAM
(6,22),(23,21),0.0780457 # DEPENDENCYPART_HEADBIGRAM
(6,22),(25,21),0.0607787 # DEPENDENCYPART_HEADBIGRAM
(6,23),(6,22),0.0215901 # DEPENDENCYPART_HEADBIGRAM
(6,23),(11,22),0.0767519 # DEPENDENCYPART_HEADBIGRAM
(6,23),(12,22),0.087421 # DEPENDENCYPART_HEADBIGRAM
(6,23),(18,22),0.071994 # DEPENDENCYPART_HEADBIGRAM
(6,23),(19,22),0.071994 # DEPENDENCYPART_HEADBIGRAM
(6,23),(20,22),0.0653446 # DEPENDENCYPART_HEADBIGRAM
(6,23),(23,22),0.404222 # DEPENDENCYPART_HEADBIGRAM
(6,23),(24,22),0.0693937 # DEPENDENCYPART_HEADBIGRAM
