# _root_ Mr. Ehrlich was succeeded as chairman by Gerd Krick , a director of Fresenius , a West German pharmaceutical concern .
#goldHeads=2,3,0,3,4,5,4,9,7,9,12,9,12,13,14,20,18,20,20,14,3,
#predictedHeads=2,3,0,3,4,5,4,9,7,9,12,9,12,13,14,20,18,20,20,14,3,
(20,12),(12,12),(12,22),0.0039448 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,12),(12,13),(12,14),0.117651 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,13),(12,15),0.111119 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,13),(12,16),0.117006 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,13),(12,17),0.119714 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,13),(12,18),0.119718 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,13),(12,19),0.119718 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,13),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,13),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,13),(12,22),-0.0754243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,14),(12,15),0.115854 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,14),(12,16),0.174128 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,14),(12,17),0.149567 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,14),(12,18),0.150362 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,14),(12,19),0.150367 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,14),(12,20),-0.12545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,14),(12,21),-0.125194 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,14),(12,22),-0.132551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,15),(12,16),0.111253 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,15),(12,17),0.0939573 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,15),(12,18),0.0939594 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,15),(12,19),0.0939582 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,15),(12,20),-0.129994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,15),(12,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,15),(12,22),0.00923938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,16),(12,17),0.138931 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,16),(12,18),0.138931 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,16),(12,19),0.138931 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,16),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,16),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,16),(12,22),-0.108598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,17),(12,18),0.131119 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,17),(12,19),0.130682 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,17),(12,20),-0.124941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,17),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,17),(12,22),-0.143231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,18),(12,19),0.131425 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,18),(12,20),-0.124941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,18),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,18),(12,22),-0.155201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,19),(12,20),-0.124941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,19),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,19),(12,22),-0.154556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,20),(12,21),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,12),(12,20),(12,22),-0.135304 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,12),(12,21),(12,22),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,12),(12,11),-0.0675904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,12),(12,12),(12,10),0.160422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,12),(12,12),(12,8),-0.204083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,12),(12,12),(12,-1),0.085872 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,12),(12,11),(12,10),-0.0447155 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,11),(12,8),-0.0357307 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,11),(12,-1),-0.0945446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,10),(12,8),0.154984 # DEPENDENCYPART_GRANDSIBL
(20,12),(12,10),(12,-1),-0.0437752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,12),(12,8),(12,-1),0.00819983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,14),(14,15),0.177002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,17),0.100577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,18),0.0934761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,19),0.0947542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,20),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,14),(14,21),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,22),0.00413679 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,15),(14,17),0.0939573 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,18),0.0939594 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,19),0.0939582 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,20),-0.129994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,15),(14,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,22),0.00938433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,17),(14,18),0.129651 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,19),0.129214 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,20),-0.124941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,17),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,22),-0.147008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,18),(14,19),0.129957 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,18),(14,20),-0.124941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,18),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,18),(14,22),-0.158977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,19),(14,20),-0.124941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,19),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,19),(14,22),-0.158333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,20),(14,21),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,20),(14,22),-0.142817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,21),(14,22),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,14),(14,11),-0.0671579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,-1),0.0923963 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,11),(14,-1),-0.0933594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,15),(15,22),-0.0915168 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,15),(15,-1),-0.00663232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,16),(16,17),0.102142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,18),0.102142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,22),0.156145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,17),(16,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,22),-0.141645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,18),(16,22),-0.141645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,16),(16,15),-0.0440764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,-1),0.206665 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,15),(16,-1),-0.0301611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,17),(17,18),0.104531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,19),0.100761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,22),-0.00292781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,18),(17,19),0.119114 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,18),(17,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,18),(17,22),-0.11448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,19),(17,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,19),(17,22),-0.118251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,21),(17,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,17),(17,16),-0.0398497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,14),-0.0419007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,12),-0.0419492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,6),-0.0419008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,-1),0.0282599 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,16),(17,14),-0.0421217 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,12),-0.0421217 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,6),-0.0421217 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,-1),-0.0864588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,14),(17,12),-0.0178272 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,14),(17,6),-0.0178306 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,14),(17,-1),0.00420751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,12),(17,6),-0.0178306 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,12),(17,-1),0.00420752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,6),(17,-1),0.00418352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,19),0.10247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,22),0.0122424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,19),(18,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,19),(18,22),-0.116543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,21),(18,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,17),-0.0358999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,16),-0.0401335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,15),0.0327527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,14),-0.0320242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,12),-0.0320727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,6),-0.0320243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,-1),0.0121335 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,17),(18,16),-0.0433316 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,17),(18,15),-0.0434446 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,17),(18,14),-0.03643 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,17),(18,12),-0.03643 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,17),(18,6),-0.03643 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,17),(18,-1),0.012526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,16),(18,15),-0.0446542 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,16),(18,14),-0.0421217 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,16),(18,12),-0.0421217 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,16),(18,6),-0.0421217 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,16),(18,-1),-0.0867677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,15),(18,14),0.0380777 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,15),(18,12),0.0380777 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,15),(18,6),0.0380777 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,15),(18,-1),-0.0813419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,14),(18,12),-0.0178724 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,14),(18,6),-0.0178758 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,14),(18,-1),0.0139721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,12),(18,6),-0.0178758 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,12),(18,-1),0.0139722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,6),(18,-1),0.0139481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,22),0.0107765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,19),(19,18),-0.078724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,17),-0.0545462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,16),-0.0401317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,12),-0.0419371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,6),-0.0418887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,-1),0.0387052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,18),(19,17),-0.0452948 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,16),-0.043332 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,12),-0.0367608 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,6),-0.0367608 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,-1),-0.0299622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,17),(19,16),-0.043332 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,12),-0.03643 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,6),-0.03643 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,-1),-0.00612019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,16),(19,12),-0.0421217 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,6),-0.0421217 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,-1),-0.0867387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,12),(19,6),-0.0178289 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,12),(19,-1),0.00422227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,6),(19,-1),0.00419827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,22),-0.00607394 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,21),(21,20),0.102454 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,21),(21,-1),-0.0518552 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,20),(21,-1),-0.141525 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,21),-0.126156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,22),-0.254456 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,21),(20,22),-0.126156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,19),-0.0502978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,18),-0.0502978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,17),-0.0503037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,16),-0.0522085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,15),-0.0460148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,14),-0.05473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,12),-0.05473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,11),-0.0522085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,10),-0.0460148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,-1),-0.0827548 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,19),(20,18),-0.0420075 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,17),-0.0420075 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,16),-0.0431476 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,14),-0.0423388 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,12),-0.0423388 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,11),-0.0431476 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,-1),-0.0477187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,18),(20,17),-0.0420075 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,16),-0.0431476 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,14),-0.0423388 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,12),-0.0423388 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,11),-0.0431476 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,-1),-0.0477187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,17),(20,16),-0.0431476 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,17),(20,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,17),(20,14),-0.0423388 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,17),(20,12),-0.0423388 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,17),(20,11),-0.0431476 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,17),(20,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,17),(20,-1),-0.0477246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,16),(20,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,16),(20,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,16),(20,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,16),(20,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,16),(20,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,16),(20,-1),-0.0539504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,15),(20,14),-0.0450902 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,15),(20,12),-0.0450902 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,15),(20,11),-0.0430912 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,15),(20,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,15),(20,-1),-0.0426557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,14),(20,12),-0.0525427 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,14),(20,11),-0.0421908 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,14),(20,10),-0.0431705 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,14),(20,-1),-0.0568098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,12),(20,11),-0.0421908 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,12),(20,10),-0.0431705 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,12),(20,-1),-0.0568098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,11),(20,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,11),(20,-1),-0.0539504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,10),(20,-1),-0.0426557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,2),(0,3),-0.19862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,4),-0.199019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,22),0.375608 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,3),(0,4),-0.321756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,22),0.877297 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,4),(0,22),0.850045 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,2),(0,3),(0,4),-0.0947861 # DEPENDENCYPART_TRISIBL
(0,2),(0,3),(0,22),-0.118377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,4),(0,22),-0.107999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,4),(0,22),-0.302701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,3),-0.0652544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,4),-0.0897359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,5),-0.0461684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,6),-0.093702 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,7),-0.0226715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,22),-0.123208 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,4),-0.0605773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,5),-0.139853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,6),-0.140829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,7),-0.121388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,22),-0.140881 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,5),-0.130202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,6),-0.139577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,7),-0.111736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,22),-0.120239 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,5),(1,6),-0.132625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,7),-0.0269268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,22),-0.101209 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,6),(1,7),-0.0284466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,22),-0.11736 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,7),(1,22),-0.19018 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,3),(1,4),-0.0972429 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,5),-0.101787 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,6),-0.0621153 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,7),-0.069327 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,22),-0.140187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,4),(1,5),-0.101337 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,6),-0.0642161 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,7),-0.0688775 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,22),-0.127843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,5),(1,6),-0.0903977 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,7),-0.0575669 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,22),-0.126594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,6),(1,7),-0.0704081 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,22),-0.118885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,7),(1,22),-0.0800109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,5),-0.00192337 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,6),-0.0701171 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,7),0.00464753 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,22),-0.130927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,5),(1,6),-0.0794677 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,7),-0.0356956 # DEPENDENCYPART_TRISIBL
