# _root_ By October , when the committee rejected a much more modest covert proposal , even the administration was agreeing little should be done .
#goldHeads=18,1,2,7,6,7,2,13,11,11,13,13,7,2,17,17,18,0,18,21,19,21,22,18,
#predictedHeads=18,1,2,7,6,7,2,13,13,9,13,13,7,18,17,17,18,0,18,21,19,21,22,18,
(12,9),(13,8),0.117693 # DEPENDENCYPART_HEADBIGRAM
(12,9),(17,8),0.110486 # DEPENDENCYPART_HEADBIGRAM
(12,9),(18,8),0.0713608 # DEPENDENCYPART_HEADBIGRAM
(12,9),(21,8),0.0925368 # DEPENDENCYPART_HEADBIGRAM
(12,10),(2,9),-0.132648 # DEPENDENCYPART_HEADBIGRAM
(12,10),(6,9),-0.134661 # DEPENDENCYPART_HEADBIGRAM
(12,10),(7,9),-0.154481 # DEPENDENCYPART_HEADBIGRAM
(12,10),(8,9),-0.151253 # DEPENDENCYPART_HEADBIGRAM
(12,10),(10,9),-0.154262 # DEPENDENCYPART_HEADBIGRAM
(12,10),(11,9),-0.124001 # DEPENDENCYPART_HEADBIGRAM
(12,10),(12,9),0.0875439 # DEPENDENCYPART_HEADBIGRAM
(12,10),(13,9),0.0815364 # DEPENDENCYPART_HEADBIGRAM
(12,10),(18,9),0.0886028 # DEPENDENCYPART_HEADBIGRAM
(12,10),(21,9),0.0875606 # DEPENDENCYPART_HEADBIGRAM
(12,11),(1,10),-0.131783 # DEPENDENCYPART_HEADBIGRAM
(12,11),(6,10),-0.145427 # DEPENDENCYPART_HEADBIGRAM
(12,11),(7,10),-0.158193 # DEPENDENCYPART_HEADBIGRAM
(12,11),(9,10),-0.157152 # DEPENDENCYPART_HEADBIGRAM
(12,11),(11,10),-0.068929 # DEPENDENCYPART_HEADBIGRAM
(12,11),(12,10),0.0809301 # DEPENDENCYPART_HEADBIGRAM
(12,11),(13,10),0.106271 # DEPENDENCYPART_HEADBIGRAM
(12,11),(18,10),0.0748043 # DEPENDENCYPART_HEADBIGRAM
(12,18),(7,17),-0.0430873 # DEPENDENCYPART_HEADBIGRAM
(12,18),(11,17),-0.0398127 # DEPENDENCYPART_HEADBIGRAM
(12,18),(13,17),0.123489 # DEPENDENCYPART_HEADBIGRAM
(12,18),(15,17),0.216332 # DEPENDENCYPART_HEADBIGRAM
(12,18),(18,17),0.115789 # DEPENDENCYPART_HEADBIGRAM
(12,18),(19,17),0.089792 # DEPENDENCYPART_HEADBIGRAM
(12,18),(20,17),0.0840825 # DEPENDENCYPART_HEADBIGRAM
(12,18),(21,17),0.0842066 # DEPENDENCYPART_HEADBIGRAM
(12,18),(22,17),0.0793722 # DEPENDENCYPART_HEADBIGRAM
(12,18),(23,17),0.0867935 # DEPENDENCYPART_HEADBIGRAM
(12,20),(0,19),-0.062121 # DEPENDENCYPART_HEADBIGRAM
(12,20),(7,19),-0.0570811 # DEPENDENCYPART_HEADBIGRAM
(12,20),(11,19),-0.0575211 # DEPENDENCYPART_HEADBIGRAM
(12,20),(13,19),0.111735 # DEPENDENCYPART_HEADBIGRAM
(12,20),(16,19),0.107085 # DEPENDENCYPART_HEADBIGRAM
(12,20),(17,19),0.107154 # DEPENDENCYPART_HEADBIGRAM
(12,20),(18,19),0.105921 # DEPENDENCYPART_HEADBIGRAM
(12,20),(20,19),0.0982154 # DEPENDENCYPART_HEADBIGRAM
(12,20),(21,19),0.0976788 # DEPENDENCYPART_HEADBIGRAM
(12,20),(22,19),0.098527 # DEPENDENCYPART_HEADBIGRAM
(13,3),(0,2),-0.146885 # DEPENDENCYPART_HEADBIGRAM
(13,3),(1,2),-0.147309 # DEPENDENCYPART_HEADBIGRAM
(13,3),(6,2),-0.145181 # DEPENDENCYPART_HEADBIGRAM
(13,3),(7,2),-0.160552 # DEPENDENCYPART_HEADBIGRAM
(13,3),(9,2),-0.13645 # DEPENDENCYPART_HEADBIGRAM
(13,3),(18,2),0.0423242 # DEPENDENCYPART_HEADBIGRAM
(13,3),(21,2),0.0716562 # DEPENDENCYPART_HEADBIGRAM
(13,5),(6,4),-0.125524 # DEPENDENCYPART_HEADBIGRAM
(13,5),(7,4),-0.120187 # DEPENDENCYPART_HEADBIGRAM
(13,5),(9,4),-0.125704 # DEPENDENCYPART_HEADBIGRAM
(13,5),(18,4),0.0265241 # DEPENDENCYPART_HEADBIGRAM
(13,6),(6,5),0.00215209 # DEPENDENCYPART_HEADBIGRAM
(13,6),(7,5),-0.127549 # DEPENDENCYPART_HEADBIGRAM
(13,6),(13,5),0.0538097 # DEPENDENCYPART_HEADBIGRAM
(13,7),(1,6),-0.19111 # DEPENDENCYPART_HEADBIGRAM
(13,7),(2,6),-0.157183 # DEPENDENCYPART_HEADBIGRAM
(13,7),(4,6),-0.09308 # DEPENDENCYPART_HEADBIGRAM
(13,7),(7,6),-0.111255 # DEPENDENCYPART_HEADBIGRAM
(13,7),(9,6),-0.127139 # DEPENDENCYPART_HEADBIGRAM
(13,7),(11,6),-0.12564 # DEPENDENCYPART_HEADBIGRAM
(13,7),(13,6),0.144767 # DEPENDENCYPART_HEADBIGRAM
(13,7),(15,6),0.090067 # DEPENDENCYPART_HEADBIGRAM
(13,7),(18,6),0.0422438 # DEPENDENCYPART_HEADBIGRAM
(13,7),(21,6),0.0829433 # DEPENDENCYPART_HEADBIGRAM
(13,8),(0,7),-0.0797225 # DEPENDENCYPART_HEADBIGRAM
(13,8),(1,7),-0.0379867 # DEPENDENCYPART_HEADBIGRAM
(13,8),(2,7),-0.168306 # DEPENDENCYPART_HEADBIGRAM
(13,8),(5,7),-0.115232 # DEPENDENCYPART_HEADBIGRAM
(13,8),(6,7),-0.127044 # DEPENDENCYPART_HEADBIGRAM
(13,8),(13,7),0.0571873 # DEPENDENCYPART_HEADBIGRAM
(13,8),(18,7),-0.016544 # DEPENDENCYPART_HEADBIGRAM
(13,8),(19,7),-0.0164392 # DEPENDENCYPART_HEADBIGRAM
(13,8),(21,7),0.0874909 # DEPENDENCYPART_HEADBIGRAM
(13,8),(23,7),-0.0161179 # DEPENDENCYPART_HEADBIGRAM
(13,9),(6,8),-0.130185 # DEPENDENCYPART_HEADBIGRAM
(13,9),(7,8),-0.127057 # DEPENDENCYPART_HEADBIGRAM
(13,9),(9,8),-0.132443 # DEPENDENCYPART_HEADBIGRAM
(13,9),(11,8),-0.127887 # DEPENDENCYPART_HEADBIGRAM
(13,9),(12,8),-0.127887 # DEPENDENCYPART_HEADBIGRAM
(13,9),(13,8),0.174139 # DEPENDENCYPART_HEADBIGRAM
(13,9),(17,8),0.0833554 # DEPENDENCYPART_HEADBIGRAM
(13,9),(18,8),0.0911439 # DEPENDENCYPART_HEADBIGRAM
(13,9),(21,8),0.0925061 # DEPENDENCYPART_HEADBIGRAM
(13,10),(2,9),-0.136139 # DEPENDENCYPART_HEADBIGRAM
(13,10),(6,9),-0.134654 # DEPENDENCYPART_HEADBIGRAM
(13,10),(7,9),-0.144133 # DEPENDENCYPART_HEADBIGRAM
(13,10),(8,9),-0.126648 # DEPENDENCYPART_HEADBIGRAM
(13,10),(10,9),-0.0131453 # DEPENDENCYPART_HEADBIGRAM
(13,10),(11,9),-0.123725 # DEPENDENCYPART_HEADBIGRAM
(13,10),(12,9),-0.124833 # DEPENDENCYPART_HEADBIGRAM
(13,10),(13,9),0.0919179 # DEPENDENCYPART_HEADBIGRAM
(13,10),(18,9),0.0795214 # DEPENDENCYPART_HEADBIGRAM
(13,10),(21,9),0.093677 # DEPENDENCYPART_HEADBIGRAM
(13,11),(1,10),-0.124707 # DEPENDENCYPART_HEADBIGRAM
(13,11),(6,10),-0.0921032 # DEPENDENCYPART_HEADBIGRAM
(13,11),(7,10),-0.20942 # DEPENDENCYPART_HEADBIGRAM
(13,11),(9,10),-0.200083 # DEPENDENCYPART_HEADBIGRAM
(13,11),(11,10),-0.130343 # DEPENDENCYPART_HEADBIGRAM
(13,11),(12,10),-0.135303 # DEPENDENCYPART_HEADBIGRAM
(13,11),(13,10),0.0634486 # DEPENDENCYPART_HEADBIGRAM
(13,11),(18,10),0.0452025 # DEPENDENCYPART_HEADBIGRAM
(13,12),(7,11),-0.184637 # DEPENDENCYPART_HEADBIGRAM
(13,12),(8,11),-0.127765 # DEPENDENCYPART_HEADBIGRAM
(13,12),(9,11),-0.141808 # DEPENDENCYPART_HEADBIGRAM
(13,12),(10,11),-0.143952 # DEPENDENCYPART_HEADBIGRAM
(13,12),(12,11),-0.0683787 # DEPENDENCYPART_HEADBIGRAM
(13,12),(13,11),0.108799 # DEPENDENCYPART_HEADBIGRAM
(13,12),(15,11),0.140984 # DEPENDENCYPART_HEADBIGRAM
(13,12),(17,11),0.0859562 # DEPENDENCYPART_HEADBIGRAM
(13,12),(18,11),0.0640254 # DEPENDENCYPART_HEADBIGRAM
(13,12),(21,11),0.0939351 # DEPENDENCYPART_HEADBIGRAM
(13,14),(2,13),-0.0376524 # DEPENDENCYPART_HEADBIGRAM
(13,14),(6,13),-0.0769015 # DEPENDENCYPART_HEADBIGRAM
(13,14),(7,13),0.0264077 # DEPENDENCYPART_HEADBIGRAM
(13,14),(9,13),-0.0417243 # DEPENDENCYPART_HEADBIGRAM
(13,14),(11,13),-0.0749971 # DEPENDENCYPART_HEADBIGRAM
(13,14),(15,13),-0.0321754 # DEPENDENCYPART_HEADBIGRAM
(13,14),(17,13),0.10875 # DEPENDENCYPART_HEADBIGRAM
(13,14),(18,13),0.219799 # DEPENDENCYPART_HEADBIGRAM
(13,14),(20,13),0.187737 # DEPENDENCYPART_HEADBIGRAM
(13,14),(21,13),0.272692 # DEPENDENCYPART_HEADBIGRAM
(13,15),(2,14),-0.0708227 # DEPENDENCYPART_HEADBIGRAM
(13,15),(7,14),-0.0577012 # DEPENDENCYPART_HEADBIGRAM
(13,15),(9,14),-0.0656946 # DEPENDENCYPART_HEADBIGRAM
(13,15),(11,14),-0.0622517 # DEPENDENCYPART_HEADBIGRAM
(13,15),(13,14),0.126967 # DEPENDENCYPART_HEADBIGRAM
(13,15),(15,14),0.15736 # DEPENDENCYPART_HEADBIGRAM
(13,15),(17,14),0.0899149 # DEPENDENCYPART_HEADBIGRAM
(13,15),(18,14),0.0950675 # DEPENDENCYPART_HEADBIGRAM
(13,15),(21,14),0.10346 # DEPENDENCYPART_HEADBIGRAM
(13,15),(23,14),0.0993439 # DEPENDENCYPART_HEADBIGRAM
(13,17),(15,16),0.0604842 # DEPENDENCYPART_HEADBIGRAM
(13,17),(17,16),0.0275584 # DEPENDENCYPART_HEADBIGRAM
(13,17),(18,16),0.0956497 # DEPENDENCYPART_HEADBIGRAM
(13,17),(20,16),0.0746366 # DEPENDENCYPART_HEADBIGRAM
(13,17),(21,16),0.0829362 # DEPENDENCYPART_HEADBIGRAM
(13,18),(7,17),-0.0986928 # DEPENDENCYPART_HEADBIGRAM
(13,18),(11,17),-0.0613177 # DEPENDENCYPART_HEADBIGRAM
(13,18),(13,17),0.117957 # DEPENDENCYPART_HEADBIGRAM
(13,18),(15,17),0.190391 # DEPENDENCYPART_HEADBIGRAM
(13,18),(18,17),0.407624 # DEPENDENCYPART_HEADBIGRAM
(13,18),(19,17),0.0544818 # DEPENDENCYPART_HEADBIGRAM
(13,18),(20,17),0.0939036 # DEPENDENCYPART_HEADBIGRAM
(13,18),(21,17),0.0921095 # DEPENDENCYPART_HEADBIGRAM
(13,18),(22,17),0.0536345 # DEPENDENCYPART_HEADBIGRAM
(13,18),(23,17),0.0542818 # DEPENDENCYPART_HEADBIGRAM
(13,19),(0,18),-0.102004 # DEPENDENCYPART_HEADBIGRAM
(13,19),(2,18),-0.039447 # DEPENDENCYPART_HEADBIGRAM
(13,19),(7,18),-0.0538995 # DEPENDENCYPART_HEADBIGRAM
(13,19),(9,18),-0.0598094 # DEPENDENCYPART_HEADBIGRAM
(13,19),(11,18),-0.0637268 # DEPENDENCYPART_HEADBIGRAM
(13,19),(12,18),-0.0637268 # DEPENDENCYPART_HEADBIGRAM
(13,19),(13,18),0.107667 # DEPENDENCYPART_HEADBIGRAM
(13,19),(15,18),0.0899432 # DEPENDENCYPART_HEADBIGRAM
(13,19),(17,18),0.198189 # DEPENDENCYPART_HEADBIGRAM
(13,19),(21,18),0.104364 # DEPENDENCYPART_HEADBIGRAM
(13,20),(0,19),-0.0186877 # DEPENDENCYPART_HEADBIGRAM
(13,20),(7,19),-0.0857107 # DEPENDENCYPART_HEADBIGRAM
(13,20),(11,19),-0.0676455 # DEPENDENCYPART_HEADBIGRAM
(13,20),(13,19),0.107704 # DEPENDENCYPART_HEADBIGRAM
(13,20),(16,19),0.104821 # DEPENDENCYPART_HEADBIGRAM
(13,20),(17,19),0.0959536 # DEPENDENCYPART_HEADBIGRAM
(13,20),(18,19),0.0703189 # DEPENDENCYPART_HEADBIGRAM
(13,20),(20,19),0.12851 # DEPENDENCYPART_HEADBIGRAM
(13,20),(21,19),0.10454 # DEPENDENCYPART_HEADBIGRAM
(13,20),(22,19),0.073682 # DEPENDENCYPART_HEADBIGRAM
(13,21),(7,20),-0.0560082 # DEPENDENCYPART_HEADBIGRAM
(13,21),(12,20),-0.0561865 # DEPENDENCYPART_HEADBIGRAM
(13,21),(13,20),0.11047 # DEPENDENCYPART_HEADBIGRAM
(13,21),(15,20),0.110354 # DEPENDENCYPART_HEADBIGRAM
(13,21),(17,20),0.115919 # DEPENDENCYPART_HEADBIGRAM
(13,21),(18,20),0.112098 # DEPENDENCYPART_HEADBIGRAM
(13,21),(19,20),0.112098 # DEPENDENCYPART_HEADBIGRAM
(13,21),(21,20),0.0952813 # DEPENDENCYPART_HEADBIGRAM
(13,21),(22,20),0.0983451 # DEPENDENCYPART_HEADBIGRAM
(13,21),(23,20),0.0980522 # DEPENDENCYPART_HEADBIGRAM
(13,24),(0,23),-0.0589349 # DEPENDENCYPART_HEADBIGRAM
(13,24),(7,23),-0.0519954 # DEPENDENCYPART_HEADBIGRAM
(13,24),(18,23),0.125875 # DEPENDENCYPART_HEADBIGRAM
(13,24),(19,23),0.12795 # DEPENDENCYPART_HEADBIGRAM
(13,24),(20,23),0.114042 # DEPENDENCYPART_HEADBIGRAM
(13,24),(21,23),0.172221 # DEPENDENCYPART_HEADBIGRAM
(13,24),(22,23),0.209623 # DEPENDENCYPART_HEADBIGRAM
(13,24),(24,23),0.0885032 # DEPENDENCYPART_HEADBIGRAM
(15,6),(6,5),-0.0931952 # DEPENDENCYPART_HEADBIGRAM
(15,6),(7,5),-0.12621 # DEPENDENCYPART_HEADBIGRAM
(15,6),(13,5),-0.137524 # DEPENDENCYPART_HEADBIGRAM
(15,11),(1,10),-0.123402 # DEPENDENCYPART_HEADBIGRAM
(15,11),(6,10),-0.124446 # DEPENDENCYPART_HEADBIGRAM
(15,11),(7,10),-0.135021 # DEPENDENCYPART_HEADBIGRAM
(15,11),(9,10),-0.145209 # DEPENDENCYPART_HEADBIGRAM
(15,11),(11,10),-0.121744 # DEPENDENCYPART_HEADBIGRAM
(15,11),(12,10),-0.125326 # DEPENDENCYPART_HEADBIGRAM
(15,11),(13,10),-0.123679 # DEPENDENCYPART_HEADBIGRAM
(15,11),(18,10),0.083113 # DEPENDENCYPART_HEADBIGRAM
(15,12),(7,11),-0.124626 # DEPENDENCYPART_HEADBIGRAM
(15,12),(8,11),-0.124602 # DEPENDENCYPART_HEADBIGRAM
(15,12),(9,11),-0.128551 # DEPENDENCYPART_HEADBIGRAM
(15,12),(10,11),-0.128561 # DEPENDENCYPART_HEADBIGRAM
(15,12),(12,11),-0.116369 # DEPENDENCYPART_HEADBIGRAM
(15,12),(13,11),-0.126411 # DEPENDENCYPART_HEADBIGRAM
(15,12),(15,11),0.115715 # DEPENDENCYPART_HEADBIGRAM
(15,12),(17,11),0.0966627 # DEPENDENCYPART_HEADBIGRAM
(15,12),(18,11),0.0968554 # DEPENDENCYPART_HEADBIGRAM
(15,12),(21,11),0.0968825 # DEPENDENCYPART_HEADBIGRAM
(15,13),(7,12),-0.144481 # DEPENDENCYPART_HEADBIGRAM
(15,13),(9,12),-0.138152 # DEPENDENCYPART_HEADBIGRAM
(15,13),(10,12),-0.189442 # DEPENDENCYPART_HEADBIGRAM
(15,13),(11,12),-0.191017 # DEPENDENCYPART_HEADBIGRAM
(15,13),(13,12),-0.159873 # DEPENDENCYPART_HEADBIGRAM
(15,13),(15,12),0.0957597 # DEPENDENCYPART_HEADBIGRAM
(15,13),(17,12),0.104535 # DEPENDENCYPART_HEADBIGRAM
(15,13),(18,12),0.0924696 # DEPENDENCYPART_HEADBIGRAM
(15,13),(21,12),0.0966464 # DEPENDENCYPART_HEADBIGRAM
(15,14),(2,13),-0.130538 # DEPENDENCYPART_HEADBIGRAM
(15,14),(6,13),-0.157285 # DEPENDENCYPART_HEADBIGRAM
(15,14),(7,13),-0.175106 # DEPENDENCYPART_HEADBIGRAM
(15,14),(9,13),-0.0595125 # DEPENDENCYPART_HEADBIGRAM
(15,14),(11,13),-0.06228 # DEPENDENCYPART_HEADBIGRAM
(15,14),(15,13),0.0313744 # DEPENDENCYPART_HEADBIGRAM
(15,14),(17,13),0.0994291 # DEPENDENCYPART_HEADBIGRAM
(15,14),(18,13),0.0773768 # DEPENDENCYPART_HEADBIGRAM
(15,14),(20,13),0.104037 # DEPENDENCYPART_HEADBIGRAM
(15,14),(21,13),0.117134 # DEPENDENCYPART_HEADBIGRAM
(15,16),(7,15),-0.00172186 # DEPENDENCYPART_HEADBIGRAM
(15,16),(9,15),-0.0572305 # DEPENDENCYPART_HEADBIGRAM
(15,16),(11,15),-0.0586163 # DEPENDENCYPART_HEADBIGRAM
(15,16),(13,15),-0.0712579 # DEPENDENCYPART_HEADBIGRAM
(15,16),(16,15),0.0720678 # DEPENDENCYPART_HEADBIGRAM
(15,16),(17,15),0.119435 # DEPENDENCYPART_HEADBIGRAM
(15,16),(18,15),0.194648 # DEPENDENCYPART_HEADBIGRAM
(15,16),(20,15),0.108351 # DEPENDENCYPART_HEADBIGRAM
(15,16),(21,15),0.0968438 # DEPENDENCYPART_HEADBIGRAM
(15,16),(22,15),0.179871 # DEPENDENCYPART_HEADBIGRAM
(15,17),(15,16),0.1511 # DEPENDENCYPART_HEADBIGRAM
(15,17),(17,16),0.190553 # DEPENDENCYPART_HEADBIGRAM
(15,17),(18,16),0.0928342 # DEPENDENCYPART_HEADBIGRAM
(15,17),(20,16),0.0879617 # DEPENDENCYPART_HEADBIGRAM
(15,17),(21,16),0.0864084 # DEPENDENCYPART_HEADBIGRAM
(15,18),(7,17),-0.0706542 # DEPENDENCYPART_HEADBIGRAM
(15,18),(11,17),-0.0606153 # DEPENDENCYPART_HEADBIGRAM
(15,18),(13,17),-0.046408 # DEPENDENCYPART_HEADBIGRAM
(15,18),(15,17),0.150859 # DEPENDENCYPART_HEADBIGRAM
(15,18),(18,17),0.318418 # DEPENDENCYPART_HEADBIGRAM
(15,18),(19,17),0.0848372 # DEPENDENCYPART_HEADBIGRAM
(15,18),(20,17),0.094668 # DEPENDENCYPART_HEADBIGRAM
(15,18),(21,17),0.09458 # DEPENDENCYPART_HEADBIGRAM
(15,18),(22,17),0.0842698 # DEPENDENCYPART_HEADBIGRAM
(15,18),(23,17),0.0846372 # DEPENDENCYPART_HEADBIGRAM
(15,20),(0,19),-0.0452864 # DEPENDENCYPART_HEADBIGRAM
(15,20),(7,19),-0.0644459 # DEPENDENCYPART_HEADBIGRAM
(15,20),(11,19),-0.0562336 # DEPENDENCYPART_HEADBIGRAM
(15,20),(13,19),-0.0501874 # DEPENDENCYPART_HEADBIGRAM
(15,20),(16,19),0.110374 # DEPENDENCYPART_HEADBIGRAM
(15,20),(17,19),0.106488 # DEPENDENCYPART_HEADBIGRAM
(15,20),(18,19),0.0924698 # DEPENDENCYPART_HEADBIGRAM
(15,20),(20,19),0.113472 # DEPENDENCYPART_HEADBIGRAM
(15,20),(21,19),0.108528 # DEPENDENCYPART_HEADBIGRAM
(15,20),(22,19),0.0902944 # DEPENDENCYPART_HEADBIGRAM
(15,21),(7,20),-0.0560043 # DEPENDENCYPART_HEADBIGRAM
(15,21),(12,20),-0.0560043 # DEPENDENCYPART_HEADBIGRAM
(15,21),(13,20),-0.0560046 # DEPENDENCYPART_HEADBIGRAM
(15,21),(15,20),0.110497 # DEPENDENCYPART_HEADBIGRAM
(15,21),(17,20),0.110354 # DEPENDENCYPART_HEADBIGRAM
(15,21),(18,20),0.112106 # DEPENDENCYPART_HEADBIGRAM
(15,21),(19,20),0.112106 # DEPENDENCYPART_HEADBIGRAM
(15,21),(21,20),0.0969579 # DEPENDENCYPART_HEADBIGRAM
(15,21),(22,20),0.098349 # DEPENDENCYPART_HEADBIGRAM
(15,21),(23,20),0.0980561 # DEPENDENCYPART_HEADBIGRAM
(15,22),(0,21),-0.0570344 # DEPENDENCYPART_HEADBIGRAM
(15,22),(7,21),-0.04935 # DEPENDENCYPART_HEADBIGRAM
(15,22),(11,21),-0.0570577 # DEPENDENCYPART_HEADBIGRAM
(15,22),(13,21),-0.0497038 # DEPENDENCYPART_HEADBIGRAM
(15,22),(15,21),0.102833 # DEPENDENCYPART_HEADBIGRAM
(15,22),(17,21),0.107321 # DEPENDENCYPART_HEADBIGRAM
(15,22),(18,21),0.108103 # DEPENDENCYPART_HEADBIGRAM
(15,22),(19,21),0.111604 # DEPENDENCYPART_HEADBIGRAM
(15,22),(20,21),0.103467 # DEPENDENCYPART_HEADBIGRAM
(15,22),(24,21),0.0983338 # DEPENDENCYPART_HEADBIGRAM
(15,24),(0,23),-0.0605302 # DEPENDENCYPART_HEADBIGRAM
(15,24),(7,23),-0.0581641 # DEPENDENCYPART_HEADBIGRAM
(15,24),(18,23),0.106488 # DEPENDENCYPART_HEADBIGRAM
(15,24),(19,23),0.106505 # DEPENDENCYPART_HEADBIGRAM
(15,24),(20,23),0.108305 # DEPENDENCYPART_HEADBIGRAM
(15,24),(21,23),0.0867375 # DEPENDENCYPART_HEADBIGRAM
(15,24),(22,23),0.0849401 # DEPENDENCYPART_HEADBIGRAM
(15,24),(24,23),0.0967815 # DEPENDENCYPART_HEADBIGRAM
(16,15),(2,14),-0.108207 # DEPENDENCYPART_HEADBIGRAM
(16,15),(7,14),-0.133084 # DEPENDENCYPART_HEADBIGRAM
(16,15),(9,14),-0.128349 # DEPENDENCYPART_HEADBIGRAM
(16,15),(11,14),-0.128346 # DEPENDENCYPART_HEADBIGRAM
(16,15),(13,14),-0.150713 # DEPENDENCYPART_HEADBIGRAM
(16,15),(15,14),-0.160186 # DEPENDENCYPART_HEADBIGRAM
(16,15),(17,14),0.107371 # DEPENDENCYPART_HEADBIGRAM
(16,15),(18,14),0.104495 # DEPENDENCYPART_HEADBIGRAM
(16,15),(21,14),0.0985354 # DEPENDENCYPART_HEADBIGRAM
(16,15),(23,14),0.093779 # DEPENDENCYPART_HEADBIGRAM
(16,19),(0,18),-0.0620649 # DEPENDENCYPART_HEADBIGRAM
(16,19),(2,18),-0.0603022 # DEPENDENCYPART_HEADBIGRAM
(16,19),(7,18),-0.0611687 # DEPENDENCYPART_HEADBIGRAM
(16,19),(9,18),-0.060296 # DEPENDENCYPART_HEADBIGRAM
(16,19),(11,18),-0.0603043 # DEPENDENCYPART_HEADBIGRAM
(16,19),(12,18),-0.0603043 # DEPENDENCYPART_HEADBIGRAM
(16,19),(13,18),-0.0576525 # DEPENDENCYPART_HEADBIGRAM
(16,19),(15,18),-0.0575888 # DEPENDENCYPART_HEADBIGRAM
(16,19),(17,18),0.0752932 # DEPENDENCYPART_HEADBIGRAM
(16,19),(21,18),0.0980312 # DEPENDENCYPART_HEADBIGRAM
(17,8),(0,7),-0.0463747 # DEPENDENCYPART_HEADBIGRAM
(17,8),(1,7),-0.0153596 # DEPENDENCYPART_HEADBIGRAM
(17,8),(2,7),-0.139871 # DEPENDENCYPART_HEADBIGRAM
(17,8),(5,7),-0.123074 # DEPENDENCYPART_HEADBIGRAM
(17,8),(6,7),-0.130972 # DEPENDENCYPART_HEADBIGRAM
(17,8),(13,7),-0.137285 # DEPENDENCYPART_HEADBIGRAM
(17,8),(18,7),0.0116068 # DEPENDENCYPART_HEADBIGRAM
(17,8),(19,7),0.0117116 # DEPENDENCYPART_HEADBIGRAM
(17,8),(21,7),0.121147 # DEPENDENCYPART_HEADBIGRAM
(17,8),(23,7),0.0120329 # DEPENDENCYPART_HEADBIGRAM
(17,11),(1,10),-0.117649 # DEPENDENCYPART_HEADBIGRAM
(17,11),(6,10),-0.0712198 # DEPENDENCYPART_HEADBIGRAM
(17,11),(7,10),-0.188536 # DEPENDENCYPART_HEADBIGRAM
(17,11),(9,10),-0.172065 # DEPENDENCYPART_HEADBIGRAM
(17,11),(11,10),-0.131198 # DEPENDENCYPART_HEADBIGRAM
(17,11),(12,10),-0.137611 # DEPENDENCYPART_HEADBIGRAM
(17,11),(13,10),-0.0991439 # DEPENDENCYPART_HEADBIGRAM
(17,11),(18,10),0.0554637 # DEPENDENCYPART_HEADBIGRAM
(17,12),(7,11),-0.183715 # DEPENDENCYPART_HEADBIGRAM
(17,12),(8,11),-0.126843 # DEPENDENCYPART_HEADBIGRAM
(17,12),(9,11),-0.126646 # DEPENDENCYPART_HEADBIGRAM
(17,12),(10,11),-0.128789 # DEPENDENCYPART_HEADBIGRAM
(17,12),(12,11),-0.0750845 # DEPENDENCYPART_HEADBIGRAM
(17,12),(13,11),-0.137175 # DEPENDENCYPART_HEADBIGRAM
(17,12),(15,11),-0.121185 # DEPENDENCYPART_HEADBIGRAM
(17,12),(17,11),0.1357 # DEPENDENCYPART_HEADBIGRAM
(17,12),(18,11),0.0657421 # DEPENDENCYPART_HEADBIGRAM
(17,12),(21,11),0.0956517 # DEPENDENCYPART_HEADBIGRAM
(17,13),(7,12),-0.217758 # DEPENDENCYPART_HEADBIGRAM
(17,13),(9,12),-0.119247 # DEPENDENCYPART_HEADBIGRAM
(17,13),(10,12),-0.144225 # DEPENDENCYPART_HEADBIGRAM
(17,13),(11,12),-0.125739 # DEPENDENCYPART_HEADBIGRAM
(17,13),(13,12),-0.121758 # DEPENDENCYPART_HEADBIGRAM
(17,13),(15,12),-0.129763 # DEPENDENCYPART_HEADBIGRAM
(17,13),(17,12),0.0243944 # DEPENDENCYPART_HEADBIGRAM
(17,13),(18,12),0.0177032 # DEPENDENCYPART_HEADBIGRAM
(17,13),(21,12),0.076446 # DEPENDENCYPART_HEADBIGRAM
(17,14),(2,13),-0.154571 # DEPENDENCYPART_HEADBIGRAM
(17,14),(6,13),-0.170055 # DEPENDENCYPART_HEADBIGRAM
(17,14),(7,13),-0.173696 # DEPENDENCYPART_HEADBIGRAM
(17,14),(9,13),-0.206444 # DEPENDENCYPART_HEADBIGRAM
(17,14),(11,13),-0.147735 # DEPENDENCYPART_HEADBIGRAM
(17,14),(15,13),-0.147573 # DEPENDENCYPART_HEADBIGRAM
(17,14),(17,13),0.284298 # DEPENDENCYPART_HEADBIGRAM
(17,14),(18,13),0.055057 # DEPENDENCYPART_HEADBIGRAM
(17,14),(20,13),0.117522 # DEPENDENCYPART_HEADBIGRAM
(17,14),(21,13),0.108541 # DEPENDENCYPART_HEADBIGRAM
(17,15),(2,14),-0.106898 # DEPENDENCYPART_HEADBIGRAM
(17,15),(7,14),-0.169293 # DEPENDENCYPART_HEADBIGRAM
(17,15),(9,14),-0.143541 # DEPENDENCYPART_HEADBIGRAM
(17,15),(11,14),-0.136069 # DEPENDENCYPART_HEADBIGRAM
(17,15),(13,14),-0.146853 # DEPENDENCYPART_HEADBIGRAM
(17,15),(15,14),-0.183786 # DEPENDENCYPART_HEADBIGRAM
(17,15),(17,14),0.140887 # DEPENDENCYPART_HEADBIGRAM
(17,15),(18,14),0.12785 # DEPENDENCYPART_HEADBIGRAM
(17,15),(21,14),0.116261 # DEPENDENCYPART_HEADBIGRAM
