# _root_ The subsidiary also increased reserves by $ 140 million , however , and set aside an additional $ 25 million for claims connected with Hurricane Hugo .
#goldHeads=2,13,13,13,4,4,6,7,7,13,13,13,0,13,14,17,14,17,18,18,14,21,22,23,26,24,13,
#predictedHeads=2,4,4,13,4,4,6,7,7,4,4,13,0,13,14,17,14,17,18,18,17,21,22,23,26,24,13,
(7,8),(7,10),(7,27),-0.0708797 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,28),-0.230624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,12),-0.0492148 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,13),-0.0772493 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,14),-0.0392908 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,17),-0.0881067 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,21),-0.0482558 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,23),-0.0396411 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,24),-0.0425625 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,27),-0.0690742 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,28),-0.0999766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,12),(7,13),-0.0486219 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,14),-0.0111902 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,17),-0.100747 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,21),-0.074568 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,23),-0.0129352 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,24),-0.0704197 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,27),-0.0708797 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,28),-0.230624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,14),-0.0391009 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,17),-0.0875656 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,21),-0.042051 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,23),-0.0394512 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,24),-0.037295 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,27),-0.0735989 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,28),-0.14454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,14),(7,17),-0.0877216 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,21),-0.0469658 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,23),-0.0398833 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,24),-0.0422159 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,27),-0.0795432 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,28),-0.0842717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,17),(7,21),-0.0425142 # DEPENDENCYPART_TRISIBL
(7,8),(7,17),(7,23),-0.0435966 # DEPENDENCYPART_TRISIBL
(7,8),(7,17),(7,24),-0.03776 # DEPENDENCYPART_TRISIBL
(7,8),(7,17),(7,27),-0.0700026 # DEPENDENCYPART_TRISIBL
(7,8),(7,17),(7,28),-0.0897424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,21),(7,23),-0.0633707 # DEPENDENCYPART_TRISIBL
(7,8),(7,21),(7,24),-0.027882 # DEPENDENCYPART_TRISIBL
(7,8),(7,21),(7,27),-0.0491733 # DEPENDENCYPART_TRISIBL
(7,8),(7,21),(7,28),-0.14595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,23),(7,24),-0.0422159 # DEPENDENCYPART_TRISIBL
(7,8),(7,23),(7,27),-0.0795432 # DEPENDENCYPART_TRISIBL
(7,8),(7,23),(7,28),-0.0842717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,24),(7,27),-0.0482949 # DEPENDENCYPART_TRISIBL
(7,8),(7,24),(7,28),-0.165634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,27),(7,28),-0.168924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),-0.0972578 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,12),-0.0530043 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,13),-0.0451404 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,14),-0.00277889 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,17),-0.111544 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,21),-0.0889576 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,23),-0.00452389 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,24),-0.0848093 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,27),-0.0669177 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,28),-0.181941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,12),-0.0463875 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,13),-0.0782409 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,14),-0.0420045 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,17),-0.0959462 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,21),-0.0579336 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,23),-0.0423548 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,24),-0.0522402 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,27),-0.0650874 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,28),-0.0425091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,12),(7,13),-0.0451404 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,14),-0.00277889 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,17),-0.111544 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,21),-0.0889576 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,23),-0.00452389 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,24),-0.0848093 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,27),-0.0669177 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,28),-0.181941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,14),-0.0417716 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,17),-0.095406 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,21),-0.0538024 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,23),-0.0421219 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,24),-0.0490464 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,27),-0.0696125 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,28),-0.100053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,14),(7,17),-0.0956079 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,21),-0.0580801 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,23),-0.0426934 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,24),-0.0533302 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,27),-0.0756308 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,28),-0.0192797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,17),(7,21),-0.0519254 # DEPENDENCYPART_TRISIBL
(7,9),(7,17),(7,23),-0.046903 # DEPENDENCYPART_TRISIBL
(7,9),(7,17),(7,24),-0.0471712 # DEPENDENCYPART_TRISIBL
(7,9),(7,17),(7,27),-0.0663585 # DEPENDENCYPART_TRISIBL
(7,9),(7,17),(7,28),-0.0451198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,21),(7,23),-0.0778828 # DEPENDENCYPART_TRISIBL
(7,9),(7,21),(7,24),-0.0414782 # DEPENDENCYPART_TRISIBL
(7,9),(7,21),(7,27),-0.040726 # DEPENDENCYPART_TRISIBL
(7,9),(7,21),(7,28),-0.0687629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,23),(7,24),-0.0533302 # DEPENDENCYPART_TRISIBL
(7,9),(7,23),(7,27),-0.0756308 # DEPENDENCYPART_TRISIBL
(7,9),(7,23),(7,28),-0.0192797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,24),(7,27),-0.0398476 # DEPENDENCYPART_TRISIBL
(7,9),(7,24),(7,28),-0.0884468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,27),(7,28),-0.119784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,12),0.183505 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,13),-0.0523238 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,14),-0.0353417 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,17),-0.07803 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,21),-0.0438052 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,23),-0.0353159 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,24),-0.057783 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,27),-0.0791484 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,28),-0.0264336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,12),(7,13),-0.0722814 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,14),-0.0685168 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,17),-0.0693719 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,21),-0.0582081 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,23),-0.0684911 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,24),-0.0682773 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,27),-0.105679 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,28),-0.0881202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,13),(7,14),-0.0572435 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,17),-0.0699782 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,21),-0.0450884 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,23),-0.057192 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,24),-0.0550614 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,27),-0.0755259 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,28),-0.0288345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,14),(7,17),-0.0761679 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,21),-0.0161887 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,23),-0.059416 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,24),-0.0257521 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,27),-0.079159 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,28),-0.013791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,17),(7,21),-0.042751 # DEPENDENCYPART_TRISIBL
(7,10),(7,17),(7,23),-0.04909 # DEPENDENCYPART_TRISIBL
(7,10),(7,17),(7,24),-0.0530824 # DEPENDENCYPART_TRISIBL
(7,10),(7,17),(7,27),-0.107785 # DEPENDENCYPART_TRISIBL
(7,10),(7,17),(7,28),-0.0447772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,21),(7,23),-0.0307947 # DEPENDENCYPART_TRISIBL
(7,10),(7,21),(7,24),-0.0683231 # DEPENDENCYPART_TRISIBL
(7,10),(7,21),(7,27),-0.0928169 # DEPENDENCYPART_TRISIBL
(7,10),(7,21),(7,28),-0.0425144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,23),(7,24),-0.0257521 # DEPENDENCYPART_TRISIBL
(7,10),(7,23),(7,27),-0.0815671 # DEPENDENCYPART_TRISIBL
(7,10),(7,23),(7,28),-0.00913431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,24),(7,27),-0.0805016 # DEPENDENCYPART_TRISIBL
(7,10),(7,24),(7,28),-0.0540291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,27),(7,28),-0.124363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,12),(7,13),-0.0776272 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,14),-0.0593004 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,17),-0.0669717 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,21),-0.0584983 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,23),-0.0587416 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,24),-0.0740603 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,27),-0.0314193 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,28),-0.177207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,14),-0.0562119 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,17),-0.0660751 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,21),-0.0756351 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,23),-0.0559191 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,24),-0.0890628 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,27),-0.0368619 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,28),-0.0888818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,14),(7,17),-0.060726 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,21),-0.078558 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,23),-0.0697188 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,24),-0.0894279 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,27),-0.0313525 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,28),-0.0514647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,17),(7,21),-0.0750675 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,23),-0.050436 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,24),-0.0914246 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,27),-0.0489722 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,28),-0.0861042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,21),(7,23),-0.0412994 # DEPENDENCYPART_TRISIBL
(7,11),(7,21),(7,24),-0.0864716 # DEPENDENCYPART_TRISIBL
(7,11),(7,21),(7,27),-0.070202 # DEPENDENCYPART_TRISIBL
(7,11),(7,21),(7,28),-0.077033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,23),(7,24),-0.0894279 # DEPENDENCYPART_TRISIBL
(7,11),(7,23),(7,27),-0.0273459 # DEPENDENCYPART_TRISIBL
(7,11),(7,23),(7,28),-0.0563609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,24),(7,27),-0.0639699 # DEPENDENCYPART_TRISIBL
(7,11),(7,24),(7,28),-0.0688839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,27),(7,28),-0.119228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,13),(7,14),-0.0572435 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,17),-0.0699782 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,21),-0.0450884 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,23),-0.057192 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,24),-0.0550614 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,27),-0.0755259 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,28),-0.0288345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,14),(7,17),-0.0761679 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,21),-0.0161887 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,23),-0.059416 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,24),-0.0257521 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,27),-0.079159 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,28),-0.013791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,17),(7,21),-0.042751 # DEPENDENCYPART_TRISIBL
(7,12),(7,17),(7,23),-0.04909 # DEPENDENCYPART_TRISIBL
(7,12),(7,17),(7,24),-0.0530824 # DEPENDENCYPART_TRISIBL
(7,12),(7,17),(7,27),-0.107785 # DEPENDENCYPART_TRISIBL
(7,12),(7,17),(7,28),-0.0447772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,21),(7,23),-0.0307947 # DEPENDENCYPART_TRISIBL
(7,12),(7,21),(7,24),-0.0683231 # DEPENDENCYPART_TRISIBL
(7,12),(7,21),(7,27),-0.0928169 # DEPENDENCYPART_TRISIBL
(7,12),(7,21),(7,28),-0.0425144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,23),(7,24),-0.0257521 # DEPENDENCYPART_TRISIBL
(7,12),(7,23),(7,27),-0.0815671 # DEPENDENCYPART_TRISIBL
(7,12),(7,23),(7,28),-0.00913431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,24),(7,27),-0.0805016 # DEPENDENCYPART_TRISIBL
(7,12),(7,24),(7,28),-0.0540291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,27),(7,28),-0.124363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,14),(7,17),-0.0768062 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,21),-0.0314547 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,23),-0.0609489 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,24),-0.0277315 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,27),-0.0794504 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,28),-0.114558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,17),(7,21),-0.0357719 # DEPENDENCYPART_TRISIBL
(7,13),(7,17),(7,23),-0.0558464 # DEPENDENCYPART_TRISIBL
(7,13),(7,17),(7,24),-0.0322262 # DEPENDENCYPART_TRISIBL
(7,13),(7,17),(7,27),-0.0588632 # DEPENDENCYPART_TRISIBL
(7,13),(7,17),(7,28),-0.0906049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,21),(7,23),-0.0614652 # DEPENDENCYPART_TRISIBL
(7,13),(7,21),(7,24),-0.00548976 # DEPENDENCYPART_TRISIBL
(7,13),(7,21),(7,27),-0.0795013 # DEPENDENCYPART_TRISIBL
(7,13),(7,21),(7,28),-0.0980861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,23),(7,24),-0.0277314 # DEPENDENCYPART_TRISIBL
(7,13),(7,23),(7,27),-0.0794504 # DEPENDENCYPART_TRISIBL
(7,13),(7,23),(7,28),-0.114387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,24),(7,27),-0.07618 # DEPENDENCYPART_TRISIBL
(7,13),(7,24),(7,28),-0.103794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,27),(7,28),-0.0630563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,17),(7,21),-0.0350326 # DEPENDENCYPART_TRISIBL
(7,14),(7,17),(7,23),-0.0841697 # DEPENDENCYPART_TRISIBL
(7,14),(7,17),(7,24),-0.0415041 # DEPENDENCYPART_TRISIBL
(7,14),(7,17),(7,27),-0.0367962 # DEPENDENCYPART_TRISIBL
(7,14),(7,17),(7,28),-0.112729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,21),(7,23),-0.0801957 # DEPENDENCYPART_TRISIBL
(7,14),(7,21),(7,24),-0.0345331 # DEPENDENCYPART_TRISIBL
(7,14),(7,21),(7,27),0.0520724 # DEPENDENCYPART_TRISIBL
(7,14),(7,21),(7,28),-0.100711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,23),(7,24),-0.0393242 # DEPENDENCYPART_TRISIBL
(7,14),(7,23),(7,27),-0.0760981 # DEPENDENCYPART_TRISIBL
(7,14),(7,23),(7,28),-0.117843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,24),(7,27),0.0426379 # DEPENDENCYPART_TRISIBL
(7,14),(7,24),(7,28),-0.0911805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,27),(7,28),-0.0610283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,17),(7,21),(7,23),-0.0756283 # DEPENDENCYPART_TRISIBL
(7,17),(7,21),(7,24),-0.0550228 # DEPENDENCYPART_TRISIBL
(7,17),(7,21),(7,27),-0.029144 # DEPENDENCYPART_TRISIBL
(7,17),(7,21),(7,28),-0.0927769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,17),(7,23),(7,24),-0.0282735 # DEPENDENCYPART_TRISIBL
(7,17),(7,23),(7,27),-0.0966504 # DEPENDENCYPART_TRISIBL
(7,17),(7,23),(7,28),-0.0945899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,17),(7,24),(7,27),-0.0531104 # DEPENDENCYPART_TRISIBL
(7,17),(7,24),(7,28),-0.0839358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,17),(7,27),(7,28),-0.0984189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,21),(7,23),(7,24),-0.0291981 # DEPENDENCYPART_TRISIBL
(7,21),(7,23),(7,27),-0.0870657 # DEPENDENCYPART_TRISIBL
(7,21),(7,23),(7,28),-0.137103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,21),(7,24),(7,27),-0.076453 # DEPENDENCYPART_TRISIBL
(7,21),(7,24),(7,28),-0.0934106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,21),(7,27),(7,28),-0.0551299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,23),(7,24),(7,27),0.0390132 # DEPENDENCYPART_TRISIBL
(7,23),(7,24),(7,28),-0.0937749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,23),(7,27),(7,28),-0.0604385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,24),(7,27),(7,28),-0.0565463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,3),-0.133893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,1),-0.14948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.293995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,1),-0.145192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,-1),-0.232615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,1),(7,-1),-0.161952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,1),-0.0666392 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,-1),-0.0183156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,1),(7,-1),-0.019332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,1),(7,-1),-0.0927223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.0716529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),-0.0966093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.0716529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.10366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),-0.112219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,19),0.00384867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,28),-0.340138 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),-0.0675448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,12),-0.123725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),-0.0546172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,14),-0.0624454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,19),-0.12019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,28),-0.388877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,12),-0.12962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,13),-0.0771299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,14),-0.0694751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,19),-0.0906577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,28),-0.0726477 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.0546172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,14),-0.0624454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,19),-0.12019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,28),-0.388877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,14),-0.0634642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,19),-0.0804333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,28),-0.140775 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,19),-0.0384517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,28),-0.138938 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,19),(8,28),-0.317862 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,11),-0.0810058 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,12),-0.0660461 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,13),-0.0669493 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,14),-0.0594332 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,19),-0.0543476 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,28),-0.148879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,11),(8,12),-0.0625987 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,13),-0.0833265 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,14),-0.0622429 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,19),-0.0642015 # DEPENDENCYPART_TRISIBL
