# _root_ Institutional investors and bankers , many of whom spent the night before in their offices watching Far Eastern markets , were cautiously optimistic after the mild 1.8 % decline in Tokyo stock prices .
#goldHeads=2,21,2,3,2,9,6,7,2,11,9,11,9,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
#predictedHeads=2,21,2,3,2,9,6,7,2,11,9,9,12,15,13,2,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
(19,6),(6,12),-0.290017 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.443369 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),-0.233402 # DEPENDENCYPART_GRANDPAR
(19,6),(6,21),-0.855619 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.45228 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.176907 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.494896 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.203213 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.681294 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.290593 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.0350131 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.14411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.978166 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.929242 # DEPENDENCYPART_GRANDPAR
(19,11),(11,29),-0.837493 # DEPENDENCYPART_GRANDPAR
(19,11),(11,34),-1.18745 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.137623 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.45507 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.707966 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.138822 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.571465 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.054166 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.665087 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),0.112206 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.272592 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.00166008 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.467804 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.07837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,21),-0.81259 # DEPENDENCYPART_GRANDPAR
(19,12),(12,34),-1.08088 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.438578 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.141796 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.313717 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.704403 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.00895291 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0396597 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.256983 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.12603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.926447 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.882758 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.916912 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.121813 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.331415 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.759745 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.171662 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.355956 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.00454381 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.263134 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.614631 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.0354911 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.163718 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.0406998 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.117525 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.16208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.877193 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.9015 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.719466 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.468865 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-1.0759 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-0.887692 # DEPENDENCYPART_GRANDPAR
(19,16),(16,29),-0.794821 # DEPENDENCYPART_GRANDPAR
(19,16),(16,30),-1.38253 # DEPENDENCYPART_GRANDPAR
(19,16),(16,33),-0.894421 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0410341 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.196488 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0735739 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0941334 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.839003 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.87538 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.667055 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-1.01382 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.325048 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.01183 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-0.712969 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-1.34098 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.756299 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-1.32064 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.827184 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.41332 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.532594 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.825687 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.574995 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.742496 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-1.36488 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.447252 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.769038 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.511001 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.378423 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.50758 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.581769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.369352 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.110974 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.241537 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.155649 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.176998 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.185792 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.159384 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.236335 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-0.182154 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.373293 # DEPENDENCYPART_GRANDPAR
(19,21),(21,33),-0.234512 # DEPENDENCYPART_GRANDPAR
(19,21),(21,34),-0.727691 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.0642163 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.334751 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.345536 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.4135 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),-0.156455 # DEPENDENCYPART_GRANDPAR
(19,23),(23,2),-0.79223 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-1.44352 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.419398 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.548564 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.523055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,22),-0.0134986 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.140612 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.181352 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.242256 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.253528 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.166031 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.186808 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.335503 # DEPENDENCYPART_GRANDPAR
(19,23),(23,33),-0.173449 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.0792487 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.178682 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.295072 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.40529 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.344082 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.32415 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.328563 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),-0.606729 # DEPENDENCYPART_GRANDPAR
(19,24),(24,33),-0.45918 # DEPENDENCYPART_GRANDPAR
(19,29),(29,14),-0.557917 # DEPENDENCYPART_GRANDPAR
(19,29),(29,19),-0.564641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,29),(29,22),-0.0547882 # DEPENDENCYPART_GRANDPAR
(19,29),(29,23),0.290892 # DEPENDENCYPART_GRANDPAR
(19,29),(29,24),-0.29573 # DEPENDENCYPART_GRANDPAR
(19,29),(29,25),-0.106255 # DEPENDENCYPART_GRANDPAR
(19,29),(29,26),-0.12607 # DEPENDENCYPART_GRANDPAR
(19,29),(29,27),-0.212092 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),0.0913445 # DEPENDENCYPART_GRANDPAR
(19,29),(29,30),-0.446993 # DEPENDENCYPART_GRANDPAR
(19,29),(29,31),-0.448587 # DEPENDENCYPART_GRANDPAR
(19,29),(29,32),-0.192218 # DEPENDENCYPART_GRANDPAR
(19,29),(29,33),-0.242808 # DEPENDENCYPART_GRANDPAR
(19,29),(29,34),-0.620831 # DEPENDENCYPART_GRANDPAR
(19,30),(30,29),-0.142172 # DEPENDENCYPART_GRANDPAR
(19,30),(30,31),-0.190905 # DEPENDENCYPART_GRANDPAR
(19,30),(30,32),-0.201908 # DEPENDENCYPART_GRANDPAR
(19,30),(30,33),-0.244547 # DEPENDENCYPART_GRANDPAR
(19,33),(33,14),-0.486915 # DEPENDENCYPART_GRANDPAR
(19,33),(33,17),-0.485775 # DEPENDENCYPART_GRANDPAR
(19,33),(33,22),-0.129636 # DEPENDENCYPART_GRANDPAR
(19,33),(33,23),0.230054 # DEPENDENCYPART_GRANDPAR
(19,33),(33,25),-0.0635835 # DEPENDENCYPART_GRANDPAR
(19,33),(33,26),-0.184517 # DEPENDENCYPART_GRANDPAR
(19,33),(33,27),-0.157806 # DEPENDENCYPART_GRANDPAR
(19,33),(33,28),-0.151756 # DEPENDENCYPART_GRANDPAR
(19,33),(33,29),-0.141799 # DEPENDENCYPART_GRANDPAR
(19,33),(33,30),-0.589376 # DEPENDENCYPART_GRANDPAR
(19,33),(33,31),-0.348412 # DEPENDENCYPART_GRANDPAR
(19,33),(33,32),-0.198171 # DEPENDENCYPART_GRANDPAR
(19,34),(34,33),-0.425913 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.345822 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.31497 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.310083 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),0.108935 # DEPENDENCYPART_GRANDPAR
(21,1),(1,7),0.458561 # DEPENDENCYPART_GRANDPAR
(21,1),(1,9),0.509047 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),0.357553 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.504024 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.244136 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),0.264331 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),0.402788 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),0.439057 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),0.047593 # DEPENDENCYPART_GRANDPAR
(21,2),(2,9),0.733754 # DEPENDENCYPART_GRANDPAR
(21,2),(2,11),0.00254017 # DEPENDENCYPART_GRANDPAR
(21,2),(2,12),-0.0749433 # DEPENDENCYPART_GRANDPAR
(21,2),(2,13),0.479063 # DEPENDENCYPART_GRANDPAR
(21,2),(2,16),0.453397 # DEPENDENCYPART_GRANDPAR
(21,2),(2,20),0.774057 # DEPENDENCYPART_GRANDPAR
(21,2),(2,34),-1.10276 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.801203 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.401069 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.121483 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.214531 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),0.189997 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),0.230015 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.260329 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),0.170566 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),0.375072 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),0.413358 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),0.01897 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),0.694722 # DEPENDENCYPART_GRANDPAR
(21,4),(4,20),0.680292 # DEPENDENCYPART_GRANDPAR
(21,4),(4,34),-1.09471 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.387245 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),0.0643504 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),0.701236 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),0.0385529 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),0.565563 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.0253714 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.244074 # DEPENDENCYPART_GRANDPAR
(21,6),(6,13),0.500991 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),0.104681 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-1.06684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,7),(7,2),-0.522079 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.165409 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),0.524457 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),0.288264 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),0.685671 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),0.02854 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),0.0478688 # DEPENDENCYPART_GRANDPAR
(21,7),(7,13),0.335591 # DEPENDENCYPART_GRANDPAR
(21,7),(7,15),0.0583101 # DEPENDENCYPART_GRANDPAR
(21,7),(7,16),0.402086 # DEPENDENCYPART_GRANDPAR
(21,7),(7,19),0.105301 # DEPENDENCYPART_GRANDPAR
(21,7),(7,34),-1.16407 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.0672462 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),0.0712273 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),0.413505 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),0.215392 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.173008 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.433715 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.166745 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),0.112379 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),0.338502 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),0.106335 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),0.0572151 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.145071 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.137083 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.223179 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),0.186646 # DEPENDENCYPART_GRANDPAR
(21,9),(9,14),-0.211556 # DEPENDENCYPART_GRANDPAR
(21,9),(9,15),-0.00539891 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),0.194471 # DEPENDENCYPART_GRANDPAR
(21,9),(9,17),-0.238691 # DEPENDENCYPART_GRANDPAR
(21,9),(9,19),0.0666327 # DEPENDENCYPART_GRANDPAR
(21,9),(9,20),0.284632 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-1.07312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,9),(9,22),-0.153655 # DEPENDENCYPART_GRANDPAR
(21,9),(9,23),-0.0101771 # DEPENDENCYPART_GRANDPAR
(21,9),(9,24),-0.204168 # DEPENDENCYPART_GRANDPAR
(21,9),(9,29),-0.223084 # DEPENDENCYPART_GRANDPAR
(21,9),(9,30),-0.192787 # DEPENDENCYPART_GRANDPAR
(21,9),(9,34),-1.0343 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),0.116603 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.224886 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.0878942 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.10851 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),0.368393 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.00537019 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),0.34318 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),0.0628676 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),0.671335 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-1.10858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,29),-0.373487 # DEPENDENCYPART_GRANDPAR
(21,11),(11,34),-1.18808 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.277667 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),0.250508 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),0.194272 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.0155613 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),0.00310679 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),0.0298024 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),0.477244 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.00630773 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),0.241937 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),0.332908 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),0.0915609 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),0.300558 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.06471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,34),-1.14946 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.11743 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.13695 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.0596598 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.247793 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.138941 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),0.104109 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),0.310314 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.198475 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.148575 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),0.374102 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-1.16057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,34),-1.11418 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),0.233417 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.13866 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.132709 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.160428 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.164357 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.394712 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.00916463 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.194373 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.70691 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.05088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,24),0.0659365 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.148024 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),0.411437 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),0.137882 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.00795301 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),0.472464 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),0.137979 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.0165547 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),0.315875 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),0.0159292 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.322318 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.313064 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.32798 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.0930107 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.322014 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.972849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.118238 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),0.0687862 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.0255737 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),-0.526145 # DEPENDENCYPART_GRANDPAR
(21,16),(16,29),-0.220036 # DEPENDENCYPART_GRANDPAR
(21,16),(16,30),0.0107577 # DEPENDENCYPART_GRANDPAR
(21,16),(16,33),-0.872069 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.0391769 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.183809 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.43515 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.219333 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.564529 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.02216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.141585 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.111596 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.0226493 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),0.495875 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),0.235935 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.103294 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.0905375 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.136843 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),0.19666 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.35863 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.075362 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.0978617 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.657454 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.05089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.161532 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.0330898 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),0.0658863 # DEPENDENCYPART_GRANDPAR
(21,19),(19,29),-0.226826 # DEPENDENCYPART_GRANDPAR
(21,19),(19,30),0.028823 # DEPENDENCYPART_GRANDPAR
(21,19),(19,33),-0.942147 # DEPENDENCYPART_GRANDPAR
(21,19),(19,34),-1.09471 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.442701 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.0171362 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.137209 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.543395 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),0.222264 # DEPENDENCYPART_GRANDPAR
(21,23),(23,2),-0.843871 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.0450827 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.478457 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.481648 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.327998 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),0.287905 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.128284 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.548683 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.051968 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.336558 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.0252512 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),0.280858 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),0.209981 # DEPENDENCYPART_GRANDPAR
(21,23),(23,33),-0.412392 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),0.525573 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.352546 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.590168 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.0204969 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.2303 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),0.0282381 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),0.43779 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),0.0491671 # DEPENDENCYPART_GRANDPAR
(21,24),(24,33),-0.404938 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.181506 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.417291 # DEPENDENCYPART_GRANDPAR
(21,26),(26,22),0.302257 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.325049 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.730947 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.331277 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.019951 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),0.214518 # DEPENDENCYPART_GRANDPAR
