# _root_ Next spring , nearly 30 % of its suits will have pleated pants , compared with virtually none a couple of years ago .
#goldHeads=2,10,10,6,4,10,6,9,7,0,10,13,11,11,11,15,18,16,20,23,20,21,18,10,
#predictedHeads=2,10,10,6,4,10,6,9,7,0,10,13,11,11,11,15,18,16,20,23,20,21,18,10,
(24,23),(23,22),(23,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,-1),-0.0419999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,21),(23,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,-1),-0.0451382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,20),(23,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,20),(23,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,20),(23,-1),-0.0419999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,18),(23,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,18),(23,-1),-0.0419999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,16),(23,-1),-0.0451382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,1),(0,2),-0.0953778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,4),-0.100444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,5),-0.0584607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,6),-0.107998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,10),-0.0883014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,11),-0.176303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,15),-0.167545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,25),0.158601 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,2),(0,4),-0.0611732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,5),-0.0612257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,6),-0.137809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,10),-0.0755587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,11),-0.196286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,15),-0.187905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,25),0.358788 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,4),(0,5),-0.0765385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,6),-0.14129 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,10),-0.0445163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,11),-0.194023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,15),-0.198449 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,25),0.254447 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,5),(0,6),-0.116222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,5),(0,10),-0.102734 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,5),(0,11),-0.231845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,5),(0,15),-0.226783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,5),(0,25),0.304376 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,6),(0,10),-0.0762007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,6),(0,11),-0.19547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,6),(0,15),-0.187089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,6),(0,25),0.373228 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,10),(0,11),-0.240741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,10),(0,15),-0.23342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,10),(0,25),0.643219 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,11),(0,15),-0.324982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,11),(0,25),0.866549 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,15),(0,25),0.831801 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,1),(0,2),(0,4),-0.0752662 # DEPENDENCYPART_TRISIBL
(0,1),(0,2),(0,5),-0.0616132 # DEPENDENCYPART_TRISIBL
(0,1),(0,2),(0,6),-0.0505141 # DEPENDENCYPART_TRISIBL
(0,1),(0,2),(0,10),-0.0677542 # DEPENDENCYPART_TRISIBL
(0,1),(0,2),(0,11),-0.0682887 # DEPENDENCYPART_TRISIBL
(0,1),(0,2),(0,15),-0.0660105 # DEPENDENCYPART_TRISIBL
(0,1),(0,2),(0,25),-0.0665563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,4),(0,5),-0.0615975 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,6),-0.0660802 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,10),-0.0641437 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,11),-0.0757966 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,15),-0.0750254 # DEPENDENCYPART_TRISIBL
(0,1),(0,4),(0,25),-0.0727678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,5),(0,6),-0.0555891 # DEPENDENCYPART_TRISIBL
(0,1),(0,5),(0,10),-0.0650179 # DEPENDENCYPART_TRISIBL
(0,1),(0,5),(0,11),-0.0666971 # DEPENDENCYPART_TRISIBL
(0,1),(0,5),(0,15),-0.0664325 # DEPENDENCYPART_TRISIBL
(0,1),(0,5),(0,25),-0.0764679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,6),(0,10),-0.0677546 # DEPENDENCYPART_TRISIBL
(0,1),(0,6),(0,11),-0.0684497 # DEPENDENCYPART_TRISIBL
(0,1),(0,6),(0,15),-0.0661715 # DEPENDENCYPART_TRISIBL
(0,1),(0,6),(0,25),-0.0665483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,10),(0,11),-0.0631506 # DEPENDENCYPART_TRISIBL
(0,1),(0,10),(0,15),-0.062883 # DEPENDENCYPART_TRISIBL
(0,1),(0,10),(0,25),-0.0794546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,11),(0,15),-0.0636519 # DEPENDENCYPART_TRISIBL
(0,1),(0,11),(0,25),-0.080559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,15),(0,25),-0.068734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,4),(0,5),-0.051339 # DEPENDENCYPART_TRISIBL
(0,2),(0,4),(0,6),-0.0943256 # DEPENDENCYPART_TRISIBL
(0,2),(0,4),(0,10),-0.102161 # DEPENDENCYPART_TRISIBL
(0,2),(0,4),(0,11),-0.0783927 # DEPENDENCYPART_TRISIBL
(0,2),(0,4),(0,15),-0.0930589 # DEPENDENCYPART_TRISIBL
(0,2),(0,4),(0,25),-0.085998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,5),(0,6),-0.0815617 # DEPENDENCYPART_TRISIBL
(0,2),(0,5),(0,10),-0.093424 # DEPENDENCYPART_TRISIBL
(0,2),(0,5),(0,11),-0.0732975 # DEPENDENCYPART_TRISIBL
(0,2),(0,5),(0,15),-0.0882781 # DEPENDENCYPART_TRISIBL
(0,2),(0,5),(0,25),-0.126602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,6),(0,10),-0.0996961 # DEPENDENCYPART_TRISIBL
(0,2),(0,6),(0,11),-0.0756609 # DEPENDENCYPART_TRISIBL
(0,2),(0,6),(0,15),-0.0908755 # DEPENDENCYPART_TRISIBL
(0,2),(0,6),(0,25),-0.117984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,10),(0,11),-0.0789837 # DEPENDENCYPART_TRISIBL
(0,2),(0,10),(0,15),-0.0936821 # DEPENDENCYPART_TRISIBL
(0,2),(0,10),(0,25),-0.0898718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,11),(0,15),-0.104702 # DEPENDENCYPART_TRISIBL
(0,2),(0,11),(0,25),-0.117768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,15),(0,25),-0.112648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,5),(0,6),-0.0718877 # DEPENDENCYPART_TRISIBL
(0,4),(0,5),(0,10),-0.0616423 # DEPENDENCYPART_TRISIBL
(0,4),(0,5),(0,11),-0.0597803 # DEPENDENCYPART_TRISIBL
(0,4),(0,5),(0,15),-0.0486895 # DEPENDENCYPART_TRISIBL
(0,4),(0,5),(0,25),-0.131817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,6),(0,10),-0.0626718 # DEPENDENCYPART_TRISIBL
(0,4),(0,6),(0,11),-0.0600938 # DEPENDENCYPART_TRISIBL
(0,4),(0,6),(0,15),-0.0471573 # DEPENDENCYPART_TRISIBL
(0,4),(0,6),(0,25),-0.116109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,10),(0,11),-0.0608046 # DEPENDENCYPART_TRISIBL
(0,4),(0,10),(0,15),-0.049667 # DEPENDENCYPART_TRISIBL
(0,4),(0,10),(0,25),-0.090568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,11),(0,15),-0.0685997 # DEPENDENCYPART_TRISIBL
(0,4),(0,11),(0,25),-0.0739833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,15),(0,25),-0.08553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,5),(0,6),(0,10),-0.0568989 # DEPENDENCYPART_TRISIBL
(0,5),(0,6),(0,11),-0.0483142 # DEPENDENCYPART_TRISIBL
(0,5),(0,6),(0,15),-0.0532478 # DEPENDENCYPART_TRISIBL
(0,5),(0,6),(0,25),-0.0394735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,5),(0,10),(0,11),-0.0477789 # DEPENDENCYPART_TRISIBL
(0,5),(0,10),(0,15),-0.0526937 # DEPENDENCYPART_TRISIBL
(0,5),(0,10),(0,25),-0.09711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,5),(0,11),(0,15),-0.0551474 # DEPENDENCYPART_TRISIBL
(0,5),(0,11),(0,25),-0.0802517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,5),(0,15),(0,25),-0.0855402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,6),(0,10),(0,11),-0.0833761 # DEPENDENCYPART_TRISIBL
(0,6),(0,10),(0,15),-0.0980746 # DEPENDENCYPART_TRISIBL
(0,6),(0,10),(0,25),-0.0806652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,6),(0,11),(0,15),-0.109112 # DEPENDENCYPART_TRISIBL
(0,6),(0,11),(0,25),-0.1094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,6),(0,15),(0,25),-0.10428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,10),(0,11),(0,15),-0.0558288 # DEPENDENCYPART_TRISIBL
(0,10),(0,11),(0,25),-0.106109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,10),(0,15),(0,25),-0.105459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,11),(0,15),(0,25),-0.297333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,3),-0.0929902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,5),-0.0901236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,6),-0.157814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,10),-0.0253335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,25),-0.153963 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,5),-0.0889508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,6),-0.286133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,10),-0.0552979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,25),-0.309212 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,5),(1,6),-0.152028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,10),-0.0659005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,25),-0.0730004 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,6),(1,10),-0.0259792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,25),-0.152917 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,10),(1,25),-0.0650681 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,3),(1,5),-0.0230232 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,6),-0.0636484 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,10),-0.0954775 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,25),-0.038713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,5),(1,6),-0.0714014 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,10),-0.0925239 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,25),-0.100615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,6),(1,10),-0.0988634 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,25),-0.0781686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,10),(1,25),-0.0468485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,5),(1,6),-0.0584914 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,10),-0.0469825 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,25),-0.0746327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,6),(1,10),-0.0496442 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,25),-0.064848 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,10),(1,25),-0.10095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,6),(1,10),-0.0573936 # DEPENDENCYPART_TRISIBL
(1,5),(1,6),(1,25),-0.0671603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,10),(1,25),-0.121178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,10),(1,25),-0.0408802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,4),-0.113052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,5),-0.0970171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,6),-0.11076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,7),-0.22751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,9),-0.0886216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,10),-0.144779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,11),-0.170228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,13),-0.0878111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,14),-0.268628 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,15),-0.170217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,16),-0.221522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,17),-0.108618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,24),-0.227661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,25),-0.736948 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,5),-0.150226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,6),-0.166721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,7),-0.071586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,9),-0.155997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,10),-0.0333682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,11),-0.115059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,13),-0.155186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,14),-0.110924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,15),-0.12251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,16),-0.0548704 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,17),-0.0532584 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,24),-0.147122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,25),-0.126514 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,5),(2,6),-0.173943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,7),-0.0637123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,9),-0.183865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,10),-0.0756803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,11),-0.112967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,13),-0.183054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,14),-0.0285035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,15),-0.110929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,16),-0.0430575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,17),-0.0624511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,24),-0.130345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,25),-0.100704 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,6),(2,7),-0.0492282 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,9),-0.102414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,10),-0.061055 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,11),-0.0941881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,13),-0.101603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,14),-0.0897101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,15),-0.0888313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,16),-0.0225937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,17),-0.0430007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,24),-0.133896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,25),-0.100058 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,7),(2,9),-0.122503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,10),-0.0720454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,11),-0.13964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,13),-0.121035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,14),-0.0411645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,15),-0.129321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,16),-0.0662662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,17),-0.0449187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,24),-0.17857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,25),-0.0567267 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,9),(2,10),-0.060413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,11),-0.0919186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,13),-0.099827 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,14),-0.116501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,15),-0.0865618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,16),-0.0212041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,17),-0.0457156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,24),-0.113166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,25),-0.106326 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,10),(2,11),-0.118939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,13),-0.131681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,14),-0.0604072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,15),-0.114642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,16),-0.0562146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,17),-0.0685673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,24),-0.0712184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,25),-0.0806627 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,11),(2,13),-0.149271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,14),-0.0351936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,15),-0.073179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,16),-0.12853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,17),-0.0401399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,24),-0.0852183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,25),-0.106992 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,13),(2,14),-0.116266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,15),-0.0892617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,16),-0.0136567 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,17),-0.045666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,24),-0.11323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,13),(2,25),-0.116759 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,14),(2,15),-0.170217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,16),-0.221522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,17),-0.108618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,24),-0.227661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,14),(2,25),-0.736948 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,15),(2,16),-0.125393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,17),-0.0397331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,24),-0.102895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,15),(2,25),-0.143785 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,16),(2,17),-0.0532931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,16),(2,24),-0.167739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,16),(2,25),-0.0584106 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,17),(2,24),-0.150537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,17),(2,25),-0.120526 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,24),(2,25),-0.204351 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,5),-0.0679216 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,6),0.149354 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,7),-0.0541753 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,9),0.169849 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,10),-0.0491284 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,11),-0.0308577 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,13),0.169849 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,14),0.215042 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,15),-0.0446114 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,16),-0.0381513 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,17),-0.0435852 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,24),-0.132055 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,25),-0.196539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,5),(2,6),-0.022952 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,7),-0.0799268 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,9),-0.00821848 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,10),-0.0444022 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,11),-0.0240576 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,13),-0.00821847 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,14),0.411938 # DEPENDENCYPART_TRISIBL
