# _root_ However , HomeFed 's loan originations and purchases plunged 26 % in the quarter , to $ 1.4 billion from $ 1.9 billion a year earlier .
#goldHeads=9,9,7,3,7,7,9,7,0,11,9,9,14,12,9,9,16,17,17,9,20,21,21,25,26,20,9,
#predictedHeads=9,9,6,3,6,7,9,7,0,11,9,9,14,12,9,9,16,17,17,9,20,21,21,25,26,20,9,
(23,19),(19,17),(19,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,-1),-0.0843058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,14),(19,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,14),(19,-1),-0.0491174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,12),(19,-1),-0.0519448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,22),0.0963351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,23),-0.128148 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,21),(21,24),-0.125313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,25),-0.12713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,26),-0.12526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,28),0.0306663 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,22),(21,23),-0.139566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,22),(21,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,28),-0.151887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,23),(21,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,28),-0.154884 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,24),(21,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,24),(21,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,24),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,24),(21,28),-0.129005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,25),(21,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,25),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,25),(21,28),-0.127748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,26),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,26),(21,28),-0.126798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,27),(21,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,20),-0.0681069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,19),-0.0418362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,18),-0.0416093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,17),-0.0430615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,-1),0.173406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,20),(21,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,-1),-0.0653866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,19),(21,18),-0.024371 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,17),-0.0466625 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,-1),-0.0612505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,18),(21,17),-0.0466625 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,-1),-0.0601715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,17),(21,-1),-0.0458101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,23),-0.124948 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,22),(22,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,25),-0.124893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,28),-0.165262 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,23),(22,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,28),-0.128699 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,24),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,28),-0.125646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,25),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,25),(22,28),-0.110015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,26),(22,28),-0.126266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,21),-0.0850262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,20),-0.0471751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,19),-0.0504009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,18),-0.0503982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,-1),0.016288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,21),(22,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,-1),-0.0842881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,20),(22,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,-1),-0.0482533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,19),(22,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,19),(22,-1),-0.0544648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,18),(22,-1),-0.0544641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,28),-0.000381478 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,24),(24,-1),-0.0741787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,25),(25,26),-0.0541621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,28),0.0240816 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,26),(25,28),-0.052991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,25),(25,24),0.181477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,23),0.173072 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,25),(25,22),-0.129098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,21),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,17),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,-1),-0.269448 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,24),(25,23),0.119152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,24),(25,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,-1),-0.059275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,23),(25,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,-1),-0.0804755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,22),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,-1),-0.0793417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,21),(25,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,-1),-0.124993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,17),(25,-1),-0.124993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,28),-0.0970022 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,27),(26,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,25),0.137412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,-1),-0.171271 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,25),(26,-1),-0.108734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,17),(17,18),0.197946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,17),(17,17),(17,19),0.197499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,17),(17,17),(17,20),0.124237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,17),(17,17),(17,21),0.117222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,17),(17,17),(17,22),0.197053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,17),(17,17),(17,23),0.197499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,17),(17,17),(17,25),-0.125257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,17),(17,17),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,17),(17,17),(17,28),-0.258514 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,17),(17,18),(17,19),0.048321 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,18),(17,20),0.092511 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,18),(17,21),0.117332 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,18),(17,22),0.0566402 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,18),(17,23),0.048321 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,18),(17,25),-0.125499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,18),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,18),(17,28),0.00937559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,19),(17,20),0.0885085 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,19),(17,21),0.117332 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,19),(17,22),0.0547773 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,19),(17,23),0.0464581 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,19),(17,25),-0.125713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,19),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,19),(17,28),0.0154862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,20),(17,21),0.119164 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,20),(17,22),0.118404 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,20),(17,23),0.118371 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,20),(17,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,20),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,20),(17,28),-0.184101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,21),(17,22),0.119164 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,21),(17,23),0.119164 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,21),(17,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,21),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,21),(17,28),-0.125798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,22),(17,23),0.04743 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,22),(17,25),-0.125499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,22),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,22),(17,28),0.00937559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,23),(17,25),-0.125713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,23),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,23),(17,28),0.0154862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,25),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,17),(17,25),(17,28),-0.121018 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,17),(17,27),(17,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,17),(17,16),-0.0189272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,17),(17,17),(17,14),-0.0433209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,17),(17,17),(17,13),-0.0517849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,17),(17,17),(17,12),-0.0379958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,17),(17,17),(17,-1),0.088505 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,17),(17,16),(17,14),-0.0426544 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,16),(17,13),-0.0420038 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,16),(17,12),-0.0419995 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,16),(17,-1),-0.0474286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,14),(17,13),-0.0420449 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,14),(17,12),-0.0401161 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,14),(17,-1),-0.0450171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,13),(17,12),-0.0422684 # DEPENDENCYPART_GRANDSIBL
(25,17),(17,13),(17,-1),-0.0667124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,17),(17,12),(17,-1),-0.0962633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,21),(21,22),0.197053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,23),0.197499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,24),0.117758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,25),-0.125257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,21),(21,26),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,28),-0.258514 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,22),(21,23),0.04743 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,22),(21,24),0.11396 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,22),(21,25),-0.125499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,22),(21,26),-0.124887 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,22),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,22),(21,28),0.00937559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,23),(21,24),0.113953 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,23),(21,25),-0.125713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,23),(21,26),-0.124887 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,23),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,23),(21,28),0.0154862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,24),(21,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,24),(21,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,24),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,24),(21,28),-0.139113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,25),(21,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,25),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,25),(21,28),-0.121018 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,26),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,26),(21,28),-0.110677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,27),(21,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,21),(21,20),-0.0379064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,19),-0.0678981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,18),-0.0666368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,17),-0.0431176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,-1),0.088505 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,20),(21,19),-0.0441656 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,20),(21,18),-0.0441655 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,20),(21,17),-0.0420001 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,20),(21,-1),-0.090056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,19),(21,18),-0.037053 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,19),(21,17),-0.0230798 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,19),(21,-1),-0.0537061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,18),(21,17),-0.0220037 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,18),(21,-1),-0.0530638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,17),(21,-1),-0.00791248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,22),(22,23),0.103133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,24),0.105786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,25),-0.127158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,22),(22,26),-0.125557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,28),-0.0557105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,23),(22,24),0.119164 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,25),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,23),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,28),-0.154983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,24),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,24),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,28),-0.150208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,25),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,25),(22,28),-0.0518306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,26),(22,28),-0.129114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,22),(22,21),-0.129614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,20),-0.0271263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,19),-0.0256444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,18),-0.0265379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,-1),0.151157 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,21),(22,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,-1),-0.119242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,20),(22,19),-0.0420035 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,20),(22,18),-0.0420035 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,20),(22,-1),-0.0457006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,19),(22,18),-0.0400457 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,19),(22,-1),0.0926596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,18),(22,-1),0.0915158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,23),(23,24),0.105786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,25),-0.127158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,23),(23,26),-0.125557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,28),-0.0807088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,24),(23,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,24),(23,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,24),(23,28),-0.150209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,25),(23,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,25),(23,28),-0.0520982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,26),(23,28),-0.129149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,23),(23,22),-0.00301714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,21),-0.12964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,19),-0.00523385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,-1),0.122803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,22),(23,21),-0.043907 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,22),(23,19),-0.0398963 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,22),(23,-1),0.116438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,21),(23,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,21),(23,-1),-0.119242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,19),(23,-1),0.116145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,24),(24,28),0.140555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,-1),0.190155 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,26),(26,27),-0.046086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,28),0.0270239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,27),(26,28),-0.0440021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,26),(26,25),0.120974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,26),(26,-1),-0.16095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,25),(26,-1),-0.12195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,25),(25,26),-0.125032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,25),(25,28),-0.0794134 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,26),(25,28),-0.146406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,25),(25,24),0.104843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,23),0.00712309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,22),0.00796555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,21),-0.0586829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,17),-0.0586829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,-1),-0.0628996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,24),(25,23),-0.0438925 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,22),-0.0438925 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,-1),0.0312484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
