# _root_ And Fairfax County , Va. , Water Authority 's 7 1\/4 % issue of 2027 was down 3\/4 at 99 7\/8 bid .
#goldHeads=16,5,5,5,8,5,8,13,8,11,13,11,16,13,14,0,16,17,16,21,22,19,16,
#predictedHeads=16,3,16,3,3,5,8,13,8,11,13,11,16,13,14,0,16,17,16,21,19,21,16,
(17,15),(17,19),0.0297343 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0475796 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.044651 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0565036 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0673054 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.110662 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.052222 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.074551 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0912428 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0654285 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0259923 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0157184 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0652176 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.110707 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0756358 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0945781 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0791199 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.100212 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0486273 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0486419 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0174036 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0165837 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.00370153 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.144253 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.00762837 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0481873 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0366513 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0671604 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0662877 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0173027 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0653382 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.134375 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.513603 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0538754 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0916012 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.122968 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0809902 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0780402 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.420824 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.15831 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.505197 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0562888 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0837696 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0827781 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0314122 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0284007 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.291091 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.284042 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0135741 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.046122 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.034182 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0223596 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0215658 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0473762 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0342997 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0539735 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0712662 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0264509 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0252564 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0358495 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0942203 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0927913 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0374241 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0344741 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.294166 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.019295 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0343106 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0400967 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0795276 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0843649 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0756867 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.131036 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0176949 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0101484 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0117974 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.029181 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00993738 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.01569 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0426854 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.166509 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0386121 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0419127 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0242611 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0112869 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.428042 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.61408 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.210333 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.615997 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.176071 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0914911 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.171661 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.00236925 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.249351 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0188839 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0102536 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0110006 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0184764 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0531989 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.00956649 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.181246 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0143382 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.000918751 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.121692 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.171918 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.180974 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.142845 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.343886 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.144973 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0902691 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.149763 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.100539 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.158774 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.108276 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.361817 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.111207 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0468848 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.34303 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.0202234 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.0125859 # DEPENDENCYPART_SIBL
(22,2),(22,8),0.0597042 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.0375306 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.0225401 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.00578805 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.135263 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.00149785 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.0172548 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.00445175 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.00444331 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.00702381 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.0787065 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.0156791 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.0297646 # DEPENDENCYPART_SIBL
(22,3),(22,17),0.00263624 # DEPENDENCYPART_SIBL
(22,3),(22,18),0.142487 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.0374353 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.0244794 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.0116763 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0384154 # DEPENDENCYPART_SIBL
(22,5),(22,8),0.0622331 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0370489 # DEPENDENCYPART_SIBL
(22,5),(22,15),0.0244615 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.00467943 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.137184 # DEPENDENCYPART_SIBL
(22,5),(22,19),0.00197949 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.0191763 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.00637324 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.0139736 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0294716 # DEPENDENCYPART_SIBL
(22,8),(22,15),0.0294636 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.000443671 # DEPENDENCYPART_SIBL
(22,8),(22,18),0.142186 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.00956208 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.0241784 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.0113753 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0189778 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0512173 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.147587 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0327098 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.246766 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0616847 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0697233 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0112072 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0187937 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.129871 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0425207 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0308346 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0758989 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0161435 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.00496788 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.018287 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0896323 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.10235 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0590693 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0526963 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0449055 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.08997 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0697162 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.00745556 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0150325 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0516541 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0847825 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0110115 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0390757 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.173271 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0953247 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.197284 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.0291361 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0658651 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.673867 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.22113 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.5345 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),1.06226 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.576157 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.32664 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.370676 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0562884 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.276815 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.539194 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.746148 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),1.77526 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.06877 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.380224 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.34737 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.374125 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0355581 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0717711 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.273365 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-1.42815 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.222194 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.143341 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.198319 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.533227 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.355439 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.744712 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.111953 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),1.77248 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),1.13615 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.196053 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.337307 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.666584 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.0233628 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.283656 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.252064 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.5664 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.753187 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.396279 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0340308 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.374483 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.274902 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.428847 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.719456 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.167786 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.421692 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.0709458 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.751799 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.266707 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.00767448 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),2.21166 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),1.03558 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.228223 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.375303 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.521311 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.0602105 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.138383 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.196225 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.533462 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.327359 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.0323317 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.2911 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.473368 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.379536 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.38725 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.121952 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.115449 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.21377 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.492324 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.0545002 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.17298 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),2.42689 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.32685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.00905127 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.553905 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.649934 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.639332 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.747204 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.597667 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-1.14798 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-1.56939 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.32263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.293367 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.541015 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.655071 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.626442 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-1.10473 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.752342 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-2.288 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.912737 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.858789 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.49426 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.610266 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-1.23883 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-1.15601 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.881197 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),-1.57797 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.33128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.259154 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.382328 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.497411 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.707591 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-1.12513 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.772739 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-2.28182 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.906463 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.852515 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.48476 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.600765 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-1.20896 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.84286 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-1.1498 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.861459 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.567909 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-1.5712 # DEPENDENCYPART_GRANDPAR
(1,8),(8,2),0.292925 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.416098 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.451691 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.282934 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.537118 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.688863 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-2.2952 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.920545 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.866597 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.497064 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.613454 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-1.22619 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.856942 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-1.16194 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.530699 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-1.14166 # DEPENDENCYPART_GRANDPAR
(1,8),(8,23),-1.57586 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-1.43111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),0.0867472 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.217228 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),-0.431055 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.504657 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.516482 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.912996 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.54335 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-1.75357 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.940729 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.853241 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.363564 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-1.29554 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.935233 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-1.28246 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.627927 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-1.22693 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-1.04663 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.980964 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.672751 # DEPENDENCYPART_GRANDPAR
(1,13),(13,22),-1.48014 # DEPENDENCYPART_GRANDPAR
(1,13),(13,23),-1.61613 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-1.61119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),-0.0511774 # DEPENDENCYPART_GRANDPAR
(1,16),(16,3),0.0812348 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),-0.517165 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),-0.634544 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),-0.602592 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-1.03884 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.68183 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.887468 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.804892 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.532581 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.542935 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-1.10464 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.805136 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.1616 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.881744 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.394838 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.669292 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.301351 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-1.16494 # DEPENDENCYPART_GRANDPAR
(1,16),(16,23),-1.7229 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.45786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.407472 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.897241 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.607512 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.569951 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.944058 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.00585 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.70223 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.882142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.276428 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0699696 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.108214 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0855051 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0869923 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.929475 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.31585 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.31856 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.455723 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.548737 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.494991 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.59802 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.885643 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-1.04096 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.70221 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.914891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.135496 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.523845 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0381174 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.138164 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.139652 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.954235 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.340512 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.343222 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.477965 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.570978 # DEPENDENCYPART_GRANDPAR
