# _root_ One customer , Dayna Brunsdon , says she spurned a color portrait for black and white because `` it 's more dramatic .
#goldHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,20,20,17,22,20,7,
#predictedHeads=2,7,2,5,2,2,0,9,7,12,12,9,12,13,14,15,9,17,20,17,22,20,7,
(20,6),(20,8),0.0393421 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.013235 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.00623169 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.0191687 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.262302 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.105071 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0291514 # DEPENDENCYPART_SIBL
(20,6),(20,16),0.0632817 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.0696649 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.310388 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.0312426 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.0308899 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.00954537 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.179962 # DEPENDENCYPART_SIBL
(20,7),(20,8),0.00542574 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.0990465 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.00913537 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.0143978 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.121166 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.037751 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.111445 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.037514 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.143954 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.232836 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.00537335 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0119199 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.0370875 # DEPENDENCYPART_SIBL
(20,7),(20,23),0.122496 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.148023 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.236979 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.23176 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.109861 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.111349 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.188568 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.110204 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.131808 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.102883 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.530884 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.102275 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0064717 # DEPENDENCYPART_SIBL
(20,8),(20,23),0.229934 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.0760388 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.0708197 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.13319 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.101558 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.161023 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0999539 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.152352 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0479452 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0734372 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0365448 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0457373 # DEPENDENCYPART_SIBL
(20,9),(20,23),0.13216 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.738752 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.013405 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.30664 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.334129 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.31149 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0555572 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.129162 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.538175 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0296346 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0119748 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.130296 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.00971403 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.302388 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.329724 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.307237 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0518663 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.134952 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.53377 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0408698 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0195618 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.135907 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0442924 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.143324 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0364485 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.117175 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.17549 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.175863 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0313645 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0786416 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.186936 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.178979 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.12464 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0620874 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.160584 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.155444 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0790544 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0872739 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.0785105 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0048622 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0248334 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.206394 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.14796 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.000940208 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.00366905 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.292759 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0610635 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.163694 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.14015 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0669492 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0684955 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.117672 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.225131 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0625177 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0570537 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0216702 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.210851 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0978824 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0835684 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0347443 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.43746 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.218842 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0267043 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.349775 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0342418 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0730058 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0476308 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0193877 # DEPENDENCYPART_SIBL
(22,2),(22,5),0.0240123 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.14488 # DEPENDENCYPART_SIBL
(22,2),(22,13),0.180657 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.0253573 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.0196123 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.185007 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.202628 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0989013 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.105991 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.177825 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.0521191 # DEPENDENCYPART_SIBL
(22,5),(22,13),0.197032 # DEPENDENCYPART_SIBL
(22,5),(22,14),0.0611371 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.0460675 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.197268 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.159572 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0726457 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.136142 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.108509 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.177938 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.0235329 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.0177878 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.182266 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.201294 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.100252 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.104662 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.176475 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.00956272 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.00258421 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.00877783 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0159646 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.113611 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0212109 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.020751 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0749648 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.235375 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.181483 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0845973 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.132933 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0131368 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.22977 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.177727 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0872758 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.129033 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.00941083 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0929855 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0783886 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0559226 # DEPENDENCYPART_SIBL
(22,17),(22,21),8.60045e-05 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.190059 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.174826 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0696092 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.165949 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0129916 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0620068 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.197717 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0604273 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.163767 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.246989 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.633833 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.741182 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.22691 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.62084 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.022067 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.000943923 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0841657 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.551339 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.948508 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.638836 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.0745727 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.453662 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.111729 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.277974 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.698905 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.817458 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.248352 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),0.90303 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.523195 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.480442 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.439608 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0224337 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.105655 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.133798 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.520456 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.108509 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.449203 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.104387 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.143213 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.469074 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.609921 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.0315049 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.313556 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.560022 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.302701 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.480043 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),-0.315701 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),1.35728 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.673103 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.590691 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.489828 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0327196 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0505022 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.0835784 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.537016 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.502684 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.628531 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.244238 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.0951197 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.122407 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.42903 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.421784 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.0293284 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.355398 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.541872 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.610666 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.571629 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.491191 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.214007 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),0.988566 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.08068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.484138 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.012271 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.150027 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.560414 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.543133 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.342006 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.377373 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.627316 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.531387 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.510456 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.548904 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.607689 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.566992 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-0.908951 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.0339797 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.04892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0316679 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.575522 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0975518 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.499813 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.570603 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.336359 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.414146 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.540805 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.04892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0316679 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.575522 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.121455 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.499813 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.570603 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.336359 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.414146 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.540805 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.576061 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.550445 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.254675 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.06549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.0273314 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.805853 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.0194354 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.142863 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.882129 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.331277 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.350265 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.686977 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.589699 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.599363 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.485332 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.627653 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.520491 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.680567 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.913943 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.966143 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.619163 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),-0.545148 # DEPENDENCYPART_GRANDPAR
(1,7),(7,23),-0.992985 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.01879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.0111498 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.767428 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.0294967 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.191795 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.843703 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.580681 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.200965 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.259842 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.602025 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.507158 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.49501 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.539887 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.596832 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.561461 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.701506 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.925766 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.624789 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-1.119 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),-0.676326 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-0.571365 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-1.16757 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.34587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.7857 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.16863 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.304355 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.806893 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.88631 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.597503 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.869426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,1),-0.731554 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.823061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.172881 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.363378 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.088358 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.402804 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.363403 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.155114 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.57191 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.731554 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.823061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.172881 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.532008 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.088358 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.402804 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.363403 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.155114 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.57191 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.453347 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.0887231 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.112317 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.715305 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.773083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.191304 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.459043 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.323317 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.212497 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.189294 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.052841 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.591085 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.50415 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.409416 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.252666 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),0.0482904 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.401203 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.409482 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.352128 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.387732 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.370457 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.576704 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-1.06172 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.173001 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.436443 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0642434 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.703426 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.758325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.241156 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.388942 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.253216 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.262349 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.317367 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.132243 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.43429 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.501851 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.418039 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.303383 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.341491 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),0.0947709 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.479785 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.437845 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.36247 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.399978 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.576941 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.436179 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.638224 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-1.26133 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.03114 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.507849 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.412224 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.454617 # DEPENDENCYPART_GRANDPAR
