# _root_ Applied , then a closely held company , was stagnating under the management of its controlling family .
#goldHeads=9,7,7,7,6,7,1,7,0,9,10,13,11,13,17,17,14,9,
#predictedHeads=9,1,6,7,6,7,1,1,0,9,10,13,11,13,17,17,14,9,
(3,16),(16,1),-0.976871 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.174962 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.264773 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.466855 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.675203 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.536405 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.380879 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.174183 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.66824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.533107 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.817123 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-1.06412 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.992617 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-1.07187 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.915429 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.12491 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-1.29625 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-1.58884 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-1.63713 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.625102 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.274953 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.578664 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.430392 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.66199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.544887 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.821049 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.03361 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.853449 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.05668 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.93383 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.09955 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.26729 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.26231 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.1172 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-1.63506 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.01899 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.983546 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.779032 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.22227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.411562 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.587584 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.327185 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.405969 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.669546 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.770439 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.01701 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.00026 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.792302 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.33814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.00116743 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.634366 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.395752 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.703691 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.438108 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.632026 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.848043 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.894045 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.623113 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-1.15658 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-1.29709 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.526048 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.02451 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.774692 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.0161001 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.352284 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.46654 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.462754 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.552182 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.592532 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.685038 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.806829 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.894111 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.549846 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.997398 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-1.25118 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.525187 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.359861 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.173728 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.49 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.311342 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.573419 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.762568 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.660241 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.639836 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.813804 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-1.1679 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-1.29816 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-1.16875 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.88254 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.395533 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.922038 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.615106 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.230628 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.50133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.314021 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.54212 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.622741 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.644283 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.65736 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.787293 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.13817 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.93708 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.970066 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.16587 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.840306 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.552277 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.359475 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.48607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.310544 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.62521 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.639425 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.20796 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.0396 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.810588 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.67584 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.06873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.198275 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.242092 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.336761 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.242406 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.446655 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.800378 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.737119 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.556748 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.940821 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.864313 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.29317 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.13515 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.818929 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.873612 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.01231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.27784 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.280594 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.285748 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.236877 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.561721 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.764008 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.677778 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.554863 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.853945 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.741422 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0159745 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.21069 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.788313 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.993795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.184502 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0974042 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.206415 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.316854 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.524379 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.575244 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.605015 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.417446 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.453369 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.719509 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.784132 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.80279 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.0510995 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.322771 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.212513 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.511853 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.500516 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.424864 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.562048 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.640634 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.747996 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.059739 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.653622 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.392786 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.482559 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.587306 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.251955 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.182518 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.375052 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.216633 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.68865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.629226 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-1.13054 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-1.02476 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.924636 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-1.05074 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-1.2682 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-1.46868 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-1.08483 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.426303 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.286974 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.389773 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.435716 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.44573 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.188153 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.68163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.587714 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.979007 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.997585 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.931195 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-1.00762 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-1.22825 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.882363 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-1.06782 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.07075 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.299815 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.332567 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.265865 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.316662 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.68436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.988853 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.920412 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.376294 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.449076 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.193842 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.600058 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.68162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.587517 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.979 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.930985 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.00003 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.874768 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.965817 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.06439 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.809549 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.23857 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.845067 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.18944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.653738 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.701763 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.514699 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.997756 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.820812 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.694722 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.66107 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.959397 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.53069 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),-0.121969 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.824004 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.879837 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.694326 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.01141 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.730815 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.17465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.032449 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.698321 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.422199 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.709563 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.723498 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.647278 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.565252 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.884677 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.648256 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.812734 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.709983 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.745358 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.23325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0563218 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.54748 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.6295 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-1.10823 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.575903 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.560856 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.910625 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.52704 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.767668 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.585093 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.659508 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),-0.129308 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.634011 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.504138 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-1.10829 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.485848 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.281631 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.569852 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.649593 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.538753 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.808503 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),-0.513582 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.402335 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.645023 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-1.02555 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.602739 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.960868 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.657322 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.949594 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.517747 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),-0.0817621 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.726859 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-1.02196 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.583147 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.885466 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.812752 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),-0.0564403 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-1.00718 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.783977 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.590689 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-1.13148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,12),-1.00087 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.690915 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.409863 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.800252 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.52013 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.523198 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-1.048 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.220615 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.270919 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.3518 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.699561 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.345056 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.26539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-1.06115 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.658687 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.535779 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.967663 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-1.00378 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-1.24372 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-1.20424 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.170571 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.165613 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),1.8464e-05 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.370479 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.403201 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.736628 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.513161 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.21334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.89327 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.626293 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.537024 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.926785 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.953314 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-1.11965 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.68908 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-1.18492 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.0133502 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.476395 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.235095 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.440275 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.141236 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.937226 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.55792 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.00770036 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.336193 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.325066 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.00678856 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.583902 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.21301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.893161 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.536713 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.919089 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.11195 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.0794318 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.258708 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.379662 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0170313 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.860214 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.22195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.948673 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.651539 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.53552 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.998479 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.961331 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.26377 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.687657 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.20128 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.23145 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.687203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,1),-0.638744 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.335078 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.253959 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.395542 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),0.155252 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.20319 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.467332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.357838 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.145675 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0560342 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.215117 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.333637 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.0028827 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.41946 # DEPENDENCYPART_GRANDPAR
