# _root_ Instead , New York City police seized the stolen goods , and Mr. Krisher avoided jail .
#goldHeads=7,7,6,6,6,7,12,10,10,7,12,0,14,15,12,15,12,
#predictedHeads=7,7,6,6,6,7,12,10,10,7,12,0,14,15,12,15,12,
(1,1),(1,2),(1,18),-0.315514 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,4),-0.150975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,6),-0.164222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,7),-0.103842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,10),-0.164589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,12),-0.113271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,15),-0.101724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,18),-0.209314 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,6),-0.159712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,7),-0.102916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,10),-0.160079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,12),-0.113274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,15),-0.100797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,18),-0.155122 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,6),(1,7),-0.100127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,10),-0.159967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,12),-0.113269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,15),-0.0980087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,6),(1,18),-0.162405 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,7),(1,10),-0.126413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,12),-0.0997369 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,15),-0.123763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,18),-0.181502 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,10),(1,12),-0.113269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,10),(1,15),-0.100806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,10),(1,18),-0.156675 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,12),(1,15),-0.0766926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,12),(1,18),-0.0869169 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,15),(1,18),-0.179886 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,3),(1,4),-0.0786378 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,6),-0.0815572 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,7),-0.060229 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,10),-0.0815572 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,12),-0.0805505 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,15),-0.0602274 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,18),-0.148507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,4),(1,6),-0.081545 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,7),-0.0602451 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,10),-0.081545 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,12),-0.080549 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,15),-0.0602435 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,18),-0.145532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,6),(1,7),-0.060229 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,10),-0.0815345 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,12),-0.0805491 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,15),-0.0602274 # DEPENDENCYPART_TRISIBL
(1,2),(1,6),(1,18),-0.147157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,7),(1,10),-0.0614879 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,12),-0.0791908 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,15),-0.0586926 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,18),-0.0846088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,10),(1,12),-0.080549 # DEPENDENCYPART_TRISIBL
(1,2),(1,10),(1,15),-0.0602274 # DEPENDENCYPART_TRISIBL
(1,2),(1,10),(1,18),-0.146893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,12),(1,15),-0.056507 # DEPENDENCYPART_TRISIBL
(1,2),(1,12),(1,18),-0.14181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,15),(1,18),-0.0846081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,6),-0.0934461 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,7),-0.0681737 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,10),-0.0931907 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,12),-0.13572 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,15),-0.0681336 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,18),-0.114053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,6),(1,7),-0.0681737 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,10),-0.0930555 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,12),-0.13572 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,15),-0.0681336 # DEPENDENCYPART_TRISIBL
(1,3),(1,6),(1,18),-0.117422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,7),(1,10),-0.0867632 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,12),-0.12319 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,15),-0.0763234 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,18),-0.108753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,10),(1,12),-0.13572 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,15),-0.0681336 # DEPENDENCYPART_TRISIBL
(1,3),(1,10),(1,18),-0.117438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,12),(1,15),-0.0750476 # DEPENDENCYPART_TRISIBL
(1,3),(1,12),(1,18),-0.150028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,15),(1,18),-0.10863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,6),(1,7),-0.0673917 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,10),-0.0920392 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,12),-0.135594 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,15),-0.0673515 # DEPENDENCYPART_TRISIBL
(1,4),(1,6),(1,18),-0.102817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,7),(1,10),-0.0855656 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,12),-0.123062 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,15),-0.0757469 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,18),-0.0970672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,10),(1,12),-0.135594 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,15),-0.0673515 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,18),-0.102833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,12),(1,15),-0.0744953 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,18),-0.138855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,15),(1,18),-0.0969446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,7),(1,10),-0.0855199 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,12),-0.123062 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,15),-0.0757251 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,18),-0.102655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,10),(1,12),-0.135594 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,15),-0.0673115 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,18),-0.10843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,12),(1,15),-0.0744735 # DEPENDENCYPART_TRISIBL
(1,6),(1,12),(1,18),-0.144459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,15),(1,18),-0.102533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,10),(1,12),-0.111753 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,15),-0.0924452 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,18),-0.0976352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,12),(1,15),-0.0915647 # DEPENDENCYPART_TRISIBL
(1,7),(1,12),(1,18),-0.155805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,15),(1,18),-0.124406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,10),(1,12),(1,15),-0.0744827 # DEPENDENCYPART_TRISIBL
(1,10),(1,12),(1,18),-0.14183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,10),(1,15),(1,18),-0.0999218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,12),(1,15),(1,18),-0.10244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.465151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.103325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.109812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.11027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,10),-0.119106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,18),-0.13521 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,7),-0.109811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),-0.110269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,10),-0.11908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,18),-0.13661 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,9),-0.0964781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,10),-0.142799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,18),-0.121264 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,10),-0.142951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,18),-0.127586 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,18),-0.131849 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,7),-0.0867445 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.0867043 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),-0.0699303 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,18),-0.0991267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,9),-0.0924771 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,10),-0.0691885 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,18),-0.121808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),-0.0691885 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,18),-0.121686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,18),-0.120726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,9),-0.092666 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,10),-0.0706649 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,18),-0.142114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,10),-0.0706649 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,18),-0.141992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,18),-0.141682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,10),-0.0701167 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,18),-0.109218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,18),-0.118643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,10),(3,18),-0.12284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.204812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.419243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.138821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.238753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.12003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.105344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.120703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,18),-0.127102 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.102555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),-0.120602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,18),-0.127489 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,10),-0.144428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,18),-0.113593 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,18),-0.122341 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.086986 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.0708236 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,18),-0.142102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,10),-0.0706686 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,18),-0.142393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,18),-0.142118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,10),-0.0691406 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,18),-0.132488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,10),(4,18),-0.131579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,10),(4,18),-0.118689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,2),-0.180813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,1),-0.135373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,-1),-0.0681021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,2),(4,1),-0.206408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,2),(4,-1),-0.380782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,1),(4,-1),-0.100595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,2),(4,1),-0.0831422 # DEPENDENCYPART_TRISIBL
(4,3),(4,2),(4,-1),-0.225564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,1),(4,-1),-0.10247 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,2),(4,1),(4,-1),-0.237868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.10485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.105308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,10),-0.115957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),-0.119146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,12),-0.133837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,14),-0.10944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,17),-0.117436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,18),-0.121383 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,9),-0.0943951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.139534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,11),-0.0520925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,12),-0.120637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,14),-0.133007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,17),-0.0624973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,18),-0.101154 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,10),-0.139686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,11),-0.0521889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,12),-0.120637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,14),-0.133159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,17),-0.063328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,18),-0.107475 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,11),-0.119246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,12),-0.133837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,14),-0.109608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,17),-0.117782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,18),-0.116235 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,12),-0.0182289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,14),-0.0426748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,17),-0.201421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,18),-0.683419 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,12),(5,14),-0.153223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,17),-0.037256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,18),-0.0745324 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,14),(5,17),-0.117413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,18),-0.119301 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,17),(5,18),-0.219458 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,9),-0.0921095 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,10),-0.0694012 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),-0.015132 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,12),-0.12906 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,14),-0.0694011 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,17),-0.0859415 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,18),-0.138477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,10),-0.0694012 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,11),-0.015132 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,12),-0.12906 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,14),-0.0694011 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,17),-0.0859415 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,18),-0.138355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,10),(5,11),-0.0454814 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,12),-0.140758 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,14),-0.0694869 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,17),-0.084226 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,18),-0.137799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,12),-0.111277 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,14),-0.0829046 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,17),-0.120799 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,18),-0.0483175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,12),(5,14),-0.0837299 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,17),-0.0812457 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,18),-0.194963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,14),(5,17),-0.084226 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,18),-0.137783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,17),(5,18),-0.0495812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,10),-0.0701167 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,11),-0.0844722 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,12),-0.115234 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,14),-0.0701167 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,17),-0.116269 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,18),-0.108946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,11),-0.085837 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,12),-0.101405 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,14),-0.071151 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,17),-0.0430141 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,18),-0.118419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,11),(5,12),-0.119013 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,14),-0.081952 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,17),-0.0864559 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,18),-0.0456057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,12),(5,14),-0.0677834 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,17),-0.0935656 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,18),-0.164989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,14),(5,17),-0.0430141 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,18),-0.118415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,17),(5,18),-0.0829805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,10),(5,11),-0.085837 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,12),-0.101405 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,14),-0.0711495 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,17),-0.0430281 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,18),-0.122616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,12),-0.119013 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,14),-0.0819505 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,17),-0.0864699 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,18),-0.049804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,12),(5,14),-0.067782 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,17),-0.0935795 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,18),-0.169186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,14),(5,17),-0.0430281 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,18),-0.122611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,17),(5,18),-0.089453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,11),(5,12),-0.111277 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,14),-0.0828002 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,17),-0.123538 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,18),-0.043526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,12),(5,14),-0.0836255 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,17),-0.0839838 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,18),-0.191583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,14),(5,17),-0.0869641 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,18),-0.134575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,17),(5,18),-0.0465821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,12),(5,14),-0.0220557 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,17),-0.103772 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,18),-0.094552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,14),(5,17),-0.245249 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,18),-0.0756762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,17),(5,18),-0.269976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,14),(5,17),-0.0812094 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,18),-0.149375 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,17),(5,18),-0.0754913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
