# _root_ Fewer people said they were working up a sweat with such activities as jogging , tennis , swimming and aerobics .
#goldHeads=2,3,0,5,3,5,6,9,6,6,12,10,12,19,19,19,19,19,13,19,3,
#predictedHeads=2,3,0,5,3,5,6,9,6,9,12,10,12,19,19,19,19,19,13,19,3,
(14,12),(14,9),(14,8),-0.0163315 # DEPENDENCYPART_TRISIBL
(14,12),(14,9),(14,-1),-0.130068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,8),(14,-1),-0.0499206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,10),(14,9),-0.0863015 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,8),-0.0301854 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,-1),-0.123523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,9),(14,8),0.00923735 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,-1),-0.149809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,8),(14,-1),0.00528104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,9),(14,8),-0.0957759 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,-1),-0.192453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,8),(14,-1),-0.167463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,8),(14,-1),-0.0482151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.0745661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.0745542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.227658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,22),-0.725027 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,20),-0.0948881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.113227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,22),-0.101235 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,21),-0.113227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,22),-0.1034 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,22),-0.19253 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,20),-0.0679044 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.189094 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,22),-0.0794712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,21),-0.189094 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,22),-0.07947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,22),-0.304943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,21),-0.0759655 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,22),-0.115775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,22),-0.0178621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,22),-0.0151431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.148244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.236711 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,12),-0.149922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,11),-0.335624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,8),-0.156387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.474263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.109252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,12),-0.219153 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,11),-0.0955835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,8),-0.0703766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.189032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,12),-0.0544919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,11),-0.190024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,8),-0.129636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.115482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,12),(16,11),-0.0969725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,8),-0.0707001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,-1),-0.195669 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,11),(16,8),-0.181553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,-1),-0.115687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,8),(16,-1),-0.222203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,13),-0.110812 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,12),-0.0445834 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,11),0.0281009 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,8),-0.0294003 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),-0.137088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,12),-0.0888212 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,11),-0.0354119 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,8),0.0283347 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,-1),-0.240973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,12),(16,11),0.0281007 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,8),-0.0294027 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,-1),-0.137522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,11),(16,8),0.175552 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,-1),-0.185638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,8),(16,-1),-0.270895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,12),-0.104461 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,11),-0.0195788 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,8),0.00665999 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,-1),-0.11003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,12),(16,11),0.0330414 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,8),-0.0171825 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,-1),-0.133965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,11),(16,8),0.0106712 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,-1),-0.134047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,8),(16,-1),-0.0484569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,12),(16,11),-0.0827516 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,8),-0.0963417 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,-1),-0.17828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,11),(16,8),-0.13318 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,-1),-0.195532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,8),(16,-1),-0.159216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,11),(16,8),0.0107 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,-1),-0.135592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,8),(16,-1),-0.0499206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,8),(16,-1),0.00528104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,20),(18,22),-0.103399 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,17),(18,16),-0.148248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,14),-0.148244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,11),-0.335624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,8),-0.156387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.474886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,14),-0.217323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,11),-0.0955848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,8),-0.0703766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),-0.184557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,14),(18,11),-0.0955848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,8),-0.0703766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,-1),-0.189656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,11),(18,8),-0.181553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,-1),-0.116933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,8),(18,-1),-0.222827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,14),-0.0445694 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,11),0.0281009 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,8),-0.0294003 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),-0.137088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,14),(18,11),0.0281009 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,8),-0.0294003 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,-1),-0.137088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,11),(18,8),0.175552 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,-1),-0.185638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,8),(18,-1),-0.270895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,14),(18,11),0.0330531 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,8),-0.0161468 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,-1),-0.133846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,11),(18,8),0.0106712 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,-1),-0.134049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,8),(18,-1),-0.048458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,11),(18,8),0.0106712 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,-1),-0.134048 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,8),(18,-1),-0.0484576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,8),(18,-1),0.00528104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.10145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),0.0597184 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),-0.0696927 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.0955364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.0380541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),-0.0865119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.0380541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,14),-0.0865051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,13),-0.191988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,12),-0.0891045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,11),-0.0254053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,10),-0.202701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,9),-0.0868079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,8),-0.0169952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,6),-0.115757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,5),-0.121779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,4),-0.0458547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,3),-0.125286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,2),-0.0891901 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),0.0600083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.103803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.0988726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,14),-0.103798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,13),-0.135646 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,12),-0.106242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,11),-0.154948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,10),-0.13089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,9),-0.104013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,8),-0.173773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,6),-0.0173269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,5),-0.00451364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,4),-0.0578297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,3),-0.0262993 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,2),-0.0890569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.293455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.0380234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,14),-0.086506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,13),-0.191988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,12),-0.0891053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,11),-0.0262271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,10),-0.202701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,9),-0.0868088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,8),-0.0169952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,6),-0.115757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,5),-0.121779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,4),-0.0458547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,3),-0.125286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,2),-0.089191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),0.0622545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,14),-0.103798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,13),-0.135646 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,12),-0.106242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,11),-0.154948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,10),-0.13089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,9),-0.104013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,8),-0.173773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,6),-0.0173269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,5),-0.00451364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,4),-0.0578297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,3),-0.0262993 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,2),-0.0890569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.293455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,13),-0.191988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,12),-0.089104 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,11),-0.0262271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,10),-0.202701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,9),-0.0868074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,8),-0.0169952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,6),-0.115757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,5),-0.121779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,4),-0.0458547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,3),-0.125286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,2),-0.0891896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,-1),0.0597312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,13),(19,12),-0.14823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,11),-0.152328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,10),-0.131476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,9),-0.146008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,8),-0.0647366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,6),-0.174081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,5),-0.169757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,4),-0.0440527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,3),-0.177683 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,2),-0.135005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,-1),-0.0495758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,12),(19,11),-0.0291087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,10),-0.20294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,9),-0.0807219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,8),-0.0176396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,6),-0.115771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,5),-0.121794 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,4),-0.0482313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,3),-0.1253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,2),-0.0831041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,-1),0.0500551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,11),(19,10),-0.0997614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,9),-0.161985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,8),-0.185236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,6),-0.112272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,5),-0.109892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,4),-0.107454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,3),-0.117148 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,2),-0.15243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,-1),0.0883918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,10),(19,9),-0.144562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,8),-0.0618732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,6),-0.171751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,5),-0.167428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,4),-0.0455821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,3),-0.175354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,2),-0.133559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,-1),-0.0650992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,9),(19,8),-0.0199825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,6),-0.11576 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,5),-0.121782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,4),-0.0458547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,3),-0.125289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,2),-0.0841224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,-1),0.0574519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,8),(19,6),-0.156147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,8),(19,5),-0.151459 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,8),(19,4),-0.0537861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,8),(19,3),-0.159915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,8),(19,2),-0.13997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,8),(19,-1),-0.0924842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,6),(19,5),-0.144995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,4),0.163199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,3),-0.147253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,2),0.13552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,-1),0.0701077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,5),(19,4),0.159476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,5),(19,3),-0.1474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,5),(19,2),0.140675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,5),(19,-1),0.0550694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,4),(19,3),-0.108875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,4),(19,2),-0.11742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,4),(19,-1),-0.028101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,3),(19,2),0.165049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,3),(19,-1),0.0385941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,2),(19,-1),0.0790122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),0.0961492 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),-0.173245 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,14),0.0974043 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,13),-0.0753376 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,12),0.0968086 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,11),-0.00576081 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,10),-0.104404 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,9),0.102608 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,8),-0.032388 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,6),-0.238699 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,5),-0.23784 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,4),-0.104118 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,3),-0.280683 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,2),0.105345 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),-0.289306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),-0.250681 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,14),-0.171628 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,13),-0.191149 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,12),-0.172579 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,11),0.0334107 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,10),-0.212354 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,9),-0.168158 # DEPENDENCYPART_TRISIBL
