# _root_ At Donaldson , Lufkin & Jenrette Inc. , head equity trader Dudley Eppel said : `` I think the opening was constructive .
#goldHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
#predictedHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
(18,12),(18,22),-0.0712567 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.0101291 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.156382 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.144621 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.064939 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.370316 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.116174 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0464177 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.00366306 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0712567 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0101291 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0529932 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0348976 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0509752 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.154373 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0618606 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0707982 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0885771 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.023481 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0598519 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.122342 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.106856 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0751675 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0189644 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0554821 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0678028 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.095601 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.114839 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0383121 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0253433 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0838314 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.216205 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.183086 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.10987 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0987671 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0383272 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.104404 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.154848 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.144673 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0442238 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.166276 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.139848 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0715251 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0965553 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.15288 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0202787 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0435402 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.2058 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.211877 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0275419 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.00368347 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0674376 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0119472 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.275459 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0905012 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0103372 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.26378 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0221268 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0350184 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0877197 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0984033 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0995989 # DEPENDENCYPART_SIBL
(21,1),(21,2),0.0263137 # DEPENDENCYPART_SIBL
(21,1),(21,3),0.404663 # DEPENDENCYPART_SIBL
(21,1),(21,4),0.0237484 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.0355783 # DEPENDENCYPART_SIBL
(21,1),(21,8),0.404663 # DEPENDENCYPART_SIBL
(21,1),(21,9),0.00219218 # DEPENDENCYPART_SIBL
(21,1),(21,11),0.04935 # DEPENDENCYPART_SIBL
(21,1),(21,12),0.0254163 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.0254163 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.0542268 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.220703 # DEPENDENCYPART_SIBL
(21,1),(21,16),0.186297 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.0207891 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0998296 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0264232 # DEPENDENCYPART_SIBL
(21,1),(21,20),0.0150553 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.11094 # DEPENDENCYPART_SIBL
(21,1),(21,23),0.0369691 # DEPENDENCYPART_SIBL
(21,2),(21,3),-0.0172585 # DEPENDENCYPART_SIBL
(21,2),(21,4),-0.497834 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.216387 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.0172585 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.251373 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.196106 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.48959 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.48959 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.139049 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.118736 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.0238564 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.451435 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.236349 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.341803 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.225748 # DEPENDENCYPART_SIBL
(21,2),(21,22),0.030513 # DEPENDENCYPART_SIBL
(21,2),(21,23),0.00892729 # DEPENDENCYPART_SIBL
(21,3),(21,4),-0.0147092 # DEPENDENCYPART_SIBL
(21,3),(21,5),0.0368229 # DEPENDENCYPART_SIBL
(21,3),(21,8),-0.000959273 # DEPENDENCYPART_SIBL
(21,3),(21,9),-0.00948846 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.0793915 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.00686645 # DEPENDENCYPART_SIBL
(21,3),(21,13),0.00686645 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.0235031 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.000100606 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.0524278 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.0639496 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.105568 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0880495 # DEPENDENCYPART_SIBL
(21,3),(21,20),0.00911713 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.031606 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.0636823 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.216132 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.00779141 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.251294 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.196027 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.485385 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.485385 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.138763 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.11845 # DEPENDENCYPART_SIBL
(21,4),(21,16),0.0237096 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.451149 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.236063 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.341517 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.225669 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.00848021 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0446321 # DEPENDENCYPART_SIBL
(21,5),(21,8),0.103557 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.0467159 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.0121222 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.0308582 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0308582 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.00720427 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.0411686 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.0122438 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0556002 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.124565 # DEPENDENCYPART_SIBL
(21,5),(21,19),0.128802 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.041178 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.0325535 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.00371399 # DEPENDENCYPART_SIBL
(21,8),(21,9),-0.00948846 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.0793915 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.00686645 # DEPENDENCYPART_SIBL
(21,8),(21,13),0.00686645 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.0235031 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.000100606 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.0524278 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.0639496 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.105568 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.0880495 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.00911713 # DEPENDENCYPART_SIBL
(21,8),(21,22),0.031606 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.0636823 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.68758 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.563867 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.563867 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.292677 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.220739 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.100591 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.545478 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.409839 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.539089 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.714903 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.0432746 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.0171695 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.549608 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.549608 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.288616 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.216676 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0963722 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.541415 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.405773 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.534579 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.715924 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0483633 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0108989 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.484534 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.138763 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.118449 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0241427 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.451149 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.236063 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.341517 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.22372 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.0216765 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0159933 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.138763 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.118449 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0241427 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.451149 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.236063 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.341517 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.225432 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.0216765 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0159933 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0246003 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0643948 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0747677 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.263184 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.115642 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0990971 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0650063 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.00413773 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.103758 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0885295 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0744344 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.100786 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0518454 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0155661 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0473486 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0526726 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.123054 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0954916 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0474715 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0474403 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0920124 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.279918 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.187063 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.245364 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0319678 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.183512 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.108276 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0916104 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0509164 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0556407 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.222206 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0539854 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.186214 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0446878 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0137943 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.00243621 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0300059 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.00398402 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.00227873 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.070196 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0621949 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0186155 # DEPENDENCYPART_SIBL
(0,14),(14,1),0.99187 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.283446 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),1.28921 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.822137 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.625334 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.319083 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-1.11064 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.652811 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.31712 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.358621 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.297941 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.33273 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.000300448 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.745921 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.337096 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-1.28614 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.905513 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.502329 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.71596 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),0.136378 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),1.60843 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.88889 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.117363 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),1.16068 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.681598 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.654625 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.52428 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.0806649 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.485221 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.152792 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.610573 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.198491 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.0477349 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-1.02842 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-1.15648 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.236485 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),0.65014 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.266879 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),1.69325 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),1.0724 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.126829 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),1.13694 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),0.66552 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.752489 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),0.500538 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.43753 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.166537 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.489347 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.156918 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),0.607236 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),0.280029 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.211105 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-1.43843 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),0.585715 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-1.48607 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.375368 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),0.451007 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),1.57674 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.558071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.111343 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.323393 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0290198 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.440411 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.0964315 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.154913 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.147382 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.329688 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.0578368 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.191806 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.652019 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),0.334647 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.904065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,1),-0.553854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),1.0408 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.118196 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0450177 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.758245 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.421361 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.145755 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.208688 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.16706 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.15953 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.347941 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.0706815 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.205168 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.665387 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.0437055 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),0.321802 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-1.17565 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-1.5235 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.994435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),-0.25151 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-1.10298 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.251969 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.342316 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.431734 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.3607 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.6817 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.415444 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.243826 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.0298937 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-1.27424 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.553579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),1.03675 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.135559 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.45773 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.190414 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.431262 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.139265 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.207871 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.166243 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.158712 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.803876 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.338839 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.0702807 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.210111 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.66725 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.0433068 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),0.322203 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-1.17572 # DEPENDENCYPART_GRANDPAR
(1,6),(6,23),-1.523 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.934927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),0.475792 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),-0.307429 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),-0.109598 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),-0.310817 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),-0.515203 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.444665 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-1.22099 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.756241 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.280881 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.458889 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.888549 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.724971 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.937655 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.706897 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),0.19189 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-1.18861 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-1.77457 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.45071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.840058 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.408596 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.106212 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.897754 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.18363 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.971292 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.08125 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.15265 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.752172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.412685 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.790527 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.251578 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.0123348 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.536704 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.21138 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.262394 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.340179 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.398076 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.632283 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.678666 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.501352 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.475593 # DEPENDENCYPART_GRANDPAR
