# _root_ Jack W. Forrest , Environmental Systems president and chief executive officer , said the change increases the company 's effective tax rate to about 35 % from 20 % .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
(15,16),(16,17),-0.277363 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.00113767 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.819474 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0699549 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.138558 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.0609056 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),0.0417562 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.311477 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.340197 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),-0.264332 # DEPENDENCYPART_GRANDPAR
(15,16),(16,29),-0.427778 # DEPENDENCYPART_GRANDPAR
(15,16),(16,30),-1.23342 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.917636 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.407862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.0784845 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0880081 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.988613 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.1469 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.149456 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.140559 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.314806 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.373272 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.342957 # DEPENDENCYPART_GRANDPAR
(15,18),(18,29),-0.460853 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.00462618 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-1.46562 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-1.0611 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-1.06163 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.915959 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.421167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,17),-0.053861 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.000730648 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.0886581 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.0757733 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.108948 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.0519783 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.275313 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.250685 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.353378 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.280032 # DEPENDENCYPART_GRANDPAR
(15,22),(22,28),-0.338898 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),-0.440959 # DEPENDENCYPART_GRANDPAR
(15,23),(23,3),-1.12546 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.265722 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.426524 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.169871 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.2835 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.0574276 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.162037 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),-0.241969 # DEPENDENCYPART_GRANDPAR
(15,23),(23,28),-0.124265 # DEPENDENCYPART_GRANDPAR
(15,23),(23,29),-0.249618 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),0.0498563 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),0.0384115 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.106904 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.0664227 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),0.00699189 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),0.179461 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),0.0176251 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),0.135782 # DEPENDENCYPART_GRANDPAR
(16,1),(1,12),-0.0743247 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.0777538 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.0295831 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.0907536 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.0752512 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.00183659 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.176203 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.0186947 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),0.134286 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-0.0581739 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.343406 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.0508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,1),-0.0597884 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.13347 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.0760605 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.0577341 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.0156805 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.181792 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.0194822 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),0.0808735 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.0568942 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),0.138112 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.0434808 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),0.347168 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.0508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,18),-0.368541 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-1.23463 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),-0.712855 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.0544441 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.128126 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.112853 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.321686 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.0262472 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.181781 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.0305017 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.0249313 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.0240735 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.097755 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.0824824 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.396334 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.197235 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.182764 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.0296126 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.101257 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.139323 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.0088697 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.05087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,1),-0.0420853 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.152077 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.136867 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.182706 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.250883 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.146515 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.0408309 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.144944 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.012701 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.121238 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.00823476 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.327101 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.959992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,19),-1.14499 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),-0.668336 # DEPENDENCYPART_GRANDPAR
(16,7),(7,24),-0.666087 # DEPENDENCYPART_GRANDPAR
(16,7),(7,27),-0.472701 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.251006 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.500418 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.622108 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.429538 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.691843 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.332729 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.219575 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.0301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,18),-0.302172 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.647633 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-0.589667 # DEPENDENCYPART_GRANDPAR
(16,8),(8,26),-0.719073 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.299941 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.0103973 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.157097 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.155449 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.215794 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0977193 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.0333092 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.143281 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.128092 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.271539 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.242109 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.138511 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.00323526 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.189538 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.137134 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.230369 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0334463 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0590058 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.276892 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.958428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,19),-1.14345 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.214873 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.32514 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.30741 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.375268 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.419883 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.330553 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.209363 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.205956 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.152869 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.257779 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.185998 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.342688 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.155396 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.041064 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.849235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.0624731 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-1.02333 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.483928 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.406619 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.393691 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.462464 # DEPENDENCYPART_GRANDPAR
(16,13),(13,27),-0.453352 # DEPENDENCYPART_GRANDPAR
(16,13),(13,30),-0.759503 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.22971 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0500645 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.117052 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.237103 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.959932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.322588 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-1.14495 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.667701 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.427026 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.623352 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.458566 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.247434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.264491 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.945982 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.0626969 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.067427 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.257289 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.235907 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.130113 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.338696 # DEPENDENCYPART_GRANDPAR
(16,18),(18,29),-0.242984 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0363686 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.320495 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.74071 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.208814 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.200903 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.372095 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.00824998 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.183256 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.198404 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.134925 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),-0.247796 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-0.776244 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-0.689952 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.656843 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.62164 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.458763 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.284376 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.397926 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.47261 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.0135322 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.00881474 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.214685 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.232872 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.323051 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.0891436 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.3193 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),-0.410789 # DEPENDENCYPART_GRANDPAR
(16,22),(22,29),-0.202014 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-0.677792 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.207479 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.192128 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.140085 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.308611 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.3028 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),0.0196459 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.336156 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.36603 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),-0.0932245 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.826873 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.398358 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.270093 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.888261 # DEPENDENCYPART_GRANDPAR
(16,24),(24,29),-0.511229 # DEPENDENCYPART_GRANDPAR
(16,26),(26,15),-0.464116 # DEPENDENCYPART_GRANDPAR
(16,26),(26,18),0.293666 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),-0.11919 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),-0.0931614 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),-0.0946953 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),-0.0667412 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),-0.153976 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.308595 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.295899 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.304344 # DEPENDENCYPART_GRANDPAR
(16,26),(26,29),-0.121344 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.256037 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.405565 # DEPENDENCYPART_GRANDPAR
(16,27),(27,29),-0.0368856 # DEPENDENCYPART_GRANDPAR
(16,29),(29,18),0.293666 # DEPENDENCYPART_GRANDPAR
(16,29),(29,20),-0.11919 # DEPENDENCYPART_GRANDPAR
(16,29),(29,22),-0.0946953 # DEPENDENCYPART_GRANDPAR
(16,29),(29,23),-0.0667412 # DEPENDENCYPART_GRANDPAR
(16,29),(29,24),-0.153976 # DEPENDENCYPART_GRANDPAR
(16,29),(29,25),-0.308595 # DEPENDENCYPART_GRANDPAR
(16,29),(29,26),0.0929139 # DEPENDENCYPART_GRANDPAR
(16,29),(29,27),-0.170507 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),-0.375276 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.895454 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.658842 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.426811 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.599781 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.144014 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.85179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-1.26081 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.891729 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.862868 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.974487 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.882961 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.672738 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.772346 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-1.10903 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-1.04017 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.516504 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-1.04592 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.743424 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.773342 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.577883 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-1.05139 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.492505 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.45026 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.241876 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.282166 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.63646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-1.19872 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.788201 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.864758 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.676479 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.844217 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.888322 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-1.01284 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-1.32186 # DEPENDENCYPART_GRANDPAR
(18,16),(16,29),-1.21808 # DEPENDENCYPART_GRANDPAR
(18,16),(16,30),-1.63953 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.174945 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.00308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.37165 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.205928 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-1.07107 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.03187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),-0.279317 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.308369 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.422121 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.63153 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.83677 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),-1.28502 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.440273 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.543246 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.331749 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.485217 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.215789 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.459355 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.584604 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.249202 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.664596 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.285176 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.307488 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.393979 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.330904 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.512728 # DEPENDENCYPART_GRANDPAR
(18,26),(26,15),-1.01949 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-0.944568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,20),-0.305935 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),-0.160248 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),0.00913854 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.199884 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.27879 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.0843341 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.512314 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),0.0701463 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.518434 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.65962 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.184044 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.693734 # DEPENDENCYPART_GRANDPAR
(18,29),(29,18),-0.944568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,29),(29,20),-0.305935 # DEPENDENCYPART_GRANDPAR
(18,29),(29,22),0.00913854 # DEPENDENCYPART_GRANDPAR
(18,29),(29,23),-0.199884 # DEPENDENCYPART_GRANDPAR
(18,29),(29,24),-0.27879 # DEPENDENCYPART_GRANDPAR
(18,29),(29,25),-0.0843341 # DEPENDENCYPART_GRANDPAR
(18,29),(29,26),-0.0349339 # DEPENDENCYPART_GRANDPAR
(18,29),(29,27),-0.537116 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),-0.100195 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.552897 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.49212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.344812 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.290423 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.258689 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.291521 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.300671 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.368089 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.56514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.510031 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.563378 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.861323 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-1.07249 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.756601 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-1.13945 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.52838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,17),-1.08331 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.905118 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.15316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,23),-0.189716 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.316932 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.458784 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.525748 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),0.0945277 # DEPENDENCYPART_GRANDPAR
