# _root_ Murata said , however , it will invest about 1.4 billion yen ( $ 9.9 million ) in the new company .
#goldHeads=2,0,2,2,2,7,2,7,12,9,9,8,14,12,14,14,14,8,21,21,18,2,
#predictedHeads=2,0,2,2,7,7,2,7,12,9,9,8,14,12,14,14,14,8,21,21,18,2,
(15,15),(15,16),(15,18),-0.162619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,21),-0.152971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,22),-0.0997538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,23),-0.340283 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,17),(15,18),-0.119197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,21),-0.133668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,22),-0.100563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,23),-0.129711 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,18),(15,21),-0.139444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,22),-0.165057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,23),-0.148993 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,21),(15,22),-0.115628 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,21),(15,23),-0.122285 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,22),(15,23),-0.250981 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,17),(15,18),-0.049017 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,21),-0.09639 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,22),-0.0539215 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,23),-0.0950644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,18),(15,21),-0.110719 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,22),-0.0695526 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,23),-0.0768243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,21),(15,22),-0.0737222 # DEPENDENCYPART_TRISIBL
(15,16),(15,21),(15,23),-0.0887406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,22),(15,23),-0.104698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,18),(15,21),-0.0710282 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,22),-0.0742979 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,23),-0.117167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,21),(15,22),-0.0766476 # DEPENDENCYPART_TRISIBL
(15,17),(15,21),(15,23),-0.118919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,22),(15,23),-0.0936541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,21),(15,22),-0.0706088 # DEPENDENCYPART_TRISIBL
(15,18),(15,21),(15,23),-0.0992121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,22),(15,23),-0.130475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,21),(15,22),(15,23),-0.0835432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,13),0.000102367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,12),0.000195083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,11),-0.137579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,-1),-0.13444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,13),(15,12),-0.0423995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,11),-0.156496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,-1),-0.260178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,12),(15,11),-0.155995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,-1),-0.348982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,11),(15,-1),-0.101944 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,13),(15,12),-0.0563222 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,11),-0.0716105 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,-1),-0.00191165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,12),(15,11),-0.0705161 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,-1),-0.0494086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,11),(15,-1),-0.0839112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,12),(15,11),-0.0747156 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,-1),-0.12328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,11),(15,-1),-0.119087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,11),(15,-1),-0.160911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.116418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.134693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,23),-0.152906 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,21),-0.140774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,23),-0.18438 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,23),-0.136048 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,21),-0.071029 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,23),-0.117172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,23),-0.118924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,23),-0.0925799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.10072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.0592287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.145496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.0109458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.170986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,-1),-0.287443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,13),-0.0202264 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),-0.0466608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,-1),-0.0818664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,-1),-0.00780944 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.0923283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,21),-0.0414972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,22),-0.13758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,23),-0.0522687 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,21),-0.0674882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,22),-0.149177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,23),0.0207873 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,21),(18,22),-0.176252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,23),0.300316 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,22),(18,23),-0.0641865 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,21),-0.0792688 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,22),-0.0603538 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,23),-0.0747646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,21),(18,22),-0.0457977 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,23),-0.055606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,22),(18,23),-0.0994702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,21),(18,22),-0.0871691 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,23),-0.105766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,22),(18,23),-0.109149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,22),(18,23),-0.0811946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,-1),-0.309586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,23),-0.320602 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,19),(20,12),-0.0973374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,-1),-0.133342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,12),(20,-1),-0.138523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,12),(20,-1),-0.129635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,22),(21,23),-0.234829 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,20),(21,19),-0.0940585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,18),-0.185048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,16),-0.128812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,15),-0.142421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,14),-0.178748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,13),-0.102491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,12),-0.0872869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,-1),-0.056234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,19),(21,18),-0.217267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,16),-0.181769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,15),-0.185607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,14),-0.192038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,13),-0.156866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,12),-0.169089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,-1),-0.0607374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,18),(21,16),-0.142204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,15),-0.145407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,14),-0.173812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,13),-0.112948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,12),-0.0114155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,-1),-0.0810583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,16),(21,15),-0.171317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,14),-0.227316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,13),-0.0309059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,12),-0.13883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,16),(21,-1),-0.129119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,15),(21,14),-0.22591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,15),(21,13),-0.0309004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,15),(21,12),-0.14253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,15),(21,-1),-0.108152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,14),(21,13),-0.0784014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,14),(21,12),-0.0780608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,14),(21,-1),-0.241519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,13),(21,12),-0.11382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,13),(21,-1),-0.0921641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,12),(21,-1),-0.182196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,19),(21,18),-0.0126794 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,16),-0.0637378 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,15),-0.063604 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,14),-0.0574159 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,13),-0.0361096 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,12),-0.048689 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,-1),0.113723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,18),(21,16),-0.0598049 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,15),-0.0596808 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,14),-0.0490096 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,13),-0.0645715 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,12),-0.0843201 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,-1),-0.0477872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,16),(21,15),-0.0267624 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,14),-0.0740688 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,13),-0.0629333 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,12),-0.0128626 # DEPENDENCYPART_TRISIBL
(21,20),(21,16),(21,-1),0.02735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,15),(21,14),-0.0739273 # DEPENDENCYPART_TRISIBL
(21,20),(21,15),(21,13),-0.0629323 # DEPENDENCYPART_TRISIBL
(21,20),(21,15),(21,12),-0.0173662 # DEPENDENCYPART_TRISIBL
(21,20),(21,15),(21,-1),0.0275258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,14),(21,13),-0.0632496 # DEPENDENCYPART_TRISIBL
(21,20),(21,14),(21,12),-0.080885 # DEPENDENCYPART_TRISIBL
(21,20),(21,14),(21,-1),-0.0551065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,13),(21,12),-0.0723909 # DEPENDENCYPART_TRISIBL
(21,20),(21,13),(21,-1),-0.0507336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,12),(21,-1),-0.0567359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,18),(21,16),-0.0912997 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,15),-0.0909474 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,14),-0.0774633 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,13),-0.0746504 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,12),-0.142197 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,-1),-0.0861723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,16),(21,15),-0.0883378 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,14),-0.091475 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,13),-0.0742102 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,12),-0.130936 # DEPENDENCYPART_TRISIBL
(21,19),(21,16),(21,-1),-0.167199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,15),(21,14),-0.0912871 # DEPENDENCYPART_TRISIBL
(21,19),(21,15),(21,13),-0.0742102 # DEPENDENCYPART_TRISIBL
(21,19),(21,15),(21,12),-0.130936 # DEPENDENCYPART_TRISIBL
(21,19),(21,15),(21,-1),-0.16567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,14),(21,13),-0.0743179 # DEPENDENCYPART_TRISIBL
(21,19),(21,14),(21,12),-0.131065 # DEPENDENCYPART_TRISIBL
(21,19),(21,14),(21,-1),-0.143556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,13),(21,12),-0.133375 # DEPENDENCYPART_TRISIBL
(21,19),(21,13),(21,-1),-0.142716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,12),(21,-1),-0.122837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,16),(21,15),-0.0877086 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,14),-0.0822687 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,13),-0.0608073 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,12),-0.0890123 # DEPENDENCYPART_TRISIBL
(21,18),(21,16),(21,-1),-0.132691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,15),(21,14),-0.0818102 # DEPENDENCYPART_TRISIBL
(21,18),(21,15),(21,13),-0.0608073 # DEPENDENCYPART_TRISIBL
(21,18),(21,15),(21,12),-0.0890121 # DEPENDENCYPART_TRISIBL
(21,18),(21,15),(21,-1),-0.13066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,14),(21,13),-0.0608214 # DEPENDENCYPART_TRISIBL
(21,18),(21,14),(21,12),-0.0948505 # DEPENDENCYPART_TRISIBL
(21,18),(21,14),(21,-1),-0.118164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,13),(21,12),-0.0906713 # DEPENDENCYPART_TRISIBL
(21,18),(21,13),(21,-1),-0.110614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,12),(21,-1),-0.12416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,15),(21,14),0.0482419 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,13),-0.0610276 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,12),-0.114212 # DEPENDENCYPART_TRISIBL
(21,16),(21,15),(21,-1),-0.0955805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,14),(21,13),-0.0407798 # DEPENDENCYPART_TRISIBL
(21,16),(21,14),(21,12),-0.0891027 # DEPENDENCYPART_TRISIBL
(21,16),(21,14),(21,-1),-0.121037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,13),(21,12),-0.0885664 # DEPENDENCYPART_TRISIBL
(21,16),(21,13),(21,-1),-0.0436175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,16),(21,12),(21,-1),-0.122239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,15),(21,14),(21,13),-0.0402772 # DEPENDENCYPART_TRISIBL
(21,15),(21,14),(21,12),-0.0831555 # DEPENDENCYPART_TRISIBL
(21,15),(21,14),(21,-1),-0.113457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,15),(21,13),(21,12),-0.0828811 # DEPENDENCYPART_TRISIBL
(21,15),(21,13),(21,-1),-0.0378083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,15),(21,12),(21,-1),-0.125566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,14),(21,13),(21,12),-0.0440487 # DEPENDENCYPART_TRISIBL
(21,14),(21,13),(21,-1),-0.0147999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,14),(21,12),(21,-1),0.00241966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,13),(21,12),(21,-1),-0.134047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,21),(22,-1),-0.546327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,1),0.0409007 # DEPENDENCYPART_HEADBIGRAM
(0,2),(2,1),0.336223 # DEPENDENCYPART_HEADBIGRAM
(0,2),(4,1),0.0671554 # DEPENDENCYPART_HEADBIGRAM
(0,2),(7,1),0.0758217 # DEPENDENCYPART_HEADBIGRAM
(0,2),(8,1),-0.00296333 # DEPENDENCYPART_HEADBIGRAM
(0,2),(9,1),0.0733971 # DEPENDENCYPART_HEADBIGRAM
(0,4),(1,3),0.0795028 # DEPENDENCYPART_HEADBIGRAM
(0,4),(2,3),0.0824231 # DEPENDENCYPART_HEADBIGRAM
(0,4),(4,3),0.0687424 # DEPENDENCYPART_HEADBIGRAM
(0,4),(7,3),0.0809577 # DEPENDENCYPART_HEADBIGRAM
(0,4),(8,3),0.0809569 # DEPENDENCYPART_HEADBIGRAM
(0,4),(9,3),0.0801015 # DEPENDENCYPART_HEADBIGRAM
(0,4),(12,3),0.0787301 # DEPENDENCYPART_HEADBIGRAM
(0,7),(4,6),0.0839346 # DEPENDENCYPART_HEADBIGRAM
(0,7),(7,6),0.133238 # DEPENDENCYPART_HEADBIGRAM
(0,7),(8,6),0.0284668 # DEPENDENCYPART_HEADBIGRAM
(0,8),(0,7),0.0391307 # DEPENDENCYPART_HEADBIGRAM
(0,8),(1,7),0.0608064 # DEPENDENCYPART_HEADBIGRAM
(0,8),(2,7),0.0754393 # DEPENDENCYPART_HEADBIGRAM
(0,8),(4,7),0.0895517 # DEPENDENCYPART_HEADBIGRAM
(0,8),(8,7),0.00822101 # DEPENDENCYPART_HEADBIGRAM
(1,2),(0,1),-0.20018 # DEPENDENCYPART_HEADBIGRAM
(1,2),(2,1),-0.144159 # DEPENDENCYPART_HEADBIGRAM
(1,2),(4,1),0.144578 # DEPENDENCYPART_HEADBIGRAM
(1,2),(7,1),0.127075 # DEPENDENCYPART_HEADBIGRAM
(1,2),(8,1),0.0661884 # DEPENDENCYPART_HEADBIGRAM
(1,2),(9,1),0.0865185 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.149822 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),0.115116 # DEPENDENCYPART_HEADBIGRAM
(1,3),(7,2),0.0836509 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.0939136 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.0657521 # DEPENDENCYPART_HEADBIGRAM
(1,4),(4,3),0.125658 # DEPENDENCYPART_HEADBIGRAM
(1,4),(7,3),0.0899531 # DEPENDENCYPART_HEADBIGRAM
(1,4),(8,3),0.0650646 # DEPENDENCYPART_HEADBIGRAM
(1,4),(9,3),0.0774742 # DEPENDENCYPART_HEADBIGRAM
(1,4),(12,3),0.0726249 # DEPENDENCYPART_HEADBIGRAM
(1,5),(0,4),-0.0625656 # DEPENDENCYPART_HEADBIGRAM
(1,5),(1,4),0.00430453 # DEPENDENCYPART_HEADBIGRAM
(1,5),(2,4),0.125433 # DEPENDENCYPART_HEADBIGRAM
(1,5),(5,4),0.0382432 # DEPENDENCYPART_HEADBIGRAM
(1,5),(7,4),0.078399 # DEPENDENCYPART_HEADBIGRAM
(1,5),(8,4),0.0841184 # DEPENDENCYPART_HEADBIGRAM
(1,7),(4,6),0.0838587 # DEPENDENCYPART_HEADBIGRAM
(1,7),(7,6),0.0944529 # DEPENDENCYPART_HEADBIGRAM
(1,7),(8,6),0.0725487 # DEPENDENCYPART_HEADBIGRAM
(1,12),(4,11),0.0780235 # DEPENDENCYPART_HEADBIGRAM
(1,12),(8,11),0.0817454 # DEPENDENCYPART_HEADBIGRAM
(1,12),(9,11),0.0684373 # DEPENDENCYPART_HEADBIGRAM
(1,12),(10,11),0.0737909 # DEPENDENCYPART_HEADBIGRAM
(1,12),(12,11),0.145747 # DEPENDENCYPART_HEADBIGRAM
(1,12),(14,11),0.133422 # DEPENDENCYPART_HEADBIGRAM
(1,12),(15,11),0.0742345 # DEPENDENCYPART_HEADBIGRAM
(1,22),(8,21),0.0689659 # DEPENDENCYPART_HEADBIGRAM
(1,22),(12,21),0.0867974 # DEPENDENCYPART_HEADBIGRAM
(1,22),(14,21),0.0961529 # DEPENDENCYPART_HEADBIGRAM
(1,22),(15,21),0.0710399 # DEPENDENCYPART_HEADBIGRAM
(1,22),(16,21),0.0721159 # DEPENDENCYPART_HEADBIGRAM
(1,22),(18,21),0.075166 # DEPENDENCYPART_HEADBIGRAM
(1,22),(22,21),0.0768945 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.132071 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.076727 # DEPENDENCYPART_HEADBIGRAM
(2,3),(7,2),0.314723 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0486392 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.147517 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.128464 # DEPENDENCYPART_HEADBIGRAM
(2,4),(7,3),0.0858512 # DEPENDENCYPART_HEADBIGRAM
(2,4),(8,3),0.119803 # DEPENDENCYPART_HEADBIGRAM
(2,4),(9,3),0.0773912 # DEPENDENCYPART_HEADBIGRAM
(2,4),(12,3),0.0947867 # DEPENDENCYPART_HEADBIGRAM
(2,5),(0,4),-0.0622189 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0365902 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.162993 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.0764182 # DEPENDENCYPART_HEADBIGRAM
(2,5),(7,4),0.0795327 # DEPENDENCYPART_HEADBIGRAM
(2,5),(8,4),0.098207 # DEPENDENCYPART_HEADBIGRAM
(2,7),(4,6),0.0942307 # DEPENDENCYPART_HEADBIGRAM
(2,7),(7,6),0.261992 # DEPENDENCYPART_HEADBIGRAM
(2,7),(8,6),0.0622744 # DEPENDENCYPART_HEADBIGRAM
(2,8),(0,7),-0.0736863 # DEPENDENCYPART_HEADBIGRAM
(2,8),(1,7),-0.0661868 # DEPENDENCYPART_HEADBIGRAM
(2,8),(2,7),0.0395625 # DEPENDENCYPART_HEADBIGRAM
(2,8),(4,7),0.0823558 # DEPENDENCYPART_HEADBIGRAM
(2,8),(8,7),0.0627871 # DEPENDENCYPART_HEADBIGRAM
(2,9),(0,8),-0.0362683 # DEPENDENCYPART_HEADBIGRAM
(2,9),(2,8),0.0360813 # DEPENDENCYPART_HEADBIGRAM
(2,9),(4,8),0.0886494 # DEPENDENCYPART_HEADBIGRAM
(2,9),(6,8),0.0901057 # DEPENDENCYPART_HEADBIGRAM
(2,9),(7,8),0.0692172 # DEPENDENCYPART_HEADBIGRAM
(2,9),(9,8),0.074878 # DEPENDENCYPART_HEADBIGRAM
