# _root_ Most Wall Street firms , in pulling back , have merely stopped such trading for their own accounts .
#goldHeads=4,4,4,10,10,10,6,7,10,0,12,10,12,13,12,18,18,15,10,
#predictedHeads=4,4,4,10,10,10,6,7,10,0,10,10,12,13,14,18,18,15,10,
(18,16),(18,12),(18,11),-0.0682318 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,8),-0.0659381 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,-1),-0.140955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,11),(18,8),-0.043598 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,-1),-0.108426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,8),(18,-1),-0.108426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,14),(18,13),-0.0851561 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,12),-0.139066 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,11),-0.08756 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,8),-0.0844235 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,-1),-0.215893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,13),(18,12),-0.132005 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,11),-0.0828053 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,8),-0.0796687 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,-1),-0.231505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,12),(18,11),-0.0875266 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,8),-0.0843901 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,-1),-0.215141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,11),(18,8),-0.0671666 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,-1),-0.162457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,8),(18,-1),-0.166944 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,13),(18,12),-0.149024 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,11),-0.0804314 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,8),-0.0769728 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,-1),-0.146358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,12),(18,11),-0.104131 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,8),-0.100673 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,-1),-0.213823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,11),(18,8),-0.0934943 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,-1),-0.213509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,8),(18,-1),-0.214182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,12),(18,11),-0.10581 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,8),-0.105815 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,-1),-0.163883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,11),(18,8),-0.0957312 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,-1),-0.0950725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,8),(18,-1),-0.100462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,11),(18,8),-0.0913111 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,-1),-0.189594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,8),(18,-1),-0.190266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,8),(18,-1),-0.122001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,-1),-0.567006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(2,3),0.15643 # DEPENDENCYPART_HEADBIGRAM
(0,4),(4,3),0.383446 # DEPENDENCYPART_HEADBIGRAM
(0,4),(10,3),0.0876083 # DEPENDENCYPART_HEADBIGRAM
(0,7),(1,6),0.103331 # DEPENDENCYPART_HEADBIGRAM
(0,7),(2,6),0.0831146 # DEPENDENCYPART_HEADBIGRAM
(0,7),(4,6),0.0793414 # DEPENDENCYPART_HEADBIGRAM
(0,7),(5,6),0.100781 # DEPENDENCYPART_HEADBIGRAM
(0,7),(7,6),0.0415443 # DEPENDENCYPART_HEADBIGRAM
(0,7),(8,6),0.0987714 # DEPENDENCYPART_HEADBIGRAM
(0,7),(10,6),0.089901 # DEPENDENCYPART_HEADBIGRAM
(0,7),(12,6),0.0904886 # DEPENDENCYPART_HEADBIGRAM
(0,7),(13,6),0.096853 # DEPENDENCYPART_HEADBIGRAM
(0,7),(14,6),0.0904886 # DEPENDENCYPART_HEADBIGRAM
(0,10),(2,9),0.285472 # DEPENDENCYPART_HEADBIGRAM
(0,10),(3,9),0.285697 # DEPENDENCYPART_HEADBIGRAM
(0,10),(4,9),0.242714 # DEPENDENCYPART_HEADBIGRAM
(0,10),(6,9),0.120596 # DEPENDENCYPART_HEADBIGRAM
(0,10),(7,9),0.217271 # DEPENDENCYPART_HEADBIGRAM
(0,10),(8,9),0.147622 # DEPENDENCYPART_HEADBIGRAM
(0,10),(10,9),0.190124 # DEPENDENCYPART_HEADBIGRAM
(0,10),(11,9),0.101855 # DEPENDENCYPART_HEADBIGRAM
(0,10),(12,9),0.124936 # DEPENDENCYPART_HEADBIGRAM
(0,10),(13,9),0.111313 # DEPENDENCYPART_HEADBIGRAM
(0,12),(4,11),0.101902 # DEPENDENCYPART_HEADBIGRAM
(0,12),(6,11),0.0963967 # DEPENDENCYPART_HEADBIGRAM
(0,12),(7,11),0.128332 # DEPENDENCYPART_HEADBIGRAM
(0,12),(8,11),0.0927105 # DEPENDENCYPART_HEADBIGRAM
(0,12),(10,11),0.113419 # DEPENDENCYPART_HEADBIGRAM
(0,12),(12,11),0.125197 # DEPENDENCYPART_HEADBIGRAM
(0,12),(13,11),0.096591 # DEPENDENCYPART_HEADBIGRAM
(0,12),(17,11),0.0972863 # DEPENDENCYPART_HEADBIGRAM
(0,12),(18,11),0.0952096 # DEPENDENCYPART_HEADBIGRAM
(0,14),(4,13),0.0960571 # DEPENDENCYPART_HEADBIGRAM
(0,14),(7,13),0.231796 # DEPENDENCYPART_HEADBIGRAM
(0,14),(8,13),0.113554 # DEPENDENCYPART_HEADBIGRAM
(0,14),(10,13),0.229296 # DEPENDENCYPART_HEADBIGRAM
(0,14),(11,13),0.135932 # DEPENDENCYPART_HEADBIGRAM
(0,14),(12,13),0.251675 # DEPENDENCYPART_HEADBIGRAM
(0,14),(14,13),0.154086 # DEPENDENCYPART_HEADBIGRAM
(0,14),(15,13),0.0969295 # DEPENDENCYPART_HEADBIGRAM
(0,14),(17,13),0.0956364 # DEPENDENCYPART_HEADBIGRAM
(0,14),(18,13),0.0804632 # DEPENDENCYPART_HEADBIGRAM
(1,5),(0,4),-0.0594767 # DEPENDENCYPART_HEADBIGRAM
(1,5),(2,4),0.167859 # DEPENDENCYPART_HEADBIGRAM
(1,5),(3,4),0.167925 # DEPENDENCYPART_HEADBIGRAM
(1,5),(6,4),0.0434328 # DEPENDENCYPART_HEADBIGRAM
(1,5),(7,4),0.0802034 # DEPENDENCYPART_HEADBIGRAM
(1,5),(8,4),0.0864132 # DEPENDENCYPART_HEADBIGRAM
(1,5),(10,4),0.0781166 # DEPENDENCYPART_HEADBIGRAM
(1,5),(11,4),0.0868684 # DEPENDENCYPART_HEADBIGRAM
(1,5),(12,4),0.0798503 # DEPENDENCYPART_HEADBIGRAM
(1,5),(14,4),0.0792896 # DEPENDENCYPART_HEADBIGRAM
(1,6),(1,5),0.0919325 # DEPENDENCYPART_HEADBIGRAM
(1,6),(2,5),0.0817415 # DEPENDENCYPART_HEADBIGRAM
(1,6),(3,5),0.0768366 # DEPENDENCYPART_HEADBIGRAM
(1,6),(4,5),0.0768366 # DEPENDENCYPART_HEADBIGRAM
(1,6),(6,5),0.10148 # DEPENDENCYPART_HEADBIGRAM
(1,6),(7,5),0.0967682 # DEPENDENCYPART_HEADBIGRAM
(1,6),(8,5),0.0893914 # DEPENDENCYPART_HEADBIGRAM
(1,6),(10,5),0.0899106 # DEPENDENCYPART_HEADBIGRAM
(1,6),(11,5),0.0920835 # DEPENDENCYPART_HEADBIGRAM
(1,6),(12,5),0.0931398 # DEPENDENCYPART_HEADBIGRAM
(1,7),(1,6),0.105854 # DEPENDENCYPART_HEADBIGRAM
(1,7),(2,6),0.103538 # DEPENDENCYPART_HEADBIGRAM
(1,7),(4,6),0.0997651 # DEPENDENCYPART_HEADBIGRAM
(1,7),(5,6),0.100809 # DEPENDENCYPART_HEADBIGRAM
(1,7),(7,6),0.137899 # DEPENDENCYPART_HEADBIGRAM
(1,7),(8,6),0.0974798 # DEPENDENCYPART_HEADBIGRAM
(1,7),(10,6),0.0923534 # DEPENDENCYPART_HEADBIGRAM
(1,7),(12,6),0.0929295 # DEPENDENCYPART_HEADBIGRAM
(1,7),(13,6),0.0982631 # DEPENDENCYPART_HEADBIGRAM
(1,7),(14,6),0.0929295 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),-0.106845 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.177705 # DEPENDENCYPART_HEADBIGRAM
(2,3),(10,2),0.0787449 # DEPENDENCYPART_HEADBIGRAM
(2,3),(12,2),0.0614799 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.1211 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.307008 # DEPENDENCYPART_HEADBIGRAM
(2,4),(10,3),0.0645073 # DEPENDENCYPART_HEADBIGRAM
(2,5),(0,4),-0.0744682 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.0730544 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.19979 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.0605498 # DEPENDENCYPART_HEADBIGRAM
(2,5),(7,4),0.0490334 # DEPENDENCYPART_HEADBIGRAM
(2,5),(8,4),0.0780125 # DEPENDENCYPART_HEADBIGRAM
(2,5),(10,4),0.0366134 # DEPENDENCYPART_HEADBIGRAM
(2,5),(11,4),0.0770795 # DEPENDENCYPART_HEADBIGRAM
(2,5),(12,4),0.0425024 # DEPENDENCYPART_HEADBIGRAM
(2,5),(14,4),0.0405881 # DEPENDENCYPART_HEADBIGRAM
(2,6),(1,5),-0.0586628 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.086729 # DEPENDENCYPART_HEADBIGRAM
(2,6),(3,5),0.0881145 # DEPENDENCYPART_HEADBIGRAM
(2,6),(4,5),0.0880975 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.0391414 # DEPENDENCYPART_HEADBIGRAM
(2,6),(7,5),0.0822984 # DEPENDENCYPART_HEADBIGRAM
(2,6),(8,5),0.0978548 # DEPENDENCYPART_HEADBIGRAM
(2,6),(10,5),0.0738035 # DEPENDENCYPART_HEADBIGRAM
(2,6),(11,5),0.100458 # DEPENDENCYPART_HEADBIGRAM
(2,6),(12,5),0.0786739 # DEPENDENCYPART_HEADBIGRAM
(2,7),(1,6),-0.0629948 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.0383227 # DEPENDENCYPART_HEADBIGRAM
(2,7),(4,6),0.130804 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.106517 # DEPENDENCYPART_HEADBIGRAM
(2,7),(7,6),0.0889933 # DEPENDENCYPART_HEADBIGRAM
(2,7),(8,6),0.0960083 # DEPENDENCYPART_HEADBIGRAM
(2,7),(10,6),0.0611715 # DEPENDENCYPART_HEADBIGRAM
(2,7),(12,6),0.0606446 # DEPENDENCYPART_HEADBIGRAM
(2,7),(13,6),0.0919015 # DEPENDENCYPART_HEADBIGRAM
(2,7),(14,6),0.0606446 # DEPENDENCYPART_HEADBIGRAM
(2,8),(0,7),-0.0799792 # DEPENDENCYPART_HEADBIGRAM
(2,8),(1,7),-0.0566783 # DEPENDENCYPART_HEADBIGRAM
(2,8),(2,7),0.0966192 # DEPENDENCYPART_HEADBIGRAM
(2,8),(3,7),0.112349 # DEPENDENCYPART_HEADBIGRAM
(2,8),(4,7),0.112526 # DEPENDENCYPART_HEADBIGRAM
(2,8),(5,7),0.105024 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.114914 # DEPENDENCYPART_HEADBIGRAM
(2,8),(8,7),0.101431 # DEPENDENCYPART_HEADBIGRAM
(2,8),(10,7),0.0977608 # DEPENDENCYPART_HEADBIGRAM
(2,8),(12,7),0.102596 # DEPENDENCYPART_HEADBIGRAM
(2,9),(2,8),0.0165897 # DEPENDENCYPART_HEADBIGRAM
(2,9),(4,8),0.109043 # DEPENDENCYPART_HEADBIGRAM
(2,9),(6,8),0.0980758 # DEPENDENCYPART_HEADBIGRAM
(2,9),(7,8),0.113302 # DEPENDENCYPART_HEADBIGRAM
(2,9),(9,8),0.0553099 # DEPENDENCYPART_HEADBIGRAM
(2,9),(10,8),0.10578 # DEPENDENCYPART_HEADBIGRAM
(2,9),(12,8),0.100505 # DEPENDENCYPART_HEADBIGRAM
(2,9),(13,8),0.0998542 # DEPENDENCYPART_HEADBIGRAM
(2,9),(18,8),0.0864935 # DEPENDENCYPART_HEADBIGRAM
(3,2),(4,1),0.0923845 # DEPENDENCYPART_HEADBIGRAM
(3,2),(10,1),0.0401235 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),-0.0171126 # DEPENDENCYPART_HEADBIGRAM
(3,4),(4,3),-0.105144 # DEPENDENCYPART_HEADBIGRAM
(3,4),(10,3),0.0783561 # DEPENDENCYPART_HEADBIGRAM
(3,5),(0,4),-0.0789169 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.0769702 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),0.106595 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.0877344 # DEPENDENCYPART_HEADBIGRAM
(3,5),(7,4),0.057493 # DEPENDENCYPART_HEADBIGRAM
(3,5),(8,4),0.0864246 # DEPENDENCYPART_HEADBIGRAM
(3,5),(10,4),0.0449084 # DEPENDENCYPART_HEADBIGRAM
(3,5),(11,4),0.0853271 # DEPENDENCYPART_HEADBIGRAM
(3,5),(12,4),0.0507975 # DEPENDENCYPART_HEADBIGRAM
(3,5),(14,4),0.0488831 # DEPENDENCYPART_HEADBIGRAM
(3,7),(1,6),-0.0629948 # DEPENDENCYPART_HEADBIGRAM
(3,7),(2,6),-0.0250506 # DEPENDENCYPART_HEADBIGRAM
(3,7),(4,6),0.131324 # DEPENDENCYPART_HEADBIGRAM
(3,7),(5,6),0.106517 # DEPENDENCYPART_HEADBIGRAM
(3,7),(7,6),0.0890067 # DEPENDENCYPART_HEADBIGRAM
(3,7),(8,6),0.0960083 # DEPENDENCYPART_HEADBIGRAM
(3,7),(10,6),0.0612637 # DEPENDENCYPART_HEADBIGRAM
(3,7),(12,6),0.0607368 # DEPENDENCYPART_HEADBIGRAM
(3,7),(13,6),0.0919015 # DEPENDENCYPART_HEADBIGRAM
(3,7),(14,6),0.0607368 # DEPENDENCYPART_HEADBIGRAM
(3,9),(2,8),-0.0689021 # DEPENDENCYPART_HEADBIGRAM
(3,9),(4,8),0.109043 # DEPENDENCYPART_HEADBIGRAM
(3,9),(6,8),0.0980758 # DEPENDENCYPART_HEADBIGRAM
(3,9),(7,8),0.113302 # DEPENDENCYPART_HEADBIGRAM
(3,9),(9,8),0.0553099 # DEPENDENCYPART_HEADBIGRAM
(3,9),(10,8),0.10578 # DEPENDENCYPART_HEADBIGRAM
(3,9),(12,8),0.100505 # DEPENDENCYPART_HEADBIGRAM
(3,9),(13,8),0.0998542 # DEPENDENCYPART_HEADBIGRAM
(3,9),(18,8),0.0864935 # DEPENDENCYPART_HEADBIGRAM
(4,2),(4,1),0.161658 # DEPENDENCYPART_HEADBIGRAM
(4,2),(10,1),0.0401105 # DEPENDENCYPART_HEADBIGRAM
(4,3),(3,2),-0.183505 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.221288 # DEPENDENCYPART_HEADBIGRAM
(4,3),(10,2),0.0300099 # DEPENDENCYPART_HEADBIGRAM
(4,3),(12,2),0.0327291 # DEPENDENCYPART_HEADBIGRAM
(4,5),(0,4),-0.0575391 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),-0.0479134 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),-0.0572898 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),-0.0119996 # DEPENDENCYPART_HEADBIGRAM
(4,5),(7,4),0.158327 # DEPENDENCYPART_HEADBIGRAM
(4,5),(8,4),0.0572299 # DEPENDENCYPART_HEADBIGRAM
(4,5),(10,4),0.264426 # DEPENDENCYPART_HEADBIGRAM
(4,5),(11,4),0.199556 # DEPENDENCYPART_HEADBIGRAM
(4,5),(12,4),0.303291 # DEPENDENCYPART_HEADBIGRAM
(4,5),(14,4),0.286471 # DEPENDENCYPART_HEADBIGRAM
(4,6),(1,5),-0.0690252 # DEPENDENCYPART_HEADBIGRAM
(4,6),(2,5),-0.102483 # DEPENDENCYPART_HEADBIGRAM
(4,6),(3,5),-0.0954844 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.0688181 # DEPENDENCYPART_HEADBIGRAM
(4,6),(6,5),0.0672666 # DEPENDENCYPART_HEADBIGRAM
(4,6),(7,5),0.0811386 # DEPENDENCYPART_HEADBIGRAM
(4,6),(8,5),0.0954599 # DEPENDENCYPART_HEADBIGRAM
(4,6),(10,5),0.0702016 # DEPENDENCYPART_HEADBIGRAM
(4,6),(11,5),0.10035 # DEPENDENCYPART_HEADBIGRAM
(4,6),(12,5),0.0773594 # DEPENDENCYPART_HEADBIGRAM
(4,7),(1,6),-0.0629948 # DEPENDENCYPART_HEADBIGRAM
(4,7),(2,6),-0.0250545 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.042788 # DEPENDENCYPART_HEADBIGRAM
(4,7),(5,6),0.106517 # DEPENDENCYPART_HEADBIGRAM
(4,7),(7,6),0.0890067 # DEPENDENCYPART_HEADBIGRAM
(4,7),(8,6),0.0960083 # DEPENDENCYPART_HEADBIGRAM
(4,7),(10,6),0.0612637 # DEPENDENCYPART_HEADBIGRAM
(4,7),(12,6),0.0607368 # DEPENDENCYPART_HEADBIGRAM
(4,7),(13,6),0.0919015 # DEPENDENCYPART_HEADBIGRAM
(4,7),(14,6),0.0607368 # DEPENDENCYPART_HEADBIGRAM
(4,8),(0,7),-0.0816271 # DEPENDENCYPART_HEADBIGRAM
(4,8),(1,7),-0.0583263 # DEPENDENCYPART_HEADBIGRAM
(4,8),(2,7),-0.0476915 # DEPENDENCYPART_HEADBIGRAM
(4,8),(3,7),-0.0474664 # DEPENDENCYPART_HEADBIGRAM
(4,8),(4,7),0.0891553 # DEPENDENCYPART_HEADBIGRAM
(4,8),(5,7),0.110099 # DEPENDENCYPART_HEADBIGRAM
(4,8),(6,7),0.119993 # DEPENDENCYPART_HEADBIGRAM
(4,8),(8,7),0.0934643 # DEPENDENCYPART_HEADBIGRAM
(4,8),(10,7),0.0975276 # DEPENDENCYPART_HEADBIGRAM
(4,8),(12,7),0.102362 # DEPENDENCYPART_HEADBIGRAM
(4,9),(2,8),-0.0684198 # DEPENDENCYPART_HEADBIGRAM
(4,9),(4,8),0.030717 # DEPENDENCYPART_HEADBIGRAM
(4,9),(6,8),0.113999 # DEPENDENCYPART_HEADBIGRAM
(4,9),(7,8),0.128417 # DEPENDENCYPART_HEADBIGRAM
(4,9),(9,8),0.0510077 # DEPENDENCYPART_HEADBIGRAM
(4,9),(10,8),0.104236 # DEPENDENCYPART_HEADBIGRAM
(4,9),(12,8),0.0996696 # DEPENDENCYPART_HEADBIGRAM
(4,9),(13,8),0.0994232 # DEPENDENCYPART_HEADBIGRAM
(4,9),(18,8),0.0864698 # DEPENDENCYPART_HEADBIGRAM
(4,10),(2,9),-0.086438 # DEPENDENCYPART_HEADBIGRAM
(4,10),(3,9),-0.0864384 # DEPENDENCYPART_HEADBIGRAM
(4,10),(4,9),0.114189 # DEPENDENCYPART_HEADBIGRAM
(4,10),(6,9),0.0596914 # DEPENDENCYPART_HEADBIGRAM
(4,10),(7,9),0.221439 # DEPENDENCYPART_HEADBIGRAM
(4,10),(8,9),0.133416 # DEPENDENCYPART_HEADBIGRAM
(4,10),(10,9),0.0889795 # DEPENDENCYPART_HEADBIGRAM
(4,10),(11,9),0.0936066 # DEPENDENCYPART_HEADBIGRAM
(4,10),(12,9),0.125027 # DEPENDENCYPART_HEADBIGRAM
(4,10),(13,9),0.10226 # DEPENDENCYPART_HEADBIGRAM
(4,11),(0,10),-0.0763952 # DEPENDENCYPART_HEADBIGRAM
(4,11),(4,10),0.0966569 # DEPENDENCYPART_HEADBIGRAM
(4,11),(6,10),0.111806 # DEPENDENCYPART_HEADBIGRAM
(4,11),(7,10),0.103467 # DEPENDENCYPART_HEADBIGRAM
(4,11),(8,10),0.104917 # DEPENDENCYPART_HEADBIGRAM
(4,11),(11,10),0.101964 # DEPENDENCYPART_HEADBIGRAM
(4,11),(14,10),0.0981433 # DEPENDENCYPART_HEADBIGRAM
(4,12),(4,11),0.0495417 # DEPENDENCYPART_HEADBIGRAM
(4,12),(6,11),0.125469 # DEPENDENCYPART_HEADBIGRAM
(4,12),(7,11),0.0868309 # DEPENDENCYPART_HEADBIGRAM
(4,12),(8,11),0.135534 # DEPENDENCYPART_HEADBIGRAM
(4,12),(10,11),0.0622612 # DEPENDENCYPART_HEADBIGRAM
(4,12),(12,11),0.126331 # DEPENDENCYPART_HEADBIGRAM
(4,12),(13,11),0.0930044 # DEPENDENCYPART_HEADBIGRAM
(4,12),(17,11),0.0955011 # DEPENDENCYPART_HEADBIGRAM
(4,12),(18,11),0.0901799 # DEPENDENCYPART_HEADBIGRAM
(4,13),(0,12),-0.0327899 # DEPENDENCYPART_HEADBIGRAM
(4,13),(4,12),0.110822 # DEPENDENCYPART_HEADBIGRAM
(4,13),(7,12),0.0765943 # DEPENDENCYPART_HEADBIGRAM
(4,13),(10,12),0.08491 # DEPENDENCYPART_HEADBIGRAM
(4,13),(11,12),0.111905 # DEPENDENCYPART_HEADBIGRAM
(4,13),(14,12),0.0653917 # DEPENDENCYPART_HEADBIGRAM
(4,13),(18,12),0.0902215 # DEPENDENCYPART_HEADBIGRAM
(4,14),(4,13),0.149915 # DEPENDENCYPART_HEADBIGRAM
(4,14),(7,13),0.102532 # DEPENDENCYPART_HEADBIGRAM
(4,14),(8,13),0.103629 # DEPENDENCYPART_HEADBIGRAM
(4,14),(10,13),0.0985971 # DEPENDENCYPART_HEADBIGRAM
(4,14),(11,13),0.108772 # DEPENDENCYPART_HEADBIGRAM
(4,14),(12,13),0.103744 # DEPENDENCYPART_HEADBIGRAM
(4,14),(14,13),0.0867939 # DEPENDENCYPART_HEADBIGRAM
(4,14),(15,13),0.0880521 # DEPENDENCYPART_HEADBIGRAM
(4,14),(17,13),0.0973877 # DEPENDENCYPART_HEADBIGRAM
(4,14),(18,13),0.0956398 # DEPENDENCYPART_HEADBIGRAM
(4,19),(7,18),0.0359891 # DEPENDENCYPART_HEADBIGRAM
(4,19),(10,18),0.133923 # DEPENDENCYPART_HEADBIGRAM
(4,19),(11,18),0.179341 # DEPENDENCYPART_HEADBIGRAM
(4,19),(12,18),0.136268 # DEPENDENCYPART_HEADBIGRAM
(4,19),(13,18),0.101014 # DEPENDENCYPART_HEADBIGRAM
(4,19),(14,18),0.0784546 # DEPENDENCYPART_HEADBIGRAM
(4,19),(15,18),0.120514 # DEPENDENCYPART_HEADBIGRAM
(5,6),(1,5),-0.058188 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),-0.0836166 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),-0.0866183 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.0866183 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),0.0702272 # DEPENDENCYPART_HEADBIGRAM
(5,6),(7,5),0.063209 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.0937242 # DEPENDENCYPART_HEADBIGRAM
(5,6),(10,5),0.0591367 # DEPENDENCYPART_HEADBIGRAM
(5,6),(11,5),0.0951151 # DEPENDENCYPART_HEADBIGRAM
(5,6),(12,5),0.0613922 # DEPENDENCYPART_HEADBIGRAM
(5,7),(1,6),-0.0596121 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.0596121 # DEPENDENCYPART_HEADBIGRAM
(5,7),(4,6),-0.0594737 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.0820338 # DEPENDENCYPART_HEADBIGRAM
(5,7),(7,6),0.0375894 # DEPENDENCYPART_HEADBIGRAM
(5,7),(8,6),0.112161 # DEPENDENCYPART_HEADBIGRAM
(5,7),(10,6),0.0959985 # DEPENDENCYPART_HEADBIGRAM
(5,7),(12,6),0.0958495 # DEPENDENCYPART_HEADBIGRAM
(5,7),(13,6),0.0958495 # DEPENDENCYPART_HEADBIGRAM
(5,7),(14,6),0.0958495 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.256563 # DEPENDENCYPART_HEADBIGRAM
(6,4),(4,3),-0.0830244 # DEPENDENCYPART_HEADBIGRAM
(6,4),(10,3),0.039558 # DEPENDENCYPART_HEADBIGRAM
(6,5),(0,4),-0.0501829 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.0890624 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.0890192 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.0349869 # DEPENDENCYPART_HEADBIGRAM
(6,5),(7,4),0.126792 # DEPENDENCYPART_HEADBIGRAM
(6,5),(8,4),0.100716 # DEPENDENCYPART_HEADBIGRAM
(6,5),(10,4),0.117772 # DEPENDENCYPART_HEADBIGRAM
(6,5),(11,4),0.100836 # DEPENDENCYPART_HEADBIGRAM
(6,5),(12,4),0.127033 # DEPENDENCYPART_HEADBIGRAM
(6,5),(14,4),0.126735 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),0.0957899 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),0.124165 # DEPENDENCYPART_HEADBIGRAM
(6,7),(4,6),0.138165 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.00489327 # DEPENDENCYPART_HEADBIGRAM
(6,7),(7,6),-0.0273994 # DEPENDENCYPART_HEADBIGRAM
(6,7),(8,6),0.100187 # DEPENDENCYPART_HEADBIGRAM
(6,7),(10,6),0.238459 # DEPENDENCYPART_HEADBIGRAM
(6,7),(12,6),0.284799 # DEPENDENCYPART_HEADBIGRAM
(6,7),(13,6),0.175218 # DEPENDENCYPART_HEADBIGRAM
(6,7),(14,6),0.27961 # DEPENDENCYPART_HEADBIGRAM
(6,8),(0,7),-0.0646006 # DEPENDENCYPART_HEADBIGRAM
(6,8),(1,7),-0.0509518 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0473882 # DEPENDENCYPART_HEADBIGRAM
(6,8),(3,7),-0.047714 # DEPENDENCYPART_HEADBIGRAM
(6,8),(4,7),-0.0473866 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0572776 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.0936079 # DEPENDENCYPART_HEADBIGRAM
