# _root_ `` With the decline in stock prices and continued low or stable interest rates , stocks are representing a better value all the time , '' Renaissance President Frank W. Terrizzi said yesterday .
#goldHeads=32,17,4,8,4,7,5,2,14,11,14,11,14,8,17,17,32,17,21,21,18,24,24,18,32,32,31,31,31,31,32,0,32,32,
#predictedHeads=32,8,4,2,4,7,5,17,8,11,14,11,14,9,17,17,32,17,21,21,18,24,24,21,32,32,31,31,31,31,32,0,32,32,
(9,16),(9,24),(9,26),-0.0758938 # DEPENDENCYPART_TRISIBL
(9,16),(9,24),(9,32),-0.0759838 # DEPENDENCYPART_TRISIBL
(9,16),(9,24),(9,33),-0.119746 # DEPENDENCYPART_TRISIBL
(9,16),(9,24),(9,34),-0.053237 # DEPENDENCYPART_TRISIBL
(9,16),(9,24),(9,35),0.000500369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,25),(9,26),0.0140149 # DEPENDENCYPART_TRISIBL
(9,16),(9,25),(9,32),-0.0555976 # DEPENDENCYPART_TRISIBL
(9,16),(9,25),(9,33),-0.197557 # DEPENDENCYPART_TRISIBL
(9,16),(9,25),(9,34),-0.121497 # DEPENDENCYPART_TRISIBL
(9,16),(9,25),(9,35),-0.0650194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,26),(9,32),-0.0852632 # DEPENDENCYPART_TRISIBL
(9,16),(9,26),(9,33),-0.111907 # DEPENDENCYPART_TRISIBL
(9,16),(9,26),(9,34),-0.0644648 # DEPENDENCYPART_TRISIBL
(9,16),(9,26),(9,35),-0.055374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,32),(9,33),-0.106048 # DEPENDENCYPART_TRISIBL
(9,16),(9,32),(9,34),-0.0651421 # DEPENDENCYPART_TRISIBL
(9,16),(9,32),(9,35),-0.0360213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,33),(9,34),-0.0485977 # DEPENDENCYPART_TRISIBL
(9,16),(9,33),(9,35),0.0212702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,34),(9,35),0.0262931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,18),(9,21),-0.0721103 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,24),-0.0723581 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,25),-0.116387 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,26),-0.0933917 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,32),-0.135427 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,33),-0.0643494 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,34),-0.123954 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,35),-0.0653856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,21),(9,24),-0.0813036 # DEPENDENCYPART_TRISIBL
(9,17),(9,21),(9,25),-0.100517 # DEPENDENCYPART_TRISIBL
(9,17),(9,21),(9,26),-0.0800538 # DEPENDENCYPART_TRISIBL
(9,17),(9,21),(9,32),-0.102301 # DEPENDENCYPART_TRISIBL
(9,17),(9,21),(9,33),-0.0732897 # DEPENDENCYPART_TRISIBL
(9,17),(9,21),(9,34),-0.0138559 # DEPENDENCYPART_TRISIBL
(9,17),(9,21),(9,35),-0.0631795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,24),(9,25),-0.100531 # DEPENDENCYPART_TRISIBL
(9,17),(9,24),(9,26),-0.0813597 # DEPENDENCYPART_TRISIBL
(9,17),(9,24),(9,32),-0.102301 # DEPENDENCYPART_TRISIBL
(9,17),(9,24),(9,33),-0.07329 # DEPENDENCYPART_TRISIBL
(9,17),(9,24),(9,34),-0.0145357 # DEPENDENCYPART_TRISIBL
(9,17),(9,24),(9,35),-0.0634551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,25),(9,26),-0.00160893 # DEPENDENCYPART_TRISIBL
(9,17),(9,25),(9,32),-0.065986 # DEPENDENCYPART_TRISIBL
(9,17),(9,25),(9,33),-0.0155031 # DEPENDENCYPART_TRISIBL
(9,17),(9,25),(9,34),-0.103895 # DEPENDENCYPART_TRISIBL
(9,17),(9,25),(9,35),-0.0750483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,26),(9,32),-0.115844 # DEPENDENCYPART_TRISIBL
(9,17),(9,26),(9,33),-0.0560028 # DEPENDENCYPART_TRISIBL
(9,17),(9,26),(9,34),-0.0738185 # DEPENDENCYPART_TRISIBL
(9,17),(9,26),(9,35),-0.0611611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,32),(9,33),-0.0643802 # DEPENDENCYPART_TRISIBL
(9,17),(9,32),(9,34),-0.13101 # DEPENDENCYPART_TRISIBL
(9,17),(9,32),(9,35),-0.0676876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,33),(9,34),-0.00454537 # DEPENDENCYPART_TRISIBL
(9,17),(9,33),(9,35),-0.0633285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,34),(9,35),0.0268342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,21),(9,24),-0.0855814 # DEPENDENCYPART_TRISIBL
(9,18),(9,21),(9,25),-0.0996958 # DEPENDENCYPART_TRISIBL
(9,18),(9,21),(9,26),-0.0509364 # DEPENDENCYPART_TRISIBL
(9,18),(9,21),(9,32),-0.0969904 # DEPENDENCYPART_TRISIBL
(9,18),(9,21),(9,33),-0.0775675 # DEPENDENCYPART_TRISIBL
(9,18),(9,21),(9,34),-0.00882277 # DEPENDENCYPART_TRISIBL
(9,18),(9,21),(9,35),-0.0764704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,24),(9,25),-0.0997099 # DEPENDENCYPART_TRISIBL
(9,18),(9,24),(9,26),-0.0522423 # DEPENDENCYPART_TRISIBL
(9,18),(9,24),(9,32),-0.0969903 # DEPENDENCYPART_TRISIBL
(9,18),(9,24),(9,33),-0.0775678 # DEPENDENCYPART_TRISIBL
(9,18),(9,24),(9,34),-0.00950254 # DEPENDENCYPART_TRISIBL
(9,18),(9,24),(9,35),-0.0767459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,25),(9,26),0.0370961 # DEPENDENCYPART_TRISIBL
(9,18),(9,25),(9,32),-0.064116 # DEPENDENCYPART_TRISIBL
(9,18),(9,25),(9,33),-0.0203616 # DEPENDENCYPART_TRISIBL
(9,18),(9,25),(9,34),-0.0989172 # DEPENDENCYPART_TRISIBL
(9,18),(9,25),(9,35),-0.102783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,26),(9,32),-0.108257 # DEPENDENCYPART_TRISIBL
(9,18),(9,26),(9,33),-0.060985 # DEPENDENCYPART_TRISIBL
(9,18),(9,26),(9,34),-0.0687876 # DEPENDENCYPART_TRISIBL
(9,18),(9,26),(9,35),-0.0713148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,32),(9,33),-0.0693594 # DEPENDENCYPART_TRISIBL
(9,18),(9,32),(9,34),-0.11917 # DEPENDENCYPART_TRISIBL
(9,18),(9,32),(9,35),-0.0766304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,33),(9,34),0.000487758 # DEPENDENCYPART_TRISIBL
(9,18),(9,33),(9,35),-0.0766194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,34),(9,35),-0.0164151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,21),(9,24),(9,25),-0.00475816 # DEPENDENCYPART_TRISIBL
(9,21),(9,24),(9,26),-0.0785236 # DEPENDENCYPART_TRISIBL
(9,21),(9,24),(9,32),-0.0786783 # DEPENDENCYPART_TRISIBL
(9,21),(9,24),(9,33),-0.11986 # DEPENDENCYPART_TRISIBL
(9,21),(9,24),(9,34),-0.0445396 # DEPENDENCYPART_TRISIBL
(9,21),(9,24),(9,35),-0.0286423 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,21),(9,25),(9,26),0.0113982 # DEPENDENCYPART_TRISIBL
(9,21),(9,25),(9,32),-0.0572039 # DEPENDENCYPART_TRISIBL
(9,21),(9,25),(9,33),-0.197671 # DEPENDENCYPART_TRISIBL
(9,21),(9,25),(9,34),-0.112799 # DEPENDENCYPART_TRISIBL
(9,21),(9,25),(9,35),-0.0868387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,21),(9,26),(9,32),-0.0879577 # DEPENDENCYPART_TRISIBL
(9,21),(9,26),(9,33),-0.112021 # DEPENDENCYPART_TRISIBL
(9,21),(9,26),(9,34),-0.0557673 # DEPENDENCYPART_TRISIBL
(9,21),(9,26),(9,35),-0.0779295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,21),(9,32),(9,33),-0.106162 # DEPENDENCYPART_TRISIBL
(9,21),(9,32),(9,34),-0.0570759 # DEPENDENCYPART_TRISIBL
(9,21),(9,32),(9,35),-0.0590003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,21),(9,33),(9,34),-0.0399002 # DEPENDENCYPART_TRISIBL
(9,21),(9,33),(9,35),-0.00787246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,21),(9,34),(9,35),-0.00517452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,24),(9,25),(9,26),0.0341275 # DEPENDENCYPART_TRISIBL
(9,24),(9,25),(9,32),-0.0661277 # DEPENDENCYPART_TRISIBL
(9,24),(9,25),(9,33),-0.197964 # DEPENDENCYPART_TRISIBL
(9,24),(9,25),(9,34),-0.133779 # DEPENDENCYPART_TRISIBL
(9,24),(9,25),(9,35),-0.0598114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,24),(9,26),(9,32),-0.0934706 # DEPENDENCYPART_TRISIBL
(9,24),(9,26),(9,33),-0.112314 # DEPENDENCYPART_TRISIBL
(9,24),(9,26),(9,34),-0.0767468 # DEPENDENCYPART_TRISIBL
(9,24),(9,26),(9,35),-0.0519636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,24),(9,32),(9,33),-0.106471 # DEPENDENCYPART_TRISIBL
(9,24),(9,32),(9,34),-0.0846957 # DEPENDENCYPART_TRISIBL
(9,24),(9,32),(9,35),-0.0306148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,24),(9,33),(9,34),-0.0608888 # DEPENDENCYPART_TRISIBL
(9,24),(9,33),(9,35),0.0198136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,24),(9,34),(9,35),0.0414958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,25),(9,26),(9,32),0.0700808 # DEPENDENCYPART_TRISIBL
(9,25),(9,26),(9,33),-0.017911 # DEPENDENCYPART_TRISIBL
(9,25),(9,26),(9,34),-0.0702889 # DEPENDENCYPART_TRISIBL
(9,25),(9,26),(9,35),0.0160312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,25),(9,32),(9,33),-0.0753121 # DEPENDENCYPART_TRISIBL
(9,25),(9,32),(9,34),0.0253253 # DEPENDENCYPART_TRISIBL
(9,25),(9,32),(9,35),0.0108171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,25),(9,33),(9,34),-0.0752796 # DEPENDENCYPART_TRISIBL
(9,25),(9,33),(9,35),-0.0223842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,25),(9,34),(9,35),-0.141466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,26),(9,32),(9,33),-0.0495123 # DEPENDENCYPART_TRISIBL
(9,26),(9,32),(9,34),-0.12097 # DEPENDENCYPART_TRISIBL
(9,26),(9,32),(9,35),-0.033557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,26),(9,33),(9,34),-0.149892 # DEPENDENCYPART_TRISIBL
(9,26),(9,33),(9,35),0.0522345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,26),(9,34),(9,35),-0.0902926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,32),(9,33),(9,34),-0.003535 # DEPENDENCYPART_TRISIBL
(9,32),(9,33),(9,35),-0.0589659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,32),(9,34),(9,35),0.00764314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,33),(9,34),(9,35),0.0158994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.110373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.110382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.0287196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,4),-0.109924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,2),0.0543099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,1),-0.0507773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.0560616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.0676741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,5),-0.136452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,4),-0.0725268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,2),0.0128276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,1),0.0155123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.00484539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),-0.133238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,4),-0.0837518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,2),0.0160408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,1),0.00161976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),0.0118842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,4),-0.0254056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,2),-0.172552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,1),-0.1481 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.144578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,4),(9,2),0.0199069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,1),0.00163686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,-1),0.00203868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,2),(9,1),-0.146425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,2),(9,-1),-0.187977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,1),(9,-1),-0.263183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.110312 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,5),-0.0192868 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,4),-0.108858 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,2),-0.0300603 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,1),-0.0497159 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.103282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,5),-0.0216822 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,4),-0.109341 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,2),-0.0324558 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,1),-0.0497159 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.102797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,5),(9,4),-0.117591 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,2),-0.010919 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,1),-0.0495713 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,-1),-0.0147601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,4),(9,2),-0.0324558 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,1),-0.0497159 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,-1),-0.102785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,2),(9,1),-0.0495665 # DEPENDENCYPART_TRISIBL
(9,8),(9,2),(9,-1),-0.0150145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,1),(9,-1),0.0688228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,5),0.0269665 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,4),-0.219458 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,2),-0.034935 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,1),-0.110636 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,-1),-0.0958481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,5),(9,4),-0.161067 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,2),-0.0112732 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,1),-0.0979872 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,-1),0.00555029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,4),(9,2),-0.0343904 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,1),-0.110634 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,-1),-0.0977826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,2),(9,1),-0.0979176 # DEPENDENCYPART_TRISIBL
(9,7),(9,2),(9,-1),0.0209385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,1),(9,-1),-0.0685206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,5),(9,4),-0.159517 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,2),-0.0266375 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,1),-0.098072 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,-1),0.00694537 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,4),(9,2),-0.0500897 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,1),-0.11072 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,-1),-0.0961562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,2),(9,1),-0.0980025 # DEPENDENCYPART_TRISIBL
(9,6),(9,2),(9,-1),0.0223336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,1),(9,-1),-0.070335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,4),(9,2),-0.128372 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,1),-0.0372942 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,-1),-0.0888557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,2),(9,1),-0.0641943 # DEPENDENCYPART_TRISIBL
(9,5),(9,2),(9,-1),-0.069881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,1),(9,-1),-0.139924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,2),(9,1),-0.0979501 # DEPENDENCYPART_TRISIBL
(9,4),(9,2),(9,-1),0.0149131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,1),(9,-1),-0.0817049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,2),(9,1),(9,-1),-0.118192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.069294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.137491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.134705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.0502159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,16),-0.132619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,35),-0.0794104 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.138469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,14),-0.134869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),-0.111826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,16),-0.131869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,35),-0.0600356 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.146079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,15),-0.0834726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,16),-0.141122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,35),-0.150133 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,15),-0.0888956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,16),-0.140135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,35),-0.151053 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,16),-0.181141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,35),-0.287439 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,16),(10,35),-0.156025 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),-0.0806729 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,14),-0.0806768 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),-0.0668424 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,16),-0.0807001 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,35),-0.107564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,14),-0.0828696 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,15),-0.0694572 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,16),-0.0828902 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,35),-0.135473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,15),-0.069466 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,16),-0.0828922 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,35),-0.135463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,16),-0.089017 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,35),-0.122932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,16),(10,35),-0.135777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,14),-0.0533416 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,15),-0.0564535 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,16),-0.0571694 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,35),-0.106764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,14),(10,15),-0.0564757 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,16),-0.0594889 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,35),-0.106993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,16),-0.0577924 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,35),-0.106021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,16),(10,35),-0.106439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,14),(10,15),-0.0394857 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,16),-0.0978924 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,35),-0.103321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,16),-0.105921 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,35),-0.0889425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,16),(10,35),-0.103401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,15),(10,16),-0.101712 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,35),-0.0846661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,16),(10,35),-0.0977542 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,16),(10,35),-0.0835356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,8),(10,7),-0.059142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,5),-0.116189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,4),-0.062551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,-1),-0.134869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,5),-0.230148 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,4),-0.102109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),-0.0945043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,5),(10,4),-0.0459365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,-1),-0.166787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,4),(10,-1),-0.0906782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,7),(10,5),-0.0473402 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,4),-0.0565078 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,-1),-0.0812992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,5),(10,4),-0.0608057 # DEPENDENCYPART_TRISIBL
(10,8),(10,5),(10,-1),-0.0636578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,4),(10,-1),-0.0808176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,5),(10,4),-0.11743 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,-1),-0.0881867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,4),(10,-1),-0.0498652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,4),(10,-1),-0.0823661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.0259476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,14),-0.0179045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.0399972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,16),-0.0119215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
