# _root_ Kemper Financial Services Inc. , charging that program trading is ruining the stock market , cut off four big Wall Street firms from doing any of its stock-trading business .
#goldHeads=4,4,4,16,16,16,10,9,10,6,10,14,14,11,16,0,16,22,22,22,22,16,16,23,24,25,29,29,26,16,
#predictedHeads=4,4,4,16,4,4,10,9,10,6,10,14,14,11,4,0,16,22,22,22,22,16,16,23,24,25,29,29,26,16,
(6,7),(6,10),(6,14),-0.0795922 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,15),-0.108381 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,16),-0.120712 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,23),-0.102253 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,24),-0.120706 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,30),0.0129736 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,31),-0.123331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,11),(6,14),-0.0795879 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,15),-0.108381 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,16),-0.120598 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,23),-0.102253 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,24),-0.120592 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,30),0.0133528 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,31),-0.122554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,14),(6,15),-0.0954835 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,16),-0.137432 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,23),-0.106049 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,24),-0.137426 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,30),0.0418866 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,31),-0.126888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,15),(6,16),-0.148407 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,23),-0.105373 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,24),-0.148401 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,30),-0.0390095 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,31),-0.101196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,16),(6,23),-0.102253 # DEPENDENCYPART_TRISIBL
(6,7),(6,16),(6,24),-0.120592 # DEPENDENCYPART_TRISIBL
(6,7),(6,16),(6,30),0.0133528 # DEPENDENCYPART_TRISIBL
(6,7),(6,16),(6,31),-0.122554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,23),(6,24),-0.112008 # DEPENDENCYPART_TRISIBL
(6,7),(6,23),(6,30),-0.0529617 # DEPENDENCYPART_TRISIBL
(6,7),(6,23),(6,31),-0.0558888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,24),(6,30),0.0133528 # DEPENDENCYPART_TRISIBL
(6,7),(6,24),(6,31),-0.122554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,30),(6,31),-0.112778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,9),(6,10),-0.0653401 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,11),-0.0536004 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,14),-0.127796 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,15),0.00588384 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,16),-0.0549569 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,23),-0.0235151 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,24),-0.0536563 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,30),-0.0650382 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,31),-0.0268761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,10),(6,11),-0.0735153 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,14),-0.104138 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,15),-0.000215144 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,16),-0.0748722 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,23),0.00896982 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,24),-0.0735671 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,30),-0.0493701 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,31),-0.00760568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,11),(6,14),-0.103802 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,15),-0.00313265 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,16),-0.0709486 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,23),0.0104514 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,24),-0.0696435 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,30),-0.0424945 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,31),-0.027251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,14),(6,15),0.00589139 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,16),-0.0549154 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,23),-0.0255323 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,24),-0.0536149 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,30),-0.0543402 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,31),-0.0361128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,15),(6,16),-0.0594671 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,23),0.0438901 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,24),-0.0581645 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,30),-0.0513686 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,31),-0.0681128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,16),(6,23),0.0163136 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,24),-0.0696496 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,30),-0.0442547 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,31),-0.0340463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,23),(6,24),-0.0970249 # DEPENDENCYPART_TRISIBL
(6,8),(6,23),(6,30),-0.0525542 # DEPENDENCYPART_TRISIBL
(6,8),(6,23),(6,31),-0.00159193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,24),(6,30),-0.0424986 # DEPENDENCYPART_TRISIBL
(6,8),(6,24),(6,31),-0.0255544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,30),(6,31),0.0284138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,10),(6,11),-0.0609863 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,14),-0.105679 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,15),-0.0135965 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,16),-0.0623432 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,23),0.0024929 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,24),-0.0610381 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,30),-0.0334459 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,31),-0.0142411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,11),(6,14),-0.105343 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,15),-0.016514 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,16),-0.0584195 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,23),0.00397444 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,24),-0.0571145 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,30),-0.0265703 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,31),-0.0338865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,14),(6,15),-0.0115033 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,16),-0.0386202 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,23),-0.0317656 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,24),-0.0373196 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,30),-0.030835 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,31),-0.0242182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,15),(6,16),-0.0365886 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,23),0.0371469 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,24),-0.0352861 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,30),-0.0346643 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,31),-0.0758197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,16),(6,23),0.00983674 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,24),-0.0571206 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,30),-0.0283305 # DEPENDENCYPART_TRISIBL
(6,9),(6,16),(6,31),-0.0406817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,23),(6,24),-0.0837467 # DEPENDENCYPART_TRISIBL
(6,9),(6,23),(6,30),-0.0190891 # DEPENDENCYPART_TRISIBL
(6,9),(6,23),(6,31),-0.00654907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,24),(6,30),-0.0265745 # DEPENDENCYPART_TRISIBL
(6,9),(6,24),(6,31),-0.0321899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,30),(6,31),-0.0114945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,11),(6,14),-0.0701262 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,15),-0.0925973 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,16),-0.142039 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,23),-0.0532144 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,24),-0.141541 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,30),-0.0992403 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,31),-0.0850094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,14),(6,15),-0.0474521 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,16),-0.108357 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,23),-0.0118877 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,24),-0.107164 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,30),-0.00753536 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,31),-0.0757096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,15),(6,16),-0.0692377 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,23),0.0017287 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,24),-0.0681921 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,30),-0.0642953 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,31),-0.0802507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,16),(6,23),-0.0532163 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,24),-0.141591 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,30),-0.0993726 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,31),-0.0862296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,23),(6,24),-0.0567234 # DEPENDENCYPART_TRISIBL
(6,10),(6,23),(6,30),-0.0159191 # DEPENDENCYPART_TRISIBL
(6,10),(6,23),(6,31),-0.0608683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,24),(6,30),-0.0992404 # DEPENDENCYPART_TRISIBL
(6,10),(6,24),(6,31),-0.0859164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,30),(6,31),0.00451377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,14),(6,15),-0.0450418 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,16),-0.106177 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,23),0.0029799 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,24),-0.104984 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,30),0.00591569 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,31),-0.0619854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,15),(6,16),-0.0697529 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,23),0.023831 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,24),-0.0687073 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,30),-0.0513087 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,31),-0.075656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,16),(6,23),-0.0394057 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,24),-0.137535 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,30),-0.0775247 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,31),-0.0639037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,23),(6,24),-0.0535271 # DEPENDENCYPART_TRISIBL
(6,11),(6,23),(6,30),-0.0012771 # DEPENDENCYPART_TRISIBL
(6,11),(6,23),(6,31),-0.0469859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,24),(6,30),-0.0773925 # DEPENDENCYPART_TRISIBL
(6,11),(6,24),(6,31),-0.0635906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,30),(6,31),0.00774398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,15),(6,16),-0.0580395 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,23),0.0500178 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,24),-0.056737 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,30),-0.0570695 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,31),-0.0927003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,16),(6,23),0.0256938 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,24),-0.0687108 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,30),-0.0539966 # DEPENDENCYPART_TRISIBL
(6,14),(6,16),(6,31),-0.0629385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,23),(6,24),-0.0906343 # DEPENDENCYPART_TRISIBL
(6,14),(6,23),(6,30),-0.0567146 # DEPENDENCYPART_TRISIBL
(6,14),(6,23),(6,31),-0.0277837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,24),(6,30),-0.0522405 # DEPENDENCYPART_TRISIBL
(6,14),(6,24),(6,31),-0.0544467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,30),(6,31),-0.00353622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,16),(6,23),-0.00696362 # DEPENDENCYPART_TRISIBL
(6,15),(6,16),(6,24),-0.0245604 # DEPENDENCYPART_TRISIBL
(6,15),(6,16),(6,30),0.0618018 # DEPENDENCYPART_TRISIBL
(6,15),(6,16),(6,31),0.0350873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,23),(6,24),0.0179102 # DEPENDENCYPART_TRISIBL
(6,15),(6,23),(6,30),-0.00430354 # DEPENDENCYPART_TRISIBL
(6,15),(6,23),(6,31),-0.0321636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,24),(6,30),0.061946 # DEPENDENCYPART_TRISIBL
(6,15),(6,24),(6,31),0.0351992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,30),(6,31),-0.0917225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,23),(6,24),-0.0543428 # DEPENDENCYPART_TRISIBL
(6,16),(6,23),(6,30),-0.00198242 # DEPENDENCYPART_TRISIBL
(6,16),(6,23),(6,31),-0.0445227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,24),(6,30),-0.0735885 # DEPENDENCYPART_TRISIBL
(6,16),(6,24),(6,31),-0.0632437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,16),(6,30),(6,31),0.00928379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,23),(6,24),(6,30),-0.0754949 # DEPENDENCYPART_TRISIBL
(6,23),(6,24),(6,31),-0.0363892 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,23),(6,30),(6,31),-0.0114858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,24),(6,30),(6,31),0.0101097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,4),-0.267445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,-1),-0.36186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,4),(6,-1),-0.0341377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,4),(6,-1),-0.0148353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,-1),-0.550324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.0885034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),-0.0897182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),-0.112038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,16),-0.0963625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,25),-0.0855403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,31),-0.115192 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),-0.0715749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,14),-0.168786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,16),-0.0787231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,25),-0.125528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,31),-0.0781193 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,14),-0.162084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,16),-0.0658415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,25),-0.125166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,31),-0.0878584 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,16),-0.101955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,25),-0.0855403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,31),-0.106217 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,16),(8,25),-0.125166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,31),-0.072765 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,25),(8,31),-0.161559 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,11),-0.0905987 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,14),-0.0745065 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,16),-0.091293 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,25),-0.0638718 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,31),-0.113286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,11),(8,14),-0.0741615 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,16),-0.0890218 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,25),-0.0638714 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,31),-0.118792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,14),(8,16),-0.086437 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,25),-0.0662905 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,31),-0.104883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,16),(8,25),-0.0638714 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,31),-0.123455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,25),(8,31),-0.0735149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,11),(8,14),-0.0653231 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,16),-0.138977 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,25),-0.0562056 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,31),-0.122762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,14),(8,16),-0.121982 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,25),-0.0551425 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,31),-0.107748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,16),(8,25),-0.0562056 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,31),-0.12373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,25),(8,31),-0.101838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,14),(8,16),-0.10745 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,25),-0.0550862 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,31),-0.123385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,16),(8,25),-0.0561204 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,31),-0.131112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,25),(8,31),-0.123219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,16),(8,25),-0.0638842 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,31),-0.140187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,25),(8,31),-0.0865999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,25),(8,31),-0.130855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.177198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,4),-0.2593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.135852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,4),-0.0886813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.237806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,4),(8,-1),-0.204693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,4),-0.186656 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.194191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,4),(8,-1),-0.132147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,-1),-0.17156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.0689182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.170505 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.0760663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,25),-0.125519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,31),-0.0974873 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,14),-0.163802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),-0.0631847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,25),-0.125157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,31),-0.107226 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,16),-0.0998036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,25),-0.0855312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,31),-0.106052 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,25),-0.125157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,31),-0.0921331 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,25),(9,31),-0.168926 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,14),-0.0607772 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.142454 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,25),-0.0562056 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,31),-0.124888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,16),-0.125473 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,25),-0.0551425 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,31),-0.109141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,25),-0.0562056 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,31),-0.125856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,25),(9,31),-0.103107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,16),-0.110941 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,25),-0.0550862 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,31),-0.124779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,25),-0.0561204 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,31),-0.133238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,25),(9,31),-0.124488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,16),(9,25),-0.0638842 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,31),-0.140447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,25),(9,31),-0.0859088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,25),(9,31),-0.132123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.105315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.180138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.253551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
