# _root_ In the diversifed businesses segment , which includes herbicides , profit grew to $ 64 million from $ 27 million .
#goldHeads=12,5,5,5,1,5,8,5,8,5,12,0,12,13,14,14,12,17,18,18,12,
#predictedHeads=12,5,5,5,1,5,8,5,8,12,12,0,12,13,14,14,12,17,18,18,12,
(8,8),(8,5),(8,3),-0.0157538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,2),-0.071712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,1),-0.157223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,-1),0.000883402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,3),(8,2),-0.180167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,1),-0.182071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,-1),-0.0567348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,2),(8,1),-0.190791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,2),(8,-1),-0.0592207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,1),(8,-1),-0.179578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,5),-0.190975 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,3),-0.0409212 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,2),-0.0995608 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,1),-0.12747 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.220674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,5),(8,3),-0.0996351 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,2),-0.101844 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,1),-0.120552 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,-1),-0.197662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,3),(8,2),-0.100379 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,1),-0.114179 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,-1),-0.192748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,2),(8,1),-0.112832 # DEPENDENCYPART_TRISIBL
(8,7),(8,2),(8,-1),-0.182022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,1),(8,-1),-0.204415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,3),-0.115995 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,2),-0.106671 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,1),0.107573 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,-1),-0.0155201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,3),(8,2),-0.0905417 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,1),-0.0951128 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,-1),-0.0262612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,2),(8,1),-0.0450455 # DEPENDENCYPART_TRISIBL
(8,6),(8,2),(8,-1),-0.114351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,1),(8,-1),-0.051513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,3),(8,2),-0.023598 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,1),0.0431936 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,-1),-0.077593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,2),(8,1),-0.0261621 # DEPENDENCYPART_TRISIBL
(8,5),(8,2),(8,-1),0.0226095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,1),(8,-1),0.0284045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,2),(8,1),-0.0706963 # DEPENDENCYPART_TRISIBL
(8,3),(8,2),(8,-1),-0.0795823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,1),(8,-1),-0.037587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,2),(8,1),(8,-1),-0.0910149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.0841752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.158585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.27543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.223002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,21),-0.227658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,22),-0.722194 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.0881544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),-0.0526915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.141966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,21),-0.113424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,22),-0.109083 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),-0.0537365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,14),-0.17343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,21),-0.0872252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,22),-0.0967138 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,14),-0.164442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,21),-0.111315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,22),-0.112553 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,21),-0.165384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,22),-0.1324 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,21),(9,22),-0.189697 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.0326936 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,13),-0.105255 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),-0.072615 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,21),-0.189094 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,22),-0.0723581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,13),-0.0887218 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,14),-0.0698415 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,21),-0.100806 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,22),-0.0457277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,14),-0.0706727 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,21),-0.125362 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,22),-0.176795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,21),-0.123839 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,22),-0.235122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,21),(9,22),-0.304943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,13),-0.0260462 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,14),-0.0571084 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,21),-0.0768572 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,22),-0.119473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,14),-0.0621344 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,21),-0.0764155 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,22),-0.103251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,21),-0.0834395 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,22),-0.0997006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,21),(9,22),-0.00916489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,14),-0.048422 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,21),-0.0652255 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,22),-0.127272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,21),-0.0604179 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,22),-0.117392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,21),(9,22),-0.0769347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,14),(9,21),-0.0437116 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,22),-0.12614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,21),(9,22),-0.0633175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,21),(9,22),-0.0979695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.10384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.105695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.0925173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,3),-0.122881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,2),-0.116957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,1),-0.211516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.233193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.159781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,5),-0.16244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,3),-0.143902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,2),-0.104737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,1),-0.233969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.175064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),-0.148275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,3),-0.206228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,2),-0.146285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,1),-0.289044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.474265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,3),-0.161318 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,2),-0.0798963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,1),-0.245735 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.191219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,3),(9,2),-0.10229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,1),-0.211516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,-1),-0.231919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,2),(9,1),-0.259292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,2),(9,-1),-0.157351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,1),(9,-1),-0.146342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.0636953 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,5),-0.0833879 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,3),-0.140425 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,2),-0.00751538 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,1),-0.0823242 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.186634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,5),-0.0313819 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,3),-0.105876 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,2),0.00610653 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,1),-0.00637167 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.297323 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,5),(9,3),-0.141205 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,2),-0.0173153 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,1),-0.0746141 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,-1),-0.196013 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,3),(9,2),0.00579735 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,1),-0.0900843 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,-1),-0.210595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,2),(9,1),-0.0757973 # DEPENDENCYPART_TRISIBL
(9,8),(9,2),(9,-1),-0.0696113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,1),(9,-1),-0.209143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,5),-0.144629 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,3),-0.0910448 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,2),-0.101139 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,1),-0.106126 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,-1),-0.186345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,5),(9,3),-0.100943 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,2),-0.106205 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,1),-0.106508 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,-1),-0.180262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,3),(9,2),-0.105253 # DEPENDENCYPART_TRISIBL
(9,7),(9,3),(9,1),-0.103855 # DEPENDENCYPART_TRISIBL
(9,7),(9,3),(9,-1),-0.171953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,2),(9,1),-0.103535 # DEPENDENCYPART_TRISIBL
(9,7),(9,2),(9,-1),-0.169038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,1),(9,-1),-0.176428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,5),(9,3),-0.106492 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,2),-0.0531586 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,1),-0.0799117 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,-1),-0.134218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,3),(9,2),0.0151815 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,1),-0.126159 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,-1),-0.0679151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,2),(9,1),-0.113294 # DEPENDENCYPART_TRISIBL
(9,6),(9,2),(9,-1),-0.276008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,1),(9,-1),-0.257431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,3),(9,2),0.100774 # DEPENDENCYPART_TRISIBL
(9,5),(9,3),(9,1),-0.0858157 # DEPENDENCYPART_TRISIBL
(9,5),(9,3),(9,-1),-0.23391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,2),(9,1),-0.0770261 # DEPENDENCYPART_TRISIBL
(9,5),(9,2),(9,-1),-0.0720795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,1),(9,-1),-0.128317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,3),(9,2),(9,1),-0.0746371 # DEPENDENCYPART_TRISIBL
(9,3),(9,2),(9,-1),-0.0333478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,3),(9,1),(9,-1),-0.188847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,2),(9,1),(9,-1),-0.120168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.0540645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,14),-0.17343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,17),-0.138447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,18),-0.17343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,21),-0.0874765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,22),-0.112671 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.164442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,17),-0.0638561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,18),-0.164442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,21),-0.111564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,22),-0.118597 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,17),-0.0876826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,18),-0.157826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,21),-0.165634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,22),-0.139126 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,17),(11,18),-0.200708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,21),-0.152129 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,22),-0.117802 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,18),(11,21),-0.165634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,22),-0.139126 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,21),(11,22),-0.195589 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.048422 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,17),0.00291614 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,18),-0.048422 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,21),-0.065232 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,22),-0.131117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,17),-0.0228235 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,18),-0.0484125 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,21),-0.0604244 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,22),-0.121237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,18),-0.0486621 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,21),-0.00762677 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,22),-0.0752522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,18),(11,21),-0.0604244 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,22),-0.121237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,21),(11,22),-0.0808357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,17),-0.0458796 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,18),-0.0625668 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,21),-0.0437281 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,22),-0.126219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,18),-0.0627401 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,21),0.0119117 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,22),-0.030744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,18),(11,21),-0.0437281 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,22),-0.126219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,21),(11,22),-0.0633968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,18),-0.0767057 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,21),-0.104623 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,22),-0.157519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,18),(11,21),-0.0994948 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,22),-0.139518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,21),(11,22),-0.0979702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,18),(11,21),-0.105014 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,22),-0.115869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,21),(11,22),-0.0658902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,21),(11,22),-0.0979702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.152683 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),-0.209382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,7),-0.17837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,6),-0.227419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,5),-0.152407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,2),-0.146337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,1),-0.288152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.474779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),-0.163544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,7),-0.136837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,6),-0.238973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,5),-0.223847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,2),-0.080758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,1),-0.2448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),-0.180694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,7),-0.10384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,6),-0.107227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,5),-0.0966688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,2),-0.117014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,1),-0.210624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),-0.229905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,7),(11,6),-0.161313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,5),-0.166321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,2),-0.104786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,1),-0.233077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,-1),-0.175508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,6),(11,5),-0.152407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,2),-0.146337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,1),-0.288152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,-1),-0.474779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,5),(11,2),-0.080758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,1),-0.245281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,-1),-0.181919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,2),(11,1),-0.258401 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,2),(11,-1),-0.16674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,1),(11,-1),-0.147015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),-0.107738 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,7),-0.11437 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,6),0.236226 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,5),-0.0445724 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,2),-0.0531619 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,1),-0.0798992 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),-0.138661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,7),-0.123474 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,6),0.231628 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,5),-0.101108 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,2),0.0150348 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,1),-0.126162 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,-1),-0.0706306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,7),(11,6),0.170648 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,5),-0.0985606 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,2),-0.00194498 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,1),-0.0992981 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,-1),-0.169217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,6),(11,5),-0.125556 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,2),-0.0023642 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,1),-0.119602 # DEPENDENCYPART_TRISIBL
