# _root_ Abby Joseph Cohen , a market strategist at Drexel Burnham Lambert , is n't nearly so sanguine about the market 's chances of surging to new highs anytime soon .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,13,17,17,13,17,20,22,20,18,22,23,24,27,25,24,28,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,13,17,17,13,17,20,22,20,18,22,23,24,27,25,24,28,13,
(13,10),(13,4),(13,1),-0.255579 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,-1),-0.17241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,3),(13,2),-0.236357 # DEPENDENCYPART_TRISIBL
(13,10),(13,3),(13,1),-0.236345 # DEPENDENCYPART_TRISIBL
(13,10),(13,3),(13,-1),-0.118512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,2),(13,1),-0.237712 # DEPENDENCYPART_TRISIBL
(13,10),(13,2),(13,-1),-0.114599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,1),(13,-1),-0.118512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,8),(13,7),-0.172366 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,6),-0.174209 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,5),-0.0279589 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,4),-0.0469442 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,3),-0.172366 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,2),-0.172376 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,1),-0.172366 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,-1),-0.0583249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,7),(13,6),-0.237152 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,5),-0.0363571 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,4),-0.0405033 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,3),-0.235058 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,2),-0.235069 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,1),-0.235058 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,-1),-0.123268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,6),(13,5),-0.037627 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,4),-0.0405622 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,3),-0.241725 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,2),-0.241736 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,1),-0.241725 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,-1),-0.117602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,5),(13,4),-0.053993 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,3),-0.186547 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,2),-0.186557 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,1),-0.186547 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,-1),0.00783436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,4),(13,3),-0.253037 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,2),-0.253047 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,1),-0.253037 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,-1),-0.174693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,3),(13,2),-0.235069 # DEPENDENCYPART_TRISIBL
(13,9),(13,3),(13,1),-0.235058 # DEPENDENCYPART_TRISIBL
(13,9),(13,3),(13,-1),-0.123268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,2),(13,1),-0.236424 # DEPENDENCYPART_TRISIBL
(13,9),(13,2),(13,-1),-0.119354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,1),(13,-1),-0.123268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,7),(13,6),-0.167174 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,5),-0.0780388 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,4),-0.0373928 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,3),-0.16674 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,2),-0.166551 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,1),-0.166551 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,-1),-0.0667219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,6),(13,5),-0.0780408 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,4),-0.0373928 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,3),-0.166741 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,2),-0.166551 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,1),-0.166551 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,-1),-0.0671714 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,5),(13,4),-0.0905563 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,3),-0.13072 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,2),-0.130531 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,1),-0.130531 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,-1),-0.0843576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,4),(13,3),-0.0781902 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,2),-0.0779061 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,1),-0.0779061 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,-1),-0.140976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,3),(13,2),-0.166551 # DEPENDENCYPART_TRISIBL
(13,8),(13,3),(13,1),-0.166551 # DEPENDENCYPART_TRISIBL
(13,8),(13,3),(13,-1),-0.0667219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,2),(13,1),-0.166551 # DEPENDENCYPART_TRISIBL
(13,8),(13,2),(13,-1),-0.0667219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,1),(13,-1),-0.0667219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,6),(13,5),-0.037627 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,4),-0.0405622 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,3),-0.244635 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,2),-0.244647 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,1),-0.244635 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,-1),-0.106557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,5),(13,4),-0.053993 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,3),-0.189478 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,2),-0.189488 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,1),-0.189478 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,-1),0.0126224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,4),(13,3),-0.258921 # DEPENDENCYPART_TRISIBL
(13,7),(13,4),(13,2),-0.258931 # DEPENDENCYPART_TRISIBL
(13,7),(13,4),(13,1),-0.258921 # DEPENDENCYPART_TRISIBL
(13,7),(13,4),(13,-1),-0.171438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,3),(13,2),-0.237979 # DEPENDENCYPART_TRISIBL
(13,7),(13,3),(13,1),-0.237968 # DEPENDENCYPART_TRISIBL
(13,7),(13,3),(13,-1),-0.112223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,2),(13,1),-0.239335 # DEPENDENCYPART_TRISIBL
(13,7),(13,2),(13,-1),-0.108309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,1),(13,-1),-0.112223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,5),(13,4),-0.0549876 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,3),-0.186014 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,2),-0.186024 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,1),-0.186014 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,-1),-0.00421875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,4),(13,3),-0.252093 # DEPENDENCYPART_TRISIBL
(13,6),(13,4),(13,2),-0.252103 # DEPENDENCYPART_TRISIBL
(13,6),(13,4),(13,1),-0.252093 # DEPENDENCYPART_TRISIBL
(13,6),(13,4),(13,-1),-0.177519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,3),(13,2),-0.230583 # DEPENDENCYPART_TRISIBL
(13,6),(13,3),(13,1),-0.230571 # DEPENDENCYPART_TRISIBL
(13,6),(13,3),(13,-1),-0.125038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,2),(13,1),-0.231938 # DEPENDENCYPART_TRISIBL
(13,6),(13,2),(13,-1),-0.121124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,1),(13,-1),-0.125038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,4),(13,3),-0.101547 # DEPENDENCYPART_TRISIBL
(13,5),(13,4),(13,2),-0.101547 # DEPENDENCYPART_TRISIBL
(13,5),(13,4),(13,1),-0.101547 # DEPENDENCYPART_TRISIBL
(13,5),(13,4),(13,-1),-0.148531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,3),(13,2),-0.0999684 # DEPENDENCYPART_TRISIBL
(13,5),(13,3),(13,1),-0.0999684 # DEPENDENCYPART_TRISIBL
(13,5),(13,3),(13,-1),-0.0888598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,2),(13,1),-0.0999684 # DEPENDENCYPART_TRISIBL
(13,5),(13,2),(13,-1),-0.0888598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,1),(13,-1),-0.0888598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,4),(13,3),(13,2),-0.138143 # DEPENDENCYPART_TRISIBL
(13,4),(13,3),(13,1),-0.137943 # DEPENDENCYPART_TRISIBL
(13,4),(13,3),(13,-1),0.0732318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,4),(13,2),(13,1),-0.137942 # DEPENDENCYPART_TRISIBL
(13,4),(13,2),(13,-1),0.0735364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,4),(13,1),(13,-1),0.0735364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,3),(13,2),(13,1),-0.236164 # DEPENDENCYPART_TRISIBL
(13,3),(13,2),(13,-1),-0.120275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,3),(13,1),(13,-1),-0.124188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,2),(13,1),(13,-1),-0.125112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.0316381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,17),-0.0183424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,18),-0.0919975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,20),-0.142406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,22),-0.13205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,23),-0.0969743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,31),-0.167376 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,17),-0.0288089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,18),-0.0949629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,20),-0.139343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,22),-0.128987 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,23),-0.0999398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,31),-0.124072 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,17),(14,18),-0.156011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,20),-0.164968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,22),-0.154696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,23),-0.128672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,31),-0.229011 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,18),(14,20),-0.18842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,22),-0.172469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,23),-0.177615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,31),-0.237343 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,20),(14,22),-0.17111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,20),(14,23),-0.0705572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,20),(14,31),-0.17753 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,22),(14,23),-0.0698049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,22),(14,31),-0.161243 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,23),(14,31),-0.169782 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,16),(14,17),0.0143803 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,18),-0.0934504 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,20),-0.0680754 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,22),-0.0671402 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,23),-0.0781945 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,31),-0.109276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,17),(14,18),-0.0531743 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,20),-0.083816 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,22),-0.0828842 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,23),-0.0357763 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,31),-0.0917887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,18),(14,20),-0.000814969 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,22),0.000126325 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,23),-0.0792769 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,31),-0.115843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,20),(14,22),-0.0698687 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,23),-0.0812567 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,31),-0.0629644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,22),(14,23),-0.0812377 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,31),-0.0619381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,23),(14,31),-0.11762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,17),(14,18),-0.0533138 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,20),-0.0869165 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,22),-0.0859847 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,23),-0.0359158 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,31),-0.0621964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,18),(14,20),-0.00363888 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,22),-0.00269759 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,23),-0.0768876 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,31),-0.0927441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,20),(14,22),-0.0711597 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,23),-0.07917 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,31),-0.0339837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,22),(14,23),-0.079151 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,31),-0.0329574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,23),(14,31),-0.0945206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,18),(14,20),-0.0947684 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,22),-0.0947418 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,23),-0.0134461 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,31),-0.0930353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,20),(14,22),-0.0675894 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,23),-0.0282722 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,31),-0.119108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,22),(14,23),-0.0282723 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,31),-0.118684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,23),(14,31),-0.0788846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,20),(14,22),-0.0671041 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,23),-0.139252 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,31),-0.0740398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,22),(14,23),-0.138736 # DEPENDENCYPART_TRISIBL
(14,18),(14,22),(14,31),-0.0716982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,23),(14,31),-0.126213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,22),(14,23),-0.0440107 # DEPENDENCYPART_TRISIBL
(14,20),(14,22),(14,31),-0.121366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,23),(14,31),-0.12337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,22),(14,23),(14,31),-0.113026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,12),(14,11),-0.128703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,8),-0.267599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,7),-0.12867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,4),-0.155501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,3),-0.129715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,12),(14,-1),-0.218949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,11),(14,8),-0.228415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,7),-0.16146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,4),-0.0962675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,3),-0.162393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,-1),-0.0783736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,8),(14,7),-0.0578425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,4),-0.115482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,3),-0.0587758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,-1),-0.0421129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,7),(14,4),-0.100986 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,7),(14,3),-0.156929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,7),(14,-1),-0.0793082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,4),(14,3),-0.129715 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,4),(14,-1),-0.218949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,3),(14,-1),-0.0779477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,11),(14,8),-0.0293804 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,7),0.0025122 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,4),0.0677932 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,3),0.0025122 # DEPENDENCYPART_TRISIBL
(14,12),(14,11),(14,-1),-0.0136761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,8),(14,7),-0.0511808 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,4),0.235811 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,3),-0.0511808 # DEPENDENCYPART_TRISIBL
(14,12),(14,8),(14,-1),-0.12438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,7),(14,4),0.0677932 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,3),0.00251238 # DEPENDENCYPART_TRISIBL
(14,12),(14,7),(14,-1),-0.0150834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,4),(14,3),-0.0811623 # DEPENDENCYPART_TRISIBL
(14,12),(14,4),(14,-1),-0.117418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,12),(14,3),(14,-1),-0.0152463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,8),(14,7),-0.115228 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,4),-0.0884206 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,3),-0.115228 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,-1),-0.11961 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,7),(14,4),-0.0957457 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,3),-0.116302 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,-1),-0.131186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,4),(14,3),-0.113331 # DEPENDENCYPART_TRISIBL
(14,11),(14,4),(14,-1),-0.222623 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,3),(14,-1),-0.131186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,7),(14,4),-0.081337 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,3),-0.0960617 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,-1),-0.0493601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,4),(14,3),-0.0406707 # DEPENDENCYPART_TRISIBL
(14,8),(14,4),(14,-1),-0.0949104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,3),(14,-1),-0.0493601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,4),(14,3),-0.121735 # DEPENDENCYPART_TRISIBL
(14,7),(14,4),(14,-1),-0.218115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,3),(14,-1),-0.117609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,4),(14,3),(14,-1),-0.0152463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,17),-0.0135648 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,18),-0.0917889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,20),-0.142213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,22),-0.131857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,23),-0.0967657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,31),-0.0855091 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,17),(15,18),-0.154218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,20),-0.167756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,22),-0.157485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,23),-0.126879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,31),-0.190082 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,18),(15,20),-0.191208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,22),-0.175257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,23),-0.174849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,31),-0.195951 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,20),(15,22),-0.17389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,20),(15,23),-0.0723417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,20),(15,31),-0.14167 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,22),(15,23),-0.0715894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,22),(15,31),-0.125384 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,23),(15,31),-0.128389 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,17),(15,18),-0.0532858 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,20),-0.0878406 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,22),-0.0869088 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,23),-0.0358878 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,31),-0.0456694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,18),(15,20),-0.00453771 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,22),-0.00359642 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,23),-0.0768605 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,31),-0.0824228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,20),(15,22),-0.0720654 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,23),-0.0791428 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,31),-0.0246466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,22),(15,23),-0.0791239 # DEPENDENCYPART_TRISIBL
(15,16),(15,22),(15,31),-0.0236202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,23),(15,31),-0.0841993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
