# _root_ Like others , Mr. Gabelli says that if futures cause investors to lose confidence in stocks , they will move away from stocks -- as many have already done .
#goldHeads=6,1,6,5,6,0,19,10,10,19,13,13,10,13,14,15,19,19,6,19,20,21,22,20,27,27,20,27,27,6,
#predictedHeads=6,1,6,5,6,0,19,10,10,19,13,13,10,13,14,15,19,19,6,19,20,21,22,20,27,27,20,27,27,6,
(13,8),(11,7),-0.110709 # DEPENDENCYPART_HEADBIGRAM
(13,8),(13,7),0.0599379 # DEPENDENCYPART_HEADBIGRAM
(13,8),(19,7),0.15107 # DEPENDENCYPART_HEADBIGRAM
(13,8),(20,7),0.112542 # DEPENDENCYPART_HEADBIGRAM
(13,8),(27,7),0.110774 # DEPENDENCYPART_HEADBIGRAM
(13,9),(5,8),-0.165823 # DEPENDENCYPART_HEADBIGRAM
(13,9),(6,8),-0.0503975 # DEPENDENCYPART_HEADBIGRAM
(13,9),(7,8),-0.0510589 # DEPENDENCYPART_HEADBIGRAM
(13,9),(9,8),-0.101161 # DEPENDENCYPART_HEADBIGRAM
(13,9),(10,8),-0.109776 # DEPENDENCYPART_HEADBIGRAM
(13,9),(11,8),-0.140078 # DEPENDENCYPART_HEADBIGRAM
(13,9),(13,8),0.12652 # DEPENDENCYPART_HEADBIGRAM
(13,9),(19,8),0.0919734 # DEPENDENCYPART_HEADBIGRAM
(13,9),(20,8),0.0923375 # DEPENDENCYPART_HEADBIGRAM
(13,9),(27,8),0.0890608 # DEPENDENCYPART_HEADBIGRAM
(13,10),(5,9),-0.0993382 # DEPENDENCYPART_HEADBIGRAM
(13,10),(6,9),-0.0989601 # DEPENDENCYPART_HEADBIGRAM
(13,10),(7,9),-0.149464 # DEPENDENCYPART_HEADBIGRAM
(13,10),(8,9),-0.149134 # DEPENDENCYPART_HEADBIGRAM
(13,10),(10,9),-0.0323398 # DEPENDENCYPART_HEADBIGRAM
(13,10),(11,9),-0.104721 # DEPENDENCYPART_HEADBIGRAM
(13,10),(13,9),0.000562346 # DEPENDENCYPART_HEADBIGRAM
(13,10),(14,9),0.094776 # DEPENDENCYPART_HEADBIGRAM
(13,10),(19,9),0.0821675 # DEPENDENCYPART_HEADBIGRAM
(13,10),(27,9),0.0764599 # DEPENDENCYPART_HEADBIGRAM
(13,11),(0,10),-0.0682694 # DEPENDENCYPART_HEADBIGRAM
(13,11),(2,10),-0.12732 # DEPENDENCYPART_HEADBIGRAM
(13,11),(5,10),-0.170907 # DEPENDENCYPART_HEADBIGRAM
(13,11),(6,10),-0.171052 # DEPENDENCYPART_HEADBIGRAM
(13,11),(8,10),-0.139954 # DEPENDENCYPART_HEADBIGRAM
(13,11),(9,10),-0.155434 # DEPENDENCYPART_HEADBIGRAM
(13,11),(13,10),0.0508282 # DEPENDENCYPART_HEADBIGRAM
(13,11),(14,10),0.062918 # DEPENDENCYPART_HEADBIGRAM
(13,11),(19,10),0.0867406 # DEPENDENCYPART_HEADBIGRAM
(13,11),(27,10),0.11209 # DEPENDENCYPART_HEADBIGRAM
(13,12),(6,11),-0.0829988 # DEPENDENCYPART_HEADBIGRAM
(13,12),(7,11),-0.21547 # DEPENDENCYPART_HEADBIGRAM
(13,12),(8,11),-0.215813 # DEPENDENCYPART_HEADBIGRAM
(13,12),(9,11),-0.179339 # DEPENDENCYPART_HEADBIGRAM
(13,12),(10,11),-0.155043 # DEPENDENCYPART_HEADBIGRAM
(13,12),(12,11),-0.134855 # DEPENDENCYPART_HEADBIGRAM
(13,12),(13,11),0.190107 # DEPENDENCYPART_HEADBIGRAM
(13,12),(14,11),0.00664661 # DEPENDENCYPART_HEADBIGRAM
(13,12),(19,11),0.151937 # DEPENDENCYPART_HEADBIGRAM
(13,12),(27,11),0.163837 # DEPENDENCYPART_HEADBIGRAM
(13,14),(0,13),-0.00977352 # DEPENDENCYPART_HEADBIGRAM
(13,14),(6,13),-0.0162341 # DEPENDENCYPART_HEADBIGRAM
(13,14),(9,13),-0.0566444 # DEPENDENCYPART_HEADBIGRAM
(13,14),(10,13),-0.047111 # DEPENDENCYPART_HEADBIGRAM
(13,14),(11,13),-0.0969702 # DEPENDENCYPART_HEADBIGRAM
(13,14),(12,13),-0.0639606 # DEPENDENCYPART_HEADBIGRAM
(13,14),(14,13),-0.080011 # DEPENDENCYPART_HEADBIGRAM
(13,14),(19,13),0.0924802 # DEPENDENCYPART_HEADBIGRAM
(13,14),(20,13),0.102475 # DEPENDENCYPART_HEADBIGRAM
(13,14),(27,13),0.121334 # DEPENDENCYPART_HEADBIGRAM
(13,15),(8,14),-0.0469481 # DEPENDENCYPART_HEADBIGRAM
(13,15),(10,14),-0.0361934 # DEPENDENCYPART_HEADBIGRAM
(13,15),(11,14),-0.134317 # DEPENDENCYPART_HEADBIGRAM
(13,15),(12,14),-0.0569736 # DEPENDENCYPART_HEADBIGRAM
(13,15),(13,14),0.144857 # DEPENDENCYPART_HEADBIGRAM
(13,15),(15,14),0.108995 # DEPENDENCYPART_HEADBIGRAM
(13,15),(16,14),-0.00331775 # DEPENDENCYPART_HEADBIGRAM
(13,15),(19,14),0.0724355 # DEPENDENCYPART_HEADBIGRAM
(13,15),(21,14),0.0891175 # DEPENDENCYPART_HEADBIGRAM
(13,15),(27,14),0.091818 # DEPENDENCYPART_HEADBIGRAM
(13,16),(6,15),-0.0616773 # DEPENDENCYPART_HEADBIGRAM
(13,16),(10,15),-0.0626056 # DEPENDENCYPART_HEADBIGRAM
(13,16),(11,15),-0.107526 # DEPENDENCYPART_HEADBIGRAM
(13,16),(12,15),-0.066377 # DEPENDENCYPART_HEADBIGRAM
(13,16),(13,15),0.0481581 # DEPENDENCYPART_HEADBIGRAM
(13,16),(14,15),0.0306184 # DEPENDENCYPART_HEADBIGRAM
(13,16),(16,15),0.101585 # DEPENDENCYPART_HEADBIGRAM
(13,16),(19,15),0.0696051 # DEPENDENCYPART_HEADBIGRAM
(13,16),(20,15),0.0742191 # DEPENDENCYPART_HEADBIGRAM
(13,16),(27,15),0.0778784 # DEPENDENCYPART_HEADBIGRAM
(13,17),(10,16),-0.0347102 # DEPENDENCYPART_HEADBIGRAM
(13,17),(11,16),-0.118868 # DEPENDENCYPART_HEADBIGRAM
(13,17),(12,16),-0.0411184 # DEPENDENCYPART_HEADBIGRAM
(13,17),(13,16),0.0855171 # DEPENDENCYPART_HEADBIGRAM
(13,17),(14,16),0.0540471 # DEPENDENCYPART_HEADBIGRAM
(13,17),(15,16),0.172626 # DEPENDENCYPART_HEADBIGRAM
(13,17),(19,16),0.0345348 # DEPENDENCYPART_HEADBIGRAM
(13,17),(20,16),0.0966231 # DEPENDENCYPART_HEADBIGRAM
(13,17),(21,16),0.065802 # DEPENDENCYPART_HEADBIGRAM
(13,17),(27,16),0.104458 # DEPENDENCYPART_HEADBIGRAM
(13,18),(2,17),-0.099508 # DEPENDENCYPART_HEADBIGRAM
(13,18),(6,17),-0.0982229 # DEPENDENCYPART_HEADBIGRAM
(13,18),(10,17),-0.0968384 # DEPENDENCYPART_HEADBIGRAM
(13,18),(13,17),0.16411 # DEPENDENCYPART_HEADBIGRAM
(13,18),(14,17),0.0539389 # DEPENDENCYPART_HEADBIGRAM
(13,18),(16,17),0.0526305 # DEPENDENCYPART_HEADBIGRAM
(13,18),(18,17),0.0886806 # DEPENDENCYPART_HEADBIGRAM
(13,18),(19,17),0.0748978 # DEPENDENCYPART_HEADBIGRAM
(13,18),(20,17),0.0421352 # DEPENDENCYPART_HEADBIGRAM
(13,18),(27,17),0.039659 # DEPENDENCYPART_HEADBIGRAM
(13,19),(13,18),0.0769859 # DEPENDENCYPART_HEADBIGRAM
(13,19),(19,18),0.219024 # DEPENDENCYPART_HEADBIGRAM
(13,19),(20,18),0.0638012 # DEPENDENCYPART_HEADBIGRAM
(13,20),(0,19),-0.073493 # DEPENDENCYPART_HEADBIGRAM
(13,20),(2,19),-0.0633831 # DEPENDENCYPART_HEADBIGRAM
(13,20),(6,19),-0.0632174 # DEPENDENCYPART_HEADBIGRAM
(13,20),(10,19),-0.0633647 # DEPENDENCYPART_HEADBIGRAM
(13,20),(11,19),-0.0635443 # DEPENDENCYPART_HEADBIGRAM
(13,20),(13,19),0.046718 # DEPENDENCYPART_HEADBIGRAM
(13,20),(14,19),0.0763265 # DEPENDENCYPART_HEADBIGRAM
(13,20),(15,19),0.082313 # DEPENDENCYPART_HEADBIGRAM
(13,20),(16,19),0.0763301 # DEPENDENCYPART_HEADBIGRAM
(13,20),(27,19),0.0770583 # DEPENDENCYPART_HEADBIGRAM
(13,21),(0,20),-0.0318983 # DEPENDENCYPART_HEADBIGRAM
(13,21),(6,20),-0.0956549 # DEPENDENCYPART_HEADBIGRAM
(13,21),(10,20),-0.0961396 # DEPENDENCYPART_HEADBIGRAM
(13,21),(13,20),0.0379106 # DEPENDENCYPART_HEADBIGRAM
(13,21),(14,20),0.0865191 # DEPENDENCYPART_HEADBIGRAM
(13,21),(16,20),0.0844655 # DEPENDENCYPART_HEADBIGRAM
(13,21),(18,20),0.0901382 # DEPENDENCYPART_HEADBIGRAM
(13,21),(19,20),0.0692363 # DEPENDENCYPART_HEADBIGRAM
(13,21),(21,20),0.0725484 # DEPENDENCYPART_HEADBIGRAM
(13,21),(27,20),0.0402734 # DEPENDENCYPART_HEADBIGRAM
(13,22),(6,21),-0.0681011 # DEPENDENCYPART_HEADBIGRAM
(13,22),(10,21),-0.0702714 # DEPENDENCYPART_HEADBIGRAM
(13,22),(13,21),0.127736 # DEPENDENCYPART_HEADBIGRAM
(13,22),(16,21),0.0696726 # DEPENDENCYPART_HEADBIGRAM
(13,22),(19,21),0.0738023 # DEPENDENCYPART_HEADBIGRAM
(13,22),(20,21),0.069763 # DEPENDENCYPART_HEADBIGRAM
(13,22),(22,21),0.0963034 # DEPENDENCYPART_HEADBIGRAM
(13,22),(23,21),0.0668477 # DEPENDENCYPART_HEADBIGRAM
(13,22),(26,21),0.0766651 # DEPENDENCYPART_HEADBIGRAM
(13,22),(27,21),0.071139 # DEPENDENCYPART_HEADBIGRAM
(13,25),(2,24),-0.0721716 # DEPENDENCYPART_HEADBIGRAM
(13,25),(6,24),-0.0495583 # DEPENDENCYPART_HEADBIGRAM
(13,25),(10,24),-0.0503848 # DEPENDENCYPART_HEADBIGRAM
(13,25),(19,24),0.0844915 # DEPENDENCYPART_HEADBIGRAM
(13,25),(20,24),0.136343 # DEPENDENCYPART_HEADBIGRAM
(13,25),(21,24),0.098722 # DEPENDENCYPART_HEADBIGRAM
(13,25),(22,24),0.0887044 # DEPENDENCYPART_HEADBIGRAM
(13,25),(23,24),0.09923 # DEPENDENCYPART_HEADBIGRAM
(13,25),(25,24),0.0801909 # DEPENDENCYPART_HEADBIGRAM
(13,25),(27,24),0.103001 # DEPENDENCYPART_HEADBIGRAM
(13,26),(13,25),0.0364936 # DEPENDENCYPART_HEADBIGRAM
(13,26),(19,25),0.0919435 # DEPENDENCYPART_HEADBIGRAM
(13,26),(20,25),0.0907545 # DEPENDENCYPART_HEADBIGRAM
(13,26),(21,25),0.0840048 # DEPENDENCYPART_HEADBIGRAM
(13,26),(22,25),0.105976 # DEPENDENCYPART_HEADBIGRAM
(13,26),(23,25),0.0760415 # DEPENDENCYPART_HEADBIGRAM
(13,26),(26,25),0.0395633 # DEPENDENCYPART_HEADBIGRAM
(13,26),(27,25),0.0744184 # DEPENDENCYPART_HEADBIGRAM
(13,26),(28,25),0.0755651 # DEPENDENCYPART_HEADBIGRAM
(13,26),(29,25),0.0755891 # DEPENDENCYPART_HEADBIGRAM
(13,27),(13,26),0.0901493 # DEPENDENCYPART_HEADBIGRAM
(13,27),(16,26),0.0800101 # DEPENDENCYPART_HEADBIGRAM
(13,27),(20,26),0.0857148 # DEPENDENCYPART_HEADBIGRAM
(13,27),(21,26),0.101897 # DEPENDENCYPART_HEADBIGRAM
(13,27),(22,26),0.0851835 # DEPENDENCYPART_HEADBIGRAM
(13,27),(23,26),0.0793196 # DEPENDENCYPART_HEADBIGRAM
(13,27),(25,26),0.0940238 # DEPENDENCYPART_HEADBIGRAM
(13,27),(27,26),0.0779618 # DEPENDENCYPART_HEADBIGRAM
(13,27),(28,26),0.0856622 # DEPENDENCYPART_HEADBIGRAM
(13,27),(29,26),0.0760665 # DEPENDENCYPART_HEADBIGRAM
(13,28),(6,27),-0.100696 # DEPENDENCYPART_HEADBIGRAM
(13,28),(10,27),-0.101304 # DEPENDENCYPART_HEADBIGRAM
(13,28),(13,27),0.0394229 # DEPENDENCYPART_HEADBIGRAM
(13,28),(19,27),0.0693454 # DEPENDENCYPART_HEADBIGRAM
(13,28),(20,27),0.0429997 # DEPENDENCYPART_HEADBIGRAM
(13,28),(21,27),0.0894236 # DEPENDENCYPART_HEADBIGRAM
(13,28),(22,27),0.0813151 # DEPENDENCYPART_HEADBIGRAM
(13,28),(23,27),0.0820527 # DEPENDENCYPART_HEADBIGRAM
(13,28),(25,27),0.0803138 # DEPENDENCYPART_HEADBIGRAM
(13,28),(26,27),0.0862636 # DEPENDENCYPART_HEADBIGRAM
(13,30),(0,29),-0.0787887 # DEPENDENCYPART_HEADBIGRAM
(13,30),(11,29),-0.0673197 # DEPENDENCYPART_HEADBIGRAM
(13,30),(14,29),0.0801855 # DEPENDENCYPART_HEADBIGRAM
(13,30),(16,29),0.0566046 # DEPENDENCYPART_HEADBIGRAM
(13,30),(20,29),0.076968 # DEPENDENCYPART_HEADBIGRAM
(13,30),(23,29),0.0394479 # DEPENDENCYPART_HEADBIGRAM
(13,30),(26,29),0.131942 # DEPENDENCYPART_HEADBIGRAM
(13,30),(27,29),0.153359 # DEPENDENCYPART_HEADBIGRAM
(13,30),(28,29),0.126798 # DEPENDENCYPART_HEADBIGRAM
(13,30),(30,29),0.0290527 # DEPENDENCYPART_HEADBIGRAM
(14,9),(5,8),0.00508301 # DEPENDENCYPART_HEADBIGRAM
(14,9),(6,8),-0.0639252 # DEPENDENCYPART_HEADBIGRAM
(14,9),(7,8),-0.0368492 # DEPENDENCYPART_HEADBIGRAM
(14,9),(9,8),-0.0945786 # DEPENDENCYPART_HEADBIGRAM
(14,9),(10,8),-0.119924 # DEPENDENCYPART_HEADBIGRAM
(14,9),(11,8),-0.0593581 # DEPENDENCYPART_HEADBIGRAM
(14,9),(13,8),-0.118548 # DEPENDENCYPART_HEADBIGRAM
(14,9),(19,8),0.0554628 # DEPENDENCYPART_HEADBIGRAM
(14,9),(20,8),0.0705409 # DEPENDENCYPART_HEADBIGRAM
(14,9),(27,8),0.0719631 # DEPENDENCYPART_HEADBIGRAM
(14,10),(5,9),-0.103399 # DEPENDENCYPART_HEADBIGRAM
(14,10),(6,9),-0.155948 # DEPENDENCYPART_HEADBIGRAM
(14,10),(7,9),-0.142813 # DEPENDENCYPART_HEADBIGRAM
(14,10),(8,9),-0.142429 # DEPENDENCYPART_HEADBIGRAM
(14,10),(10,9),-0.0310329 # DEPENDENCYPART_HEADBIGRAM
(14,10),(11,9),-0.107034 # DEPENDENCYPART_HEADBIGRAM
(14,10),(13,9),-0.144948 # DEPENDENCYPART_HEADBIGRAM
(14,10),(14,9),0.114966 # DEPENDENCYPART_HEADBIGRAM
(14,10),(19,9),0.0801207 # DEPENDENCYPART_HEADBIGRAM
(14,10),(27,9),0.0412147 # DEPENDENCYPART_HEADBIGRAM
(14,11),(0,10),0.0353609 # DEPENDENCYPART_HEADBIGRAM
(14,11),(2,10),-0.0612994 # DEPENDENCYPART_HEADBIGRAM
(14,11),(5,10),-0.0623774 # DEPENDENCYPART_HEADBIGRAM
(14,11),(6,10),-0.156036 # DEPENDENCYPART_HEADBIGRAM
(14,11),(8,10),-0.119505 # DEPENDENCYPART_HEADBIGRAM
(14,11),(9,10),-0.0758291 # DEPENDENCYPART_HEADBIGRAM
(14,11),(13,10),-0.13058 # DEPENDENCYPART_HEADBIGRAM
(14,11),(14,10),0.124198 # DEPENDENCYPART_HEADBIGRAM
(14,11),(19,10),0.0791057 # DEPENDENCYPART_HEADBIGRAM
(14,11),(27,10),0.0792706 # DEPENDENCYPART_HEADBIGRAM
(14,12),(6,11),-0.0325919 # DEPENDENCYPART_HEADBIGRAM
(14,12),(7,11),-0.0491454 # DEPENDENCYPART_HEADBIGRAM
(14,12),(8,11),-0.0496925 # DEPENDENCYPART_HEADBIGRAM
(14,12),(9,11),-0.144901 # DEPENDENCYPART_HEADBIGRAM
(14,12),(10,11),-0.074908 # DEPENDENCYPART_HEADBIGRAM
(14,12),(12,11),-0.120295 # DEPENDENCYPART_HEADBIGRAM
(14,12),(13,11),-0.0790046 # DEPENDENCYPART_HEADBIGRAM
(14,12),(14,11),0.0699366 # DEPENDENCYPART_HEADBIGRAM
(14,12),(19,11),0.114636 # DEPENDENCYPART_HEADBIGRAM
(14,12),(27,11),0.119867 # DEPENDENCYPART_HEADBIGRAM
(14,13),(2,12),-0.110011 # DEPENDENCYPART_HEADBIGRAM
(14,13),(6,12),-0.107255 # DEPENDENCYPART_HEADBIGRAM
(14,13),(8,12),-0.1188 # DEPENDENCYPART_HEADBIGRAM
(14,13),(9,12),-0.116372 # DEPENDENCYPART_HEADBIGRAM
(14,13),(10,12),-0.0968965 # DEPENDENCYPART_HEADBIGRAM
(14,13),(11,12),-0.0998192 # DEPENDENCYPART_HEADBIGRAM
(14,13),(13,12),-0.144527 # DEPENDENCYPART_HEADBIGRAM
(14,13),(14,12),0.050832 # DEPENDENCYPART_HEADBIGRAM
(14,13),(15,12),0.0780457 # DEPENDENCYPART_HEADBIGRAM
(14,13),(21,12),0.0834946 # DEPENDENCYPART_HEADBIGRAM
(14,15),(8,14),-0.0497483 # DEPENDENCYPART_HEADBIGRAM
(14,15),(10,14),0.0735552 # DEPENDENCYPART_HEADBIGRAM
(14,15),(11,14),-0.0125212 # DEPENDENCYPART_HEADBIGRAM
(14,15),(12,14),0.0225404 # DEPENDENCYPART_HEADBIGRAM
(14,15),(13,14),0.0390709 # DEPENDENCYPART_HEADBIGRAM
(14,15),(15,14),-0.0300153 # DEPENDENCYPART_HEADBIGRAM
(14,15),(16,14),0.0643127 # DEPENDENCYPART_HEADBIGRAM
(14,15),(19,14),0.243769 # DEPENDENCYPART_HEADBIGRAM
(14,15),(21,14),0.165849 # DEPENDENCYPART_HEADBIGRAM
(14,15),(27,14),0.316142 # DEPENDENCYPART_HEADBIGRAM
(14,16),(6,15),-0.102043 # DEPENDENCYPART_HEADBIGRAM
(14,16),(10,15),-0.101051 # DEPENDENCYPART_HEADBIGRAM
(14,16),(11,15),0.0157703 # DEPENDENCYPART_HEADBIGRAM
(14,16),(12,15),-0.0662967 # DEPENDENCYPART_HEADBIGRAM
(14,16),(13,15),-0.102998 # DEPENDENCYPART_HEADBIGRAM
(14,16),(14,15),0.0276593 # DEPENDENCYPART_HEADBIGRAM
(14,16),(16,15),0.1019 # DEPENDENCYPART_HEADBIGRAM
(14,16),(19,15),0.0565306 # DEPENDENCYPART_HEADBIGRAM
(14,16),(20,15),0.039964 # DEPENDENCYPART_HEADBIGRAM
(14,16),(27,15),0.0396031 # DEPENDENCYPART_HEADBIGRAM
(14,17),(10,16),-0.108097 # DEPENDENCYPART_HEADBIGRAM
(14,17),(11,16),-0.0663482 # DEPENDENCYPART_HEADBIGRAM
(14,17),(12,16),-0.0599995 # DEPENDENCYPART_HEADBIGRAM
(14,17),(13,16),-0.093391 # DEPENDENCYPART_HEADBIGRAM
(14,17),(14,16),0.0695873 # DEPENDENCYPART_HEADBIGRAM
(14,17),(15,16),0.127758 # DEPENDENCYPART_HEADBIGRAM
(14,17),(19,16),0.07286 # DEPENDENCYPART_HEADBIGRAM
(14,17),(20,16),0.0280691 # DEPENDENCYPART_HEADBIGRAM
(14,17),(21,16),0.0654201 # DEPENDENCYPART_HEADBIGRAM
(14,17),(27,16),0.0359879 # DEPENDENCYPART_HEADBIGRAM
(14,19),(13,18),-0.0609451 # DEPENDENCYPART_HEADBIGRAM
(14,19),(19,18),0.118109 # DEPENDENCYPART_HEADBIGRAM
(14,19),(20,18),0.0738398 # DEPENDENCYPART_HEADBIGRAM
(14,20),(0,19),-0.0597873 # DEPENDENCYPART_HEADBIGRAM
(14,20),(2,19),-0.0600694 # DEPENDENCYPART_HEADBIGRAM
(14,20),(6,19),-0.0695923 # DEPENDENCYPART_HEADBIGRAM
(14,20),(10,19),-0.0692886 # DEPENDENCYPART_HEADBIGRAM
(14,20),(11,19),-0.0602359 # DEPENDENCYPART_HEADBIGRAM
(14,20),(13,19),-0.0692886 # DEPENDENCYPART_HEADBIGRAM
(14,20),(14,19),0.073007 # DEPENDENCYPART_HEADBIGRAM
(14,20),(15,19),0.0832011 # DEPENDENCYPART_HEADBIGRAM
(14,20),(16,19),0.084307 # DEPENDENCYPART_HEADBIGRAM
(14,20),(27,19),0.0719966 # DEPENDENCYPART_HEADBIGRAM
(14,29),(13,28),-0.0753068 # DEPENDENCYPART_HEADBIGRAM
(14,29),(19,28),0.0861176 # DEPENDENCYPART_HEADBIGRAM
(14,29),(20,28),0.0716385 # DEPENDENCYPART_HEADBIGRAM
(14,29),(21,28),0.101684 # DEPENDENCYPART_HEADBIGRAM
(14,29),(22,28),0.0959413 # DEPENDENCYPART_HEADBIGRAM
(14,29),(23,28),0.0873513 # DEPENDENCYPART_HEADBIGRAM
(14,29),(25,28),0.105091 # DEPENDENCYPART_HEADBIGRAM
(14,29),(26,28),0.0842623 # DEPENDENCYPART_HEADBIGRAM
(14,29),(27,28),0.0614254 # DEPENDENCYPART_HEADBIGRAM
(14,29),(29,28),0.180466 # DEPENDENCYPART_HEADBIGRAM
(15,12),(6,11),-0.117246 # DEPENDENCYPART_HEADBIGRAM
(15,12),(7,11),-0.128145 # DEPENDENCYPART_HEADBIGRAM
(15,12),(8,11),-0.128155 # DEPENDENCYPART_HEADBIGRAM
(15,12),(9,11),-0.093438 # DEPENDENCYPART_HEADBIGRAM
(15,12),(10,11),-0.0924138 # DEPENDENCYPART_HEADBIGRAM
(15,12),(12,11),-0.11393 # DEPENDENCYPART_HEADBIGRAM
(15,12),(13,11),-0.109783 # DEPENDENCYPART_HEADBIGRAM
(15,12),(14,11),-0.11588 # DEPENDENCYPART_HEADBIGRAM
(15,12),(19,11),0.0863538 # DEPENDENCYPART_HEADBIGRAM
(15,12),(27,11),0.0815879 # DEPENDENCYPART_HEADBIGRAM
(15,14),(0,13),-0.0866118 # DEPENDENCYPART_HEADBIGRAM
(15,14),(6,13),-0.118318 # DEPENDENCYPART_HEADBIGRAM
(15,14),(9,13),-0.141936 # DEPENDENCYPART_HEADBIGRAM
(15,14),(10,13),-0.161902 # DEPENDENCYPART_HEADBIGRAM
(15,14),(11,13),-0.126461 # DEPENDENCYPART_HEADBIGRAM
(15,14),(12,13),-0.126754 # DEPENDENCYPART_HEADBIGRAM
(15,14),(14,13),-0.0609809 # DEPENDENCYPART_HEADBIGRAM
(15,14),(19,13),0.0753149 # DEPENDENCYPART_HEADBIGRAM
(15,14),(20,13),0.0633821 # DEPENDENCYPART_HEADBIGRAM
(15,14),(27,13),0.11558 # DEPENDENCYPART_HEADBIGRAM
(15,16),(6,15),0.0129565 # DEPENDENCYPART_HEADBIGRAM
(15,16),(10,15),0.0736759 # DEPENDENCYPART_HEADBIGRAM
(15,16),(11,15),0.00942455 # DEPENDENCYPART_HEADBIGRAM
(15,16),(12,15),0.0773494 # DEPENDENCYPART_HEADBIGRAM
(15,16),(13,15),0.112194 # DEPENDENCYPART_HEADBIGRAM
(15,16),(14,15),0.0472572 # DEPENDENCYPART_HEADBIGRAM
(15,16),(16,15),-0.0211006 # DEPENDENCYPART_HEADBIGRAM
(15,16),(19,15),0.0252872 # DEPENDENCYPART_HEADBIGRAM
(15,16),(20,15),0.059118 # DEPENDENCYPART_HEADBIGRAM
(15,16),(27,15),0.101917 # DEPENDENCYPART_HEADBIGRAM
(15,19),(13,18),-0.058547 # DEPENDENCYPART_HEADBIGRAM
(15,19),(19,18),0.0805019 # DEPENDENCYPART_HEADBIGRAM
(15,19),(20,18),0.0775796 # DEPENDENCYPART_HEADBIGRAM
(16,14),(0,13),0.055244 # DEPENDENCYPART_HEADBIGRAM
(16,14),(6,13),-0.18158 # DEPENDENCYPART_HEADBIGRAM
(16,14),(9,13),-0.112653 # DEPENDENCYPART_HEADBIGRAM
(16,14),(10,13),-0.215285 # DEPENDENCYPART_HEADBIGRAM
(16,14),(11,13),-0.103583 # DEPENDENCYPART_HEADBIGRAM
(16,14),(12,13),-0.150355 # DEPENDENCYPART_HEADBIGRAM
(16,14),(14,13),-0.0909942 # DEPENDENCYPART_HEADBIGRAM
(16,14),(19,13),0.0672145 # DEPENDENCYPART_HEADBIGRAM
(16,14),(20,13),0.0507967 # DEPENDENCYPART_HEADBIGRAM
(16,14),(27,13),0.0964338 # DEPENDENCYPART_HEADBIGRAM
(16,15),(8,14),-0.108841 # DEPENDENCYPART_HEADBIGRAM
(16,15),(10,14),-0.0858586 # DEPENDENCYPART_HEADBIGRAM
(16,15),(11,14),-0.140069 # DEPENDENCYPART_HEADBIGRAM
(16,15),(12,14),-0.095005 # DEPENDENCYPART_HEADBIGRAM
(16,15),(13,14),-0.0886627 # DEPENDENCYPART_HEADBIGRAM
(16,15),(15,14),-0.110302 # DEPENDENCYPART_HEADBIGRAM
(16,15),(16,14),0.0838739 # DEPENDENCYPART_HEADBIGRAM
(16,15),(19,14),0.0785575 # DEPENDENCYPART_HEADBIGRAM
(16,15),(21,14),0.0749141 # DEPENDENCYPART_HEADBIGRAM
(16,15),(27,14),0.0988931 # DEPENDENCYPART_HEADBIGRAM
(16,17),(10,16),-0.029189 # DEPENDENCYPART_HEADBIGRAM
(16,17),(11,16),-0.0528368 # DEPENDENCYPART_HEADBIGRAM
(16,17),(12,16),-0.0220818 # DEPENDENCYPART_HEADBIGRAM
(16,17),(13,16),0.00496645 # DEPENDENCYPART_HEADBIGRAM
(16,17),(14,16),-0.0449039 # DEPENDENCYPART_HEADBIGRAM
(16,17),(15,16),-0.0735973 # DEPENDENCYPART_HEADBIGRAM
(16,17),(19,16),0.109559 # DEPENDENCYPART_HEADBIGRAM
(16,17),(20,16),0.115849 # DEPENDENCYPART_HEADBIGRAM
(16,17),(21,16),0.0485274 # DEPENDENCYPART_HEADBIGRAM
(16,17),(27,16),0.193835 # DEPENDENCYPART_HEADBIGRAM
(16,19),(13,18),-0.0609451 # DEPENDENCYPART_HEADBIGRAM
(16,19),(19,18),0.118079 # DEPENDENCYPART_HEADBIGRAM
(16,19),(20,18),0.0738398 # DEPENDENCYPART_HEADBIGRAM
(16,20),(0,19),-0.0622334 # DEPENDENCYPART_HEADBIGRAM
(16,20),(2,19),-0.0625155 # DEPENDENCYPART_HEADBIGRAM
(16,20),(6,19),-0.0720384 # DEPENDENCYPART_HEADBIGRAM
(16,20),(10,19),-0.0712121 # DEPENDENCYPART_HEADBIGRAM
(16,20),(11,19),-0.0621594 # DEPENDENCYPART_HEADBIGRAM
(16,20),(13,19),-0.0712121 # DEPENDENCYPART_HEADBIGRAM
(16,20),(14,19),-0.0609644 # DEPENDENCYPART_HEADBIGRAM
(16,20),(15,19),-0.0639412 # DEPENDENCYPART_HEADBIGRAM
(16,20),(16,19),0.0652821 # DEPENDENCYPART_HEADBIGRAM
(16,20),(27,19),0.0714319 # DEPENDENCYPART_HEADBIGRAM
(16,21),(0,20),-0.0781005 # DEPENDENCYPART_HEADBIGRAM
(16,21),(6,20),-0.0539168 # DEPENDENCYPART_HEADBIGRAM
(16,21),(10,20),-0.0570132 # DEPENDENCYPART_HEADBIGRAM
(16,21),(13,20),-0.0570098 # DEPENDENCYPART_HEADBIGRAM
(16,21),(14,20),-0.0456277 # DEPENDENCYPART_HEADBIGRAM
