# _root_ This program , combined with cash grants to needy students , would reduce program costs and much more effectively target the intended beneficiaries .
#goldHeads=2,12,2,2,4,7,5,7,10,8,2,0,16,15,13,12,20,17,17,16,23,23,20,12,
#predictedHeads=2,12,2,2,4,7,5,7,10,8,2,0,12,15,16,13,16,17,20,16,23,23,20,12,
(7,8),(7,9),(7,10),-0.0309743 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,11),-0.0350732 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,12),-0.0912235 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,13),-0.0705441 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,15),-0.0310203 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,16),-0.0827477 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,23),-0.0309725 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,24),-0.0468663 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,25),-0.104911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,11),-0.0475567 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,12),-0.0985584 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,13),-0.0799734 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,15),-0.0289357 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,16),-0.0821391 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,23),-0.0288879 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,24),-0.0293798 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,25),-0.0825746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,12),-0.108877 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,13),-0.0517655 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,15),0.0292278 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,16),-0.0923315 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,23),0.0292757 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,24),-0.0556531 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,25),-0.153796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,12),(7,13),-0.0698209 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,15),-0.0289004 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,16),-0.0829278 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,23),-0.0288526 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,24),-0.0521728 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,25),-0.113015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,15),-0.0263026 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,16),-0.0935494 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,23),-0.0262502 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,24),-0.031292 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,25),-0.109907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,15),(7,16),-0.0821409 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,23),-0.0288879 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,24),-0.0293798 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,25),-0.0826445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,16),(7,23),-0.0312015 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,24),-0.0191938 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,25),-0.120442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,23),(7,24),-0.0293798 # DEPENDENCYPART_TRISIBL
(7,8),(7,23),(7,25),-0.0825746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,24),(7,25),-0.0633175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),-0.0724781 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,12),-0.0691671 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,13),-0.0603496 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,15),-0.047203 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,16),-0.0929698 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,23),-0.0461465 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,24),-0.0957482 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,25),-0.0843325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,12),-0.0686242 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,13),0.0373021 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,15),-0.0366486 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,16),-0.0999041 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,23),-0.0353925 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,24),-0.0891798 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,25),-0.0525985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,12),(7,13),-0.0558179 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,15),-0.0563242 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,16),-0.0872627 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,23),-0.0552955 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,24),-0.0785395 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,25),-0.0976019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,15),-0.0570239 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,16),-0.096605 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,23),-0.0559943 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,24),-0.0947349 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,25),-0.0974908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,15),(7,16),-0.0929698 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,23),-0.0461471 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,24),-0.0957482 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,25),-0.0800847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,16),(7,23),-0.057832 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,24),-0.0926703 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,25),-0.12864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,23),(7,24),-0.0957482 # DEPENDENCYPART_TRISIBL
(7,9),(7,23),(7,25),-0.0843318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,24),(7,25),-0.0950183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,12),-0.124077 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,13),-0.121695 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,15),-0.0781478 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,16),-0.131124 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,23),-0.074984 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,24),-0.0925117 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,25),-0.0365824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,12),(7,13),-0.0917427 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,15),-0.0752704 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,16),-0.126597 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,23),-0.0728774 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,24),-0.104674 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,25),-0.111385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,13),(7,15),-0.0834273 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,16),-0.134808 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,23),-0.0810343 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,24),-0.0748066 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,25),-0.136633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,15),(7,16),-0.150196 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,23),-0.0807203 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,24),-0.076734 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,25),-0.111535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,16),(7,23),-0.0903818 # DEPENDENCYPART_TRISIBL
(7,10),(7,16),(7,24),-0.0859164 # DEPENDENCYPART_TRISIBL
(7,10),(7,16),(7,25),-0.185403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,23),(7,24),-0.0764803 # DEPENDENCYPART_TRISIBL
(7,10),(7,23),(7,25),-0.116975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,24),(7,25),-0.0191178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,12),(7,13),-0.0299595 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,15),-0.00174216 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,16),-0.0503787 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,23),0.00135708 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,24),-0.156054 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,25),-0.183769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,15),-0.027741 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,16),-0.0600183 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,23),-0.0246418 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,24),-0.100992 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,25),-0.0532129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,15),(7,16),-0.075872 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,23),-0.0679044 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,24),-0.189116 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,25),-0.0889747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,16),(7,23),-0.0218926 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,24),-0.103785 # DEPENDENCYPART_TRISIBL
(7,11),(7,16),(7,25),-0.0764971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,23),(7,24),-0.189114 # DEPENDENCYPART_TRISIBL
(7,11),(7,23),(7,25),-0.0800584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,24),(7,25),-0.305499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,13),(7,15),-0.0530896 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,16),-0.0844938 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,23),-0.0530896 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,24),-0.0347054 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,25),-0.0828017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,15),(7,16),-0.0834252 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,23),-0.0530365 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,24),-0.0656656 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,25),-0.0614831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,16),(7,23),-0.0529478 # DEPENDENCYPART_TRISIBL
(7,12),(7,16),(7,24),-0.0761543 # DEPENDENCYPART_TRISIBL
(7,12),(7,16),(7,25),-0.0798574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,23),(7,24),-0.0656656 # DEPENDENCYPART_TRISIBL
(7,12),(7,23),(7,25),-0.0614831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,24),(7,25),-0.0159076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,15),(7,16),-0.106588 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,23),-0.0727139 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,24),-0.0499175 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,25),-0.1139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,16),(7,23),-0.0692128 # DEPENDENCYPART_TRISIBL
(7,13),(7,16),(7,24),-0.0942195 # DEPENDENCYPART_TRISIBL
(7,13),(7,16),(7,25),-0.150521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,23),(7,24),-0.0499061 # DEPENDENCYPART_TRISIBL
(7,13),(7,23),(7,25),-0.11314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,24),(7,25),-0.0743313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,16),(7,23),-0.0902782 # DEPENDENCYPART_TRISIBL
(7,15),(7,16),(7,24),-0.0905859 # DEPENDENCYPART_TRISIBL
(7,15),(7,16),(7,25),-0.197664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,23),(7,24),-0.0811445 # DEPENDENCYPART_TRISIBL
(7,15),(7,23),(7,25),-0.127743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,24),(7,25),-0.0251201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,23),(7,24),-0.0786325 # DEPENDENCYPART_TRISIBL
(7,16),(7,23),(7,25),-0.13203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,24),(7,25),-0.0698248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,23),(7,24),(7,25),-0.0166474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.134738 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,4),-0.157079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,3),-0.240714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,2),-0.211135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,1),-0.133589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.170993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,4),-0.156795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,3),-0.145062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,2),-0.0378257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,1),-0.164673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.159519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,3),-0.106558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,2),-0.0847572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,1),-0.146087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,-1),-0.230488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,2),-0.141265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,1),-0.2005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,-1),-0.472244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,2),(7,1),-0.135496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,2),(7,-1),-0.150065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,1),(7,-1),-0.119178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,4),-0.126561 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,3),-0.117578 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,2),-0.10252 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,1),-0.0775663 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.131657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,4),(7,3),-0.0748074 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,2),-0.118471 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,1),-0.0121963 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,-1),-0.240276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,2),-0.122899 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,1),-0.11268 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,-1),-0.211999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,2),(7,1),-0.0917539 # DEPENDENCYPART_TRISIBL
(7,6),(7,2),(7,-1),-0.133837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,1),(7,-1),-0.121839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,4),(7,3),-0.117683 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,2),-0.123396 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,1),-0.104055 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,-1),-0.188888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,3),(7,2),-0.0860505 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,1),-0.0809182 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,-1),-0.185829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,2),(7,1),-0.101094 # DEPENDENCYPART_TRISIBL
(7,5),(7,2),(7,-1),-0.192827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,1),(7,-1),-0.164761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,3),(7,2),-0.0286507 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,1),0.00303706 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,-1),-0.275017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,2),(7,1),-0.0037316 # DEPENDENCYPART_TRISIBL
(7,4),(7,2),(7,-1),-0.174877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,1),(7,-1),-0.0668857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,2),(7,1),-0.0709989 # DEPENDENCYPART_TRISIBL
(7,3),(7,2),(7,-1),-0.139829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,1),(7,-1),-0.273707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,2),(7,1),(7,-1),-0.124524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.0536194 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),-0.0652115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.076906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,15),-0.0463796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,16),-0.102527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,25),-0.00200757 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),-0.00580343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,12),-0.048166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,15),-0.114439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,16),-0.132623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,25),0.19436 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,12),-0.130761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,15),-0.143958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,16),-0.0931011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,25),-0.264626 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,15),-0.046209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,16),-0.123984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,25),-0.0190327 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,15),(8,16),-0.132677 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,25),0.217783 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,16),(8,25),0.0844163 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,11),-0.0482686 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,12),-0.0672559 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,15),-0.0541515 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,16),-0.0902205 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,25),-0.0584006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,11),(8,12),-0.061931 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,15),-0.0674588 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,16),-0.0912561 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,25),-0.0829244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,12),(8,15),-0.0663348 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,16),-0.0843011 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,25),-0.0737094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,15),(8,16),-0.0902205 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,25),-0.0541528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,16),(8,25),-0.0835134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,11),(8,12),-0.113239 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,15),-0.122861 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,16),-0.122854 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,25),-0.0375967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,12),(8,15),-0.104219 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,16),-0.127922 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,25),-0.0346853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,15),(8,16),-0.155171 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,25),-0.0933275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,16),(8,25),-0.117565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,12),(8,15),-0.0579334 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,16),-0.0739673 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,25),-0.108113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,15),(8,16),-0.0849071 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,25),-0.0748036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,16),(8,25),-0.100769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,15),(8,16),-0.0819103 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,25),-0.0407781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,16),(8,25),-0.0680893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,16),(8,25),-0.127434 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,5),-0.133568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.377139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,5),(8,-1),-0.309965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,5),(8,-1),-0.0991437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,12),(9,25),-0.0474734 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,8),(9,7),-0.120126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.138488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.130798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,2),-0.116434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.333942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.126752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,5),-0.0913898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,2),-0.104167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.0948396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),-0.0895111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,2),-0.108223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.0821393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,2),-0.0602067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.246522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,2),(9,-1),-0.0802206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.140467 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,5),-0.0684703 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,2),-0.139845 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.0624146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,5),-0.0714573 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,2),-0.139845 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.0670227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,5),(9,2),-0.131117 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,-1),-0.102011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,2),(9,-1),-0.0644814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
