# _root_ He added : `` Every paper company management has to be saying to itself , ` Before someone comes after me , I 'm going to go after somebody . ' ''
#goldHeads=2,0,2,2,8,8,8,9,2,11,9,11,12,13,12,12,19,19,24,19,20,24,24,12,24,27,25,27,28,2,2,2,
#predictedHeads=2,0,2,2,8,8,8,9,2,11,9,11,12,13,12,12,19,19,24,19,20,24,24,12,24,27,25,27,28,2,12,2,
(12,12),(12,14),(12,28),-0.111719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,30),-0.1133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,31),-0.143494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,32),-0.169755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,33),-0.0846776 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,16),0.0797171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,17),-0.219873 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,18),-0.249856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,19),-0.135425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,20),-0.254088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,22),-0.112582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,24),-0.146052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,25),-0.116409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,27),-0.130661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,28),-0.254088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,30),-0.0741994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,31),-0.161666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,32),-0.178826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,33),-0.15172 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,17),-0.10205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,18),-0.0418908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,19),-0.0741474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,20),-0.134676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,22),-0.0793334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,24),-0.0877881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,25),-0.0586571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,27),-0.0724896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,28),-0.134676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,30),-0.0836403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,31),-0.136666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,32),-0.163848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,33),-0.218652 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,17),(12,18),-0.0802042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,19),-0.0745865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,20),-0.117636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,22),-0.0484187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,24),-0.0844472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,25),-0.0582819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,27),-0.0707041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,28),-0.117636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,30),-0.135349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,31),-0.152247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,32),-0.184036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,33),-0.121421 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,18),(12,19),0.0035029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,20),-0.0159181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,22),-0.00320744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,24),-0.00497564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,25),0.0268364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,27),0.0159612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,28),-0.0159181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,30),-0.0238766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,31),-0.0731044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,32),-0.0851385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,33),-0.0187339 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,19),(12,20),-0.0436073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,22),0.0065638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,24),-0.00995496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,25),0.022372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,27),0.00343652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,28),-0.0436073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,30),0.0129041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,31),-0.0922816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,32),-0.113817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,33),0.00824328 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,20),(12,22),-0.0450485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,20),(12,24),-0.0835732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,20),(12,25),-0.0574079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,20),(12,27),-0.0698301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,20),(12,28),-0.115632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,20),(12,30),-0.135272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,20),(12,31),-0.152247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,20),(12,32),-0.184036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,20),(12,33),-0.126519 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,22),(12,24),-0.146052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,25),-0.116409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,27),-0.130661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,28),-0.254088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,30),-0.0741994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,31),-0.161666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,32),-0.178826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,33),-0.15172 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,24),(12,25),0.022183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,24),(12,27),0.00324757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,24),(12,28),-0.0433967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,24),(12,30),0.0101207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,24),(12,31),-0.0922816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,24),(12,32),-0.113817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,24),(12,33),0.0188274 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,25),(12,27),0.00269896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,25),(12,28),-0.0447943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,25),(12,30),0.00621099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,25),(12,31),-0.0923607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,25),(12,32),-0.113896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,25),(12,33),0.00880975 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,27),(12,28),-0.0443264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,27),(12,30),0.0192248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,27),(12,31),-0.0892632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,27),(12,32),-0.110799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,27),(12,33),0.00706965 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,28),(12,30),-0.135272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,28),(12,31),-0.152247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,28),(12,32),-0.184036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,28),(12,33),-0.126519 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,30),(12,31),-0.296739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,30),(12,32),-0.349983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,30),(12,33),-0.155025 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,31),(12,32),-0.165636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,31),(12,33),-0.178233 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,32),(12,33),-0.197229 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),-0.0521244 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,16),-0.0632587 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,17),-0.0375329 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,18),-0.0746919 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,19),-0.0759951 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,20),-0.0322935 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,22),-0.0521244 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,24),-0.0759933 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,25),-0.0697342 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,27),-0.0759934 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,28),-0.0322935 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,30),-0.0765734 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,31),-0.0781356 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,32),-0.0825304 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,33),-0.0782595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,16),-0.0299835 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,17),0.0577284 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,18),-0.0701784 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,19),-0.0131601 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,20),0.0643118 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,22),-0.0576962 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,24),-0.0131583 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,25),-0.00375698 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,27),-0.0131584 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,28),0.0643118 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,30),-0.0950232 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,31),-0.0768206 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,32),-0.0811132 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,33),-0.0604407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,17),-0.0377102 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,18),-0.0831007 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,19),-0.0981896 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,20),-0.0324707 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,22),-0.0494132 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,24),-0.0981879 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,25),-0.0919287 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,27),-0.0981879 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,28),-0.0324707 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,30),-0.0782082 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,31),-0.080723 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,32),-0.0854976 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,33),-0.0745946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,18),-0.0934983 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,19),-0.0553833 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,20),0.0299202 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,22),0.0639796 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,24),-0.0553815 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,25),-0.0491349 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,27),-0.0553816 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,28),0.0299202 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,30),-0.0461258 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,31),-0.0833242 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,32),-0.088455 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,33),-0.0578368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,18),(12,19),-0.0897585 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,20),-0.0607538 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,22),-0.0775422 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,24),-0.0897568 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,25),-0.0834976 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,27),-0.0897568 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,28),-0.0607538 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,30),-0.0370887 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,31),-0.0794577 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,32),-0.0840526 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,33),-0.0505626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,19),(12,20),-0.0348751 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,22),-0.0744467 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,24),-0.0818876 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,25),-0.0756284 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,27),-0.0818876 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,28),-0.0348751 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,30),-0.0796337 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,31),-0.0774446 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,32),-0.0817629 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,33),-0.0579946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,20),(12,22),0.0636887 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,24),-0.0580698 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,25),-0.0518232 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,27),-0.0580698 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,28),0.0299068 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,30),-0.0479576 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,31),-0.0832358 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,32),-0.0883666 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,33),-0.0419262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,22),(12,24),-0.0131583 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,25),-0.00375698 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,27),-0.0131584 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,28),0.0643118 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,30),-0.0950232 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,31),-0.0768206 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,32),-0.0811132 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,33),-0.0604407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,24),(12,25),-0.0756284 # DEPENDENCYPART_TRISIBL
(12,13),(12,24),(12,27),-0.0818876 # DEPENDENCYPART_TRISIBL
(12,13),(12,24),(12,28),-0.0348751 # DEPENDENCYPART_TRISIBL
(12,13),(12,24),(12,30),-0.0796337 # DEPENDENCYPART_TRISIBL
(12,13),(12,24),(12,31),-0.0774446 # DEPENDENCYPART_TRISIBL
(12,13),(12,24),(12,32),-0.0817629 # DEPENDENCYPART_TRISIBL
(12,13),(12,24),(12,33),-0.0579946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,25),(12,27),-0.0818876 # DEPENDENCYPART_TRISIBL
(12,13),(12,25),(12,28),-0.0348751 # DEPENDENCYPART_TRISIBL
(12,13),(12,25),(12,30),-0.0796337 # DEPENDENCYPART_TRISIBL
(12,13),(12,25),(12,31),-0.0774446 # DEPENDENCYPART_TRISIBL
(12,13),(12,25),(12,32),-0.0817629 # DEPENDENCYPART_TRISIBL
(12,13),(12,25),(12,33),-0.0580241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,27),(12,28),-0.0348929 # DEPENDENCYPART_TRISIBL
(12,13),(12,27),(12,30),-0.0800763 # DEPENDENCYPART_TRISIBL
(12,13),(12,27),(12,31),-0.0774446 # DEPENDENCYPART_TRISIBL
(12,13),(12,27),(12,32),-0.0817629 # DEPENDENCYPART_TRISIBL
(12,13),(12,27),(12,33),-0.0583424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,28),(12,30),-0.0479576 # DEPENDENCYPART_TRISIBL
(12,13),(12,28),(12,31),-0.0832358 # DEPENDENCYPART_TRISIBL
(12,13),(12,28),(12,32),-0.0883666 # DEPENDENCYPART_TRISIBL
(12,13),(12,28),(12,33),-0.0419262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,30),(12,31),-0.077546 # DEPENDENCYPART_TRISIBL
(12,13),(12,30),(12,32),-0.0818499 # DEPENDENCYPART_TRISIBL
(12,13),(12,30),(12,33),-0.0190427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,31),(12,32),-0.0813076 # DEPENDENCYPART_TRISIBL
(12,13),(12,31),(12,33),-0.0782672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,32),(12,33),-0.0802777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,16),0.00713833 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,17),-0.0648057 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,18),-0.0878017 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,19),-0.092369 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,20),-0.0624554 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,22),-0.048374 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,24),-0.0935655 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,25),-0.092369 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,27),-0.0924525 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,28),-0.0624554 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,30),-0.0782453 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,31),-0.107015 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,32),-0.121024 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,33),-0.0776919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,17),-0.0613831 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,18),-0.0766437 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,19),-0.0778907 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,20),-0.0608306 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,22),-0.0476663 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,24),-0.0790873 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,25),-0.0778907 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,27),-0.0779743 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,28),-0.0608306 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,30),-0.0775684 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,31),-0.0817154 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,32),-0.0927216 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,33),-0.0589018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,18),-0.0761439 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,19),-0.0631176 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,20),-0.0494067 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,22),-0.0431753 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,24),-0.0643142 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,25),-0.0631176 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,27),-0.0632012 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,28),-0.0494067 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,30),-0.0767083 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,31),-0.0682111 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,32),-0.0765505 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,33),-0.0656688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,18),(12,19),-0.0982819 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,20),-0.0676414 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,22),-0.0434299 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,24),-0.0994785 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,25),-0.0982819 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,27),-0.0983655 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,28),-0.0676414 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,30),-0.0881487 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,31),-0.08338 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,32),-0.0947537 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,33),-0.0178049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,19),(12,20),-0.0705707 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,22),-0.080224 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,24),-0.0843682 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,25),-0.0831717 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,27),-0.0832552 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,28),-0.0705707 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,30),-0.0422112 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,31),-0.0824205 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,32),-0.0936308 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,33),-0.0559521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,20),(12,22),-0.0431753 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,24),-0.0634069 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,25),-0.0622103 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,27),-0.0622939 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,28),-0.0494067 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,30),-0.0767082 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,31),-0.0682111 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,32),-0.0765505 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,33),-0.0617719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,22),(12,24),-0.0935655 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,25),-0.092369 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,27),-0.0924525 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,28),-0.0624554 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,30),-0.0782453 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,31),-0.107015 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,32),-0.121024 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,33),-0.0776919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
