# _root_ But shortly before then , some of Wall Street 's sharpest traders say , they sensed a turn .
#goldHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,13,16,13,18,16,13,
#predictedHeads=16,3,16,3,16,13,6,9,12,9,12,7,0,13,16,0,18,16,16,
(2,7),(7,2),-1.03024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.295008 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.246296 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.423605 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.338886 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.265629 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.230648 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.290891 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.270165 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.350938 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.458228 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.482323 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.323892 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.860549 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.474404 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0982778 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.40814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.536723 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.772459 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.660174 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.859179 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.237898 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.46267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.644266 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.859271 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.10765 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.17233 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.7045 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.667913 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.56188 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.873984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.284566 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.486241 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.331786 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.452743 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.213261 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.421735 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-1.44366 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),-0.112693 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.554445 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.438078 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.823732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0873205 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.165312 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.240274 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.682067 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.415722 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.967187 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.532796 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.655971 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.225683 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.624448 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.403657 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-1.08221 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-1.41586 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.623677 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.485434 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.00028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.040318 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.346621 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.72407 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.459091 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-1.05016 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.637265 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.735482 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.52534 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.739129 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.70913 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-1.1986 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-1.53055 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.585301 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.449445 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.17718 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.0748089 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.357206 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.332437 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.397981 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.976759 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.376875 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.522613 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.465988 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.342659 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.904599 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-1.17363 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.539315 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.429009 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.884623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.00541484 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.18164 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.569317 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.56437 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.315152 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.653979 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.630131 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.202494 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.644759 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.435039 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.983288 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.579137 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.970379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,6),-0.707059 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.684837 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.602404 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.29921 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.37252 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.437977 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.133483 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.702286 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.435677 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.99684 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-1.33534 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.554216 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.416284 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-1.0116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),-0.207702 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.333325 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.611294 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.805042 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.791609 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.492039 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.742226 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.480909 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.468339 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.572475 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.807868 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.329963 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.870372 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-1.27184 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.548787 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.435702 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.801382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),-0.0776353 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),-0.323349 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.570217 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.625497 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.20324 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.625546 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.370447 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.356901 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.140177 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.624386 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.689701 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.703597 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.63038 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-1.31075 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.970461 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.550676 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.266821 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.31451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.590462 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.678562 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.701598 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.42564 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0927699 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.32324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.584739 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.668632 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.655216 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-1.06809 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.257108 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.316932 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.33045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.606578 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.669496 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.642693 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.639611 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.592883 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.555025 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.721588 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.692239 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.737131 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.09189 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.905101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,1),-0.811854 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.903375 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.600978 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.907424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0900528 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.185287 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.272249 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.274073 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.196102 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.209467 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.104138 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.244287 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.236081 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.205025 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.483699 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.737709 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.857268 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.927286 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.545289 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.943633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.320734 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.00475674 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.00331181 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0289981 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0677429 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.100176 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.197944 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.122815 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.189769 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.183021 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.587683 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.834258 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.90724 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.880724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.112555 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.157352 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.0356247 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0386803 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.19732 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0804662 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.014582 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.0617387 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.192844 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.327076 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.510368 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.796975 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.867257 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.632746 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.948763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.177889 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.127609 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.186368 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.190298 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.194526 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.100067 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0918274 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.0963495 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.0132827 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.146666 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.119632 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.279345 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.561638 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.769602 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.867625 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.620563 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.845399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),-0.213888 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.113475 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.111462 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.0233906 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.0444711 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.0321475 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),0.0589684 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.158288 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.299548 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.114136 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.361654 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.193773 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.645396 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.346379 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.276021 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.238936 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.188673 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.74705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.542916 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.836408 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.847002 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.404909 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.794748 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.921254 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.159056 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.252293 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.143812 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.287207 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.854246 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.942661 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.128991 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0108797 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0439906 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.215061 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.32179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.207714 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-1.2587 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.214374 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.127959 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.00088198 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.280566 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.31133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.183421 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.481085 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.508684 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.582306 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.893107 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.63799 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.973886 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.27123 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.141685 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.173544 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0871651 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.186728 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.3218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.207749 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.463458 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.851333 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.920321 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-1.25879 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.218618 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.644559 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.5995 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.482062 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.580944 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.635997 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.277563 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.204357 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.398069 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.067745 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.577859 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.427204 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.105712 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.496198 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.197028 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.732072 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.802143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),0.0152149 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.678229 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0994481 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.636094 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.593295 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.575448 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.762817 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.785838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.439351 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.262875 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.688545 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0634937 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0174251 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.0914125 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.535833 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.466667 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.775075 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.571622 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.563974 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.814933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.258848 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0903388 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.604851 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.587284 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.560889 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.56873 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.620756 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.832979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.327191 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0355887 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.532854 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.003644 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.434894 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.180277 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.506174 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.462912 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.594255 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.47897 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.867564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.271336 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.14589 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0549737 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.229069 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.00323087 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.341197 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.0767603 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.4461 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.387352 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.788728 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.600993 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.555929 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.583652 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.54349 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.608235 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.808641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.225919 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.0573117 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.031438 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.537341 # DEPENDENCYPART_GRANDPAR
