# _root_ Hertz Corp. of Park Ridge , N.J. , said it retained Merrill Lynch Capital Markets to sell its Hertz Equipment Rental Corp. unit .
#goldHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,11,16,23,23,23,23,23,17,9,
#predictedHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,15,16,23,23,23,23,23,17,9,
(23,1),(23,22),0.0787885 # DEPENDENCYPART_SIBL
(23,2),(23,3),-0.0576587 # DEPENDENCYPART_SIBL
(23,2),(23,4),-0.029594 # DEPENDENCYPART_SIBL
(23,2),(23,5),-0.0326104 # DEPENDENCYPART_SIBL
(23,2),(23,7),0.0765002 # DEPENDENCYPART_SIBL
(23,2),(23,12),-0.0403572 # DEPENDENCYPART_SIBL
(23,2),(23,13),-0.0337236 # DEPENDENCYPART_SIBL
(23,2),(23,14),0.0105462 # DEPENDENCYPART_SIBL
(23,2),(23,15),0.00609595 # DEPENDENCYPART_SIBL
(23,2),(23,16),0.000927357 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.368176 # DEPENDENCYPART_SIBL
(23,2),(23,19),-0.0323627 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.0254765 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.0175895 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.0191491 # DEPENDENCYPART_SIBL
(23,3),(23,4),-0.142257 # DEPENDENCYPART_SIBL
(23,3),(23,5),-0.138304 # DEPENDENCYPART_SIBL
(23,3),(23,7),-0.0785216 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.144636 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.130782 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.134186 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.0969661 # DEPENDENCYPART_SIBL
(23,3),(23,16),0.0704757 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.280801 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.139256 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.135059 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.127693 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.141023 # DEPENDENCYPART_SIBL
(23,4),(23,5),0.00829834 # DEPENDENCYPART_SIBL
(23,4),(23,7),0.117499 # DEPENDENCYPART_SIBL
(23,4),(23,12),0.000645218 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.00727876 # DEPENDENCYPART_SIBL
(23,4),(23,14),0.0504123 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.0470949 # DEPENDENCYPART_SIBL
(23,4),(23,16),0.0246086 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.333953 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.00863629 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.0155324 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.0234095 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.0604743 # DEPENDENCYPART_SIBL
(23,5),(23,7),0.139008 # DEPENDENCYPART_SIBL
(23,5),(23,12),0.0221538 # DEPENDENCYPART_SIBL
(23,5),(23,13),0.0287874 # DEPENDENCYPART_SIBL
(23,5),(23,14),0.0719209 # DEPENDENCYPART_SIBL
(23,5),(23,15),0.0686035 # DEPENDENCYPART_SIBL
(23,5),(23,16),0.0373032 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.321201 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.0301449 # DEPENDENCYPART_SIBL
(23,5),(23,20),0.037041 # DEPENDENCYPART_SIBL
(23,5),(23,21),0.0449181 # DEPENDENCYPART_SIBL
(23,5),(23,22),0.0819829 # DEPENDENCYPART_SIBL
(23,7),(23,12),0.0673431 # DEPENDENCYPART_SIBL
(23,7),(23,13),0.0739767 # DEPENDENCYPART_SIBL
(23,7),(23,14),0.11711 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.113793 # DEPENDENCYPART_SIBL
(23,7),(23,16),0.0766851 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.281815 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.0753342 # DEPENDENCYPART_SIBL
(23,7),(23,20),0.0822303 # DEPENDENCYPART_SIBL
(23,7),(23,21),0.0901074 # DEPENDENCYPART_SIBL
(23,7),(23,22),0.127172 # DEPENDENCYPART_SIBL
(23,12),(23,13),0.0549848 # DEPENDENCYPART_SIBL
(23,12),(23,14),0.100605 # DEPENDENCYPART_SIBL
(23,12),(23,15),0.0820289 # DEPENDENCYPART_SIBL
(23,12),(23,16),0.0430764 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.315402 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.0445184 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.0514145 # DEPENDENCYPART_SIBL
(23,12),(23,21),0.0592916 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.0963564 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.120145 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.100968 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.0456688 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.312835 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0635893 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.0704854 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0783625 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.123514 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0555778 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.0570926 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.3023 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0322799 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0382011 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0470531 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0794329 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.033086 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.325419 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.0124878 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.019384 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.0272611 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0643259 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.290814 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0444849 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.0341053 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0297119 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0229527 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.311205 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.326063 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.323595 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.354477 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0339386 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0418157 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0787885 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0611631 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.102991 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0796757 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.821586 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.102702 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.55713 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.553691 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.051601 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.269948 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.157792 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),1.47544 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.400071 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.0934571 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.00394412 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.493493 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),-0.754081 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.703294 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.189705 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.227425 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.720944 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.392559 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.265157 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.492461 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.158966 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.325168 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.34822 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.841976 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.648712 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.617062 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.420278 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.488456 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-1.33909 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),2.02952 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.580531 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.0876268 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.220702 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.841912 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.269796 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.068006 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.614155 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.0381851 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.627906 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.351954 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.599839 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.399604 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.374927 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.176538 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.203281 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-1.28431 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.67732 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),0.0608555 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.260839 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-0.622556 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),1.79117 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.87357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.218084 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.101991 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0883213 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.00326409 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.0892852 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.346816 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.441509 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.384735 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.237273 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.452171 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.235792 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.136033 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.1683 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.214047 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.110319 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.281447 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.0947357 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),-0.745936 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.527717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.310506 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.406587 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.028898 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.27697 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.0279501 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.0731097 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.136394 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.513942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.324282 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.419462 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.283884 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.318084 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.0706136 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.0319955 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.322939 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.26834 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.118706 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.352843 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.100941 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.394723 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.300697 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.790139 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.815044 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.588957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.247836 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.403062 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.207934 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.0274822 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.0424459 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.108684 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.328906 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.274416 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.124672 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.193619 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.734484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.0552565 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.104352 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.0678669 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.114987 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.00978386 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.161822 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.340296 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.0979376 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.1648 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.427232 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.143004 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.453704 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.388125 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.598597 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.188414 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),-1.38949 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.0520662 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.843635 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.752335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),-0.0569565 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.143262 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.0509136 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.132838 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.0290723 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.179083 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.321008 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.318375 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.0569418 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.325144 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.036504 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.351618 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.285152 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.586846 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.224356 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.509418 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.483561 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.532086 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.529172 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-1.50726 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.44675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.391466 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),0.350231 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),0.171849 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),0.117706 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),0.120335 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.232374 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.187973 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),0.0206312 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.229507 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),0.077945 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.221176 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.767655 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.375227 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.552656 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.5279 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.818912 # DEPENDENCYPART_GRANDPAR
(1,16),(16,3),0.153799 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),-0.184178 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),0.219333 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.6009 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.322311 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.628744 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.548553 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.174261 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.794971 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.546232 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.507115 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.568962 # DEPENDENCYPART_GRANDPAR
(1,16),(16,23),-0.722152 # DEPENDENCYPART_GRANDPAR
(1,23),(23,1),-0.540323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,23),(23,2),0.254475 # DEPENDENCYPART_GRANDPAR
(1,23),(23,3),0.114885 # DEPENDENCYPART_GRANDPAR
(1,23),(23,4),0.262774 # DEPENDENCYPART_GRANDPAR
(1,23),(23,5),0.0800218 # DEPENDENCYPART_GRANDPAR
(1,23),(23,7),0.0528876 # DEPENDENCYPART_GRANDPAR
(1,23),(23,12),-0.345354 # DEPENDENCYPART_GRANDPAR
(1,23),(23,13),-0.0568679 # DEPENDENCYPART_GRANDPAR
(1,23),(23,14),-0.341065 # DEPENDENCYPART_GRANDPAR
(1,23),(23,15),-0.274537 # DEPENDENCYPART_GRANDPAR
(1,23),(23,16),-0.628031 # DEPENDENCYPART_GRANDPAR
(1,23),(23,18),-0.482824 # DEPENDENCYPART_GRANDPAR
(1,23),(23,19),-0.53048 # DEPENDENCYPART_GRANDPAR
(1,23),(23,20),-0.485001 # DEPENDENCYPART_GRANDPAR
(1,23),(23,21),-0.553125 # DEPENDENCYPART_GRANDPAR
(1,23),(23,22),-0.859606 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.09944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-1.01337 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.28597 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.11317 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.824256 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.10188 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.11268 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.24834 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.18555 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.01374 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-1.67238 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.57069 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-1.33421 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),-0.403102 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.261993 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.167746 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.279185 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.456173 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.55402 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.702549 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.792174 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-0.771606 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.910261 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.3872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0107324 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.464773 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.05361 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.415421 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.342037 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.569538 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.910261 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.37342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.00214707 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.514137 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0124952 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.372757 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.300922 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.768042 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.724056 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.551849 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.930043 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.892393 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-1.14859 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.994021 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-1.15533 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.84976 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.910261 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.44987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.0142531 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.590087 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.413051 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.222625 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.377611 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.774009 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.730132 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.557814 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.5618 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.761531 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-1.7341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.353142 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.711363 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.536729 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.260078 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.533263 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.548505 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.509993 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.224656 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.947465 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.877489 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-1.15048 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-1.02448 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.922492 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.61196 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-1.76088 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.438518 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-1.16216 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.758295 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.73579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.314227 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.728309 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.554572 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.240784 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.550517 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.529211 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.719745 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.469242 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.845374 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.770987 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-1.04839 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.921506 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.910738 # DEPENDENCYPART_GRANDPAR
