# _root_ Now the Journal , flush with ads and hugely profitable , is even with La Presse in weekend circulation and outsells it 3 to 2 every weekday .
#goldHeads=20,3,20,20,8,5,6,20,10,8,20,20,12,13,16,14,12,19,17,0,20,21,21,23,24,27,21,20,
#predictedHeads=20,3,12,3,8,5,6,3,10,8,3,20,12,12,16,14,16,19,17,0,20,23,21,21,24,27,25,20,
(20,17),(17,20),(17,24),0.0850963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,20),(17,27),0.0211749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,20),(17,29),-0.132957 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,21),(17,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,21),(17,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,21),(17,27),-0.124891 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,21),(17,29),-0.123783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,23),(17,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,23),(17,27),-0.125003 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,23),(17,29),-0.166996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,24),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,24),(17,29),-0.141189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,27),(17,29),-0.114203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,17),(17,-1),-0.10841 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,18),(18,21),-0.128852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,23),-0.125423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,24),-0.125022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,25),-0.125423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,29),0.0191822 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,21),(18,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,21),(18,24),-0.124888 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,21),(18,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,21),(18,29),-0.118395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,23),(18,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,23),(18,25),-0.125478 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,23),(18,29),-0.122623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,24),(18,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,24),(18,29),-0.152131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,25),(18,29),-0.12434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,-1),0.167139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,19),(19,20),-0.12788 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,19),(19,21),-0.128852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,23),-0.125423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,24),-0.125022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,25),-0.125423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,27),-0.0965628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,29),0.0138512 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,20),(19,21),0.176998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,23),0.0367362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,24),0.0850807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,25),0.00408978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,27),0.01245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,29),-0.150198 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,21),(19,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,24),-0.124888 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,27),-0.126193 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,29),-0.118395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,23),(19,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,23),(19,25),-0.125478 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,23),(19,27),-0.125023 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,23),(19,29),-0.122623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,24),(19,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,24),(19,27),-0.125379 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,24),(19,29),-0.152131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,25),(19,27),-0.125023 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,25),(19,29),-0.12434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,27),(19,29),-0.167096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,18),-0.0540934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,17),-0.100021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,16),-0.0540934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,15),-0.0549062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,14),-0.0865532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,13),-0.0619475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,10),-0.00980629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,-1),0.158072 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,18),(19,17),-0.0456086 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,16),-0.0616298 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,15),-0.0616298 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,14),-0.0440424 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,13),-0.055782 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,10),-0.0466689 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,-1),-0.0313233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,17),(19,16),-0.0477575 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,15),-0.0477575 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,14),-0.0127967 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,13),-0.0391636 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,10),-0.0509531 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,-1),-0.124803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,16),(19,15),-0.0616298 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,14),-0.0440424 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,13),-0.055782 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,10),-0.0466689 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,16),(19,-1),-0.0313233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,15),(19,14),-0.0440424 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,13),-0.055782 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,10),-0.0466689 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,15),(19,-1),-0.0313578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,14),(19,13),-0.039017 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,10),-0.0501471 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,14),(19,-1),-0.12581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,13),(19,10),-0.0440204 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,13),(19,-1),-0.0624658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,10),(19,-1),0.0130531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,22),0.0373098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,23),-0.0131928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,24),-0.0601556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,25),-0.0135889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,27),-0.0991145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,28),-0.0525097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,29),0.181141 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,22),(21,23),-0.0446635 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,22),(21,24),-0.0270659 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,22),(21,25),-0.0446635 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,22),(21,27),-0.0417978 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,22),(21,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,22),(21,29),-0.0931252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,23),(21,24),-0.00509521 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,23),(21,25),-0.0443983 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,23),(21,27),-0.0461077 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,23),(21,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,23),(21,29),-0.0526045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,24),(21,25),-0.0496052 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,24),(21,27),-0.0966368 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,24),(21,28),-0.022855 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,24),(21,29),0.0398373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,25),(21,27),-0.0461405 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,25),(21,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,25),(21,29),-0.0539002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,27),(21,28),-0.044558 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,27),(21,29),-0.0143795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,28),(21,29),-0.0364107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,20),0.249911 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,21),(21,19),-0.0537363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,18),-0.0536628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,17),-0.114864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,16),-0.0536628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,15),-0.0536628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,14),-0.116587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,13),-0.130353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,9),-0.130353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,4),-0.125268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,3),-0.0536628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,1),-0.130353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,-1),-0.228645 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,20),(21,19),0.262041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,18),0.286631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,17),0.401725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,16),0.286286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,15),0.425123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,14),0.379799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,13),0.199332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,9),0.163862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,4),0.481203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,3),0.378096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,1),0.150122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,-1),-0.120102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,19),(21,18),-0.134953 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,17),-0.152498 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,16),-0.134953 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,15),-0.134953 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,14),-0.151401 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,13),-0.127811 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,9),-0.127811 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,4),-0.128646 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,3),-0.134953 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,1),-0.127905 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,-1),-0.023476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,18),(21,17),-0.152498 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,16),-0.134953 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,15),-0.134953 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,14),-0.151401 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,13),-0.127811 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,9),-0.127811 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,4),-0.128646 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,3),-0.134953 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,1),-0.127905 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,-1),-0.0367726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,17),(21,16),-0.126019 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,15),-0.126019 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,14),-0.127726 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,13),-0.12716 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,9),-0.12716 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,4),-0.130599 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,3),-0.126019 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,1),-0.12716 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,-1),-0.0735945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,16),(21,15),-0.134953 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,14),-0.151401 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,13),-0.127811 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,9),-0.127811 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,4),-0.128646 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,3),-0.134953 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,1),-0.127905 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,-1),-0.0380241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,15),(21,14),-0.151401 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,13),-0.127811 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,9),-0.127811 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,4),-0.128646 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,3),-0.134953 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,1),-0.127905 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,-1),-0.0380241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,14),(21,13),-0.126743 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,9),-0.126743 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,4),-0.130515 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,3),-0.124953 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,1),-0.126743 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,-1),-0.0795169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,13),(21,9),-0.125137 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,4),-0.124894 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,3),-0.133335 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,1),-0.125137 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,-1),-0.0724779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,9),(21,4),-0.124894 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,9),(21,3),-0.133335 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,9),(21,1),-0.125137 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,9),(21,-1),-0.0609786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,4),(21,3),-0.127276 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,4),(21,1),-0.126965 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,4),(21,-1),-0.109233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,3),(21,1),-0.127905 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,3),(21,-1),-0.0368831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,1),(21,-1),-0.0480376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,22),(22,27),-0.0360012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,29),-0.0556879 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,27),(22,29),-0.0356119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,22),(22,-1),-0.0732282 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,23),(23,24),-0.0539867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,25),-0.054433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,27),-0.0757168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,29),-0.0869841 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,24),(23,25),-0.0484972 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,24),(23,27),-0.0420839 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,24),(23,29),-0.0465264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,25),(23,27),-0.042 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,25),(23,29),-0.105208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,27),(23,29),-0.0600385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,23),(23,22),0.116753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,19),-0.125564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,-1),-0.167517 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,22),(23,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,22),(23,-1),-0.128564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,19),(23,-1),-0.126312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,24),(24,25),-0.0304163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,27),-0.00111407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,29),-0.104625 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,25),(24,27),-0.0420438 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,25),(24,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,25),(24,29),-0.0303626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,27),(24,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,27),(24,29),0.00722724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,28),(24,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,24),(24,23),0.118909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,-1),-0.0190353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,23),(24,-1),-0.125176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,25),(25,26),-0.0219595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,27),-0.0757163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,29),-0.0705206 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,25),(25,26),(25,27),-0.0422823 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,26),(25,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,26),(25,29),-0.014023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,27),(25,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,27),(25,29),-0.0600385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,28),(25,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,25),(25,24),0.115752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,23),0.101555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,17),-0.124918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,-1),-0.15414 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,25),(25,24),(25,23),0.11897 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,24),(25,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,24),(25,-1),-0.127561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,23),(25,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,23),(25,-1),-0.12614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,17),(25,-1),-0.0905929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,26),(26,29),-0.0761306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,26),(26,26),(26,-1),-0.0846366 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,27),(27,27),(27,28),-0.0782078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,27),(27,27),(27,29),0.167378 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,27),(27,28),(27,29),-0.0773858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,27),(27,27),(27,26),0.0552476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,27),(27,27),(27,25),0.0463597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,27),(27,27),(27,24),0.0803946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,27),(27,27),(27,23),0.0489003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,27),(27,27),(27,22),0.09995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,27),(27,27),(27,-1),0.0193641 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,27),(27,26),(27,25),0.11838 # DEPENDENCYPART_GRANDSIBL
(20,27),(27,26),(27,24),0.119137 # DEPENDENCYPART_GRANDSIBL
(20,27),(27,26),(27,23),0.11838 # DEPENDENCYPART_GRANDSIBL
(20,27),(27,26),(27,22),0.119047 # DEPENDENCYPART_GRANDSIBL
(20,27),(27,26),(27,-1),-0.119162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,27),(27,25),(27,24),0.114531 # DEPENDENCYPART_GRANDSIBL
(20,27),(27,25),(27,23),0.128189 # DEPENDENCYPART_GRANDSIBL
(20,27),(27,25),(27,22),0.120858 # DEPENDENCYPART_GRANDSIBL
(20,27),(27,25),(27,-1),-0.12434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,27),(27,24),(27,23),0.118393 # DEPENDENCYPART_GRANDSIBL
(20,27),(27,24),(27,22),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,27),(27,24),(27,-1),-0.152131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,27),(27,23),(27,22),0.120858 # DEPENDENCYPART_GRANDSIBL
(20,27),(27,23),(27,-1),-0.122623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,27),(27,22),(27,-1),-0.113172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,28),(28,28),(28,29),-0.0594877 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
