# _root_ While some assets have been written down , others are undervalued in the accounts , Mr. Bond maintained .
#goldHeads=4,3,4,10,4,5,6,10,10,18,10,11,14,12,18,17,18,0,18,
#predictedHeads=4,3,4,10,4,5,6,10,10,18,10,11,14,12,18,17,18,0,18,
(6,7),(6,9),(6,14),-0.0164479 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,15),-0.0798315 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,18),-0.0258267 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,19),0.00259652 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,20),-0.0380381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,10),(6,11),-0.0402219 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,12),-0.033873 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,14),-0.0383419 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,15),-0.0702021 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,18),-0.0402219 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,19),-0.105999 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,20),-0.0870192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,11),(6,12),-0.0337048 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,14),-0.0383419 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,15),-0.0702021 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,18),-0.0402215 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,19),-0.103138 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,20),-0.0930163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,12),(6,14),-0.0500829 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,15),-0.0773023 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,18),-0.00785412 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,19),-0.105581 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,20),-0.0957244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,14),(6,15),-0.0798315 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,18),-0.0258267 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,19),0.00259652 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,20),-0.0380381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,15),(6,18),-0.0318706 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,19),-0.0762295 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,20),-0.0733837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,18),(6,19),-0.103138 # DEPENDENCYPART_TRISIBL
(6,7),(6,18),(6,20),-0.0930163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,19),(6,20),-0.110917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,9),(6,10),-0.0521708 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,11),-0.044586 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,12),-0.062238 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,14),-0.0979397 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,15),0.193805 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,18),-0.0445862 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,19),-0.074091 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,20),-0.0178779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,10),(6,11),-0.0305034 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,12),-0.000642754 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,14),-0.0744873 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,15),0.253623 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,18),-0.0305036 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,19),0.0421882 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,20),0.010626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,11),(6,12),-0.000469592 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,14),-0.074448 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,15),0.234349 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,18),-0.0301764 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,19),0.0468647 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,20),0.0232812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,12),(6,14),-0.0690057 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,15),0.197162 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,18),-0.0149043 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,19),0.0170573 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,20),-0.0376109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,14),(6,15),0.194753 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,18),-0.0449773 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,19),-0.0744719 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,20),-0.0163155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,15),(6,18),-0.063993 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,19),-0.0476089 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,20),-0.0723604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,18),(6,19),0.0468642 # DEPENDENCYPART_TRISIBL
(6,8),(6,18),(6,20),0.0234654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,19),(6,20),-0.138764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,10),(6,11),-0.100523 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,12),-0.0329631 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,14),-0.120537 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,15),-0.0133655 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,18),-0.0986158 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,19),-0.0566134 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,20),-0.0508558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,11),(6,12),-0.0328631 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,14),-0.119776 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,15),-0.00986553 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,18),-0.0976605 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,19),-0.0568472 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,20),-0.0579733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,12),(6,14),-0.110171 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,15),0.0385283 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,18),-0.0681598 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,19),-0.0600828 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,20),-0.0513144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,14),(6,15),-0.0078738 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,18),-0.0664165 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,19),-0.050789 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,20),-0.0317234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,15),(6,18),-0.0416633 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,19),-0.121535 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,20),-0.0753178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,18),(6,19),-0.0568472 # DEPENDENCYPART_TRISIBL
(6,9),(6,18),(6,20),-0.0579794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,19),(6,20),-0.00667573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,11),(6,12),-0.0486287 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,14),-0.0715071 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,15),-0.1162 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,18),-0.126327 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,19),-0.129911 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,20),-0.058869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,12),(6,14),-0.0529386 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,15),-0.114976 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,18),-0.0942454 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,19),0.0368395 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,20),0.000978444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,14),(6,15),-0.10033 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,18),-0.0940974 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,19),-0.0237362 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,20),-0.0598037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,15),(6,18),-0.0512107 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,19),-0.110144 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,20),-0.0710333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,18),(6,19),-0.129911 # DEPENDENCYPART_TRISIBL
(6,10),(6,18),(6,20),-0.0588692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,19),(6,20),0.0370679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,12),(6,14),-0.0579024 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,15),-0.11346 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,18),-0.0887551 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,19),0.0419688 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,20),-0.000707421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,14),(6,15),-0.0995092 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,18),-0.0887869 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,19),-0.0187031 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,20),-0.0652664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,15),(6,18),-0.0493407 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,19),-0.105166 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,20),-0.0904916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,18),(6,19),-0.118071 # DEPENDENCYPART_TRISIBL
(6,11),(6,18),(6,20),-0.0603273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,19),(6,20),0.0075666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,14),(6,15),-0.0304827 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,18),-0.0315314 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,19),-0.0901296 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,20),-0.0142603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,15),(6,18),-0.0958752 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,19),-0.0244466 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,20),-0.141895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,18),(6,19),-0.0912332 # DEPENDENCYPART_TRISIBL
(6,12),(6,18),(6,20),-0.0430074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,19),(6,20),-0.0408264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,15),(6,18),-0.0430099 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,19),-0.121395 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,20),-0.0879383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,18),(6,19),-0.0572155 # DEPENDENCYPART_TRISIBL
(6,14),(6,18),(6,20),-0.0582316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,19),(6,20),-0.00896416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,18),(6,19),0.0468642 # DEPENDENCYPART_TRISIBL
(6,15),(6,18),(6,20),0.0234654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,19),(6,20),-0.138764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,18),(6,19),(6,20),0.00655911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,3),(6,2),-0.0425878 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,1),0.170835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,-1),-0.0153054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,2),(6,1),0.0893255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,2),(6,-1),-0.0807834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,1),(6,-1),-0.0927307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,2),(6,1),-0.0506162 # DEPENDENCYPART_TRISIBL
(6,3),(6,2),(6,-1),0.0321427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,1),(6,-1),0.13376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,2),(6,1),(6,-1),-0.0192817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,9),(7,20),-0.210919 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,1),(7,-1),-0.171901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.0997056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.0787101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.151438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,15),-0.049488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,20),-0.10395 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.0707485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.148258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,15),-0.0519522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,20),-0.0992084 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,14),-0.158993 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,15),-0.0775381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,20),-0.109962 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,15),-0.119762 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,20),-0.104635 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,15),(9,20),-0.68044 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.0217627 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),-0.0590036 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,15),-0.0849226 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,20),-0.104795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,14),-0.0539275 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,15),-0.0620794 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,20),-0.0402149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,15),-0.0862734 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,20),-0.110179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,15),(9,20),-0.0231255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,14),-0.065054 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,15),-0.0612821 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,20),-0.0461169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,15),-0.085837 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,20),-0.122014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,15),(9,20),-0.0493923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,15),-0.0480416 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,20),-0.0421355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,15),(9,20),-0.245378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,15),(9,20),-0.0471167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,6),-0.169984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.175368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,3),-0.076618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,2),-0.175816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.401659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),-0.140292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,3),-0.0333268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,2),-0.0586573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.206932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,3),-0.0336622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,2),-0.0593556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.208852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,3),(9,2),-0.0634064 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,-1),-0.177678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,2),(9,-1),-0.115881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,5),-0.111303 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,3),-0.0540215 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,2),-0.0105217 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.106638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,5),(9,3),-0.0542145 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,2),-0.010522 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,-1),-0.110122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,3),(9,2),-0.0400349 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,-1),-0.124344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,2),(9,-1),-0.22641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,5),(9,3),-0.0707415 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,2),0.00133953 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,-1),-0.158412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,3),(9,2),0.0130876 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,-1),-0.149577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,2),(9,-1),-0.00406023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,3),(9,2),0.00993064 # DEPENDENCYPART_TRISIBL
(9,5),(9,3),(9,-1),-0.159799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,2),(9,-1),-0.0140689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,3),(9,2),(9,-1),-0.0340215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.04247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.113118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.0465714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),0.0136615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,18),-0.0287144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,19),0.0520469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,20),0.0719531 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.108948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,14),-0.0504052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),-0.103331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,18),-0.101631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,19),-0.0790192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,20),-0.0262928 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.139089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,15),-0.107308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,18),-0.0783956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,19),-0.0362783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,20),-0.0908988 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,15),-0.00681217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,18),-0.0232198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,19),0.0222134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,20),0.0476823 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,18),-0.161159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,19),-0.0351342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,20),-0.120989 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,18),(10,19),0.0559994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,20),0.0757476 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,19),(10,20),-0.124514 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),-0.0655636 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,14),-0.0581792 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),-0.11479 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,18),-0.0985402 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,19),0.028035 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,20),-0.00826275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,14),-0.0684159 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,15),-0.102229 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,18),-0.0936993 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,19),-0.0755142 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,20),-0.0974701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,15),-0.100836 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,18),-0.0985803 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,19),-0.0322642 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,20),-0.0688708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,18),-0.0677959 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,19),-0.112025 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,20),-0.0949542 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,18),(10,19),-0.131869 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,20),-0.0672676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,19),(10,20),0.00851707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,14),-0.0480738 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,15),-0.0469019 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,18),-0.0929053 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,19),-0.0685642 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,20),-0.0787917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,14),(10,15),-0.0270382 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,18),-0.03472 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,19),-0.0919126 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,20),-0.0283368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,18),-0.101628 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,19),-0.0248395 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,20),-0.154642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,18),(10,19),-0.0936016 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,20),-0.0539067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,19),(10,20),-0.0504646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,14),(10,15),-0.0991332 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,18),-0.0933857 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,19),0.00420825 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,20),-0.094948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,18),-0.100398 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,19),-0.0428564 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,20),-0.0845796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,18),(10,19),0.00370121 # DEPENDENCYPART_TRISIBL
