# _root_ Burmah , which owns the Castrol brand of lubricant oils , reported a 17 % rise in net income to # 43.5 million ( $ 68.3 million ) in the first half .
#goldHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,16,32,32,29,12,
#predictedHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,16,32,32,29,12,
(15,16),(16,33),-1.2548 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),-0.285422 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.31495 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.228368 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.445639 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.112302 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.157949 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.125311 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.853827 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-1.4561 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-1.05963 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.29035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.266904 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.270672 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.374786 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.422497 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.130321 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.566301 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.599969 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.761502 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.202271 # DEPENDENCYPART_GRANDPAR
(15,19),(19,29),-0.516566 # DEPENDENCYPART_GRANDPAR
(15,19),(19,32),-0.409027 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.317924 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.239812 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),0.166859 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.093415 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.600216 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.0609192 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.0933889 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.178027 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.102421 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.407461 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.220616 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),0.609654 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.788418 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.32212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.514858 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.653186 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-0.733344 # DEPENDENCYPART_GRANDPAR
(16,7),(7,21),-0.338429 # DEPENDENCYPART_GRANDPAR
(16,7),(7,29),-0.732313 # DEPENDENCYPART_GRANDPAR
(16,7),(7,33),-1.42374 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),0.353731 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.243164 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.0260232 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.146235 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.360444 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.107843 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.25443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,11),-0.337037 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.259996 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),0.124746 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.415181 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.00254887 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.0285616 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.109605 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.0706603 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.418831 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.215264 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.731235 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.60866 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.22751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.435963 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.5579 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.644251 # DEPENDENCYPART_GRANDPAR
(16,10),(10,33),-1.35847 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.499795 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.539199 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),0.0722798 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.304205 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0753483 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),1.02779 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.15982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,19),-0.490196 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.159871 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),1.10154 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.33676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.513059 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.667967 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.546785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0898511 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.422924 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.120738 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.375494 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.237266 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.0622216 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.161673 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0673875 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.684677 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),0.0462962 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.0668679 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.599168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.327678 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.180887 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.100595 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.290595 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.572177 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.461355 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.15481 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),0.127924 # DEPENDENCYPART_GRANDPAR
(16,19),(19,29),0.17806 # DEPENDENCYPART_GRANDPAR
(16,19),(19,32),0.12586 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.826109 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.133559 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.316538 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.188256 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.385751 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.4054 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.270698 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.0575733 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),0.046067 # DEPENDENCYPART_GRANDPAR
(16,20),(20,29),0.112247 # DEPENDENCYPART_GRANDPAR
(16,20),(20,32),0.114313 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.81095 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.0625195 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.14715 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.124447 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.378154 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.197709 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.0386568 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.163469 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.524185 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.357392 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.058771 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),0.0909685 # DEPENDENCYPART_GRANDPAR
(16,21),(21,32),0.0594578 # DEPENDENCYPART_GRANDPAR
(16,21),(21,33),-0.952384 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.171517 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.06043 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.215685 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-0.687804 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),0.130626 # DEPENDENCYPART_GRANDPAR
(16,23),(23,17),0.29111 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.0871689 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.121226 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.431048 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.078107 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.214136 # DEPENDENCYPART_GRANDPAR
(16,23),(23,32),-0.0336427 # DEPENDENCYPART_GRANDPAR
(16,25),(25,17),0.258924 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),0.312948 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.118052 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),0.244506 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),0.232118 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.610783 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.393831 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.0636562 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),-0.0337475 # DEPENDENCYPART_GRANDPAR
(16,25),(25,30),-0.0985495 # DEPENDENCYPART_GRANDPAR
(16,25),(25,31),-0.31225 # DEPENDENCYPART_GRANDPAR
(16,25),(25,32),-0.050498 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),-0.506368 # DEPENDENCYPART_GRANDPAR
(16,28),(28,29),0.0120105 # DEPENDENCYPART_GRANDPAR
(16,28),(28,32),0.0313486 # DEPENDENCYPART_GRANDPAR
(16,29),(29,24),0.0287068 # DEPENDENCYPART_GRANDPAR
(16,29),(29,25),-0.1529 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),-0.00780922 # DEPENDENCYPART_GRANDPAR
(16,29),(29,30),0.0905747 # DEPENDENCYPART_GRANDPAR
(16,29),(29,31),-0.112176 # DEPENDENCYPART_GRANDPAR
(16,29),(29,32),0.107203 # DEPENDENCYPART_GRANDPAR
(16,32),(32,13),-0.684596 # DEPENDENCYPART_GRANDPAR
(16,32),(32,21),0.318516 # DEPENDENCYPART_GRANDPAR
(16,32),(32,24),0.147645 # DEPENDENCYPART_GRANDPAR
(16,32),(32,25),-0.157483 # DEPENDENCYPART_GRANDPAR
(16,32),(32,27),-0.391995 # DEPENDENCYPART_GRANDPAR
(16,32),(32,28),-0.159829 # DEPENDENCYPART_GRANDPAR
(16,32),(32,30),0.204223 # DEPENDENCYPART_GRANDPAR
(16,32),(32,31),0.0981752 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.458235 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.0421408 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.28339 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.484695 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.869253 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.177426 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.499143 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.501384 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.7157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.24868 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.068603 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.805943 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.789606 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-1.11305 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-1.29151 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.815985 # DEPENDENCYPART_GRANDPAR
(17,16),(16,28),-0.798112 # DEPENDENCYPART_GRANDPAR
(17,16),(16,29),-1.02675 # DEPENDENCYPART_GRANDPAR
(17,16),(16,32),-1.16919 # DEPENDENCYPART_GRANDPAR
(17,16),(16,33),-1.71216 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.179381 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-1.4593 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.36371 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.33982 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-1.17738 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.861354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.816543 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.176432 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.237211 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.377103 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.56797 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.170193 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.229991 # DEPENDENCYPART_GRANDPAR
(17,19),(19,29),-0.438246 # DEPENDENCYPART_GRANDPAR
(17,19),(19,32),-0.279439 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-1.34789 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.0159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.483714 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.976695 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.202316 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.421757 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.618813 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.112578 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.172092 # DEPENDENCYPART_GRANDPAR
(17,20),(20,29),-0.385734 # DEPENDENCYPART_GRANDPAR
(17,20),(20,32),-0.321577 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-1.33339 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.533567 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.855252 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.157931 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.297344 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.436333 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.0810058 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.128249 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.54235 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.845038 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.226931 # DEPENDENCYPART_GRANDPAR
(17,21),(21,29),-0.305783 # DEPENDENCYPART_GRANDPAR
(17,21),(21,32),-0.221946 # DEPENDENCYPART_GRANDPAR
(17,21),(21,33),-1.23902 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.503748 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.0833828 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.222593 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-0.921913 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-1.23558 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.8574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.992919 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.213913 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0979492 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.140269 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.279907 # DEPENDENCYPART_GRANDPAR
(17,23),(23,32),-0.337838 # DEPENDENCYPART_GRANDPAR
(17,25),(25,17),-0.847182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,25),(25,21),-0.102767 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.094078 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.206598 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.0565803 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.668439 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.867647 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.272694 # DEPENDENCYPART_GRANDPAR
(17,25),(25,29),-0.524554 # DEPENDENCYPART_GRANDPAR
(17,25),(25,30),-1.05556 # DEPENDENCYPART_GRANDPAR
(17,25),(25,31),-0.676932 # DEPENDENCYPART_GRANDPAR
(17,25),(25,32),-0.266331 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-1.25908 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.834574 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.45939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.260818 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.429218 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.305808 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.313788 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.285983 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.484167 # DEPENDENCYPART_GRANDPAR
(18,20),(20,29),-0.496205 # DEPENDENCYPART_GRANDPAR
(18,20),(20,32),-0.725153 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.550204 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.29948 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.670139 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-1.08018 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.868496 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.204623 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.126939 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.10943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,13),-0.706392 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0608512 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.220761 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.303721 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.28797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,7),-0.603907 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.543091 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.49286 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.531857 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.954563 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.889778 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.525749 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.292782 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.287926 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.126119 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.28368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.544771 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.649051 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.854264 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.816216 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-1.00948 # DEPENDENCYPART_GRANDPAR
(19,16),(16,28),-0.755999 # DEPENDENCYPART_GRANDPAR
(19,16),(16,29),-1.06267 # DEPENDENCYPART_GRANDPAR
(19,16),(16,32),-0.578101 # DEPENDENCYPART_GRANDPAR
(19,16),(16,33),-1.30025 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.333018 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.138386 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.21658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.54027 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.582252 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.769652 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.731676 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.921046 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.512381 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-1.33621 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.07303 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.677205 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.753428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.0329135 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.199294 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.230042 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.147369 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.289307 # DEPENDENCYPART_GRANDPAR
(19,20),(20,29),-0.216509 # DEPENDENCYPART_GRANDPAR
(19,20),(20,32),0.100273 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.32105 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.670483 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.422493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.08425 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.134477 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.119293 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.200442 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.366582 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.279696 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.194688 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.16874 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-0.192175 # DEPENDENCYPART_GRANDPAR
(19,21),(21,32),0.10877 # DEPENDENCYPART_GRANDPAR
(19,21),(21,33),-0.830258 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.0901391 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.219291 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.415875 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-1.45625 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.92677 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-1.06259 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.685052 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.0899848 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.197487 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.236911 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.414269 # DEPENDENCYPART_GRANDPAR
(19,23),(23,32),0.0203248 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-1.11021 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),-0.00219899 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.0931132 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.286387 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.0679874 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.240225 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.102656 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.0751926 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.2142 # DEPENDENCYPART_GRANDPAR
(19,25),(25,30),-0.00346701 # DEPENDENCYPART_GRANDPAR
(19,25),(25,31),-0.137378 # DEPENDENCYPART_GRANDPAR
(19,25),(25,32),0.0957947 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.357736 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.271151 # DEPENDENCYPART_GRANDPAR
(19,28),(28,32),0.0806426 # DEPENDENCYPART_GRANDPAR
(19,29),(29,24),-0.146125 # DEPENDENCYPART_GRANDPAR
(19,29),(29,25),-0.361695 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),-0.128304 # DEPENDENCYPART_GRANDPAR
(19,29),(29,30),0.0101376 # DEPENDENCYPART_GRANDPAR
(19,29),(29,31),-0.0913019 # DEPENDENCYPART_GRANDPAR
(19,29),(29,32),0.0460254 # DEPENDENCYPART_GRANDPAR
(19,32),(32,13),-1.47533 # DEPENDENCYPART_GRANDPAR
(19,32),(32,21),0.0315625 # DEPENDENCYPART_GRANDPAR
(19,32),(32,24),0.0104372 # DEPENDENCYPART_GRANDPAR
(19,32),(32,25),-0.324598 # DEPENDENCYPART_GRANDPAR
(19,32),(32,27),-0.212159 # DEPENDENCYPART_GRANDPAR
(19,32),(32,28),-0.243752 # DEPENDENCYPART_GRANDPAR
(19,32),(32,30),0.214223 # DEPENDENCYPART_GRANDPAR
(19,32),(32,31),0.195527 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.615951 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.0655387 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),0.222654 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),0.0421497 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.325076 # DEPENDENCYPART_GRANDPAR
