# _root_ `` All this may not be obvious to the public , which is concerned about advances in treatment , but I am convinced this basic research will begin showing results there soon . ''
#goldHeads=20,3,4,20,4,4,6,7,10,8,10,13,10,13,14,15,16,17,20,0,22,20,22,26,26,27,23,27,28,29,29,29,20,20,
#predictedHeads=20,3,4,20,4,4,6,7,10,8,10,13,10,13,14,15,16,17,20,0,22,20,22,26,26,27,23,27,28,29,29,31,20,20,
(22,17),(10,16),-0.212993 # DEPENDENCYPART_HEADBIGRAM
(22,17),(13,16),-0.0713942 # DEPENDENCYPART_HEADBIGRAM
(22,17),(14,16),0.0132511 # DEPENDENCYPART_HEADBIGRAM
(22,17),(15,16),-0.0640805 # DEPENDENCYPART_HEADBIGRAM
(22,17),(17,16),-0.196192 # DEPENDENCYPART_HEADBIGRAM
(22,17),(18,16),-0.238397 # DEPENDENCYPART_HEADBIGRAM
(22,17),(20,16),-0.204847 # DEPENDENCYPART_HEADBIGRAM
(22,17),(22,16),0.115659 # DEPENDENCYPART_HEADBIGRAM
(22,17),(27,16),0.0490092 # DEPENDENCYPART_HEADBIGRAM
(22,18),(10,17),-0.187716 # DEPENDENCYPART_HEADBIGRAM
(22,18),(13,17),-0.139286 # DEPENDENCYPART_HEADBIGRAM
(22,18),(14,17),-0.146552 # DEPENDENCYPART_HEADBIGRAM
(22,18),(15,17),-0.0455556 # DEPENDENCYPART_HEADBIGRAM
(22,18),(16,17),-0.135128 # DEPENDENCYPART_HEADBIGRAM
(22,18),(18,17),-0.0907632 # DEPENDENCYPART_HEADBIGRAM
(22,18),(20,17),-0.1054 # DEPENDENCYPART_HEADBIGRAM
(22,18),(22,17),0.107681 # DEPENDENCYPART_HEADBIGRAM
(22,18),(23,17),0.106936 # DEPENDENCYPART_HEADBIGRAM
(22,18),(27,17),0.114799 # DEPENDENCYPART_HEADBIGRAM
(22,19),(10,18),-0.196455 # DEPENDENCYPART_HEADBIGRAM
(22,19),(13,18),-0.215593 # DEPENDENCYPART_HEADBIGRAM
(22,19),(14,18),-0.15103 # DEPENDENCYPART_HEADBIGRAM
(22,19),(15,18),-0.0674832 # DEPENDENCYPART_HEADBIGRAM
(22,19),(16,18),-0.199554 # DEPENDENCYPART_HEADBIGRAM
(22,19),(17,18),-0.0434097 # DEPENDENCYPART_HEADBIGRAM
(22,19),(20,18),-0.170375 # DEPENDENCYPART_HEADBIGRAM
(22,19),(22,18),0.224906 # DEPENDENCYPART_HEADBIGRAM
(22,19),(27,18),0.105877 # DEPENDENCYPART_HEADBIGRAM
(22,20),(4,19),-0.136832 # DEPENDENCYPART_HEADBIGRAM
(22,20),(6,19),-0.20678 # DEPENDENCYPART_HEADBIGRAM
(22,20),(10,19),-0.121175 # DEPENDENCYPART_HEADBIGRAM
(22,20),(13,19),-0.217788 # DEPENDENCYPART_HEADBIGRAM
(22,20),(14,19),-0.186286 # DEPENDENCYPART_HEADBIGRAM
(22,20),(16,19),-0.0891308 # DEPENDENCYPART_HEADBIGRAM
(22,20),(18,19),-0.116496 # DEPENDENCYPART_HEADBIGRAM
(22,20),(20,19),-0.0979575 # DEPENDENCYPART_HEADBIGRAM
(22,20),(22,19),-0.139285 # DEPENDENCYPART_HEADBIGRAM
(22,20),(27,19),0.0807033 # DEPENDENCYPART_HEADBIGRAM
(22,21),(0,20),0.117927 # DEPENDENCYPART_HEADBIGRAM
(22,21),(4,20),-0.129124 # DEPENDENCYPART_HEADBIGRAM
(22,21),(6,20),-0.214202 # DEPENDENCYPART_HEADBIGRAM
(22,21),(10,20),-0.109877 # DEPENDENCYPART_HEADBIGRAM
(22,21),(13,20),-0.183797 # DEPENDENCYPART_HEADBIGRAM
(22,21),(14,20),-0.175297 # DEPENDENCYPART_HEADBIGRAM
(22,21),(16,20),-0.180001 # DEPENDENCYPART_HEADBIGRAM
(22,21),(17,20),-0.198651 # DEPENDENCYPART_HEADBIGRAM
(22,21),(22,20),0.230891 # DEPENDENCYPART_HEADBIGRAM
(22,21),(27,20),0.0751651 # DEPENDENCYPART_HEADBIGRAM
(22,23),(0,22),0.066238 # DEPENDENCYPART_HEADBIGRAM
(22,23),(6,22),-0.0163317 # DEPENDENCYPART_HEADBIGRAM
(22,23),(10,22),0.0570144 # DEPENDENCYPART_HEADBIGRAM
(22,23),(13,22),0.109859 # DEPENDENCYPART_HEADBIGRAM
(22,23),(14,22),0.0925461 # DEPENDENCYPART_HEADBIGRAM
(22,23),(16,22),0.121051 # DEPENDENCYPART_HEADBIGRAM
(22,23),(18,22),0.123503 # DEPENDENCYPART_HEADBIGRAM
(22,23),(20,22),-0.0156584 # DEPENDENCYPART_HEADBIGRAM
(22,23),(26,22),0.185743 # DEPENDENCYPART_HEADBIGRAM
(22,23),(27,22),0.23318 # DEPENDENCYPART_HEADBIGRAM
(22,24),(0,23),-0.0204905 # DEPENDENCYPART_HEADBIGRAM
(22,24),(10,23),-0.0501745 # DEPENDENCYPART_HEADBIGRAM
(22,24),(13,23),-0.0449023 # DEPENDENCYPART_HEADBIGRAM
(22,24),(14,23),-0.0449728 # DEPENDENCYPART_HEADBIGRAM
(22,24),(20,23),-0.0732798 # DEPENDENCYPART_HEADBIGRAM
(22,24),(22,23),0.0908809 # DEPENDENCYPART_HEADBIGRAM
(22,24),(26,23),0.104189 # DEPENDENCYPART_HEADBIGRAM
(22,24),(27,23),0.0847682 # DEPENDENCYPART_HEADBIGRAM
(22,24),(30,23),0.104185 # DEPENDENCYPART_HEADBIGRAM
(22,25),(10,24),-0.056646 # DEPENDENCYPART_HEADBIGRAM
(22,25),(20,24),-0.0583727 # DEPENDENCYPART_HEADBIGRAM
(22,25),(22,24),0.091468 # DEPENDENCYPART_HEADBIGRAM
(22,25),(23,24),0.0907795 # DEPENDENCYPART_HEADBIGRAM
(22,25),(25,24),0.0852253 # DEPENDENCYPART_HEADBIGRAM
(22,25),(26,24),0.0894321 # DEPENDENCYPART_HEADBIGRAM
(22,25),(27,24),0.0932646 # DEPENDENCYPART_HEADBIGRAM
(22,25),(28,24),0.0911446 # DEPENDENCYPART_HEADBIGRAM
(22,25),(29,24),0.0911446 # DEPENDENCYPART_HEADBIGRAM
(22,25),(30,24),0.0888808 # DEPENDENCYPART_HEADBIGRAM
(22,26),(20,25),-0.0381396 # DEPENDENCYPART_HEADBIGRAM
(22,26),(22,25),0.0608684 # DEPENDENCYPART_HEADBIGRAM
(22,26),(23,25),0.176778 # DEPENDENCYPART_HEADBIGRAM
(22,26),(24,25),0.208341 # DEPENDENCYPART_HEADBIGRAM
(22,26),(26,25),0.215646 # DEPENDENCYPART_HEADBIGRAM
(22,26),(27,25),0.0935311 # DEPENDENCYPART_HEADBIGRAM
(22,26),(28,25),0.0676813 # DEPENDENCYPART_HEADBIGRAM
(22,26),(30,25),0.0514136 # DEPENDENCYPART_HEADBIGRAM
(22,27),(20,26),-0.0282596 # DEPENDENCYPART_HEADBIGRAM
(22,27),(21,26),-0.0574769 # DEPENDENCYPART_HEADBIGRAM
(22,27),(22,26),0.052298 # DEPENDENCYPART_HEADBIGRAM
(22,27),(23,26),0.0735054 # DEPENDENCYPART_HEADBIGRAM
(22,27),(27,26),0.203621 # DEPENDENCYPART_HEADBIGRAM
(22,27),(28,26),0.0647845 # DEPENDENCYPART_HEADBIGRAM
(22,27),(29,26),0.0660213 # DEPENDENCYPART_HEADBIGRAM
(22,27),(30,26),0.0952088 # DEPENDENCYPART_HEADBIGRAM
(22,27),(31,26),0.0959851 # DEPENDENCYPART_HEADBIGRAM
(22,27),(32,26),0.095108 # DEPENDENCYPART_HEADBIGRAM
(22,28),(0,27),-0.0781386 # DEPENDENCYPART_HEADBIGRAM
(22,28),(4,27),-0.0570566 # DEPENDENCYPART_HEADBIGRAM
(22,28),(6,27),-0.0650297 # DEPENDENCYPART_HEADBIGRAM
(22,28),(7,27),-0.0587049 # DEPENDENCYPART_HEADBIGRAM
(22,28),(14,27),-0.0662021 # DEPENDENCYPART_HEADBIGRAM
(22,28),(20,27),-0.0600668 # DEPENDENCYPART_HEADBIGRAM
(22,28),(22,27),0.0576704 # DEPENDENCYPART_HEADBIGRAM
(22,28),(23,27),0.0927958 # DEPENDENCYPART_HEADBIGRAM
(22,28),(25,27),0.101164 # DEPENDENCYPART_HEADBIGRAM
(22,28),(26,27),0.0893376 # DEPENDENCYPART_HEADBIGRAM
(22,29),(20,28),-0.063699 # DEPENDENCYPART_HEADBIGRAM
(22,29),(22,28),0.00017106 # DEPENDENCYPART_HEADBIGRAM
(22,29),(23,28),0.120333 # DEPENDENCYPART_HEADBIGRAM
(22,29),(24,28),0.0929267 # DEPENDENCYPART_HEADBIGRAM
(22,29),(25,28),0.0998477 # DEPENDENCYPART_HEADBIGRAM
(22,29),(26,28),0.173536 # DEPENDENCYPART_HEADBIGRAM
(22,29),(27,28),0.171157 # DEPENDENCYPART_HEADBIGRAM
(22,29),(30,28),0.094883 # DEPENDENCYPART_HEADBIGRAM
(22,30),(20,29),-0.0713921 # DEPENDENCYPART_HEADBIGRAM
(22,30),(22,29),0.0561111 # DEPENDENCYPART_HEADBIGRAM
(22,30),(23,29),0.0833262 # DEPENDENCYPART_HEADBIGRAM
(22,30),(24,29),0.102136 # DEPENDENCYPART_HEADBIGRAM
(22,30),(25,29),0.0975696 # DEPENDENCYPART_HEADBIGRAM
(22,30),(26,29),0.0839703 # DEPENDENCYPART_HEADBIGRAM
(22,30),(28,29),0.0813634 # DEPENDENCYPART_HEADBIGRAM
(22,30),(30,29),0.133682 # DEPENDENCYPART_HEADBIGRAM
(22,30),(31,29),0.0972195 # DEPENDENCYPART_HEADBIGRAM
(22,30),(32,29),0.0972057 # DEPENDENCYPART_HEADBIGRAM
(22,31),(20,30),-0.0664145 # DEPENDENCYPART_HEADBIGRAM
(22,31),(22,30),0.160037 # DEPENDENCYPART_HEADBIGRAM
(22,31),(23,30),0.101898 # DEPENDENCYPART_HEADBIGRAM
(22,31),(25,30),0.122115 # DEPENDENCYPART_HEADBIGRAM
(22,31),(26,30),0.0894953 # DEPENDENCYPART_HEADBIGRAM
(22,31),(27,30),0.104613 # DEPENDENCYPART_HEADBIGRAM
(22,31),(28,30),0.0949687 # DEPENDENCYPART_HEADBIGRAM
(22,31),(29,30),0.0949687 # DEPENDENCYPART_HEADBIGRAM
(22,31),(31,30),0.162577 # DEPENDENCYPART_HEADBIGRAM
(22,31),(32,30),0.0941266 # DEPENDENCYPART_HEADBIGRAM
(22,32),(10,31),-0.0595835 # DEPENDENCYPART_HEADBIGRAM
(22,32),(14,31),-0.0894388 # DEPENDENCYPART_HEADBIGRAM
(22,32),(22,31),0.102371 # DEPENDENCYPART_HEADBIGRAM
(22,32),(23,31),0.0762801 # DEPENDENCYPART_HEADBIGRAM
(22,32),(26,31),0.103088 # DEPENDENCYPART_HEADBIGRAM
(22,32),(27,31),0.0986681 # DEPENDENCYPART_HEADBIGRAM
(22,32),(28,31),0.0753967 # DEPENDENCYPART_HEADBIGRAM
(22,32),(29,31),0.0790896 # DEPENDENCYPART_HEADBIGRAM
(22,32),(30,31),0.10678 # DEPENDENCYPART_HEADBIGRAM
(22,32),(32,31),0.0754227 # DEPENDENCYPART_HEADBIGRAM
(22,33),(10,32),-0.0680407 # DEPENDENCYPART_HEADBIGRAM
(22,33),(14,32),-0.0613192 # DEPENDENCYPART_HEADBIGRAM
(22,33),(22,32),0.105079 # DEPENDENCYPART_HEADBIGRAM
(22,33),(23,32),0.101324 # DEPENDENCYPART_HEADBIGRAM
(22,33),(26,32),0.0843875 # DEPENDENCYPART_HEADBIGRAM
(22,33),(27,32),0.131239 # DEPENDENCYPART_HEADBIGRAM
(22,33),(28,32),0.13265 # DEPENDENCYPART_HEADBIGRAM
(22,33),(29,32),0.121737 # DEPENDENCYPART_HEADBIGRAM
(22,33),(30,32),0.0837112 # DEPENDENCYPART_HEADBIGRAM
(22,33),(31,32),0.170648 # DEPENDENCYPART_HEADBIGRAM
(22,34),(4,33),-0.0549635 # DEPENDENCYPART_HEADBIGRAM
(22,34),(6,33),-0.0782622 # DEPENDENCYPART_HEADBIGRAM
(22,34),(13,33),-0.0723503 # DEPENDENCYPART_HEADBIGRAM
(22,34),(14,33),-0.0785576 # DEPENDENCYPART_HEADBIGRAM
(22,34),(20,33),-0.0667703 # DEPENDENCYPART_HEADBIGRAM
(22,34),(22,33),0.273472 # DEPENDENCYPART_HEADBIGRAM
(22,34),(23,33),0.119954 # DEPENDENCYPART_HEADBIGRAM
(22,34),(27,33),0.136638 # DEPENDENCYPART_HEADBIGRAM
(22,34),(28,33),0.110176 # DEPENDENCYPART_HEADBIGRAM
(22,34),(29,33),0.110107 # DEPENDENCYPART_HEADBIGRAM
(23,10),(6,9),-0.127802 # DEPENDENCYPART_HEADBIGRAM
(23,10),(8,9),-0.127321 # DEPENDENCYPART_HEADBIGRAM
(23,10),(10,9),-0.0599556 # DEPENDENCYPART_HEADBIGRAM
(23,10),(20,9),-0.116624 # DEPENDENCYPART_HEADBIGRAM
(23,12),(4,11),-0.135129 # DEPENDENCYPART_HEADBIGRAM
(23,12),(6,11),-0.214212 # DEPENDENCYPART_HEADBIGRAM
(23,12),(7,11),-0.130153 # DEPENDENCYPART_HEADBIGRAM
(23,12),(8,11),-0.134854 # DEPENDENCYPART_HEADBIGRAM
(23,12),(10,11),0.0610561 # DEPENDENCYPART_HEADBIGRAM
(23,12),(13,11),-0.18734 # DEPENDENCYPART_HEADBIGRAM
(23,12),(14,11),-0.18321 # DEPENDENCYPART_HEADBIGRAM
(23,12),(20,11),-0.124597 # DEPENDENCYPART_HEADBIGRAM
(23,12),(22,11),-0.181162 # DEPENDENCYPART_HEADBIGRAM
(23,12),(27,11),0.0832177 # DEPENDENCYPART_HEADBIGRAM
(23,13),(13,12),-0.151611 # DEPENDENCYPART_HEADBIGRAM
(23,13),(14,12),-0.143317 # DEPENDENCYPART_HEADBIGRAM
(23,13),(15,12),-0.146119 # DEPENDENCYPART_HEADBIGRAM
(23,13),(17,12),-0.146239 # DEPENDENCYPART_HEADBIGRAM
(23,13),(18,12),-0.131983 # DEPENDENCYPART_HEADBIGRAM
(23,13),(20,12),-0.12609 # DEPENDENCYPART_HEADBIGRAM
(23,13),(23,12),0.0823918 # DEPENDENCYPART_HEADBIGRAM
(23,17),(8,16),-0.116548 # DEPENDENCYPART_HEADBIGRAM
(23,17),(10,16),-0.224651 # DEPENDENCYPART_HEADBIGRAM
(23,17),(13,16),-0.0447371 # DEPENDENCYPART_HEADBIGRAM
(23,17),(14,16),-0.0274123 # DEPENDENCYPART_HEADBIGRAM
(23,17),(15,16),-0.104114 # DEPENDENCYPART_HEADBIGRAM
(23,17),(17,16),-0.196465 # DEPENDENCYPART_HEADBIGRAM
(23,17),(18,16),-0.236159 # DEPENDENCYPART_HEADBIGRAM
(23,17),(20,16),-0.199116 # DEPENDENCYPART_HEADBIGRAM
(23,17),(22,16),-0.131552 # DEPENDENCYPART_HEADBIGRAM
(23,17),(27,16),0.0624321 # DEPENDENCYPART_HEADBIGRAM
(23,21),(0,20),0.109171 # DEPENDENCYPART_HEADBIGRAM
(23,21),(4,20),-0.129123 # DEPENDENCYPART_HEADBIGRAM
(23,21),(6,20),-0.208552 # DEPENDENCYPART_HEADBIGRAM
(23,21),(10,20),-0.109877 # DEPENDENCYPART_HEADBIGRAM
(23,21),(13,20),-0.178146 # DEPENDENCYPART_HEADBIGRAM
(23,21),(14,20),-0.169647 # DEPENDENCYPART_HEADBIGRAM
(23,21),(16,20),-0.180001 # DEPENDENCYPART_HEADBIGRAM
(23,21),(17,20),-0.198651 # DEPENDENCYPART_HEADBIGRAM
(23,21),(22,20),-0.169271 # DEPENDENCYPART_HEADBIGRAM
(23,21),(27,20),0.0751653 # DEPENDENCYPART_HEADBIGRAM
(23,24),(0,23),0.00635932 # DEPENDENCYPART_HEADBIGRAM
(23,24),(10,23),-0.0462207 # DEPENDENCYPART_HEADBIGRAM
(23,24),(13,23),-0.0747269 # DEPENDENCYPART_HEADBIGRAM
(23,24),(14,23),-0.0724909 # DEPENDENCYPART_HEADBIGRAM
(23,24),(20,23),-0.028441 # DEPENDENCYPART_HEADBIGRAM
(23,24),(22,23),-0.0765145 # DEPENDENCYPART_HEADBIGRAM
(23,24),(26,23),0.0974268 # DEPENDENCYPART_HEADBIGRAM
(23,24),(27,23),0.114625 # DEPENDENCYPART_HEADBIGRAM
(23,24),(30,23),0.116233 # DEPENDENCYPART_HEADBIGRAM
(23,25),(10,24),-0.0566307 # DEPENDENCYPART_HEADBIGRAM
(23,25),(20,24),-0.0583738 # DEPENDENCYPART_HEADBIGRAM
(23,25),(22,24),-0.0591147 # DEPENDENCYPART_HEADBIGRAM
(23,25),(23,24),0.0826505 # DEPENDENCYPART_HEADBIGRAM
(23,25),(25,24),0.143473 # DEPENDENCYPART_HEADBIGRAM
(23,25),(26,24),0.0899155 # DEPENDENCYPART_HEADBIGRAM
(23,25),(27,24),0.093363 # DEPENDENCYPART_HEADBIGRAM
(23,25),(28,24),0.091243 # DEPENDENCYPART_HEADBIGRAM
(23,25),(29,24),0.091243 # DEPENDENCYPART_HEADBIGRAM
(23,25),(30,24),0.0891644 # DEPENDENCYPART_HEADBIGRAM
(23,26),(20,25),-0.0381396 # DEPENDENCYPART_HEADBIGRAM
(23,26),(22,25),-0.0827224 # DEPENDENCYPART_HEADBIGRAM
(23,26),(23,25),0.0493739 # DEPENDENCYPART_HEADBIGRAM
(23,26),(24,25),0.208341 # DEPENDENCYPART_HEADBIGRAM
(23,26),(26,25),0.215889 # DEPENDENCYPART_HEADBIGRAM
(23,26),(27,25),0.0935311 # DEPENDENCYPART_HEADBIGRAM
(23,26),(28,25),0.0676813 # DEPENDENCYPART_HEADBIGRAM
(23,26),(30,25),0.0514136 # DEPENDENCYPART_HEADBIGRAM
(23,27),(20,26),-0.0282596 # DEPENDENCYPART_HEADBIGRAM
(23,27),(21,26),-0.0574769 # DEPENDENCYPART_HEADBIGRAM
(23,27),(22,26),-0.0805844 # DEPENDENCYPART_HEADBIGRAM
(23,27),(23,26),0.0517254 # DEPENDENCYPART_HEADBIGRAM
(23,27),(27,26),0.204379 # DEPENDENCYPART_HEADBIGRAM
(23,27),(28,26),0.0647845 # DEPENDENCYPART_HEADBIGRAM
(23,27),(29,26),0.0660213 # DEPENDENCYPART_HEADBIGRAM
(23,27),(30,26),0.0952088 # DEPENDENCYPART_HEADBIGRAM
(23,27),(31,26),0.0959851 # DEPENDENCYPART_HEADBIGRAM
(23,27),(32,26),0.095108 # DEPENDENCYPART_HEADBIGRAM
(23,28),(0,27),-0.0783239 # DEPENDENCYPART_HEADBIGRAM
(23,28),(4,27),-0.0572418 # DEPENDENCYPART_HEADBIGRAM
(23,28),(6,27),-0.065215 # DEPENDENCYPART_HEADBIGRAM
(23,28),(7,27),-0.0614035 # DEPENDENCYPART_HEADBIGRAM
(23,28),(14,27),-0.0689007 # DEPENDENCYPART_HEADBIGRAM
(23,28),(20,27),-0.0624939 # DEPENDENCYPART_HEADBIGRAM
(23,28),(22,27),-0.0665896 # DEPENDENCYPART_HEADBIGRAM
(23,28),(23,27),0.0483919 # DEPENDENCYPART_HEADBIGRAM
(23,28),(25,27),0.093843 # DEPENDENCYPART_HEADBIGRAM
(23,28),(26,27),0.082017 # DEPENDENCYPART_HEADBIGRAM
(23,29),(20,28),-0.063699 # DEPENDENCYPART_HEADBIGRAM
(23,29),(22,28),-0.043565 # DEPENDENCYPART_HEADBIGRAM
(23,29),(23,28),0.00770507 # DEPENDENCYPART_HEADBIGRAM
(23,29),(24,28),0.0929267 # DEPENDENCYPART_HEADBIGRAM
(23,29),(25,28),0.0998477 # DEPENDENCYPART_HEADBIGRAM
(23,29),(26,28),0.173536 # DEPENDENCYPART_HEADBIGRAM
(23,29),(27,28),0.171157 # DEPENDENCYPART_HEADBIGRAM
(23,29),(30,28),0.094883 # DEPENDENCYPART_HEADBIGRAM
(23,30),(20,29),-0.0713838 # DEPENDENCYPART_HEADBIGRAM
(23,30),(22,29),-0.0810787 # DEPENDENCYPART_HEADBIGRAM
(23,30),(23,29),0.0561111 # DEPENDENCYPART_HEADBIGRAM
(23,30),(24,29),0.102136 # DEPENDENCYPART_HEADBIGRAM
(23,30),(25,29),0.0975696 # DEPENDENCYPART_HEADBIGRAM
(23,30),(26,29),0.0839703 # DEPENDENCYPART_HEADBIGRAM
(23,30),(28,29),0.0813639 # DEPENDENCYPART_HEADBIGRAM
(23,30),(30,29),0.133682 # DEPENDENCYPART_HEADBIGRAM
(23,30),(31,29),0.0972195 # DEPENDENCYPART_HEADBIGRAM
(23,30),(32,29),0.0972057 # DEPENDENCYPART_HEADBIGRAM
(23,31),(20,30),-0.0664145 # DEPENDENCYPART_HEADBIGRAM
(23,31),(22,30),-0.0559346 # DEPENDENCYPART_HEADBIGRAM
(23,31),(23,30),0.160037 # DEPENDENCYPART_HEADBIGRAM
(23,31),(25,30),0.122115 # DEPENDENCYPART_HEADBIGRAM
(23,31),(26,30),0.0894953 # DEPENDENCYPART_HEADBIGRAM
(23,31),(27,30),0.104613 # DEPENDENCYPART_HEADBIGRAM
(23,31),(28,30),0.0949687 # DEPENDENCYPART_HEADBIGRAM
(23,31),(29,30),0.0949687 # DEPENDENCYPART_HEADBIGRAM
(23,31),(31,30),0.162577 # DEPENDENCYPART_HEADBIGRAM
(23,31),(32,30),0.0941266 # DEPENDENCYPART_HEADBIGRAM
(23,32),(10,31),-0.0596134 # DEPENDENCYPART_HEADBIGRAM
(23,32),(14,31),-0.0923531 # DEPENDENCYPART_HEADBIGRAM
(23,32),(22,31),-0.0928042 # DEPENDENCYPART_HEADBIGRAM
(23,32),(23,31),0.0853002 # DEPENDENCYPART_HEADBIGRAM
(23,32),(26,31),0.103058 # DEPENDENCYPART_HEADBIGRAM
(23,32),(27,31),0.0986681 # DEPENDENCYPART_HEADBIGRAM
(23,32),(28,31),0.0724825 # DEPENDENCYPART_HEADBIGRAM
(23,32),(29,31),0.0761753 # DEPENDENCYPART_HEADBIGRAM
(23,32),(30,31),0.10675 # DEPENDENCYPART_HEADBIGRAM
(23,32),(32,31),0.0758942 # DEPENDENCYPART_HEADBIGRAM
(23,33),(10,32),-0.067792 # DEPENDENCYPART_HEADBIGRAM
(23,33),(14,32),-0.0592548 # DEPENDENCYPART_HEADBIGRAM
(23,33),(22,32),-0.0691591 # DEPENDENCYPART_HEADBIGRAM
(23,33),(23,32),0.114613 # DEPENDENCYPART_HEADBIGRAM
(23,33),(26,32),0.0612436 # DEPENDENCYPART_HEADBIGRAM
(23,33),(27,32),0.110582 # DEPENDENCYPART_HEADBIGRAM
(23,33),(28,32),0.115488 # DEPENDENCYPART_HEADBIGRAM
(23,33),(29,32),0.104574 # DEPENDENCYPART_HEADBIGRAM
(23,33),(30,32),0.05777 # DEPENDENCYPART_HEADBIGRAM
(23,33),(31,32),0.144918 # DEPENDENCYPART_HEADBIGRAM
(23,34),(4,33),-0.0549635 # DEPENDENCYPART_HEADBIGRAM
(23,34),(6,33),-0.0782621 # DEPENDENCYPART_HEADBIGRAM
(23,34),(13,33),-0.0723502 # DEPENDENCYPART_HEADBIGRAM
(23,34),(14,33),-0.0785575 # DEPENDENCYPART_HEADBIGRAM
(23,34),(20,33),-0.0667703 # DEPENDENCYPART_HEADBIGRAM
(23,34),(22,33),-0.0785655 # DEPENDENCYPART_HEADBIGRAM
(23,34),(23,33),0.191918 # DEPENDENCYPART_HEADBIGRAM
(23,34),(27,33),0.136638 # DEPENDENCYPART_HEADBIGRAM
(23,34),(28,33),0.110176 # DEPENDENCYPART_HEADBIGRAM
(23,34),(29,33),0.110107 # DEPENDENCYPART_HEADBIGRAM
(24,25),(10,24),-0.063206 # DEPENDENCYPART_HEADBIGRAM
(24,25),(20,24),-0.0548565 # DEPENDENCYPART_HEADBIGRAM
(24,25),(22,24),-0.063262 # DEPENDENCYPART_HEADBIGRAM
(24,25),(23,24),-0.063262 # DEPENDENCYPART_HEADBIGRAM
(24,25),(25,24),0.0585947 # DEPENDENCYPART_HEADBIGRAM
(24,25),(26,24),0.0870629 # DEPENDENCYPART_HEADBIGRAM
(24,25),(27,24),0.0949634 # DEPENDENCYPART_HEADBIGRAM
(24,25),(28,24),0.101916 # DEPENDENCYPART_HEADBIGRAM
(24,25),(29,24),0.101916 # DEPENDENCYPART_HEADBIGRAM
(24,25),(30,24),0.0913243 # DEPENDENCYPART_HEADBIGRAM
(24,28),(0,27),-0.0569358 # DEPENDENCYPART_HEADBIGRAM
(24,28),(4,27),-0.0564841 # DEPENDENCYPART_HEADBIGRAM
(24,28),(6,27),-0.056501 # DEPENDENCYPART_HEADBIGRAM
(24,28),(7,27),-0.0601737 # DEPENDENCYPART_HEADBIGRAM
(24,28),(14,27),-0.0601897 # DEPENDENCYPART_HEADBIGRAM
(24,28),(20,27),-0.0594718 # DEPENDENCYPART_HEADBIGRAM
(24,28),(22,27),-0.0578787 # DEPENDENCYPART_HEADBIGRAM
(24,28),(23,27),-0.0578787 # DEPENDENCYPART_HEADBIGRAM
(24,28),(25,27),0.0961595 # DEPENDENCYPART_HEADBIGRAM
(24,28),(26,27),0.096157 # DEPENDENCYPART_HEADBIGRAM
(24,29),(20,28),-0.0603231 # DEPENDENCYPART_HEADBIGRAM
(24,29),(22,28),-0.0610162 # DEPENDENCYPART_HEADBIGRAM
(24,29),(23,28),-0.0583091 # DEPENDENCYPART_HEADBIGRAM
(24,29),(24,28),0.0870201 # DEPENDENCYPART_HEADBIGRAM
(24,29),(25,28),0.108241 # DEPENDENCYPART_HEADBIGRAM
(24,29),(26,28),0.0753194 # DEPENDENCYPART_HEADBIGRAM
(24,29),(27,28),0.0753783 # DEPENDENCYPART_HEADBIGRAM
(24,29),(30,28),0.0976012 # DEPENDENCYPART_HEADBIGRAM
(25,21),(0,20),-0.128585 # DEPENDENCYPART_HEADBIGRAM
(25,21),(4,20),-0.124815 # DEPENDENCYPART_HEADBIGRAM
(25,21),(6,20),-0.126712 # DEPENDENCYPART_HEADBIGRAM
(25,21),(10,20),-0.124248 # DEPENDENCYPART_HEADBIGRAM
(25,21),(13,20),-0.124908 # DEPENDENCYPART_HEADBIGRAM
(25,21),(14,20),-0.1249 # DEPENDENCYPART_HEADBIGRAM
(25,21),(16,20),-0.122758 # DEPENDENCYPART_HEADBIGRAM
(25,21),(17,20),-0.121512 # DEPENDENCYPART_HEADBIGRAM
(25,21),(22,20),-0.124725 # DEPENDENCYPART_HEADBIGRAM
(25,21),(27,20),0.0927165 # DEPENDENCYPART_HEADBIGRAM
(25,24),(0,23),-0.10737 # DEPENDENCYPART_HEADBIGRAM
(25,24),(10,23),-0.0937052 # DEPENDENCYPART_HEADBIGRAM
(25,24),(13,23),-0.158255 # DEPENDENCYPART_HEADBIGRAM
(25,24),(14,23),-0.145895 # DEPENDENCYPART_HEADBIGRAM
(25,24),(20,23),-0.114446 # DEPENDENCYPART_HEADBIGRAM
(25,24),(22,23),-0.148117 # DEPENDENCYPART_HEADBIGRAM
(25,24),(26,23),0.0667198 # DEPENDENCYPART_HEADBIGRAM
(25,24),(27,23),0.0799663 # DEPENDENCYPART_HEADBIGRAM
(25,24),(30,23),0.133538 # DEPENDENCYPART_HEADBIGRAM
(25,27),(20,26),-0.0537601 # DEPENDENCYPART_HEADBIGRAM
(25,27),(21,26),-0.0563761 # DEPENDENCYPART_HEADBIGRAM
(25,27),(22,26),-0.058961 # DEPENDENCYPART_HEADBIGRAM
(25,27),(23,26),-0.058961 # DEPENDENCYPART_HEADBIGRAM
(25,27),(27,26),0.16297 # DEPENDENCYPART_HEADBIGRAM
(25,27),(28,26),0.0955743 # DEPENDENCYPART_HEADBIGRAM
(25,27),(29,26),0.095149 # DEPENDENCYPART_HEADBIGRAM
