# _root_ In 1987 , despite a barrage of ads from most of the major investment firms , individuals ran from the market en masse .
#goldHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,18,22,18,
#predictedHeads=18,1,18,18,6,4,6,7,6,9,10,15,15,15,11,18,18,0,18,21,19,23,19,18,
(18,12),(18,20),-0.195101 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.171603 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.172452 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.177257 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.19445 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0606178 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.145364 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0849544 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.138902 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.101251 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0299625 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.00344602 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0587359 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0641061 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0589365 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.520164 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0913566 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.528519 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0166596 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.124013 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0141795 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0304885 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0358066 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0130154 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.119427 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.816295 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.159601 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0972418 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0468627 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.028967 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0343383 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0463611 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0517163 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0461973 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.00914184 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0696885 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0642059 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0585455 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.107708 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0640292 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.057117 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0184452 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.00949444 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.00412314 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0604787 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.117784 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.204436 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0711027 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.116254 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0864464 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.232226 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0763856 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0925541 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.224782 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0258633 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0420319 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.00961845 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0241092 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0370262 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0635568 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.468193 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.198824 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.1988 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.309851 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.309826 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0641752 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.201916 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.201351 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0890539 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.0348249 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.0174446 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.107612 # DEPENDENCYPART_SIBL
(22,4),(22,20),0.0442735 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.0233178 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0272417 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0771317 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.351492 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.105049 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.00690894 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0943326 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0137353 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0632156 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0976161 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0121157 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.107353 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0137353 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0961405 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0269449 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0167689 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0272426 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0219524 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.12774 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0853401 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0851702 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0177149 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.06406 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.00935735 # DEPENDENCYPART_SIBL
(23,1),(23,4),-0.0938166 # DEPENDENCYPART_SIBL
(23,1),(23,6),0.00904276 # DEPENDENCYPART_SIBL
(23,1),(23,9),-0.0837284 # DEPENDENCYPART_SIBL
(23,1),(23,11),-0.0960045 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.0682065 # DEPENDENCYPART_SIBL
(23,1),(23,17),0.0419955 # DEPENDENCYPART_SIBL
(23,1),(23,19),-0.0837284 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.0681469 # DEPENDENCYPART_SIBL
(23,1),(23,21),0.00185481 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.0365481 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.0529623 # DEPENDENCYPART_SIBL
(23,4),(23,6),0.0201701 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.107612 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.11969 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.0348249 # DEPENDENCYPART_SIBL
(23,4),(23,17),0.0174446 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.107612 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.0442735 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.0233178 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.0372904 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.0771317 # DEPENDENCYPART_SIBL
(23,6),(23,9),0.0889343 # DEPENDENCYPART_SIBL
(23,6),(23,11),0.12314 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.102807 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.110033 # DEPENDENCYPART_SIBL
(23,6),(23,19),0.0889343 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.151557 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.110203 # DEPENDENCYPART_SIBL
(23,6),(23,22),0.0531196 # DEPENDENCYPART_SIBL
(23,6),(23,24),0.0768951 # DEPENDENCYPART_SIBL
(23,9),(23,11),-0.1006 # DEPENDENCYPART_SIBL
(23,9),(23,15),0.025267 # DEPENDENCYPART_SIBL
(23,9),(23,17),0.00809205 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.0886589 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.0269449 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.0167689 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.0370605 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.0219524 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.0027472 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.0133798 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.0912814 # DEPENDENCYPART_SIBL
(23,11),(23,20),0.0416259 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.0280914 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.036197 # DEPENDENCYPART_SIBL
(23,11),(23,24),0.0522763 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.351492 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.105049 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.00690894 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0943326 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0465 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.0632156 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0976161 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0121157 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.107353 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0465 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.0961405 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0269449 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0167689 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0370605 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0219524 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.12774 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.291898 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0851699 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0528777 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.06406 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0347188 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.151666 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.751976 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.568771 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0722075 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.228506 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.125437 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.239904 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.386683 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),1.23573 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),1.06296 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.082076 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),1.22356 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.981427 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.024977 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.235221 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.528349 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.127343 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.279541 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.393398 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.500069 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.0171133 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),1.21662 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.808789 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0267826 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),1.13864 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.189985 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.912446 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.319879 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.513982 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.087982 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.323949 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.478056 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.600141 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.461907 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.0419958 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.109024 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.330114 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),0.22206 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),-0.238287 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),1.45549 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.405177 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-1.62908 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.893315 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.45335 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),1.28997 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.100812 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.143263 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.288353 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.23888 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.22419 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),1.10602 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.0397136 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),1.02887 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.366233 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.0465399 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.477197 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.494782 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.405986 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.235001 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.635374 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-1.48029 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.749585 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.307463 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.560151 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.912346 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.754782 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.0263858 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-1.37608 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.151518 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.334238 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.150302 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),1.48663 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.871862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.0579369 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.181767 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.131821 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.374718 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.21314 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0181925 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.958849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.287786 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.0854313 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.632029 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0886165 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.270897 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.352537 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.299322 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.589503 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.395066 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.234477 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),0.163967 # DEPENDENCYPART_GRANDPAR
(1,4),(4,24),-1.6255 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.845686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.582813 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.142207 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.151025 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.380282 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.231177 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.308065 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.254899 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.61427 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.355345 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.404583 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.262953 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),0.313216 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.295233 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.811935 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.381427 # DEPENDENCYPART_GRANDPAR
(1,6),(6,23),-0.284117 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-1.41179 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.05375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,3),-0.206024 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.127953 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.509285 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.417198 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.664558 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.451166 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.599884 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.00674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,3),-0.15818 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.211329 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.710425 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.457816 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.491066 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.273453 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.956042 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.582263 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.28346 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.165897 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.523615 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),0.196031 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.203953 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-0.356637 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),-1.54608 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.136169 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.0663921 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.431796 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-1.5866 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-1.11419 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.608042 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.242928 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.848446 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),0.2314 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.280003 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.891926 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-0.436362 # DEPENDENCYPART_GRANDPAR
(1,10),(10,23),-0.362027 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.05375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,9),-0.254536 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.594718 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-1.66561 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-1.14154 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.811574 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.599884 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.323261 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.826977 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),0.0269299 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.457532 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.513056 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.438699 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-1.69245 # DEPENDENCYPART_GRANDPAR
(1,24),(24,23),-0.329234 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.2585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.581799 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.43254 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.82678 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.594694 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.367498 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.568906 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.417061 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.16496 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.840272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.021563 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.690816 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.797798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.151831 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0455773 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.201077 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.101439 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.0242682 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.0783762 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.16798 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.0761948 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.163008 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.144717 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.777515 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.686246 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.799997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.125483 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0163942 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.280299 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0831545 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.035615 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.0961289 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.190557 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.0944791 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.386528 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.0571903 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.0437358 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),0.152691 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.419404 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.259325 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.288854 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-0.610728 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.671416 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),-0.150833 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0928617 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.144318 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.0642384 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.13802 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.116973 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.190206 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0638082 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.71331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.476713 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.753517 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.813877 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.403145 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.523013 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.25829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.25589 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.273837 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.364617 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.285197 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.420206 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.308456 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.437471 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.412491 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.400869 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-0.659093 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.276615 # DEPENDENCYPART_GRANDPAR
